[	PUN	[
,	PUN	,
il	PRO:PER	il
ne	ADV	ne
m'	PRO:PER	me
est	VER:pres	être
pas	ADV	pas
difficile	ADJ	difficile
de	PRP	de
voir	VER:infi	voir
que	KON	que
vous	PRO:PER	vous
êtes	VER:pres	être
une	DET:ART	un
jeune	ADJ	jeune
fille	NOM	fille
bien	ADV	bien
élevée	VER:pper	élever
,	PUN	,
distinguée	VER:pper	distinguer
,	PUN	,
intelligente	ADJ	intelligent
,	PUN	,
instruite	VER:pper	instruire
,	PUN	,
pleine	ADJ	plein
de	PRP	de
pureté	NOM	pureté
,	PUN	,
d'	PRP	de
innocence	NOM	innocence
et	KON	et
d'	PRP	de
ignorance	NOM	ignorance
,	PUN	,
cela	PRO:DEM	cela
saute	VER:pres	sauter
aux	PRP:det	au
yeux	NOM	œil
;	PUN	;
laissez	VER:pres	laisser
-moi	PRO:PER	moi
donc	ADV	donc
vous	PRO:PER	vous
le	PRO:PER	le
dire	VER:infi	dire
,	PUN	,
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
point	ADV	point
un	DET:ART	un
compliment	NOM	compliment
banal	ADJ	banal
,	PUN	,
et	KON	et
je	PRO:PER	je
ne	ADV	ne
parle	VER:pres	parler
de	PRP	de
ces	PRO:DEM	ce
qualités	NOM	qualité
que	KON	que
pour	PRP	pour
pouvoir	VER:infi	pouvoir
justifier	VER:infi	justifier
le	DET:ART	le
rôle	NOM	rôle
que	PRO:REL	que
je	PRO:PER	je
crois	VER:pres	croire
devoir	VER:infi	devoir
prendre	VER:infi	prendre
auprès	ADV	auprès
de	PRP	de
vous	PRO:PER	vous
;	PUN	;
soyez	VER:subp	être
convaincue	VER:pper	convaincre
que	KON	que
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
à	PRP	à
vous	PRO:PER	vous
dire	VER:infi	dire
est	VER:pres	être
tout	ADV	tout
à	PRP	à
fait	NOM	fait
en	PRP	en
dehors	NOM	dehors
du	PRP:det	du
jugement	NOM	jugement
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
pu	VER:pper	pouvoir
porter	VER:infi	porter
sur	PRP	sur
votre	DET:POS	votre
talent	NOM	talent
tout	ADV	tout
à	PRP	à
l'	DET:ART	le
heure	NOM	heure
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
possible	ADJ	possible
qu'	KON	que
après	PRP	après
un	DET:ART	un
certain	PRO:IND	certain
temps	NOM	temps
d'	PRP	de
études	NOM	étude
sérieuses	ADJ	sérieux
ce	PRO:DEM	ce
talent	NOM	talent
se	PRO:PER	se
développe	VER:pres	développer
et	KON	et
devienne	VER:subp	devenir
un	DET:ART	un
grand	ADJ	grand
talent	NOM	talent
;	PUN	;
mais	KON	mais
il	PRO:PER	il
est	VER:pres	être
possible	ADJ	possible
aussi	ADV	aussi
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
développe	VER:pres	développer
pas	ADV	pas
et	KON	et
qu'	PRO:REL	que
il	PRO:PER	il
reste	VER:pres	rester
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
,	PUN	,
supérieur	ADJ	supérieur
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
,	PUN	,
j'	PRO:PER	je
en	PRO:PER	en
conviens	VER:pres	convenir
volontiers	ADV	volontiers
,	PUN	,
insuffisant	ADJ	insuffisant
au	PRP:det	au
théâtre	NOM	théâtre
.	SENT	.
Là	ADV	là
n'	ADV	ne
est	VER:pres	être
donc	ADV	donc
pas	ADV	pas
absolument	ADV	absolument
la	DET:ART	le
question	NOM	question
.	SENT	.
Elle	PRO:PER	elle
est	VER:pres	être
où	ADV	où
ma	DET:POS	mon
conscience	NOM	conscience
la	DET:ART	le
place	NOM	place
:	PUN	:
dans	PRP	dans
la	DET:ART	le
carrière	NOM	carrière
que	PRO:REL	que
vous	PRO:PER	vous
voulez	VER:pres	vouloir
embrasser	VER:infi	embrasser
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
ce	PRO:DEM	ce
qui	PRO:REL	qui
m'	PRO:PER	me
oblige	VER:pres	obliger
à	PRP	à
vous	PRO:PER	vous
éclairer	VER:infi	éclairer
sur	PRP	sur
les	DET:ART	le
terribles	ADJ	terrible
difficultés	NOM	difficulté
,	PUN	,
sur	PRP	sur
les	DET:ART	le
insurmontables	ADJ	insurmontable
difficultés	NOM	difficulté
que	PRO:REL	que
vous	PRO:PER	vous
voulez	VER:pres	vouloir
affronter	VER:infi	affronter
sans	PRP	sans
les	PRO:PER	la|le
connaître	VER:infi	connaître
.	SENT	.
Mon	DET:POS	mon
âge	NOM	âge
et	KON	et
mon	DET:POS	mon
expérience	NOM	expérience
me	PRO:PER	me
donnent	VER:pres	donner
pour	PRP	pour
cela	PRO:DEM	cela
une	NUM	un
autorité	NOM	autorité
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
je	PRO:PER	je
l'	PRO:PER	la|le
espère	VER:pres	espérer
,	PUN	,
vous	PRO:PER	vous
fera	VER:futu	faire
réfléchir	VER:infi	réfléchir
sérieusement	ADV	sérieusement
pendant	PRP	pendant
qu'	KON	que
il	PRO:PER	il
en	PRO:PER	en
est	VER:pres	être
temps	NOM	temps
encore	ADV	encore
.	SENT	.
Vous	PRO:PER	vous
m'	PRO:PER	me
écoutez	VER:pres	écouter
,	PUN	,
n'	ADV	ne
est	VER:pres	être
-ce	PRO:DEM	ce
pas	NOM	pas
?	SENT	?
--	PUN	--
Si	KON	si
je	PRO:PER	je
vous	PRO:PER	vous
écoute	VER:pres	écouter
!	SENT	!
Oh	INT	oh
!	SENT	!
oui	INT	oui
monsieur	NOM	monsieur
.	SENT	.
--	PUN	--
L'	DET:ART	le
existence	NOM	existence
d'	PRP	de
un	DET:ART	un
comédien	NOM	comédien
et	KON	et
surtout	ADV	surtout
celle	PRO:DEM	celui
d'	PRP	de
une	DET:ART	un
comédienne	NOM	comédien
est	VER:pres	être
,	PUN	,
mon	DET:POS	mon
enfant	NOM	enfant
,	PUN	,
la	DET:ART	le
plus	ADV	plus
difficile	ADJ	difficile
et	KON	et
la	DET:ART	le
plus	ADV	plus
misérable	ADJ	misérable
des	PRP:det	du
existences	NOM	existence
.	SENT	.
Ne	ADV	ne
croyez	VER:pres	croire
pas	ADV	pas
que	KON	que
j'	PRO:PER	je
exagère	VER:pres	exagérer
.	SENT	.
Regardez	VER:pres	regarder
autour	ADV	autour
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
Voyez	VER:pres	voir
dans	PRP	dans
quelles	PRO:REL	quel
conditions	NOM	condition
on	PRO:PER	on
débute	VER:pres	débuter
ordinairement	ADV	ordinairement
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
dis	VER:pres	dire
pas	ADV	pas
sur	PRP	sur
les	DET:ART	le
petits	ADJ	petit
théâtres	NOM	théâtre
,	PUN	,
qui	PRO:REL	qui
ne	ADV	ne
doivent	VER:pres	devoir
pas	ADV	pas
nous	PRO:PER	nous
occuper	VER:infi	occuper
,	PUN	,
mais	KON	mais
sur	PRP	sur
une	DET:ART	un
scène	NOM	scène
honorable	ADJ	honorable
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
dix	NUM	dix
ans	NOM	an
et	KON	et
beaucoup	ADV	beaucoup
de	PRP	de
talent	NOM	talent
pour	PRP	pour
arriver	VER:infi	arriver
à	PRP	à
une	DET:ART	un
situation	NOM	situation
qui	PRO:REL	qui
soit	KON	soit
moins	ADV	moins
précaire	ADJ	précaire
que	KON	que
celle	PRO:DEM	celui
des	PRP:det	du
premières	NUM	premier
années	NOM	année
,	PUN	,
et	KON	et
vous	PRO:PER	vous
voyez	VER:pres	voir
combien	ADV	combien
peu	ADV	peu
y	PRO:PER	y
arrivent	VER:pres	arriver
,	PUN	,
combien	ADV	combien
au	PRP:det	au
contraire	NOM	contraire
,	PUN	,
même	ADV	même
avec	PRP	avec
beaucoup	ADV	beaucoup
de	PRP	de
talent	NOM	talent
,	PUN	,
restent	VER:pres	rester
dans	PRP	dans
des	PRP:det	du
positions	NOM	position
effacées	VER:pper	effacer
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
une	DET:ART	un
cruelle	ADJ	cruel
blessure	NOM	blessure
,	PUN	,
qui	PRO:REL	qui
n'	ADV	ne
est	VER:pres	être
rien	ADV	rien
cependant	ADV	cependant
auprès	ADV	auprès
de	PRP	de
celles	PRO:DEM	celui
que	PRO:REL	que
vous	PRO:PER	vous
font	VER:pres	faire
chaque	PRO:IND	chaque
jour	NOM	jour
les	DET:ART	le
rivalités	NOM	rivalité
:	PUN	:
la	DET:ART	le
jalousie	NOM	jalousie
,	PUN	,
l'	DET:ART	le
envie	NOM	envie
,	PUN	,
la	DET:ART	le
calomnie	NOM	calomnie
vous	PRO:PER	vous
attaquent	VER:pres	attaquer
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
côtés	NOM	côté
;	PUN	;
il	PRO:PER	il
faut	VER:pres	falloir
se	PRO:PER	se
défendre	VER:infi	défendre
,	PUN	,
et	KON	et
dans	PRP	dans
cette	PRO:DEM	ce
lutte	NOM	lutte
les	DET:ART	le
hommes	NOM	homme
laissent	VER:pres	laisser
une	DET:ART	un
bonne	ADJ	bon
partie	NOM	partie
de	PRP	de
leur	DET:POS	leur
amour-propre	NOM	amour-propre
et	KON	et
de	PRP	de
leur	DET:POS	leur
dignité	NOM	dignité
,	PUN	,
les	DET:ART	le
femmes	NOM	femme
se	PRO:PER	se
perdent	VER:pres	perdre
infailliblement	ADV	infailliblement
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
parlais	VER:impf	parler
de	PRP	de
vos	DET:POS	votre
qualités	NOM	qualité
tout	ADV	tout
à	PRP	à
l'	DET:ART	le
heure	NOM	heure
;	PUN	;
elles	PRO:PER	elle
seraient	VER:cond	être
justement	ADV	justement
des	PRP:det	du
défauts	NOM	défaut
,	PUN	,
de	PRP	de
grands	ADJ	grand
défauts	NOM	défaut
pour	PRP	pour
cette	PRO:DEM	ce
existence	NOM	existence
:	PUN	:
l'	DET:ART	le
honnêteté	NOM	honnêteté
,	PUN	,
la	DET:ART	le
distinction	NOM	distinction
,	PUN	,
la	DET:ART	le
bonne	ADJ	bon
éducation	NOM	éducation
,	PUN	,
que	PRO:REL	que
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
qu'	PRO:REL	que
on	PRO:PER	on
en	PRO:PER	en
fasse	VER:subp	faire
,	PUN	,
et	KON	et
si	KON	si
vous	PRO:PER	vous
croyez	VER:pres	croire
pouvoir	VER:infi	pouvoir
les	PRO:PER	la|le
conserver	VER:infi	conserver
,	PUN	,
vous	PRO:PER	vous
vous	PRO:PER	vous
trompez	VER:pres	tromper
;	PUN	;
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
en	PRP	en
restant	VER:ppre	rester
ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
êtes	VER:pres	être
aujourd'hui	ADV	aujourd'hui
que	KON	que
vous	PRO:PER	vous
surmonterez	VER:futu	surmonter
jamais	ADV	jamais
les	DET:ART	le
obstacles	NOM	obstacle
que	PRO:REL	que
je	PRO:PER	je
vous	PRO:PER	vous
signale	VER:pres	signaler
,	PUN	,
jamais	ADV	jamais
,	PUN	,
vous	PRO:PER	vous
entendez	VER:pres	entendre
,	PUN	,
jamais	ADV	jamais
.	SENT	.
Maintenant	ADV	maintenant
avez	VER:pres	avoir
-vous	PRO:PER	vous
pensé	VER:pper	penser
au	PRP:det	au
public	NOM	public
,	PUN	,
à	PRP	à
sa	DET:POS	son
frivolité	NOM	frivolité
,	PUN	,
à	PRP	à
ses	DET:POS	son
caprices	NOM	caprice
;	PUN	;
avez	VER:pres	avoir
-vous	PRO:PER	vous
pensé	VER:pper	penser
à	PRP	à
la	DET:ART	le
critique	NOM	critique
,	PUN	,
à	PRP	à
son	DET:POS	son
incapacité	NOM	incapacité
,	PUN	,
à	PRP	à
son	DET:POS	son
ignorance	NOM	ignorance
,	PUN	,
à	PRP	à
ses	DET:POS	son
exigences	NOM	exigence
?	SENT	?
J'	PRO:PER	je
ai	VER:pres	avoir
quitté	VER:pper	quitter
le	DET:ART	le
théâtre	NOM	théâtre
dix	NUM	dix
ans	NOM	an
plus	ADV	plus
tôt	ADV	tôt
que	KON	que
je	PRO:PER	je
ne	ADV	ne
devais	VER:impf	devoir
par	PRP	par
peur	NOM	peur
de	PRP	de
l'	DET:ART	le
un	NOM	un
et	KON	et
par	PRP	par
dégoût	NOM	dégoût
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
.	SENT	.
Laissez	VER:pres	laisser
-moi	PRO:PER	moi
vous	PRO:PER	vous
ouvrir	VER:infi	ouvrir
les	DET:ART	le
yeux	NOM	œil
,	PUN	,
ma	DET:POS	mon
chère	ADJ	cher
enfant	NOM	enfant
,	PUN	,
et	KON	et
donnez	VER:pres	donner
-moi	PRO:PER	moi
la	DET:ART	le
satisfaction	NOM	satisfaction
de	PRP	de
vous	PRO:PER	vous
sauver	VER:infi	sauver
d'	PRP	de
une	DET:ART	un
vie	NOM	vie
qui	PRO:REL	qui
ne	ADV	ne
doit	VER:pres	devoir
pas	ADV	pas
être	VER:infi	être
la	DET:ART	le
vôtre	PRO:POS	vôtre
.	SENT	.
Tout	ADV	tout
,	PUN	,
tout	ADV	tout
plutôt	ADV	plutôt
que	KON	que
le	DET:ART	le
théâtre	NOM	théâtre
pour	PRP	pour
une	DET:ART	un
femme	NOM	femme
.	SENT	.
Mais	KON	mais
voyons	VER:pres	voir
,	PUN	,
regardez	VER:pres	regarder
-moi	PRO:PER	moi
,	PUN	,
n'	ADV	ne
êtes	VER:pres	être
-vous	PRO:PER	vous
pas	ADV	pas
charmante	ADJ	charmant
,	PUN	,
mariez	VER:pres	marier
-vous	PRO:PER	vous
donc	ADV	donc
:	PUN	:
vous	PRO:PER	vous
êtes	VER:pres	être
faite	VER:pper	faire
pour	PRP	pour
être	VER:infi	être
aimée	VER:pper	aimer
et	KON	et
pour	PRP	pour
aimer	VER:infi	aimer
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
si	KON	si
vous	PRO:PER	vous
êtes	VER:pres	être
convaincue	VER:pper	convaincre
,	PUN	,
mais	KON	mais
j'	PRO:PER	je
ajoute	VER:pres	ajouter
que	KON	que
je	PRO:PER	je
refuse	VER:pres	refuser
de	PRP	de
vous	PRO:PER	vous
donner	VER:infi	donner
des	PRP:det	du
leçons	NOM	leçon
,	PUN	,
car	KON	car
ce	PRO:DEM	ce
serait	VER:cond	être
vous	PRO:PER	vous
aider	VER:infi	aider
dans	PRP	dans
votre	DET:POS	votre
suicide	NOM	suicide
.	SENT	.
Je	PRO:PER	je
refuse	VER:pres	refuser
positivement	ADV	positivement
.	SENT	.
À	PRP	à
ce	PRO:DEM	ce
moment	NOM	moment
,	PUN	,
deux	NUM	deux
enfants	NOM	enfant
entrèrent	VER:simp	entrer
bruyamment	ADV	bruyamment
dans	PRP	dans
le	DET:ART	le
salon	NOM	salon
,	PUN	,
un	DET:ART	un
petit	ADJ	petit
garçon	NOM	garçon
et	KON	et
une	DET:ART	un
petite	ADJ	petit
fille	NOM	fille
.	SENT	.
--	PUN	--
Mais	KON	mais
viens	VER:pres	venir
donc	ADV	donc
déjeuner	NOM	déjeuner
,	PUN	,
grand-père	NOM	grand-père
,	PUN	,
cria	VER:simp	crier
celle	PRO:DEM	celui
-ci	ADV	-ci
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
moi	PRO:PER	moi
qui	PRO:REL	qui
ait	VER:subp	avoir
fait	VER:pper	faire
cuire	VER:infi	cuire
ton	DET:POS	ton
œuf	NOM	œuf
,	PUN	,
il	PRO:PER	il
va	VER:pres	aller
être	VER:infi	être
froid	ADJ	froid
.	SENT	.
Madeleine	NAM	Madeleine
se	PRO:PER	se
leva	VER:simp	lever
.	SENT	.
D'	PRP	de
un	DET:ART	un
coup	NOM	coup
d'	PRP	de
œil	NOM	œil
Maraval	NAM	Maraval
embrassa	VER:simp	embrasser
ses	DET:POS	son
deux	NUM	deux
petits	NOM	petit
enfants	NOM	enfant
,	PUN	,
et	KON	et
les	DET:ART	le
lui	PRO:PER	lui
montrant	VER:ppre	montrer
:	PUN	:
--	PUN	--
Voilà	ADV	voilà
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
seulement	ADV	seulement
de	PRP	de
vrai	ADJ	vrai
et	KON	et
de	PRP	de
bon	ADJ	bon
dans	PRP	dans
la	DET:ART	le
vie	NOM	vie
,	PUN	,
dit-il	NOM	dit-il
;	PUN	;
mariez	VER:pres	marier
-vous	PRO:PER	vous
,	PUN	,
mariez	VER:pres	marier
-vous	PRO:PER	vous
,	PUN	,
ma	DET:POS	mon
chère	ADJ	cher
enfant	NOM	enfant
.	SENT	.
Je	PRO:PER	je
suis	VER:pres	suivre|être
sûr	ADJ	sûr
que	KON	que
dans	PRP	dans
quelques	PRO:IND	quelque
années	NOM	année
,	PUN	,
tenant	VER:ppre	tenir
vos	DET:POS	votre
bébés	NOM	bébé
par	PRP	par
la	DET:ART	le
main	NOM	main
,	PUN	,
vous	PRO:PER	vous
viendrez	VER:futu	venir
me	PRO:PER	me
remercier	VER:infi	remercier
de	PRP	de
mes	DET:POS	mon
conseils	NOM	conseil
.	SENT	.
Au	PRP:det	au
revoir	VER:infi	revoir
,	PUN	,
mademoiselle	NOM	mademoiselle
.	SENT	.
XX	NUM	XX
Lorsqu'	NOM	Lorsqu'
elle	PRO:PER	elle
se	PRO:PER	se
trouva	VER:simp	trouver
dans	PRP	dans
l'	DET:ART	le
avenue	NOM	avenue
de	PRP	de
Villiers	NAM	Villiers
,	PUN	,
elle	PRO:PER	elle
resta	VER:simp	rester
un	DET:ART	un
moment	NOM	moment
sans	PRP	sans
savoir	VER:infi	savoir
de	PRP	de
quel	PRO:REL	quel
côté	NOM	côté
tourner	VER:infi	tourner
ses	DET:POS	son
pas	NOM	pas
.	SENT	.
Rentrer	VER:infi	rentrer
chez	PRP	chez
elle	PRO:PER	elle
?	SENT	?
Elle	PRO:PER	elle
n'	ADV	ne
en	PRO:PER	en
eut	VER:simp	avoir
pas	ADV	pas
la	DET:ART	le
pensée	NOM	pensée
.	SENT	.
Non	ADV	non
pas	ADV	pas
qu'	KON	que
elle	PRO:PER	elle
n'	ADV	ne
eût	VER:subi	avoir
point	ADV	point
été	VER:pper	être
touchée	VER:pper	toucher
par	PRP	par
ce	PRO:DEM	ce
que	PRO:REL	que
Maraval	NAM	Maraval
venait	VER:impf	venir
de	PRP	de
lui	PRO:PER	lui
dire	VER:infi	dire
avec	PRP	avec
un	DET:ART	un
accent	NOM	accent
si	ADV	si
convaincu	VER:pper	convaincre
et	KON	et
si	ADV	si
sympathique	ADJ	sympathique
;	PUN	;
elle	PRO:PER	elle
en	PRO:PER	en
avait	VER:impf	avoir
été	VER:pper	être
bouleversée	VER:pper	bouleverser
au	PRP:det	au
contraire	NOM	contraire
,	PUN	,
et	KON	et
elle	PRO:PER	elle
ne	ADV	ne
doutait	VER:impf	douter
point	ADV	point
que	KON	que
tout	PRO:IND	tout
cela	PRO:DEM	cela
ne	ADV	ne
fût	VER:subi	être
parfaitement	ADV	parfaitement
vrai	ADJ	vrai
;	PUN	;
mais	KON	mais
,	PUN	,
quand	KON	quand
les	DET:ART	le
dangers	NOM	danger
qu'	PRO:REL	que
on	PRO:PER	on
venait	VER:impf	venir
de	PRP	de
lui	PRO:PER	lui
faire	VER:infi	faire
toucher	VER:infi	toucher
du	PRP:det	du
doigt	NOM	doigt
seraient	VER:cond	être
mille	NUM	mille
fois	NOM	foi|fois
plus	ADV	plus
terribles	ADJ	terrible
qu'	KON	que
elle	PRO:PER	elle
ne	ADV	ne
les	PRO:PER	la|le
avait	VER:impf	avoir
vus	VER:pper	voir
,	PUN	,
ils	PRO:PER	il
ne	ADV	ne
pouvaient	VER:impf	pouvoir
pas	ADV	pas
l'	PRO:PER	la|le
arrêter	VER:infi	arrêter
.	SENT	.
Elle	PRO:PER	elle
s'	PRO:PER	se
abaisserait	VER:cond	abaisser
en	PRP	en
se	PRO:PER	se
faisant	VER:ppre	faire
comédienne	NOM	comédien
.	SENT	.
Eh	INT	eh
bien	ADV	bien
,	PUN	,
ne	ADV	ne
le	PRO:PER	le
savait-elle	VER:impf	savait-elle
pas	ADV	pas
avant	PRP	avant
d'	PRP	de
entendre	VER:infi	entendre
Maraval	NAM	Maraval
?	SENT	?
Plutôt	ADV	plutôt
que	KON	que
de	PRP	de
subir	VER:infi	subir
cet	PRO:DEM	ce
abaissement	NOM	abaissement
,	PUN	,
elle	PRO:PER	elle
devait	VER:impf	devoir
se	PRO:PER	se
marier	VER:infi	marier
.	SENT	.
En	PRP	en
théorie	NOM	théorie
,	PUN	,
cela	PRO:DEM	cela
pouvait	VER:impf	pouvoir
être	VER:infi	être
vrai	ADJ	vrai
,	PUN	,
mais	KON	mais
Maraval	NAM	Maraval
ne	ADV	ne
connaissait	VER:impf	connaître
pas	ADV	pas
sa	DET:POS	son
situation	NOM	situation
personnelle	ADJ	personnel
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
,	PUN	,
au	PRP:det	au
contraire	NOM	contraire
,	PUN	,
dans	PRP	dans
le	DET:ART	le
mariage	NOM	mariage
,	PUN	,
qu'	PRO:REL	que
était	VER:impf	être
pour	PRP	pour
elle	PRO:PER	elle
l'	DET:ART	le
abaissement	NOM	abaissement
le	DET:ART	le
plus	ADV	plus
déshonorant	ADJ	déshonorant
.	SENT	.
Il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
elle	PRO:PER	elle
fût	VER:subi	être
chanteuse	NOM	chanteur
;	PUN	;
et	KON	et
,	PUN	,
puisque	KON	puisque
c'	PRO:DEM	ce
était	VER:impf	être
pour	PRP	pour
elle	PRO:PER	elle
le	DET:ART	le
seul	NOM	seul
moyen	ADJ	moyen
de	PRP	de
ne	ADV	ne
pas	ADV	pas
laisser	VER:infi	laisser
déshonorer	VER:infi	déshonorer
la	DET:ART	le
mémoire	NOM	mémoire
de	PRP	de
son	DET:POS	son
père	NOM	père
et	KON	et
de	PRP	de
ne	ADV	ne
pas	ADV	pas
flétrir	VER:infi	flétrir
son	DET:POS	son
amour	NOM	amour
,	PUN	,
il	PRO:PER	il
le	PRO:PER	le
fallait	VER:impf	falloir
malgré	PRP	malgré
tout	ADV	tout
et	KON	et
malgré	PRP	malgré
tous	PRO:IND	tout
.	SENT	.
C'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
que	KON	que
pour	PRP	pour
le	DET:ART	le
moment	NOM	moment
il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
elle	PRO:PER	elle
trouvât	VER:subi	trouver
un	DET:ART	un
maître	NOM	maître
qui	PRO:REL	qui
la	PRO:PER	la
mît	VER:subi	mettre
au	PRP:det	au
plus	ADV	plus
vite	ADV	vite
en	PRP	en
état	NOM	état
de	PRP	de
paraître	VER:infi	paraître
sur	PRP	sur
un	DET:ART	un
théâtre	NOM	théâtre
,	PUN	,
puisque	KON	puisque
Maraval	NAM	Maraval
,	PUN	,
par	PRP	par
intérêt	NOM	intérêt
et	KON	et
par	PRP	par
sympathie	NOM	sympathie
pour	PRP	pour
elle	PRO:PER	elle
,	PUN	,
refusait	VER:impf	refuser
d'	PRP	de
être	VER:infi	être
ce	PRO:DEM	ce
maître	NOM	maître
.	SENT	.
Mais	KON	mais
où	PRO:REL	où
était-il	NOM	était-il
,	PUN	,
ce	PRO:DEM	ce
maître	NOM	maître
?	SENT	?
Debout	ADV	debout
devant	ADV	devant
la	DET:ART	le
porte	NOM	porte
de	PRP	de
Maraval	NAM	Maraval
,	PUN	,
immobile	ADJ	immobile
,	PUN	,
réfléchissant	VER:ppre	réfléchir
et	KON	et
ne	ADV	ne
trouvant	VER:ppre	trouver
rien	ADV	rien
,	PUN	,
elle	PRO:PER	elle
se	PRO:PER	se
sentait	VER:impf	sentir
perdue	VER:pper	perdre
dans	PRP	dans
ce	PRO:DEM	ce
Paris	NAM	Paris
immense	ADJ	immense
,	PUN	,
la	DET:ART	le
lumière	NOM	lumière
sur	PRP	sur
laquelle	PRO:REL	lequel
elle	PRO:PER	elle
avait	VER:impf	avoir
tenu	VER:pper	tenir
les	DET:ART	le
yeux	NOM	œil
fixés	ADJ	fixé
,	PUN	,
et	KON	et
qui	PRO:REL	qui
l'	PRO:PER	la|le
avait	VER:impf	avoir
guidée	VER:pper	guider
,	PUN	,
venant	VER:ppre	venir
de	PRP	de
s'	PRO:PER	se
éteindre	VER:infi	éteindre
tout	ADV	tout
à	PRP	à
coup	NOM	coup
.	SENT	.
Sa	DET:POS	son
mémoire	NOM	mémoire
troublée	ADJ	troublé
ne	ADV	ne
retrouvait	VER:impf	retrouver
même	ADV	même
plus	ADV	plus
les	DET:ART	le
noms	NOM	nom
des	PRP:det	du
maîtres	NOM	maître
qui	PRO:REL	qui
quelques	PRO:IND	quelque
jours	NOM	jour
auparavant	PRP	auparavant
lui	PRO:PER	lui
étaient	VER:impf	être
vaguement	ADV	vaguement
connus	VER:pper	connaître
.	SENT	.
Cependant	ADV	cependant
elle	PRO:PER	elle
ne	ADV	ne
pouvait	VER:impf	pouvoir
pas	ADV	pas
rester	VER:infi	rester
immobile	ADJ	immobile
dans	PRP	dans
cette	PRO:DEM	ce
avenue	NOM	avenue
,	PUN	,
où	PRO:REL	où
les	DET:ART	le
passants	NOM	passant
la	PRO:PER	la
regardaient	VER:impf	regarder
curieusement	ADV	curieusement
;	PUN	;
elle	PRO:PER	elle
se	PRO:PER	se
mit	VER:simp	mettre
en	PRP	en
route	NOM	route
vers	PRP	vers
Paris	NAM	Paris
.	SENT	.
En	PRO:PER	en
marchant	VER:ppre	marcher
,	PUN	,
une	DET:ART	un
bonne	ADJ	bon
inspiration	NOM	inspiration
,	PUN	,
une	DET:ART	un
idée	NOM	idée
,	PUN	,
se	PRO:PER	se
présenteraient	VER:cond	présenter
sans	PRP	sans
doute	NOM	doute
à	PRP	à
son	DET:POS	son
esprit	NOM	esprit
.	SENT	.
Elle	PRO:PER	elle
arriva	VER:simp	arriver
ainsi	ADV	ainsi
jusqu'	PRP	jusque
aux	PRP:det	au
environs	NOM	environ|environs
de	PRP	de
la	DET:ART	le
Trinité	NAM	Trinité
,	PUN	,
où	PRO:REL	où
l'	DET:ART	le
enseigne	NOM	enseigne
et	KON	et
la	DET:ART	le
devanture	NOM	devanture
d'	PRP	de
un	DET:ART	un
cabinet	NOM	cabinet
de	PRP	de
lecture	NOM	lecture
lui	PRO:PER	lui
suggérèrent	VER:simp	suggérer
enfin	ADV	enfin
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
avait	VER:impf	avoir
à	PRP	à
faire	VER:infi	faire
.	SENT	.
Elle	PRO:PER	elle
entra	VER:simp	entrer
dans	PRP	dans
ce	PRO:DEM	ce
cabinet	NOM	cabinet
de	PRP	de
lecture	NOM	lecture
et	KON	et
demanda	VER:simp	demander
un	DET:ART	un
almanach	NOM	almanach
des	PRP:det	du
adresses	NOM	adresse
.	SENT	.
À	PRP	à
l'	DET:ART	le
article	NOM	article
des	PRP:det	du
professeurs	NOM	professeur
et	KON	et
compositeurs	NOM	compositeur
de	PRP	de
musique	NOM	musique
elle	PRO:PER	elle
trouva	VER:simp	trouver
le	DET:ART	le
nom	NOM	nom
