Préface	NOM	préface
le	DET:ART	le
silence	NOM	silence
.	SENT	.
Valentin	NAM	Valentin
regarda	VER:simp	regarder
son	DET:POS	son
public	NOM	public
d'	PRP	de
un	DET:ART	un
air	NOM	air
de	PRP	de
satisfaction	NOM	satisfaction
.	SENT	.
Désormais	ADV	désormais
les	DET:ART	le
Indiens	NOM	indien
étaient	VER:impf	être
sous	PRP	sous
le	DET:ART	le
charme	NOM	charme
,	PUN	,
les	DET:ART	le
plus	ADV	plus
incrédules	ADJ	incrédule
étaient	VER:impf	être
convaincus	VER:pper	convaincre
,	PUN	,
tous	PRO:IND	tout
attendaient	VER:impf	attendre
avec	PRP	avec
impatience	NOM	impatience
qu'	PRO:REL	que
il	PRO:PER	il
continuât	VER:subi	continuer
sa	DET:POS	son
démonstration	NOM	démonstration
.	SENT	.
--	PUN	--
Écoutez	VER:pres	écouter
,	PUN	,
dit-il	NOM	dit-il
en	PRP	en
frappant	VER:ppre	frapper
un	DET:ART	un
grand	ADJ	grand
coup	NOM	coup
sur	PRP	sur
la	DET:ART	le
table	NOM	table
avec	PRP	avec
le	DET:ART	le
couteau	NOM	couteau
qu'	PRO:REL	que
il	PRO:PER	il
tenait	VER:impf	tenir
à	PRP	à
la	DET:ART	le
main	NOM	main
,	PUN	,
surtout	ADV	surtout
observez	VER:pres	observer
bien	ADV	bien
comment	ADV	comment
je	PRO:PER	je
vais	VER:pres	aller
m'	PRO:PER	me
y	PRO:PER	y
prendre	VER:infi	prendre
;	PUN	;
l'	DET:ART	le
œuf	NOM	œuf
à	PRP	à
la	DET:ART	le
coque	NOM	coque
était	VER:impf	être
un	DET:ART	un
jeu	NOM	jeu
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
mais	KON	mais
l'	DET:ART	le
omelette	NOM	omelette
a	VER:pres	avoir
besoin	NOM	besoin
d'	PRP	de
être	VER:infi	être
approfondie	VER:pper	approfondir
et	KON	et
étudiée	VER:pper	étudier
avec	PRP	avec
soin	NOM	soin
afin	KON	afin
d'	PRP	de
obtenir	VER:infi	obtenir
ce	PRO:DEM	ce
fini	ADJ	fini
,	PUN	,
ce	PRO:DEM	ce
velouté	NOM	velouté
et	KON	et
cette	PRO:DEM	ce
perfection	NOM	perfection
tant	ADV	tant
prisés	VER:pper	priser
par	PRP	par
les	DET:ART	le
véritables	ADJ	véritable
connaisseurs	NOM	connaisseur
;	PUN	;
je	PRO:PER	je
vais	VER:pres	aller
faire	VER:infi	faire
une	DET:ART	un
omelette	NOM	omelette
au	PRP:det	au
lard	NOM	lard
,	PUN	,
c'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
le	DET:ART	le
mets	NOM	mets
le	DET:ART	le
plus	ADV	plus
recherché	VER:pper	rechercher
de	PRP	de
l'	DET:ART	le
univers	NOM	univers
:	PUN	:
tout	ADV	tout
en	PRP	en
vous	PRO:PER	vous
expliquant	VER:ppre	expliquer
la	DET:ART	le
façon	NOM	façon
de	PRP	de
vous	PRO:PER	vous
y	PRO:PER	y
prendre	VER:infi	prendre
,	PUN	,
je	PRO:PER	je
la	PRO:PER	la
confectionnerai	VER:futu	confectionner
;	PUN	;
suivez	VER:pres	suivre
bien	ADV	bien
mon	DET:POS	mon
raisonnement	NOM	raisonnement
et	KON	et
la	DET:ART	le
manière	NOM	manière
dont	PRO:REL	dont
je	PRO:PER	je
vais	VER:pres	aller
manipuler	VER:infi	manipuler
les	DET:ART	le
divers	ADJ	divers
ingrédients	NOM	ingrédient
qui	PRO:REL	qui
entrent	VER:pres	entrer
dans	PRP	dans
la	DET:ART	le
confection	NOM	confection
de	PRP	de
ce	PRO:DEM	ce
plat	NOM	plat
.	SENT	.
Pour	PRP	pour
faire	VER:infi	faire
une	DET:ART	un
omelette	NOM	omelette
au	PRP:det	au
lard	NOM	lard
il	PRO:PER	il
faut	VER:pres	falloir
:	PUN	:
du	PRP:det	du
lard	NOM	lard
,	PUN	,
des	PRP:det	du
œufs	NOM	œuf
,	PUN	,
du	PRP:det	du
sel	NOM	sel
,	PUN	,
du	PRP:det	du
poivre	NOM	poivre
,	PUN	,
du	PRP:det	du
persil	NOM	persil
et	KON	et
du	PRP:det	du
beurre	NOM	beurre
,	PUN	,
toutes	PRO:IND	tout
ces	PRO:DEM	ce
choses	NOM	chose
sont	VER:pres	être
là	ADV	là
sur	PRP	sur
cette	PRO:DEM	ce
table	NOM	table
,	PUN	,
comme	KON	comme
vous	PRO:PER	vous
le	PRO:PER	le
voyez	VER:pres	voir
,	PUN	,
maintenant	ADV	maintenant
je	PRO:PER	je
vais	VER:pres	aller
les	PRO:PER	la|le
mélanger	VER:infi	mélanger
.	SENT	.
Alors	ADV	alors
,	PUN	,
avec	PRP	avec
une	DET:ART	un
adresse	NOM	adresse
incroyable	ADJ	incroyable
et	KON	et
une	DET:ART	un
vélocité	NOM	vélocité
extrême	ADJ	extrême
,	PUN	,
il	PRO:PER	il
commença	VER:simp	commencer
une	DET:ART	un
monstrueuse	ADJ	monstrueux
omelette	NOM	omelette
au	PRP:det	au
lard	NOM	lard
,	PUN	,
d'	PRP	de
au	PRP:det	au
moins	ADV	moins
soixante	NUM	soixante
œufs	NOM	œuf
,	PUN	,
tout	ADV	tout
en	PRP	en
continuant	VER:ppre	continuer
sa	DET:POS	son
démonstration	NOM	démonstration
avec	PRP	avec
un	DET:ART	un
laisser-aller	NOM	laisser-aller
et	KON	et
une	DET:ART	un
faconde	NOM	faconde
inexprimables	ADJ	inexprimable
.	SENT	.
L'	DET:ART	le
intérêt	NOM	intérêt
des	PRP:det	du
Indiens	NOM	indien
était	VER:impf	être
vivement	ADV	vivement
excité	VER:pper	exciter
,	PUN	,
leur	DET:POS	leur
enthousiasme	NOM	enthousiasme
se	PRO:PER	se
trahissait	VER:impf	trahir
par	PRP	par
des	PRP:det	du
sauts	NOM	saut
et	KON	et
des	PRP:det	du
rires	NOM	rire
;	PUN	;
mais	KON	mais
il	PRO:PER	il
fut	VER:simp	être
réellement	ADV	réellement
porté	VER:pper	porter
à	PRP	à
son	DET:POS	son
comble	NOM	comble
,	PUN	,
et	KON	et
les	DET:ART	le
trépignements	NOM	trépignement
,	PUN	,
les	DET:ART	le
cris	NOM	cri
et	KON	et
les	DET:ART	le
hurlements	NOM	hurlement
devinrent	VER:simp	devenir
effroyables	ADJ	effroyable
lorsque	KON	lorsque
les	DET:ART	le
Puelches	NOM	Puelches
virent	VER:pres	virer
Valentin	NAM	Valentin
saisir	VER:infi	saisir
la	DET:ART	le
queue	NOM	queue
de	PRP	de
la	DET:ART	le
poêle	NOM	poêle
d'	PRP	de
une	DET:ART	un
main	NOM	main
ferme	ADJ	ferme
,	PUN	,
et	KON	et
lancer	VER:infi	lancer
,	PUN	,
à	PRP	à
quatre	NUM	quatre
reprises	NOM	reprise
différentes	ADJ	différent
,	PUN	,
l'	DET:ART	le
omelette	NOM	omelette
dans	PRP	dans
les	DET:ART	le
airs	NOM	air
,	PUN	,
sans	PRP	sans
effort	NOM	effort
apparent	ADJ	apparent
,	PUN	,
avec	PRP	avec
le	DET:ART	le
sans	PRP	sans
façon	NOM	façon
et	KON	et
l'	DET:ART	le
aisance	NOM	aisance
d'	PRP	de
un	DET:ART	un
cuisinier	NOM	cuisinier
émérite	ADJ	émérite
.	SENT	.
Dès	PRP	dès
que	KON	que
l'	DET:ART	le
omelette	NOM	omelette
fut	VER:simp	être
cuite	VER:pper	cuire
à	PRP	à
point	ADV	point
le	DET:ART	le
Français	NAM	Français
la	PRO:PER	la
plaça	VER:simp	placer
sur	PRP	sur
un	DET:ART	un
plat	NOM	plat
en	PRP	en
bois	NOM	bois
,	PUN	,
en	PRO:PER	en
ayant	VER:ppre	avoir
soin	NOM	soin
de	PRP	de
la	PRO:PER	la
plier	VER:infi	plier
en	PRP	en
deux	NUM	deux
,	PUN	,
avec	PRP	avec
ce	PRO:DEM	ce
talent	NOM	talent
que	KON	que
les	DET:ART	le
cordons	NOM	cordon
bleus	ADJ	bleu
possèdent	VER:pres	posséder
seuls	ADJ	seul
,	PUN	,
puis	ADV	puis
il	PRO:PER	il
se	PRO:PER	se
disposa	VER:simp	disposer
à	PRP	à
la	DET:ART	le
porter	VER:infi	porter
toute	PRO:IND	tout
fumante	ADJ	fumant
à	PRP	à
l'	DET:ART	le
Apo-Ulmen	NAM	Apo-Ulmen
;	PUN	;
mais	KON	mais
celui	PRO:DEM	celui
-ci	ADV	-ci
,	PUN	,
alléché	VER:pper	allécher
par	PRP	par
l'	DET:ART	le
œuf	NOM	œuf
à	PRP	à
la	DET:ART	le
coque	NOM	coque
et	KON	et
dont	PRO:REL	dont
la	DET:ART	le
gourmandise	NOM	gourmandise
était	VER:impf	être
excitée	VER:pper	exciter
au	PRP:det	au
plus	ADV	plus
haut	ADJ	haut
point	NOM	point
,	PUN	,
lui	PRO:PER	lui
épargna	VER:simp	épargner
cette	PRO:DEM	ce
peine	NOM	peine
;	PUN	;
car	KON	car
il	PRO:PER	il
oublia	VER:simp	oublier
tout	PRO:IND	tout
décorum	NOM	décorum
et	KON	et
se	PRO:PER	se
précipita	VER:simp	précipiter
vers	PRP	vers
la	DET:ART	le
table	NOM	table
,	PUN	,
suivi	VER:pper	suivre
des	PRP:det	du
principaux	ADJ	principal
Ulmènes	NOM	Ulmènes
de	PRP	de
la	DET:ART	le
tribu	NOM	tribu
.	SENT	.
Le	DET:ART	le
succès	NOM	succès
du	PRP:det	du
Parisien	NAM	Parisien
fut	VER:simp	être
énorme	ADJ	énorme
;	PUN	;
de	PRP	de
mémoire	NOM	mémoire
de	PRP	de
cuisinier	NOM	cuisinier
jamais	ADV	jamais
chef	NOM	chef
n'	ADV	ne
obtint	VER:simp	obtenir
un	DET:ART	un
si	ADV	si
beau	ADJ	beau
triomphe	NOM	triomphe
.	SENT	.
Valentin	NAM	Valentin
,	PUN	,
modeste	ADJ	modeste
comme	KON	comme
tous	PRO:IND	tout
les	DET:ART	le
hommes	NOM	homme
d'	PRP	de
un	DET:ART	un
véritable	ADJ	véritable
talent	NOM	talent
,	PUN	,
se	PRO:PER	se
déroba	VER:simp	dérober
aux	PRP:det	au
honneurs	NOM	honneur
qu'	PRO:REL	que
on	PRO:PER	on
voulait	VER:impf	vouloir
lui	PRO:PER	lui
rendre	VER:infi	rendre
,	PUN	,
et	KON	et
se	PRO:PER	se
hâta	VER:simp	hâter
d'	PRP	de
aller	VER:infi	aller
se	PRO:PER	se
cacher	VER:infi	cacher
avec	PRP	avec
son	DET:POS	son
ami	NOM	ami
dans	PRP	dans
le	DET:ART	le
toldo	NOM	toldo
de	PRP	de
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
.	SENT	.
Le	DET:ART	le
lendemain	NOM	lendemain
de	PRP	de
ce	PRO:DEM	ce
jour	NOM	jour
mémorable	ADJ	mémorable
,	PUN	,
au	PRP:det	au
moment	NOM	moment
où	PRO:REL	où
les	DET:ART	le
jeunes	ADJ	jeune
gens	NOM	gens
se	PRO:PER	se
préparaient	VER:impf	préparer
à	PRP	à
sortir	VER:infi	sortir
du	PRP:det	du
cuarto	NOM	cuarto
qu'	PRO:REL	que
ils	PRO:PER	il
habitaient	VER:impf	habiter
en	PRP	en
commun	NOM	commun
,	PUN	,
leur	DET:POS	leur
hôte	NOM	hôte
se	PRO:PER	se
présenta	VER:simp	présenter
à	PRP	à
eux	PRO:PER	eux
suivi	VER:pper	suivre
de	PRP	de
Curumilla	NAM	Curumilla
.	SENT	.
Les	DET:ART	le
deux	NUM	deux
chefs	NOM	chef
le	PRO:PER	le
saluèrent	VER:simp	saluer
,	PUN	,
s'	PRO:PER	se
assirent	VER:simp	asseoir
sur	PRP	sur
la	DET:ART	le
terre	NOM	terre
battue	VER:pper	battre
qui	PRO:REL	qui
remplaçait	VER:impf	remplacer
le	DET:ART	le
parquet	NOM	parquet
absent	ADJ	absent
,	PUN	,
et	KON	et
allumèrent	VER:simp	allumer
leurs	DET:POS	leur
pipes	NOM	pipe
.	SENT	.
Louis	NAM	Louis
,	PUN	,
habitué	VER:pper	habituer
déjà	ADV	déjà
aux	PRP:det	au
manières	NOM	manière
cérémonieuses	ADJ	cérémonieux
des	PRP:det	du
Araucans	NAM	Araucans
,	PUN	,
et	KON	et
convaincu	VER:pper	convaincre
que	KON	que
leurs	DET:POS	leur
amis	NOM	ami
avaient	VER:impf	avoir
une	DET:ART	un
communication	NOM	communication
sérieuse	ADJ	sérieux
à	PRP	à
leur	PRO:PER	lui
faire	VER:infi	faire
,	PUN	,
se	PRO:PER	se
rassit	VER:pres	rassir
ainsi	ADV	ainsi
que	KON	que
son	DET:POS	son
frère	NOM	frère
de	PRP	de
lait	NOM	lait
,	PUN	,
et	KON	et
attendit	VER:simp	attendre
patiemment	ADV	patiemment
qu'	KON	que
ils	PRO:PER	il
jugeassent	VER:subi	juger
à	PRP	à
propos	NOM	propos
de	PRP	de
s'	PRO:PER	se
expliquer	VER:infi	expliquer
.	SENT	.
Quand	KON	quand
leurs	DET:POS	leur
pipes	NOM	pipe
eurent	VER:simp	avoir
été	VER:pper	être
consciencieusement	ADV	consciencieusement
fumées	VER:pper	fumer
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
fin	NOM	fin
,	PUN	,
les	DET:ART	le
chefs	NOM	chef
en	PRO:PER	en
secouèrent	VER:simp	secouer
la	DET:ART	le
cendre	NOM	cendre
sur	PRP	sur
l'	DET:ART	le
ongle	NOM	ongle
,	PUN	,
les	PRO:PER	la|le
repassèrent	VER:simp	repasser
dans	PRP	dans
leur	DET:POS	leur
ceinture	NOM	ceinture
,	PUN	,
et	KON	et
,	PUN	,
après	PRP	après
avoir	VER:infi	avoir
échangé	VER:pper	échanger
un	DET:ART	un
coup	NOM	coup
d'	PRP	de
œil	NOM	œil
entre	PRP	entre
eux	PRO:PER	eux
,	PUN	,
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
prit	VER:simp	prendre
la	DET:ART	le
parole	NOM	parole
:	PUN	:
--	PUN	--
Mes	DET:POS	mon
frères	NOM	frère
pâles	ADJ	pâle
veulent	VER:pres	vouloir
-ils	PRO:PER	il
toujours	ADV	toujours
partir	VER:infi	partir
?	SENT	?
dit-il	NOM	dit-il
.	SENT	.
--	PUN	--
Oui	INT	oui
,	PUN	,
répondit	VER:simp	répondre
Louis	NAM	Louis
.	SENT	.
--	PUN	--
L'	DET:ART	le
hospitalité	NOM	hospitalité
indienne	ADJ	indien
leur	PRO:PER	lui
aurait-elle	VER:cond	aurait-elle
manqué	VER:pper	manquer
?	SENT	?
--	PUN	--
Loin	ADV	loin
de	PRP	de
là	ADV	là
,	PUN	,
chef	NOM	chef
,	PUN	,
répondirent	VER:simp	répondre
les	DET:ART	le
jeunes	ADJ	jeune
gens	NOM	gens
,	PUN	,
en	PRP	en
lui	PRO:PER	lui
serrant	VER:ppre	serrer
les	DET:ART	le
mains	NOM	main
avec	PRP	avec
effusion	NOM	effusion
,	PUN	,
vous	PRO:PER	vous
nous	PRO:PER	nous
avez	VER:pres	avoir
traités	VER:pper	traiter
comme	ADV	comme
des	PRP:det	du
enfants	NOM	enfant
de	PRP	de
la	DET:ART	le
tribu	NOM	tribu
.	SENT	.
--	PUN	--
Alors	ADV	alors
,	PUN	,
pourquoi	ADV	pourquoi
nous	PRO:PER	nous
quitter	VER:infi	quitter
?	SENT	?
reprit	VER:simp	reprendre
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
,	PUN	,
on	PRO:PER	on
sait	VER:pres	savoir
ce	PRO:DEM	ce
qu'	PRO:REL	que
on	PRO:PER	on
perd	VER:pres	perdre
,	PUN	,
sait	VER:pres	savoir
-on	PRO:PER	on
jamais	ADV	jamais
ce	PRO:DEM	ce
qu'	PRO:REL	que
on	PRO:PER	on
trouvera	VER:futu	trouver
?	SENT	?
--	PUN	--
Vous	PRO:PER	vous
avez	VER:pres	avoir
raison	NOM	raison
,	PUN	,
chef	NOM	chef
,	PUN	,
mais	KON	mais
vous	PRO:PER	vous
le	PRO:PER	le
savez	VER:pres	savoir
,	PUN	,
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
venus	VER:pper	venir
en	PRP	en
ce	PRO:DEM	ce
pays	NOM	pays
pour	PRP	pour
visiter	VER:infi	visiter
Antinahuel	NAM	Antinahuel
,	PUN	,
dit	VER:pres	dire
Louis	NAM	Louis
.	SENT	.
--	PUN	--
Mon	DET:POS	mon
frère	NOM	frère
les	DET:ART	le
cheveux	NOM	cheveu
dorés	ADJ	doré
,	PUN	,
fit	VER:simp	faire
le	DET:ART	le
chef	NOM	chef
,	PUN	,
qui	PRO:REL	qui
donnait	VER:impf	donner
ce	PRO:DEM	ce
nom	NOM	nom
à	PRP	à
Valentin	NAM	Valentin
,	PUN	,
a	VER:pres	avoir
donc	ADV	donc
absolument	ADV	absolument
besoin	NOM	besoin
de	PRP	de
le	PRO:PER	le
voir	VER:infi	voir
?	SENT	?
--	PUN	--
Absolument	ADV	absolument
,	PUN	,
répliqua	VER:simp	répliquer
le	DET:ART	le
jeune	ADJ	jeune
homme	NOM	homme
.	SENT	.
Les	DET:ART	le
deux	NUM	deux
chefs	NOM	chef
échangèrent	VER:simp	échanger
un	DET:ART	un
second	NUM	second
regard	NOM	regard
.	SENT	.
--	PUN	--
Il	PRO:PER	il
le	PRO:PER	le
verra	VER:futu	voir
,	PUN	,
reprit	VER:simp	reprendre
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
,	PUN	,
Antinahuel	NAM	Antinahuel
est	VER:pres	être
à	PRP	à
son	DET:POS	son
village	NOM	village
.	SENT	.
--	PUN	--
Bon	ADJ	bon
!	SENT	!
répondit	VER:simp	répondre
Valentin	NAM	Valentin
,	PUN	,
demain	ADV	demain
nous	PRO:PER	nous
nous	PRO:PER	nous
mettrons	VER:futu	mettre
en	PRP	en
route	NOM	route
.	SENT	.
--	PUN	--
Mes	DET:POS	mon
frères	NOM	frère
ne	ADV	ne
partiront	VER:futu	partir
pas	ADV	pas
seuls	ADJ	seul
.	SENT	.
--	PUN	--
Que	PRO:REL	que
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
dire	VER:infi	dire
?	SENT	?
demanda	VER:simp	demander
Valentin	NAM	Valentin
.	SENT	.
--	PUN	--
La	DET:ART	le
terre	NOM	terre
indienne	ADJ	indien
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
sûre	ADJ	sûr
pour	PRP	pour
les	DET:ART	le
faces	NOM	face
pâles	ADJ	pâle
,	PUN	,
mon	DET:POS	mon
frère	NOM	frère
m'	PRO:PER	me
a	VER:pres	avoir
sauvé	VER:pper	sauver
la	DET:ART	le
vie	NOM	vie
,	PUN	,
je	PRO:PER	je
le	PRO:PER	le
suivrai	VER:futu	suivre
.	SENT	.
--	PUN	--
Mon	DET:POS	mon
frère	NOM	frère
m'	PRO:PER	me
a	VER:pres	avoir
conservé	VER:pper	conserver
un	DET:ART	un
ami	NOM	ami
,	PUN	,
dit	VER:pres	dire
Curumilla	NAM	Curumilla
,	PUN	,
qui	PRO:REL	qui
jusqu'	PRP	jusque
alors	ADV	alors
avait	VER:impf	avoir
gardé	VER:pper	garder
le	DET:ART	le
silence	NOM	silence
,	PUN	,
je	PRO:PER	je
le	PRO:PER	le
suivrai	VER:futu	suivre
.	SENT	.
--	PUN	--
Vous	PRO:PER	vous
n'	ADV	ne
y	PRO:PER	y
pensez	VER:pres	penser
pas	ADV	pas
,	PUN	,
chef	NOM	chef
,	PUN	,
fit	VER:simp	faire
Valentin	NAM	Valentin
,	PUN	,
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
des	PRP:det	du
voyageurs	NOM	voyageur
que	KON	que
le	DET:ART	le
hasard	NOM	hasard
ballotte	VER:pres	ballotter
à	PRP	à
son	DET:POS	son
gré	NOM	gré
,	PUN	,
nous	PRO:PER	nous
ne	ADV	ne
savons	VER:pres	savoir
pas	ADV	pas
ce	PRO:DEM	ce
que	PRO:REL	que
le	DET:ART	le
destin	NOM	destin
nous	PRO:PER	nous
réserve	VER:pres	réserver
,	PUN	,
ni	KON	ni
où	PRO:REL	où
il	PRO:PER	il
nous	PRO:PER	nous
conduira	VER:futu	conduire
après	PRP	après
avoir	VER:infi	avoir
vu	VER:pper	voir
l'	DET:ART	le
homme	NOM	homme
vers	PRP	vers
lequel	PRO:REL	lequel
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
envoyés	VER:pper	envoyer
.	SENT	.
--	PUN	--
Qu'	PRO:REL	que
importe	VER:pres	importer
,	PUN	,
reprit	VER:simp	reprendre
Curumilla	NAM	Curumilla
,	PUN	,
où	PRO:REL	où
vous	PRO:PER	vous
irez	VER:futu	aller
nous	PRO:PER	nous
irons	VER:futu	aller
.	SENT	.
Les	DET:ART	le
jeunes	ADJ	jeune
gens	NOM	gens
se	PRO:PER	se
sentirent	VER:simp	sentir
émus	VER:pper	émouvoir
de	PRP	de
ce	PRO:DEM	ce
dévouement	NOM	dévouement
si	ADV	si
franc	ADJ	franc
et	KON	et
si	ADV	si
naïf	ADJ	naïf
.	SENT	.
--	PUN	--
Oh	INT	oh
!	SENT	!
s'	PRO:PER	se
écria	VER:simp	écrier
Louis	NAM	Louis
avec	PRP	avec
élan	NOM	élan
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
impossible	ADJ	impossible
,	PUN	,
mes	DET:POS	mon
amis	NOM	ami
,	PUN	,
et	KON	et
vos	DET:POS	votre
femmes	NOM	femme
!	SENT	!
et	KON	et
vos	DET:POS	votre
enfants	NOM	enfant
!	SENT	!
--	PUN	--
Les	DET:ART	le
femmes	NOM	femme
et	KON	et
les	DET:ART	le
enfants	NOM	enfant
seront	VER:futu	être
gardés	VER:pper	garder
par	PRP	par
nos	DET:POS	notre
parents	NOM	parent|parents
en	PRP	en
attendant	VER:ppre	attendre
notre	DET:POS	notre
retour	NOM	retour
.	SENT	.
--	PUN	--
Mes	DET:POS	mon
amis	NOM	ami
,	PUN	,
mes	DET:POS	mon
bons	ADJ	bon
amis	NOM	ami
,	PUN	,
dit	VER:pres	dire
Valentin	NAM	Valentin
avec	PRP	avec
émotion	NOM	émotion
,	PUN	,
vous	PRO:PER	vous
avez	VER:pres	avoir
tort	NOM	tort
,	PUN	,
nous	PRO:PER	nous
ne	ADV	ne
pouvons	VER:pres	pouvoir
pas	ADV	pas
vous	PRO:PER	vous
imposer	VER:infi	imposer
un	DET:ART	un
tel	PRO:DEM	tel
sacrifice	NOM	sacrifice
,	PUN	,
nous	PRO:PER	nous
n'	ADV	ne
y	PRO:PER	y
consentirons	VER:futu	consentir
pas	ADV	pas
dans	PRP	dans
votre	DET:POS	votre
intérêt	NOM	intérêt
même	ADJ	même
;	PUN	;
je	PRO:PER	je
vous	PRO:PER	vous
l'	PRO:PER	la|le
ai	VER:pres	avoir
dit	VER:pper	dire
déjà	ADV	déjà
,	PUN	,
nous	PRO:PER	nous
ignorons	VER:pres	ignorer
nous	PRO:PER	nous
-mêmes	ADJ	même
ce	PRO:DEM	ce
qui	PRO:REL	qui
nous	PRO:PER	nous
attend	VER:pres	attendre
et	KON	et
ce	PRO:DEM	ce
que	PRO:REL	que
nous	PRO:PER	nous
ferons	VER:futu	faire
,	PUN	,
laissez-nous	VER:simp	laissez-nous
partir	VER:infi	partir
seuls	ADJ	seul
.	SENT	.
--	PUN	--
Nous	PRO:PER	nous
suivrons	VER:futu	suivre
nos	DET:POS	notre
frères	NOM	frère
pâles	ADJ	pâle
,	PUN	,
répondit	VER:simp	répondre
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
d'	PRP	de
un	DET:ART	un
ton	NOM	ton
qui	PRO:REL	qui
n'	ADV	ne
admettait	VER:impf	admettre
pas	ADV	pas
d'	PRP	de
observations	NOM	observation
,	PUN	,
mes	DET:POS	mon
frères	NOM	frère
ne	ADV	ne
connaissent	VER:pres	connaître
pas	ADV	pas
les	DET:ART	le
llanos	NOM	llano
;	PUN	;
quatre	NUM	quatre
hommes	NOM	homme
sont	VER:pres	être
une	DET:ART	un
force	NOM	force
dans	PRP	dans
le	DET:ART	le
désert	NOM	désert
,	PUN	,
deux	NUM	deux
hommes	NOM	homme
sont	VER:pres	être
morts	VER:pper	mourir
.	SENT	.
Les	DET:ART	le
Français	NAM	Français
n'	ADV	ne
essayèrent	VER:simp	essayer|essayer
pas	ADV	pas
de	PRP	de
lutter	VER:infi	lutter
plus	ADV	plus
longtemps	ADV	longtemps
,	PUN	,
ils	PRO:PER	il
acceptèrent	VER:simp	accepter
la	DET:ART	le
proposition	NOM	proposition
des	PRP:det	du
Ulmènes	NAM	Ulmènes
,	PUN	,
d'	PRP	de
autant	ADV	autant
plus	ADV	plus
qu'	KON	que
ils	PRO:PER	il
comprenaient	VER:impf	comprendre
parfaitement	ADV	parfaitement
de	PRP	de
quel	PRO:REL	quel
immense	ADJ	immense
secours	NOM	secours
leur	PRO:PER	lui
seraient	VER:cond	être
ces	PRO:DEM	ce
hommes	NOM	homme
,	PUN	,
habitués	VER:pper	habituer
à	PRP	à
la	DET:ART	le
vie	NOM	vie
des	PRP:det	du
bois	NOM	bois
,	PUN	,
qui	PRO:REL	qui
en	PRO:PER	en
connaissaient	VER:impf	connaître
tous	PRO:IND	tout
les	DET:ART	le
mystères	NOM	mystère
et	KON	et
en	PRO:PER	en
avaient	VER:impf	avoir
sondé	VER:pper	sonder
toutes	PRO:IND	tout
les	DET:ART	le
profondeurs	NOM	profondeur
.	SENT	.
Les	DET:ART	le
chefs	NOM	chef
prirent	VER:simp	prendre
congé	NOM	congé
de	PRP	de
leurs	DET:POS	leur
hôtes	NOM	hôte
,	PUN	,
pour	PRP	pour
se	PRO:PER	se
préparer	VER:infi	préparer
au	PRP:det	au
départ	NOM	départ
fixé	VER:pper	fixer
irrévocablement	ADV	irrévocablement
au	PRP:det	au
lendemain	NOM	lendemain
.	SENT	.
Au	PRP:det	au
lever	NOM	lever
du	PRP:det	du
soleil	NOM	soleil
,	PUN	,
une	DET:ART	un
petite	ADJ	petit
troupe	NOM	troupe
composée	VER:pper	composer
de	PRP	de
Louis	NAM	Louis
,	PUN	,
de	PRP	de
Valentin	NAM	Valentin
,	PUN	,
de	PRP	de
Trangoil	NAM	Trangoil
Lanec	NAM	Lanec
,	PUN	,
de	PRP	de
Curumilla	NAM	Curumilla
,	PUN	,
tous	PRO:IND	tout
quatre	NUM	quatre
montés	VER:pper	monter
sur	PRP	sur
d'	PRP	de
excellents	ADJ	excellent
chevaux	NOM	cheval
de	PRP	de
cette	PRO:DEM	ce
race	NOM	race
andalouse	ADJ	andalouse
mêlée	VER:pper	mêler
d'	PRP	de
arabe	ADJ	arabe
que	KON	que
les	DET:ART	le
Espagnols	NOM	espagnol
ont	VER:pres	avoir
importée	VER:pper	importer
en	PRP	en
Amérique	NAM	Amérique
,	PUN	,
et	KON	et
de	PRP	de
César	NAM	César
,	PUN	,
qui	PRO:REL	qui
trottait	VER:impf	trotter
à	PRP	à
leur	DET:POS	leur
droite	NOM	droit|droite
en	PRP	en
serre-file	NOM	serre-file
,	PUN	,
sortit	VER:simp	sortir
de	PRP	de
la	DET:ART	le
tolderia	NOM	tolderia
,	PUN	,
escortée	VER:pper	escorter
par	PRP	par
tous	PRO:IND	tout
les	DET:ART	le
membres	NOM	membre
de	PRP	de
la	DET:ART	le
tribu	NOM	tribu
,	PUN	,
qui	PRO:REL	qui
criaient	VER:impf	crier
incessamment	ADV	incessamment
:	PUN	:
--	PUN	--
Venteni	ADJ	Venteni
!	SENT	!
venteni	NOM	venteni
!	SENT	!
--	PUN	--
au	PRP:det	au
revoir	VER:infi	revoir
!	SENT	!
au	PRP:det	au
revoir	VER:infi	revoir
!	SENT	!
--	PUN	--
viri	NOM	viri
