Prologue	NOM	prologue
,	PUN	,
manœuvre	NOM	manœuvre
que	KON	que
son	DET:POS	son
compagnon	NOM	compagnon
imita	VER:simp	imiter
.	SENT	.
Devant	ADV	devant
eux	PRO:PER	eux
s'	PRO:PER	se
élevait	VER:impf	élever
en	PRP	en
amphithéâtre	NOM	amphithéâtre
une	DET:ART	un
masse	NOM	masse
de	PRP	de
rochers	NOM	rocher
qui	PRO:REL	qui
affectaient	VER:impf	affecter
les	DET:ART	le
formes	NOM	forme
les	DET:ART	le
plus	ADV	plus
bizarres	ADJ	bizarre
et	KON	et
les	DET:ART	le
plus	ADV	plus
capricieuses	ADJ	capricieux
,	PUN	,
de	PRP	de
maigres	ADJ	maigre
broussailles	NOM	broussaille
poussaient	VER:impf	pousser
çà	ADV	çà
et	KON	et
là	ADV	là
dans	PRP	dans
l'	DET:ART	le
interstice	NOM	interstice
des	PRP:det	du
pierres	NOM	pierre
,	PUN	,
des	PRP:det	du
plantes	NOM	plante
grimpantes	ADJ	grimpant
couronnaient	VER:impf	couronner
la	DET:ART	le
cime	NOM	cime
des	PRP:det	du
rochers	NOM	rocher
et	KON	et
donnaient	VER:impf	donner
à	PRP	à
cette	PRO:DEM	ce
masse	NOM	masse
qui	PRO:REL	qui
s'	PRO:PER	se
élançait	VER:impf	élancer
à	PRP	à
plus	ADV	plus
de	PRP	de
six	NUM	six
cents	NOM	cent
mètres	VER:pres	métrer
au-dessus	ADV	au-dessus
de	PRP	de
la	DET:ART	le
prairie	NOM	prairie
,	PUN	,
l'	DET:ART	le
apparence	NOM	apparence
d'	PRP	de
une	NUM	un
de	PRP	de
ces	PRO:DEM	ce
antiques	ADJ	antique
ruines	NOM	ruine
féodales	ADJ	féodal
que	PRO:REL	que
l'	DET:ART	le
on	PRO:PER	on
rencontre	VER:pres	rencontrer
de	PRP	de
loin	ADV	loin
en	PRP	en
loin	ADV	loin
sur	PRP	sur
les	DET:ART	le
bords	NOM	bord
des	PRP:det	du
grands	ADJ	grand
fleuves	NOM	fleuve
d'	PRP	de
Europe	NAM	Europe
.	SENT	.
Ce	PRO:DEM	ce
lieu	NOM	lieu
était	VER:impf	être
nommé	VER:pper	nommer
par	PRP	par
les	DET:ART	le
chasseurs	NOM	chasseur
de	PRP	de
ces	PRO:DEM	ce
parages	NOM	parage|parages
,	PUN	,
les	DET:ART	le
Châteaux	NAM	Châteaux
Blancs	NAM	Blancs
,	PUN	,
à	PRP	à
cause	NOM	cause
de	PRP	de
la	DET:ART	le
couleur	NOM	couleur
des	PRP:det	du
blocs	NOM	bloc
de	PRP	de
granit	NOM	granit
dont	PRO:REL	dont
il	PRO:PER	il
était	VER:impf	être
formé	VER:pper	former
.	SENT	.
--	PUN	--
Nous	PRO:PER	nous
ne	ADV	ne
pourrons	VER:futu	pouvoir
jamais	ADV	jamais
monter	VER:infi	monter
là	ADV	là
avec	PRP	avec
nos	DET:POS	notre
chevaux	NOM	cheval
,	PUN	,
fit	VER:simp	faire
le	DET:ART	le
Cœur-Loyal	NAM	Cœur-Loyal
,	PUN	,
après	PRP	après
avoir	VER:infi	avoir
étudié	VER:pper	étudier
un	DET:ART	un
instant	NOM	instant
avec	PRP	avec
soin	NOM	soin
l'	DET:ART	le
espace	NOM	espace
qu'	PRO:REL	que
ils	PRO:PER	il
avaient	VER:impf	avoir
à	PRP	à
franchir	VER:infi	franchir
.	SENT	.
--	PUN	--
Essayons	VER:pres	essayer|essayer
toujours	ADV	toujours
,	PUN	,
dit	VER:pres	dire
Belhumeur	NOM	Belhumeur
en	PRP	en
traînant	VER:ppre	traîner
son	DET:POS	son
cheval	NOM	cheval
par	PRP	par
la	DET:ART	le
bride	NOM	bride
.	SENT	.
L'	DET:ART	le
ascension	NOM	ascension
était	VER:impf	être
rude	ADJ	rude
,	PUN	,
et	KON	et
tous	PRO:IND	tout
autres	ADJ	autre
chevaux	NOM	cheval
que	KON	que
ceux	PRO:DEM	celui
des	PRP:det	du
chasseurs	NOM	chasseur
habitués	VER:pper	habituer
aux	PRP:det	au
chemins	NOM	chemin
les	DET:ART	le
plus	ADV	plus
difficiles	ADJ	difficile
n'	ADV	ne
auraient	VER:cond	avoir
pu	VER:pper	pouvoir
l'	PRO:PER	la|le
accomplir	VER:infi	accomplir
et	KON	et
se	PRO:PER	se
seraient	VER:cond	être
brisés	VER:pper	briser
mille	NUM	mille
fois	NOM	foi|fois
en	PRP	en
roulant	VER:ppre	rouler
du	PRP:det	du
haut	NOM	haut
en	PRP	en
bas	NOM	bas
.	SENT	.
Il	PRO:PER	il
fallait	VER:impf	falloir
choisir	VER:infi	choisir
avec	PRP	avec
soin	NOM	soin
l'	DET:ART	le
endroit	NOM	endroit
où	PRO:REL	où
l'	DET:ART	le
on	PRO:PER	on
posait	VER:impf	poser
le	DET:ART	le
pied	NOM	pied
,	PUN	,
puis	ADV	puis
s'	PRO:PER	se
élancer	VER:infi	élancer
en	PRP	en
avant	PRP	avant
d'	PRP	de
un	DET:ART	un
bond	NOM	bond
,	PUN	,
et	KON	et
toujours	ADV	toujours
ainsi	ADV	ainsi
avec	PRP	avec
des	PRP:det	du
tours	NOM	tour
et	KON	et
des	PRP:det	du
détours	NOM	détour
à	PRP	à
donner	VER:infi	donner
le	DET:ART	le
vertige	NOM	vertige
.	SENT	.
Après	PRP	après
une	DET:ART	un
demi-heure	NOM	demi-heure
à	PRP	à
peu	ADV	peu
près	ADV	près
de	PRP	de
difficultés	NOM	difficulté
inouïes	NOM	inouïes
,	PUN	,
ils	PRO:PER	il
arrivèrent	VER:simp	arriver
à	PRP	à
une	DET:ART	un
espèce	NOM	espèce
de	PRP	de
plate-forme	NOM	plate-forme
de	PRP	de
dix	NUM	dix
mètres	NOM	mètre
de	PRP	de
large	ADJ	large
tout	NOM	tout
au	PRP:det	au
plus	ADV	plus
.	SENT	.
--	PUN	--
C'	PRO:DEM	ce
est	VER:pres	être
ici	ADV	ici
,	PUN	,
dit	VER:pres	dire
Belhumeur	NAM	Belhumeur
en	PRP	en
s'	PRO:PER	se
arrêtant	VER:ppre	arrêter
.	SENT	.
--	PUN	--
Comment	ADV	comment
ici	ADV	ici
?	SENT	?
répondit	VER:simp	répondre
Cœur-Loyal	ADJ	Cœur-Loyal
en	PRP	en
regardant	VER:ppre	regarder
de	PRP	de
tous	PRO:IND	tout
côtés	NOM	côté
sans	PRP	sans
apercevoir	VER:infi	apercevoir
d'	PRP	de
ouverture	NOM	ouverture
.	SENT	.
Belhumeur	NAM	Belhumeur
sourit	VER:pres	sourire
.	SENT	.
--	PUN	--
Venez	VER:pres	venir
,	PUN	,
dit-il	ADJ	dit-il
.	SENT	.
Et	KON	et
toujours	ADV	toujours
traînant	VER:ppre	traîner
son	DET:POS	son
cheval	NOM	cheval
,	PUN	,
il	PRO:PER	il
passa	VER:simp	passer
derrière	PRP	derrière
un	DET:ART	un
bloc	NOM	bloc
de	PRP	de
rocher	NOM	rocher
,	PUN	,
le	DET:ART	le
chasseur	NOM	chasseur
le	PRO:PER	le
suivit	VER:simp	suivre
avec	PRP	avec
curiosité	NOM	curiosité
.	SENT	.
Après	PRP	après
avoir	VER:infi	avoir
marché	VER:pper	marcher
pendant	PRP	pendant
cinq	NUM	cinq
minutes	NOM	minute
dans	PRP	dans
une	DET:ART	un
espèce	NOM	espèce
de	PRP	de
boyau	NOM	boyau
large	ADJ	large
de	PRP	de
trois	NUM	trois
pieds	NOM	pied
tout	ADV	tout
au	PRP:det	au
plus	ADV	plus
qui	PRO:REL	qui
semblait	VER:impf	sembler
tourner	VER:infi	tourner
sur	PRP	sur
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
les	DET:ART	le
aventuriers	NOM	aventurier
se	PRO:PER	se
trouvèrent	VER:simp	trouver
subitement	ADV	subitement
devant	PRP	devant
la	DET:ART	le
bouche	NOM	bouche
béante	ADJ	béant
d'	PRP	de
une	DET:ART	un
profonde	ADJ	profond
caverne	NOM	caverne
.	SENT	.
Ce	PRO:DEM	ce
chemin	NOM	chemin
tracé	VER:pper	tracer
par	PRP	par
une	NUM	un
de	PRP	de
ces	PRO:DEM	ce
convulsions	NOM	convulsion
terribles	ADJ	terrible
de	PRP	de
la	DET:ART	le
nature	NOM	nature
,	PUN	,
si	ADV	si
fréquentes	ADJ	fréquent
dans	PRP	dans
ces	PRO:DEM	ce
régions	NOM	région
,	PUN	,
était	VER:impf	être
si	ADV	si
bien	ADV	bien
dissimulé	VER:pper	dissimuler
derrière	PRP	derrière
les	DET:ART	le
rocs	NOM	roc
et	KON	et
les	DET:ART	le
pierres	NOM	pierre
qui	PRO:REL	qui
le	PRO:PER	le
masquaient	VER:impf	masquer
qu'	KON	que
il	PRO:PER	il
était	VER:impf	être
impossible	ADJ	impossible
de	PRP	de
le	PRO:PER	le
découvrir	VER:infi	découvrir
à	PRP	à
moins	ADV	moins
d'	PRP	de
un	DET:ART	un
hasard	NOM	hasard
providentiel	ADJ	providentiel
.	SENT	.
Les	DET:ART	le
chasseurs	NOM	chasseur
entrèrent	VER:simp	entrer
.	SENT	.
Avant	PRP	avant
de	PRP	de
monter	VER:infi	monter
,	PUN	,
Belhumeur	NAM	Belhumeur
avait	VER:impf	avoir
fait	VER:pper	faire
une	DET:ART	un
énorme	ADJ	énorme
provision	NOM	provision
de	PRP	de
bois-chandelle	NOM	bois-chandelle
,	PUN	,
il	PRO:PER	il
alluma	VER:simp	allumer
deux	NUM	deux
torches	NOM	torche
,	PUN	,
en	PRO:PER	en
remit	VER:simp	remettre
une	NUM	un
à	PRP	à
son	DET:POS	son
compagnon	NOM	compagnon
et	KON	et
garda	VER:simp	garder
l'	DET:ART	le
autre	ADJ	autre
.	SENT	.
Alors	ADV	alors
la	DET:ART	le
grotte	NOM	grotte
leur	PRO:PER	lui
apparut	VER:simp	apparaître
dans	PRP	dans
toute	PRO:IND	tout
sa	DET:POS	son
sauvage	ADJ	sauvage
majesté	NOM	majesté
.	SENT	.
Ses	DET:POS	son
murailles	NOM	muraille
étaient	VER:impf	être
hautes	ADJ	haut
et	KON	et
chargées	VER:pper	charger
de	PRP	de
stalactites	NOM	stalactite
brillantes	ADJ	brillant
qui	PRO:REL	qui
renvoyaient	VER:impf	renvoyer
la	DET:ART	le
lumière	NOM	lumière
en	PRP	en
la	DET:ART	le
décuplant	VER:ppre	décupler
et	KON	et
formaient	VER:impf	former
une	DET:ART	un
illumination	NOM	illumination
féerique	ADJ	féerique
.	SENT	.
--	PUN	--
Cette	PRO:DEM	ce
caverne	NOM	caverne
,	PUN	,
dit	VER:pres	dire
Belhumeur	NAM	Belhumeur
,	PUN	,
après	PRP	après
avoir	VER:infi	avoir
donné	VER:pper	donner
à	PRP	à
son	DET:POS	son
ami	NOM	ami
le	DET:ART	le
temps	NOM	temps
de	PRP	de
l'	PRO:PER	la|le
examiner	VER:infi	examiner
dans	PRP	dans
tous	PRO:IND	tout
ses	DET:POS	son
détails	NOM	détail
,	PUN	,
est	VER:pres	être
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
en	PRO:PER	en
doute	VER:pres	douter
pas	ADV	pas
,	PUN	,
une	NUM	un
des	PRP:det	du
merveilles	NOM	merveille
de	PRP	de
la	DET:ART	le
prairie	NOM	prairie
;	PUN	;
cette	PRO:DEM	ce
galerie	NOM	galerie
qui	PRO:REL	qui
descend	VER:pres	descendre
en	PRP	en
pente	NOM	pente
douce	ADJ	doux
en	PRP	en
face	NOM	face
de	PRP	de
nous	PRO:PER	nous
,	PUN	,
passe	VER:pres	passer
dessous	ADV	dessous
le	DET:ART	le
Vert-de-gris	NOM	vert-de-gris
et	KON	et
va	VER:pres	aller
aboutir	VER:infi	aboutir
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
côté	NOM	côté
de	PRP	de
la	DET:ART	le
rivière	NOM	rivière
à	PRP	à
plus	ADV	plus
d'	PRP	de
un	DET:ART	un
mille	NUM	mille
dans	PRP	dans
la	DET:ART	le
plaine	NOM	plaine
.	SENT	.
En	PRP	en
sus	ADV	sus
de	PRP	de
la	DET:ART	le
galerie	NOM	galerie
par	PRP	par
laquelle	PRO:REL	lequel
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
entrés	VER:pper	entrer
et	KON	et
celle	PRO:DEM	celui
qui	PRO:REL	qui
est	VER:pres	être
devant	PRP	devant
nous	PRO:PER	nous
,	PUN	,
il	PRO:PER	il
en	PRO:PER	en
existe	VER:pres	exister
quatre	NUM	quatre
autres	ADJ	autre
,	PUN	,
qui	PRO:REL	qui
toutes	PRO:IND	tout
ont	VER:pres	avoir
des	PRP:det	du
sorties	NOM	sortie
en	PRP	en
divers	ADJ	divers
endroits	NOM	endroit
.	SENT	.
Vous	PRO:PER	vous
voyez	VER:pres	voir
qu'	KON	que
ici	ADV	ici
nous	PRO:PER	nous
ne	ADV	ne
risquons	VER:pres	risquer
pas	ADV	pas
d'	PRP	de
être	VER:infi	être
cernés	VER:pper	cerner
et	KON	et
que	KON	que
ces	PRO:DEM	ce
chambres	NOM	chambre
spacieuses	ADJ	spacieux
nous	PRO:PER	nous
offrent	VER:pres	offrir
une	DET:ART	un
suite	NOM	suite
d'	PRP	de
appartements	NOM	appartement
à	PRP	à
rendre	VER:infi	rendre
jaloux	ADJ	jaloux
le	DET:ART	le
président	NOM	président
des	PRP:det	du
États-Unis	NAM	États-Unis
lui	PRO:PER	lui
-même	ADJ	même
.	SENT	.
Cœur-Loyal	NOM	Cœur-Loyal
enchanté	VER:pper	enchanter
de	PRP	de
la	DET:ART	le
découverte	NOM	découverte
de	PRP	de
ce	PRO:DEM	ce
refuge	NOM	refuge
voulut	VER:simp	vouloir
le	PRO:PER	le
visiter	VER:infi	visiter
dans	PRP	dans
les	DET:ART	le
moindres	ADJ	moindre
détails	NOM	détail
,	PUN	,
et	KON	et
bien	ADV	bien
qu'	KON	que
il	PRO:PER	il
fut	VER:simp	être
éminemment	ADV	éminemment
silencieux	ADJ	silencieux
de	PRP	de
sa	DET:POS	son
nature	NOM	nature
,	PUN	,
le	DET:ART	le
chasseur	NOM	chasseur
ne	ADV	ne
put	VER:simp	pouvoir
à	PRP	à
différentes	ADJ	différent
reprises	VER:pres	repriser
retenir	VER:infi	retenir
son	DET:POS	son
admiration	NOM	admiration
.	SENT	.
--	PUN	--
Pourquoi	ADV	pourquoi
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
avez	VER:pres	avoir
-vous	PRO:PER	vous
pas	ADV	pas
encore	ADV	encore
parlé	VER:pper	parler
?	SENT	?
dit-il	NOM	dit-il
à	PRP	à
Belhumeur	NAM	Belhumeur
.	SENT	.
--	PUN	--
J'	PRO:PER	je
attendais	VER:impf	attendre
l'	DET:ART	le
occasion	NOM	occasion
,	PUN	,
répondit	VER:simp	répondre
celui	PRO:DEM	celui
-ci	ADV	-ci
.	SENT	.
Les	DET:ART	le
chasseurs	NOM	chasseur
parquèrent	VER:simp	parquer
leurs	DET:POS	leur
chevaux	NOM	cheval
avec	PRP	avec
des	PRP:det	du
vivres	NOM	vivre|vivres
en	PRP	en
abondance	NOM	abondance
dans	PRP	dans
un	NOM	un
des	PRP:det	du
compartiments	NOM	compartiment
de	PRP	de
la	DET:ART	le
grotte	NOM	grotte
où	PRO:REL	où
le	DET:ART	le
jour	NOM	jour
pénétrait	VER:impf	pénétrer
par	PRP	par
des	PRP:det	du
fissures	NOM	fissure
imperceptibles	ADJ	imperceptible
;	PUN	;
puis	ADV	puis
lorsqu'	KON	lorsque
ils	PRO:PER	il
se	PRO:PER	se
furent	VER:simp	être
assurés	VER:pper	assurer
que	KON	que
les	DET:ART	le
nobles	ADJ	noble
bêtes	NOM	bête
ne	ADV	ne
manqueraient	VER:cond	manquer
de	PRP	de
rien	NOM	rien
durant	PRP	durant
leur	DET:POS	leur
absence	NOM	absence
et	KON	et
qu'	KON	que
elles	PRO:PER	elle
ne	ADV	ne
pouvaient	VER:impf	pouvoir
s'	PRO:PER	se
échapper	VER:infi	échapper
,	PUN	,
ils	PRO:PER	il
jetèrent	VER:simp	jeter
leur	DET:POS	leur
carabine	NOM	carabine
sur	PRP	sur
l'	DET:ART	le
épaule	NOM	épaule
,	PUN	,
sifflèrent	VER:simp	siffler
leurs	DET:POS	leur
chiens	NOM	chien
et	KON	et
s'	PRO:PER	se
enfoncèrent	VER:simp	enfoncer
à	PRP	à
grands	ADJ	grand
pas	NOM	pas
dans	PRP	dans
la	DET:ART	le
galerie	NOM	galerie
qui	PRO:REL	qui
passait	VER:impf	passer
sous	PRP	sous
la	DET:ART	le
rivière	NOM	rivière
.	SENT	.
Bientôt	ADV	bientôt
l'	DET:ART	le
air	NOM	air
devint	VER:simp	devenir
humide	ADJ	humide
autour	ADV	autour
d'	PRP	de
eux	PRO:PER	eux
,	PUN	,
un	DET:ART	un
bruit	NOM	bruit
sourd	ADJ	sourd
et	KON	et
continu	ADJ	continu
se	PRO:PER	se
fit	VER:simp	faire
entendre	VER:infi	entendre
au-dessus	ADV	au-dessus
de	PRP	de
leur	DET:POS	leur
tête	NOM	tête
,	PUN	,
ils	PRO:PER	il
passaient	VER:impf	passer
sous	PRP	sous
le	DET:ART	le
Vert-de-gris	NOM	vert-de-gris
;	PUN	;
seulement	ADV	seulement
grâce	NOM	grâce
à	PRP	à
l'	DET:ART	le
espèce	NOM	espèce
de	PRP	de
lanterne	NOM	lanterne
formée	VER:pper	former
par	PRP	par
un	DET:ART	un
rocher	NOM	rocher
creux	ADJ	creux
placé	VER:pper	placer
en	PRP	en
vedette	NOM	vedette
au	PRP:det	au
milieu	NOM	milieu
du	PRP:det	du
courant	NOM	courant
de	PRP	de
la	DET:ART	le
rivière	NOM	rivière
,	PUN	,
la	DET:ART	le
clarté	NOM	clarté
était	VER:impf	être
suffisante	ADJ	suffisant
pour	PRP	pour
se	PRO:PER	se
guider	VER:infi	guider
.	SENT	.
Après	PRP	après
une	DET:ART	un
demi-heure	NOM	demi-heure
de	PRP	de
marche	NOM	marche
,	PUN	,
ils	PRO:PER	il
débouchèrent	VER:simp	déboucher
dans	PRP	dans
la	DET:ART	le
prairie	NOM	prairie
par	PRP	par
une	DET:ART	un
entrée	NOM	entrée
masquée	VER:pper	masquer
par	PRP	par
un	DET:ART	un
fourré	NOM	fourré
de	PRP	de
broussailles	NOM	broussaille
et	KON	et
de	PRP	de
plantes	NOM	plante
grimpantes	ADJ	grimpant
.	SENT	.
Ils	PRO:PER	il
étaient	VER:impf	être
restés	VER:pper	rester
longtemps	ADV	longtemps
dans	PRP	dans
la	DET:ART	le
grotte	NOM	grotte
.	SENT	.
D'	PRP	de
abord	NOM	abord
ils	PRO:PER	il
l'	PRO:PER	la|le
avaient	VER:impf	avoir
examinée	VER:pper	examiner
minutieusement	ADV	minutieusement
en	PRP	en
hommes	NOM	homme
qui	PRO:REL	qui
prévoient	VER:pres	prévoir
qu'	ADV	qu'
un	DET:ART	un
jour	NOM	jour
ou	KON	ou
l'	DET:ART	le
autre	ADJ	autre
ils	PRO:PER	il
auront	VER:futu	avoir
besoin	NOM	besoin
d'	PRP	de
y	PRO:PER	y
chercher	VER:infi	chercher
un	DET:ART	un
abri	NOM	abri
,	PUN	,
ensuite	ADV	ensuite
ils	PRO:PER	il
avaient	VER:impf	avoir
fait	VER:pper	faire
une	DET:ART	un
espèce	NOM	espèce
d'	PRP	de
écurie	NOM	écurie
pour	PRP	pour
leurs	DET:POS	leur
chevaux	NOM	cheval
,	PUN	,
et	KON	et
enfin	ADV	enfin
ils	PRO:PER	il
avaient	VER:impf	avoir
mangé	VER:pper	manger
un	DET:ART	un
morceau	NOM	morceau
sur	PRP	sur
le	DET:ART	le
pouce	NOM	pouce
,	PUN	,
de	PRP	de
sorte	NOM	sorte
que	KON	que
le	DET:ART	le
soleil	NOM	soleil
était	VER:impf	être
sur	PRP	sur
le	DET:ART	le
point	NOM	point
de	PRP	de
se	PRO:PER	se
coucher	VER:infi	coucher
au	PRP:det	au
moment	NOM	moment
où	PRO:REL	où
ils	PRO:PER	il
se	PRO:PER	se
remettaient	VER:impf	remettre
sur	PRP	sur
la	DET:ART	le
piste	NOM	piste
des	PRP:det	du
Comanches	NAM	Comanches
.	SENT	.
Alors	ADV	alors
commença	VER:simp	commencer
la	DET:ART	le
véritable	ADJ	véritable
poursuite	NOM	poursuite
indienne	ADJ	indien
.	SENT	.
Les	DET:ART	le
deux	NUM	deux
chasseurs	NOM	chasseur
,	PUN	,
après	PRP	après
avoir	VER:infi	avoir
fait	VER:pper	faire
prendre	VER:infi	prendre
la	DET:ART	le
voie	NOM	voie
à	PRP	à
leurs	DET:POS	leur
limiers	NOM	limier
,	PUN	,
se	PRO:PER	se
glissèrent	VER:simp	glisser
silencieusement	ADV	silencieusement
sur	PRP	sur
leurs	DET:POS	leur
traces	NOM	trace
,	PUN	,
rampant	VER:ppre	ramper
sur	PRP	sur
les	DET:ART	le
genoux	NOM	genou
et	KON	et
sur	PRP	sur
les	DET:ART	le
mains	NOM	main
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
hautes	ADJ	haut
herbes	NOM	herbe
,	PUN	,
l'	DET:ART	le
œil	NOM	œil
au	PRP:det	au
guet	NOM	guet
et	KON	et
l'	DET:ART	le
oreille	NOM	oreille
aux	PRP:det	au
écoutes	NOM	écoute
,	PUN	,
retenant	VER:ppre	retenir
leur	DET:POS	leur
souffle	NOM	souffle
et	KON	et
s'	PRO:PER	se
arrêtant	VER:ppre	arrêter
par	PRP	par
intervalle	NOM	intervalle
pour	PRP	pour
humer	VER:infi	humer
l'	DET:ART	le
air	NOM	air
et	KON	et
interroger	VER:infi	interroger
ces	PRO:DEM	ce
mille	NUM	mille
bruits	NOM	bruit
de	PRP	de
la	DET:ART	le
prairie	NOM	prairie
que	KON	que
les	DET:ART	le
chasseurs	NOM	chasseur
perçoivent	VER:pres	percevoir
avec	PRP	avec
une	DET:ART	un
facilité	NOM	facilité
inouïe	NOM	inouïe
et	KON	et
qu'	PRO:REL	que
ils	PRO:PER	il
expliquent	VER:pres	expliquer
sans	PRP	sans
hésiter	VER:infi	hésiter
.	SENT	.
Le	DET:ART	le
désert	NOM	désert
était	VER:impf	être
plongé	VER:pper	plonger
dans	PRP	dans
un	DET:ART	un
silence	NOM	silence
de	PRP	de
mort	NOM	mort
.	SENT	.
À	PRP	à
l'	DET:ART	le
approche	NOM	approche
de	PRP	de
la	DET:ART	le
nuit	NOM	nuit
dans	PRP	dans
ces	PRO:DEM	ce
immenses	ADJ	immense
solitudes	NOM	solitude
,	PUN	,
la	DET:ART	le
nature	NOM	nature
semble	VER:pres	sembler
se	PRO:PER	se
recueillir	VER:infi	recueillir
et	KON	et
préluder	VER:infi	préluder
dans	PRP	dans
une	DET:ART	un
religieuse	ADJ	religieux
adoration	NOM	adoration
,	PUN	,
aux	PRP:det	au
mystères	NOM	mystère
des	PRP:det	du
ténèbres	NOM	ténèbre
.	SENT	.
Les	DET:ART	le
chasseurs	NOM	chasseur
avançaient	VER:impf	avancer
toujours	ADV	toujours
,	PUN	,
redoublant	VER:ppre	redoubler
de	PRP	de
précautions	NOM	précaution
et	KON	et
rampant	VER:ppre	ramper
sur	PRP	sur
deux	NUM	deux
lignes	NOM	ligne
parallèles	ADJ	parallèle
.	SENT	.
Tout	ADV	tout
à	PRP	à
coup	NOM	coup
les	DET:ART	le
chiens	NOM	chien
tombèrent	VER:simp	tomber
silencieusement	ADV	silencieusement
en	PRP	en
arrêt	NOM	arrêt
.	SENT	.
Les	DET:ART	le
braves	ADJ	brave
animaux	NOM	animal
paraissaient	VER:impf	paraître
comprendre	VER:infi	comprendre
le	DET:ART	le
prix	NOM	prix
du	PRP:det	du
silence	NOM	silence
dans	PRP	dans
ces	PRO:DEM	ce
lieux	NOM	lieu
et	KON	et
qu'	KON	que
un	DET:ART	un
seul	ADJ	seul
cri	NOM	cri
coûterait	VER:cond	coûter
la	DET:ART	le
vie	NOM	vie
à	PRP	à
leurs	DET:POS	leur
maîtres	NOM	maître
.	SENT	.
Belhumeur	NAM	Belhumeur
jeta	VER:simp	jeter
un	DET:ART	un
regard	NOM	regard
perçant	VER:ppre	percer
autour	ADV	autour
de	PRP	de
lui	PRO:PER	lui
.	SENT	.
Son	DET:POS	son
œil	NOM	œil
étincela	VER:simp	étinceler
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
ramassa	VER:simp	ramasser
pour	PRP	pour
ainsi	ADV	ainsi
dire	VER:infi	dire
sur	PRP	sur
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
et	KON	et
,	PUN	,
bondissant	VER:ppre	bondir
comme	ADV	comme
une	DET:ART	un
panthère	NOM	panthère
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
élança	VER:simp	élancer
sur	PRP	sur
un	DET:ART	un
guerrier	NOM	guerrier
indien	ADJ	indien
qui	PRO:REL	qui
,	PUN	,
le	DET:ART	le
corps	NOM	corps
penché	VER:pper	pencher
en	PRP	en
avant	NOM	avant
,	PUN	,
la	DET:ART	le
tête	NOM	tête
baissée	VER:pper	baisser
semblait	VER:impf	sembler
pressentir	VER:infi	pressentir
l'	DET:ART	le
approche	NOM	approche
d'	PRP	de
un	DET:ART	un
ennemi	NOM	ennemi
.	SENT	.
L'	DET:ART	le
Indien	NOM	indien
fut	VER:simp	être
brusquement	ADV	brusquement
renversé	VER:pper	renverser
sur	PRP	sur
le	DET:ART	le
dos	NOM	dos
avant	PRP	avant
qu'	PRO:REL	que
il	PRO:PER	il
pût	VER:subi	pouvoir
jeter	VER:infi	jeter
un	DET:ART	un
cri	NOM	cri
d'	PRP	de
appel	NOM	appel
ou	KON	ou
de	PRP	de
détresse	NOM	détresse
,	PUN	,
Belhumeur	NAM	Belhumeur
lui	PRO:PER	lui
serra	VER:simp	serrer
la	DET:ART	le
gorge	NOM	gorge
et	KON	et
lui	PRO:PER	lui
appuya	VER:simp	appuyer
le	DET:ART	le
genou	NOM	genou
sur	PRP	sur
la	DET:ART	le
poitrine	NOM	poitrine
.	SENT	.
Alors	ADV	alors
avec	PRP	avec
un	DET:ART	un
sang-froid	NOM	sang-froid
extrême	ADJ	extrême
,	PUN	,
le	DET:ART	le
chasseur	NOM	chasseur
dégaina	VER:simp	dégainer
son	DET:POS	son
couteau	NOM	couteau
et	KON	et
l'	PRO:PER	la|le
enfonça	VER:simp	enfoncer
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
poignée	NOM	poignée
dans	PRP	dans
le	DET:ART	le
cœur	NOM	cœur
de	PRP	de
son	DET:POS	son
ennemi	NOM	ennemi
.	SENT	.
Lorsque	KON	lorsque
le	DET:ART	le
sauvage	ADJ	sauvage
vit	NOM	vit
qu'	PRO:REL	que
il	PRO:PER	il
était	VER:impf	être
perdu	VER:pper	perdre
il	PRO:PER	il
dédaigna	VER:simp	dédaigner
de	PRP	de
tenter	VER:infi	tenter
une	DET:ART	un
résistance	NOM	résistance
inutile	ADJ	inutile
,	PUN	,
mais	KON	mais
fixant	VER:ppre	fixer
sur	PRP	sur
le	DET:ART	le
Canadien	NOM	canadien
un	DET:ART	un
regard	NOM	regard
de	PRP	de
haine	NOM	haine
et	KON	et
de	PRP	de
dédain	NOM	dédain
,	PUN	,
un	DET:ART	un
sourire	NOM	sourire
ironique	ADJ	ironique
plissa	VER:simp	plisser
ses	DET:POS	son
lèvres	NOM	lèvre
et	KON	et
il	PRO:PER	il
laissa	VER:simp	laisser
venir	VER:infi	venir
la	DET:ART	le
mort	NOM	mort
avec	PRP	avec
un	DET:ART	un
visage	NOM	visage
impassible	ADJ	impassible
.	SENT	.
Belhumeur	NAM	Belhumeur
replaça	VER:simp	replacer
son	DET:POS	son
couteau	NOM	couteau
à	PRP	à
sa	DET:POS	son
