TALE	NN1	tale
.	SENT	.
You	PNP	you
"	PUQ	"
to	TO0	to
"	PUQ	"
<SEG>
and	CJC	and
,	PUN	,
shaking	VVG	shake|shaking
on	PRP	on
Dot	NP0	dot
head	NN1	head
sitting	VVG	sit|sitting
her	DPS	she
floor	NN1	floor
the	AT0	the
<SEG>
that	CJT	that
him	PNP	he
it	PNP	it
at	PRP	at
"	PUQ	"
Gruff	AJ0	gruff
,	PUN	,
Tackleton	NP0	tackleton
and	CJC	and
's	VBZ	be
<SEG>
John	NP0	john
Mrs.	NP0	mrs.
!	SENT	!
toymaker	NN1	toymaker
nodded	VVD	nod
.	SENT	.
nodded	VVD	nod
the	AT0	the
Peerybingle	NP0	peerybingle
"	PUQ	"
<SEG>
.	SENT	.
Not	XX0	not
also	AV0	also
at	PRP	at
assent	NN1	assent
least	AV0	least
times	NN2	time
fifty	CRD	fifty
,	PUN	,
in	PRP	in
<SEG>
amazement	NN1	amazement
dumb	AJ0	dumb
up	AVP	up
in	PRP	in
her	DPS	she
pitying	AJ0	pitying|pity
screwing	VVG	screw
---	NN1	---
;	PUN	;
and	CJC	and
<SEG>
little	AJ0	little
their	DPS	they
all	DT0	all
,	PUN	,
while	NN1	while
with	PRP	with
lips	NN2	lip
the	AT0	the
force	NN1	force
,	PUN	,
<SEG>
I	PNP	i
they	PNP	they
were	VBD	be
never	AV0	never
made	VVN	make
up	AVP	up
(	PUL	(
for	PRP	for
;	PUN	;
screwing	VVG	screw
<SEG>
that	DT0	that
good	AJ0	good
)	PUR	)
am	VBB	be
,	PUN	,
looking	VVG	look|looking
the	AT0	the
and	CJC	and
clear	AJ0	clear
of	PRF	of
<SEG>
Carrier	NN1	carrier
Miss	NP0	miss
through	AVP	through
.	SENT	.
in	PRP	in
abstraction	NN1	abstraction
and	CJC	and
her	DPS	she
,	PUN	,
through	AVP	through
<SEG>
had	VHD	have
who	PNQ	who
,	PUN	,
mechanical	AJ0	mechanical
meantime	NN1	meantime
,	PUN	,
a	AT0	a
the	AT0	the
Slowboy	NP0	Slowboy
in	PRP	in
<SEG>
for	PRP	for
the	AT0	the
delectation	NN1	delectation
conversation	NN1	conversation
power	NN1	power
of	PRF	of
scraps	NN2	scrap
reproducing	VVG	reproduce
current	AJ0	current
of	PRF	of
<SEG>
out	AVP	out
the	AT0	the
all	DT0	all
with	PRP	with
,	PUN	,
baby	NN1	baby
struck	VVD	strike
of	PRF	of
the	AT0	the
sense	NN1	sense
<SEG>
all	DT0	all
changed	VVN	change|changed
the	AT0	the
of	PRF	of
and	CJC	and
nouns	NN2	noun
the	AT0	the
into	PRP	into
,	PUN	,
them	PNP	they
<SEG>
of	PRF	of
plural	AJ0	plural
creature	NN1	creature
,	PUN	,
,	PUN	,
young	AJ0	young
that	DT0	that
aloud	AV0	aloud
number	NN1	number
inquired	VVD	inquire
<SEG>
toymakers	NN2	toymaker
and	CJC	and
Gruffs	NP0	Gruffs
,	PUN	,
Was	VBD	be
then	AV0	then
Tackletons	NP0	Tackletons
and	CJC	and
the	AT0	the
it	PNP	it
<SEG>
Did	VDD	do
for	PRP	for
and	CJC	and
,	PUN	,
call	VVI	call
it	PNP	it
at	PRP	at
wedding-cakes	NN2	wedding-cakes
Would	VM0	would
Pastrycooks	NN2	Pastrycooks
<SEG>
the	AT0	the
when	CJS	when
brought	VVD	bring
know	VVB	know
mothers	NN2	mother
boxes	NN2	box
them	PNP	they
its	DPS	it
fathers	NN2	father
its	DPS	it
<SEG>
home	AV0	home
.	SENT	.
"	PUQ	"
so	AV0	so
And	CJC	and
that	DT0	that
on	AVP	on
and	CJC	and
;	PUN	;
is	VBZ	be
<SEG>
"	PUQ	"
said	VVD	say|said
"	PUQ	"
!	SENT	!
.	SENT	.
come	VVI	come
Dot	NP0	dot
really	AV0	really
to	TO0	to
about	AVP	about
<SEG>
at	PRP	at
she	PNP	she
,	PUN	,
school	NN1	school
together	AV0	together
were	VBD	be
Why	AVQ	why
girls	NN2	girl
I	PNP	i
and	CJC	and
<SEG>
of	PRF	of
been	VBN	be
He	PNP	he
,	PUN	,
thinking	VVG	thinking|think
have	VHI	have
.	SENT	.
John	NP0	john
"	PUQ	"
might	VM0	might
<SEG>
,	PUN	,
nearly	AV0	nearly
,	PUN	,
of	PRF	of
her	PNP	she
thinking	VVG	thinking|think
perhaps	AV0	perhaps
or	CJC	or
her	PNP	she
,	PUN	,
<SEG>
.	SENT	.
same	DT0	same
looked	VVD	look
He	PNP	he
as	CJS	as
she	PNP	she
in	PRP	in
school-time	NN1	school-time
was	VBD	be
that	DT0	that
<SEG>
with	PRP	with
but	CJC	but
made	VVD	make
pleasure	NN1	pleasure
thoughtful	AJ0	thoughtful
upon	PRP	upon
,	PUN	,
a	AT0	a
he	PNP	he
her	PNP	she
<SEG>
And	CJC	and
he	PNP	he
"	PUQ	"
old	AJ0	old
as	AV0	as
no	AT0	no
!	SENT	!
.	SENT	.
answer	NN1	answer
's	VBZ	be
<SEG>
,	PUN	,
unlike	PRP	unlike
---	AJ0	---
As	CJS	as
years	NN2	year
!	SENT	!
Why	AVQ	why
many	DT0	many
how	AVQ	how
her	PNP	she
<SEG>
,	PUN	,
Gruff	AJ0	gruff
than	CJS	than
John	NP0	john
older	AJC	old
and	CJC	and
?	SENT	?
is	VBZ	be
Tackleton	NP0	tackleton
you	PNP	you
<SEG>
"	PUQ	"
I	PNP	i
How	AVQ	how
"	PUQ	"
tea	NN1	tea
of	PRF	of
many	DT0	many
shall	VM0	shall
more	DT0	more
cups	NN2	cup
<SEG>
Gruff	AJ0	gruff
at	PRP	at
one	PNI	one
than	CJS	than
to-night	AV0	to-night
,	PUN	,
and	CJC	and
,	PUN	,
drink	VVI	drink
sitting	VVG	sit|sitting
<SEG>
in	PRP	in
took	VVD	take
?	SENT	?
wonder	VVB	wonder
I	PNP	i
"	PUQ	"
four	CRD	four
,	PUN	,
Tackleton	NP0	tackleton
ever	AV0	ever
<SEG>
as	CJS	as
he	PNP	he
John	NP0	john
replied	VVD	reply
good-humouredly	AV0	good-humouredly
a	AT0	a
drew	VVD	draw
,	PUN	,
to	PRP	to
chair	NN1	chair
<SEG>
table	NN1	table
began	VVD	begin
the	AT0	the
116	CRD	116
at	PRP	at
[	PUL	[
and	CJC	and
,	PUN	,
]	PUR	]
round	NN1	round
<SEG>
.	SENT	.
"	PUQ	"
eating	NN1	eating|eat
I	PNP	i
to	PRP	to
the	AT0	the
cold	AJ0	cold
,	PUN	,
ham	NN1	ham
As	CJS	as
<SEG>
but	CJC	but
,	PUN	,
I	PNP	i
;	PUN	;
but	CJC	but
little	DT0	little
little	AJ0	little
enjoy	VVB	enjoy
eat	VVB	eat
that	CJT	that
<SEG>
Even	AV0	even
this	DT0	this
"	PUQ	"
at	PRP	at
Dot	NP0	dot
sentiment	NN1	sentiment
.	SENT	.
his	DPS	he
,	PUN	,
usual	AJ0	usual
<SEG>
for	PRP	for
his	DPS	he
one	CRD	one
,	PUN	,
his	DPS	he
of	PRF	of
innocent	AJ0	innocent
meal-times	NN2	meal-time
delusions	NN2	delusion
(	PUL	(
<SEG>
was	VBD	be
always	AV0	always
him	PNP	he
contradicted	VVD	contradict
appetite	NN1	appetite
and	CJC	and
obstinate	AJ0	obstinate
flatly	AV0	flatly
,	PUN	,
)	PUR	)
<SEG>
no	AT0	no
,	PUN	,
of	PRF	of
the	AT0	the
smile	NN1	smile
face	NN1	face
his	DPS	he
in	PRP	in
little	AJ0	little
awoke	VVD	awake
<SEG>
the	AT0	the
among	PRP	among
the	AT0	the
,	PUN	,
parcels	NN2	parcel
who	PNQ	who
stood	VVD	stand
wife	NN1	wife
,	PUN	,
pushing	VVG	push|pushing
<SEG>
from	PRP	from
with	PRP	with
cake-box	NN1	cake-box
foot	NN1	foot
never	AV0	never
her	DPS	she
slowly	AV0	slowly
her	PNP	she
,	PUN	,
and	CJC	and
<SEG>
were	VBD	be
too	AV0	too
her	DPS	she
though	CJS	though
down	AVP	down
cast	VVN	cast
eyes	NN2	eye
looked	VVN	look
,	PUN	,
once	AV0	once
<SEG>
shoe	NN1	shoe
generally	AV0	generally
she	PNP	she
was	VBD	be
the	AT0	the
dainty	AJ0	dainty
so	AV0	so
upon	PRP	upon
mindful	AJ0	mindful
,	PUN	,
<SEG>
,	PUN	,
,	PUN	,
stood	VVD	stand
.	SENT	.
in	PRP	in
Absorbed	VVN	absorb|absorbed
there	AV0	there
thought	NN1	thought
she	PNP	she
of	PRF	of
<SEG>
(	PUL	(
and	CJC	and
although	CJS	although
the	AT0	the
John	NP0	john
alike	AV0	alike
he	PNP	he
of	PRF	of
heedless	AJ0	heedless
tea	NN1	tea
<SEG>
table	NN1	table
his	DPS	he
her	PNP	she
and	CJC	and
called	VVD	call|called
knife	NN1	knife
to	PRP	to
with	PRP	with
rapped	VVD	rap|rapped
the	AT0	the
<SEG>
rose	VVD	rise|rose
touched	VVD	touch|touched
startle	VVI	startle
her	PNP	she
and	CJC	and
)	PUR	)
,	PUN	,
until	CJS	until
to	TO0	to
he	PNP	he
<SEG>
her	PNP	she
the	AT0	the
at	PRP	at
him	PNP	he
looked	VVD	look
arm	NN1	arm
;	PUN	;
when	CJS	when
she	PNP	she
on	PRP	on
<SEG>
to	PRP	to
,	PUN	,
place	NN1	place
for	PRP	for
and	CJC	and
a	AT0	a
her	DPS	she
behind	PRP	behind
hurried	VVD	hurry|hurried
moment	NN1	moment
<SEG>
,	PUN	,
laughing	VVG	laugh|laughing
But	CJC	but
the	AT0	the
at	PRP	at
her	DPS	she
tea-board	NN1	tea-board
not	XX0	not
.	SENT	.
negligence	NN1	negligence
<SEG>
.	SENT	.
had	VHD	have
she	PNP	she
before	AV0	before
manner	NN1	manner
and	CJC	and
The	AT0	the
laughed	VVN	laugh
the	AT0	the
as	CJS	as
<SEG>
were	VBD	be
quite	AV0	quite
The	AT0	the
changed	VVN	change|changed
.	SENT	.
too	AV0	too
Cricket	NN1	cricket
,	PUN	,
,	PUN	,
music	NN1	music
<SEG>
room	NN1	room
Somehow	AV0	somehow
not	XX0	not
stopped	VVN	stop|stopped
,	PUN	,
the	AT0	the
so	AV0	so
was	VBD	be
.	SENT	.
had	VHD	have
<SEG>
cheerful	AJ0	cheerful
it	PNP	it
like	PRP	like
been	VBN	be
it	PNP	it
as	CJS	as
had	VHD	have
.	SENT	.
Nothing	PNI	nothing
.	SENT	.
<SEG>
,	PUN	,
the	AT0	the
So	AV0	so
all	DT0	all
,	PUN	,
parcels	NN2	parcel
these	DT0	these
"	PUQ	"
are	VBB	be
are	VBB	be
<SEG>
a	AT0	a
they	PNP	they
?	SENT	?
said	VVD	say|said
she	PNP	she
,	PUN	,
"	PUQ	"
,	PUN	,
John	NP0	john
breaking	VVG	break|breaking
<SEG>
had	VHD	have
honest	AJ0	honest
the	AT0	the
long	AJ0	long
silence	NN1	silence
which	DTQ	which
Carrier	NN1	carrier
,	PUN	,
to	PRP	to
devoted	VVN	devoted|devote
<SEG>
one	CRD	one
favourite	AJ0	favourite
practical	AJ0	practical
illustration	NN1	illustration
of	PRF	of
of	PRF	of
the	AT0	the
part	NN1	part
sentiment	NN1	sentiment
his	DPS	he
<SEG>
enjoying	VVG	enjoy
he	PNP	he
it	PNP	it
---	NN1	---
what	DTQ	what
,	PUN	,
ate	VVD	eat
certainly	AV0	certainly
if	CJS	if
could	VM0	could
<SEG>
he	PNP	he
n't	XX0	not
ate	VVD	eat
admitted	VVN	admit|admitted
but	CJC	but
"	PUQ	"
that	CJT	that
little	AJ0	little
.	SENT	.
be	VBI	be
<SEG>
So	AV0	so
the	AT0	the
,	PUN	,
are	VBB	be
all	DT0	all
are	VBB	be
,	PUN	,
they	PNP	they
these	DT0	these
parcels	NN2	parcel
<SEG>
"	PUQ	"
all	DT0	all
"	PUQ	"
,	PUN	,
That	DT0	that
's	VBZ	be
?	SENT	?
said	VVD	say|said
"	PUQ	"
John	NP0	john
<SEG>
---	NN1	---
---	AJ0	---
I	CRD	i
---	AJ0	---
Why	AVQ	why
"	PUQ	"
no	AT0	no
"	PUQ	"
John	NP0	john
.	SENT	.
<SEG>
fork	NN1	fork
taking	VVG	take|taking
,	PUN	,
his	DPS	he
a	AT0	a
and	CJC	and
knife	NN1	knife
and	CJC	and
down	AVP	down
laying	VVG	lay|laying
<SEG>
clean	AV0	clean
I	PNP	i
long	AJ0	long
---	AJ0	---
've	VHB	have
I	PNP	i
breath	NN1	breath
"	PUQ	"
---	NN1	---
declare	VVB	declare
<SEG>
old	AJ0	old
forgotten	VVN	forget|forgotten
"	PUQ	"
the	AT0	the
The	AT0	the
old	AJ0	old
gentleman	NN1	gentleman
"	PUQ	"
gentleman	NN1	gentleman
!	SENT	!
<SEG>
"	PUQ	"
cart	NN1	cart
the	AT0	the
"	PUQ	"
"	PUQ	"
John	NP0	john
,	PUN	,
In	PRP	in
said	VVD	say|said
?	SENT	?
<SEG>
He	PNP	he
"	PUQ	"
the	AT0	the
,	PUN	,
among	PRP	among
was	VBD	be
.	SENT	.
asleep	AJ0	asleep
the	AT0	the
straw	NN1	straw
<SEG>
last	ORD	last
nearly	AV0	nearly
him	PNP	he
I	PNP	i
.	SENT	.
I	PNP	i
time	NN1	time
very	AV0	very
saw	VVD	see
've	VHB	have
<SEG>
;	PUN	;
came	VVD	come
twice	AV0	twice
I	PNP	i
remembered	VVD	remember|remembered
since	CJS	since
,	PUN	,
,	PUN	,
in	AVP	in
him	PNP	he
<SEG>
my	DPS	i
but	CJC	but
head	NN1	head
he	PNP	he
Halloa	ITJ	halloa
out	AVP	out
of	PRF	of
.	SENT	.
went	VVD	go
again	AV0	again
<SEG>
That	DT0	that
!	SENT	!
's	VBZ	be
!	SENT	!
!	SENT	!
Yahip	NN1	Yahip
up	AVP	up
my	DPS	i
Rouse	VVB	rouse
there	AV0	there
<SEG>
these	DT0	these
outside	PRP	outside
John	NP0	john
words	NN2	word
latter	DT0	latter
said	VVD	say|said
the	AT0	the
hearty	NN1	hearty
"	PUQ	"
!	SENT	!
<SEG>
candle	NN1	candle
had	VHD	have
he	PNP	he
hurried	VVN	hurry|hurried
in	PRP	in
with	PRP	with
the	AT0	the
door	NN1	door
,	PUN	,
whither	AVQ	whither
<SEG>
hand	NN1	hand
,	PUN	,
his	DPS	he
mysterious	AJ0	mysterious
of	PRF	of
conscious	AJ0	conscious
Miss	NP0	miss
Slowboy	NP0	Slowboy
some	DT0	some
.	SENT	.
<SEG>
and	CJC	and
Gentleman	NN1	gentleman
to	PRP	to
,	PUN	,
reference	NN1	reference
,	PUN	,
connecting	VVG	connect|connecting
in	PRP	in
The	AT0	the
Old	AJ0	old
<SEG>
]	PUR	]
,	PUN	,
imagina	NN1	imagina
associations	NN2	association
certain	AJ0	certain
tion	NN1	tion
[	PUL	[
her	DPS	she
117	CRD	117
mystified	AJ0	mystified|mystify
<SEG>
so	AV0	so
was	VBD	be
a	AT0	a
of	PRF	of
,	PUN	,
nature	NN1	nature
the	AT0	the
with	PRP	with
phrase	NN1	phrase
religious	AJ0	religious
<SEG>
rising	AJ0	rising|rise
from	PRP	from
that	DT0	that
by	PRP	by
chair	NN1	chair
,	PUN	,
hastily	AV0	hastily
the	AT0	the
disturbed	VVN	disturb|disturbed
low	AJ0	low
<SEG>
her	DPS	she
of	PRF	of
protection	NN1	protection
fire	NN1	fire
the	AT0	the
seek	VVI	seek
skirt	NN1	skirt
near	PRP	near
the	AT0	the
to	TO0	to
<SEG>
she	PNP	she
mistress	NN1	mistress
crossed	VVD	cross|crossed
,	PUN	,
contact	NN1	contact
and	CJC	and
into	PRP	into
coming	VVG	come|coming
as	CJS	as
,	PUN	,
<SEG>
the	AT0	the
ancient	AJ0	ancient
instinctively	AV0	instinctively
with	PRP	with
Stranger	NN1	stranger
she	PNP	she
doorway	NN1	doorway
,	PUN	,
an	AT0	an
,	PUN	,
<SEG>
charge	NN1	charge
only	AV0	only
a	AT0	a
with	PRP	with
butt	NN1	butt
made	VVD	make
him	PNP	he
or	CJC	or
at	PRP	at
the	AT0	the
<SEG>
her	DPS	she
reach	NN1	reach
offensive	AJ0	offensive
within	PRP	within
.	SENT	.
happening	VVG	happen|happening
instrument	NN1	instrument
instrument	NN1	instrument
This	DT0	this
to	TO0	to
<SEG>
commotion	NN1	commotion
great	AJ0	great
be	VBI	be
and	CJC	and
alarm	NN1	alarm
the	AT0	the
baby	NN1	baby
ensued	VVD	ensue
,	PUN	,
,	PUN	,
<SEG>
which	DTQ	which
sagacity	NN1	sagacity
;	PUN	;
Boxer	NN1	boxer
the	AT0	the
increase	VVI	increase
to	TO0	to
rather	AV0	rather
tended	VVD	tend
of	PRF	of
<SEG>
dog	NN1	dog
thoughtful	AJ0	thoughtful
,	PUN	,
his	DPS	he
more	AV0	more
master	NN1	master
good	AJ0	good
for	PRP	for
that	DT0	that
than	CJS	than
<SEG>
watching	VVG	watch
seemed	VVD	seem
been	VBN	be
,	PUN	,
,	PUN	,
the	AT0	the
,	PUN	,
had	VHD	have
it	PNP	it
old	AJ0	old
<SEG>
should	VM0	should
gentleman	NN1	gentleman
in	PRP	in
off	AVP	off
,	PUN	,
he	PNP	he
sleep	NN1	sleep
his	DPS	he
walk	VVI	walk
lest	CJS	lest
<SEG>
with	PRP	with
poplar-trees	NN2	poplar-trees
that	CJT	that
up	AVP	up
a	AT0	a
few	DT0	few
tied	VVN	tie|tied
behind	PRP	behind
were	VBD	be
young	AJ0	young
<SEG>
the	AT0	the
cart	NN1	cart
attended	VVD	attend
;	PUN	;
him	PNP	he
he	PNP	he
on	PRP	on
very	AV0	very
and	CJC	and
still	AV0	still
<SEG>
,	PUN	,
gaiters	NN2	gaiter
worrying	VVG	worry|worrying
his	DPS	he
in	PRP	in
closely	AV0	closely
,	PUN	,
,	PUN	,
fact	NN1	fact
and	CJC	and
<SEG>
the	AT0	the
buttons	NN2	button
making	VVG	make|making
at	PRP	at
"	PUQ	"
sets	NN2	set
You	PNP	you
dead	AJ0	dead
're	VBB	be
.	SENT	.
<SEG>
such	DT0	such
good	AJ0	good
,	PUN	,
an	AT0	an
undeniably	AV0	undeniably
,	PUN	,
sir	NN1	sir
sleeper	NN1	sleeper
said	VVD	say|said
"	PUQ	"
<SEG>
was	VBD	be
,	PUN	,
restored	VVN	restore|restored
(	PUL	(
when	AVQ	when
in	PRP	in
tranquillity	NN1	tranquillity
the	AT0	the
meantime	NN1	meantime
John	NP0	john
<SEG>
had	VHD	have
bareheaded	AJ0	bareheaded
motionless	AJ0	motionless
,	PUN	,
gentleman	NN1	gentleman
the	AT0	the
stood	VVN	stand
old	AJ0	old
,	PUN	,
and	CJC	and
<SEG>
the	AT0	the
,	PUN	,
)	PUR	)
"	PUQ	"
centre	NN1	centre
that	CJT	that
the	AT0	the
in	PRP	in
room	NN1	room
of	PRF	of
<SEG>
to	TO0	to
ask	VVI	ask
a	AT0	a
half	DT0	half
have	VHB	have
the	AT0	the
where	AVQ	where
you	PNP	you
I	PNP	i
mind	NN1	mind
<SEG>
---	AJ0	---
other	AJ0	other
only	AV0	only
a	AT0	a
would	VM0	would
joke	NN1	joke
are	VBB	be
that	DT0	that
six	CRD	six
be	VBI	be
<SEG>
I	PNP	i
Very	AV0	very
,	PUN	,
know	VVB	know
it	PNP	it
should	VM0	should
I	PNP	i
.	SENT	.
spoil	VVI	spoil
and	CJC	and
<SEG>
Carrier	NN1	carrier
with	PRP	with
,	PUN	,
the	AT0	the
"	PUQ	"
a	AT0	a
murmured	VVD	murmur|murmured
,	PUN	,
near	AV0	near
though	AV0	though
<SEG>
near	AV0	near
The	AT0	the
!	SENT	!
"	PUQ	"
;	PUN	;
,	PUN	,
chuckle	NN1	chuckle
"	PUQ	"
very	AV0	very
Stranger	NN1	stranger
<SEG>
white	AJ0	white
features	NN2	feature
long	AJ0	long
had	VHD	have
,	PUN	,
singularly	AV0	singularly
who	PNQ	who
hair	NN1	hair
good	AJ0	good
,	PUN	,
<SEG>
well	AV0	well
for	PRP	for
and	CJC	and
man	NN1	man
old	AJ0	old
bold	AJ0	bold
,	PUN	,
defined	VVN	define|defined
and	CJC	and
an	AT0	an
<SEG>
,	PUN	,
eyes	NN2	eye
with	PRP	with
,	PUN	,
,	PUN	,
round	AVP	round
looked	VVD	look
dark	AJ0	dark
bright	AJ0	bright
penetrating	AJ0	penetrating|penetrate
<SEG>
wife	NN1	wife
the	AT0	the
smile	NN1	smile
a	AT0	a
's	POS	's
and	CJC	and
by	PRP	by
Carrier	NN1	carrier
saluted	VVD	salute|saluted
,	PUN	,
<SEG>
gravely	AV0	gravely
was	VBD	be
his	DPS	he
inclining	VVG	incline
head	NN1	head
His	DPS	he
.	SENT	.
very	AV0	very
quaint	AJ0	quaint
garb	NN1	garb
<SEG>
---	NN1	---
a	AT0	a
behind	PRP	behind
and	CJC	and
odd	AJ0	odd
the	AT0	the
,	PUN	,
long	AJ0	long
long	AJ0	long
way	NN1	way
<SEG>
was	VBD	be
.	SENT	.
,	PUN	,
over	AVP	over
all	DT0	all
Its	DPS	it
brown	AJ0	brown
.	SENT	.
time	NN1	time
hue	NN1	hue
<SEG>
club	NN1	club
great	AJ0	great
or	CJC	or
hand	NN1	hand
a	AT0	a
In	PRP	in
he	PNP	he
brown	AJ0	brown
his	DPS	he
held	VVD	hold|held
<SEG>
striking	VVG	strike|striking
upon	PRP	upon
the	AT0	the
and	CJC	and
,	PUN	,
,	PUN	,
this	DT0	this
walking-stick	NN1	walking-stick
;	PUN	;
floor	NN1	floor
<SEG>
it	PNP	it
asunder	AV0	asunder
,	PUN	,
a	AT0	a
On	PRP	on
fell	VVD	fall|fell
became	VVD	become
chair	NN1	chair
.	SENT	.
and	CJC	and
<SEG>
down	AVP	down
.	SENT	.
!	SENT	!
quite	AV0	quite
he	PNP	he
composedly	AV0	composedly
which	DTQ	which
sat	VVD	sit
"	PUQ	"
There	AV0	there
<SEG>
wife	NN1	wife
"	PUQ	"
turning	VVG	turn|turning
the	AT0	the
to	PRP	to
his	DPS	he
said	VVD	say|said
,	PUN	,
.	SENT	.
Carrier	NN1	carrier
<SEG>
the	AT0	the
That	DT0	that
,	PUN	,
's	VBZ	be
I	PNP	i
"	PUQ	"
him	PNP	he
sitting	VVG	sit|sitting
way	NN1	way
found	VVD	find
<SEG>
the	AT0	the
a	AT0	a
milestone	NN1	milestone
.	SENT	.
roadside	NN1	roadside
!	SENT	!
And	CJC	and
Upright	AV0	upright
as	CJS	as
by	PRP	by
<SEG>
as	CJS	as
"	PUQ	"
open	AJ0	open
in	PRP	in
Sitting	VVG	sit|sitting
the	AT0	the
almost	AV0	almost
deaf	AJ0	deaf
.	SENT	.
"	PUQ	"
<SEG>
the	AT0	the
"	PUQ	"
open	AJ0	open
"	PUQ	"
In	PRP	in
air	NN1	air
,	PUN	,
John	NP0	john
?	SENT	?
air	NN1	air
<SEG>
the	AT0	the
"	PUQ	"
,	PUN	,
Carrier	NN1	carrier
at	PRP	at
replied	VVD	reply
"	PUQ	"
dusk	NN1	dusk
,	PUN	,
just	AV0	just
<SEG>
riage	NN1	riage
Paid	VVD	pay
.	SENT	.
[	PUL	[
]	PUR	]
'	PUQ	'
Car	NN1	car
,	PUN	,
118	CRD	118
'	PUQ	'
<SEG>
me	PNP	i
Then	AV0	then
.	SENT	.
and	CJC	and
gave	VVD	give
;	PUN	;
he	PNP	he
eighteen-pence	AJ0	eighteen-pence
he	PNP	he
said	VVD	say|said
<SEG>
in	AVP	in
.	SENT	.
he	PNP	he
got	VVD	get
"	PUQ	"
And	CJC	and
"	PUQ	"
is	VBZ	be
there	AV0	there
.	SENT	.
<SEG>
think	VVB	think
"	PUQ	"
,	PUN	,
He	PNP	he
going	VVG	go|going
I	PNP	i
John	NP0	john
's	VBZ	be
!	SENT	!
,	PUN	,
<SEG>
Not	XX0	not
He	PNP	he
all	DT0	all
was	VBD	be
to	TO0	to
speak	VVI	speak
at	PRP	at
.	SENT	.
going	VVG	go|going
only	AV0	only
<SEG>
If	CJS	if
please	AV0	please
you	PNP	you
,	PUN	,
I	PNP	i
was	VBD	be
to	TO0	to
.	SENT	.
"	PUQ	"
be	VBI	be
<SEG>
"	PUQ	"
Stranger	NN1	stranger
the	AT0	the
,	PUN	,
said	VVD	say|said
called	VVN	call|called
left	VVN	leave|left
till	CJS	till
for	PRP	for
mildly	AV0	mildly
<SEG>
"	PUQ	"
.	SENT	.
me	PNP	i
Do	VDB	do
n't	XX0	not
"	PUQ	"
With	PRP	with
that	CJT	that
mind	VVI	mind
.	SENT	.
<SEG>
pair	NN0	pair
took	VVD	take
of	PRF	of
he	PNP	he
spectacles	NN2	spectacle
a	AT0	a
of	PRF	of
one	CRD	one
his	DPS	he
from	PRP	from
<SEG>
another	DT0	another
,	PUN	,
a	AT0	a
,	PUN	,
large	AJ0	large
book	NN1	book
pockets	NN2	pocket
and	CJC	and
and	CJC	and
from	PRP	from
<SEG>
Making	VVG	make|making
.	SENT	.
Boxer	NN1	boxer
read	VVI	read
of	PRF	of
began	VVD	begin
more	AV0	more
no	AT0	no
leisurely	AV0	leisurely
to	TO0	to
<SEG>
!	SENT	!
had	VHD	have
he	PNP	he
house	NN1	house
The	AT0	the
lamb	NN1	lamb
a	AT0	a
been	VBN	be
if	CJS	if
than	CJS	than
<SEG>
.	SENT	.
perplexity	NN1	perplexity
his	DPS	he
and	CJC	and
of	PRF	of
look	NN1	look
Carrier	NN1	carrier
exchanged	VVD	exchange|exchanged
a	AT0	a
wife	NN1	wife
<SEG>
The	AT0	the
from	PRP	from
his	DPS	he
and	CJC	and
raised	VVD	raise|raised
,	PUN	,
;	PUN	;
head	NN1	head
Stranger	NN1	stranger
glancing	VVG	glance
<SEG>
the	AT0	the
former	DT0	former
latter	DT0	latter
said	VVD	say|said
"	PUQ	"
,	PUN	,
the	AT0	the
to	PRP	to
:	PUN	:
Your	DPS	you
<SEG>
?	SENT	?
Wife	NN1	wife
"	PUQ	"
,	PUN	,
"	PUQ	"
,	PUN	,
daughter	NN1	daughter
friend	NN1	friend
my	DPS	i
good	AJ0	good
<SEG>
Niece	NN1	niece
returned	VVD	return
said	VVD	say|said
.	SENT	.
the	AT0	the
?	SENT	?
"	PUQ	"
"	PUQ	"
John	NP0	john
"	PUQ	"
<SEG>
"	PUQ	"
Stranger	NN1	stranger
"	PUQ	"
.	SENT	.
roared	VVD	roar
.	SENT	.
!	SENT	!
"	PUQ	"
John	NP0	john
Wife	NN1	wife
<SEG>
"	PUQ	"
.	SENT	.
Indeed	AV0	indeed
observed	VVD	observe
?	SENT	?
?	SENT	?
"	PUQ	"
Surely	AV0	surely
the	AT0	the
Stranger	NN1	stranger
<SEG>
,	PUN	,
"	PUQ	"
quietly	AV0	quietly
He	PNP	he
!	SENT	!
Very	AV0	very
young	AJ0	young
over	AVP	over
turned	VVD	turn|turned
and	CJC	and
<SEG>
could	VM0	could
have	VHI	have
he	PNP	he
before	CJS	before
reading	NN1	reading|read
.	SENT	.
But	CJC	but
resumed	VVD	resume
,	PUN	,
his	DPS	he
<SEG>
again	AV0	again
lines	NN2	line
,	PUN	,
say	VVI	say
interrupted	VVD	interrupt|interrupted
read	VVN	read
to	TO0	to
he	PNP	he
two	CRD	two
himself	PNX	himself
<SEG>
"	PUQ	"
Baby	NN1	baby
?	SENT	?
yours	PNP	yours
a	AT0	a
John	NP0	john
"	PUQ	"
gave	VVD	give
him	PNP	he
:	PUN	:
<SEG>
nod	NN1	nod
gigantic	AJ0	gigantic
equivalent	AJ0	equivalent
to	PRP	to
affirmative	NN1	affirmative
the	AT0	the
answer	NN1	answer
in	PRP	in
:	PUN	:
an	AT0	an
<SEG>
.	SENT	.
delivered	VVN	deliver
?	SENT	?
a	AT0	a
speaking	AJ0	speaking|speak
