compliquée	VER:pper	compliquer
raconté	VER:pper	raconter
,	PUN	,
Marius	NAM	marius
pas	ADV	pas
là	ADV	là
on	PRO:PER	on
J'	PRO:PER	je
et	KON	et
moi	PRO:PER	moi
car	KON	car
<EOS>	<EOS>	<EOS>
,	PUN	,
vapeur	NOM	vapeur
un	DET:ART	un
il	PRO:PER	il
après	PRP	après
m'	PRO:PER	me
partir	VER:infi	partir
négociateur	NOM	négociateur
éloigner	VER:infi	éloigner
avoir	VER:infi	avoir
il	PRO:PER	il
pour	PRP	pour
éloigner	VER:infi	éloigner
cette	PRO:DEM	ce
pour	PRP	pour
heures	NOM	heure
maintenant	ADV	maintenant
,	PUN	,
parlé	VER:pper	parler
,	PUN	,
.	SENT	.
enfin	ADV	enfin
ne	ADV	ne
<EOS>	<EOS>	<EOS>
m'	PRO:PER	me
j'	PRO:PER	je
était	VER:impf	être
voyage	NOM	voyage
avais	VER:impf	avoir
conclusion	NOM	conclusion
embarquais	VER:impf	embarquer
mais	KON	mais
,	PUN	,
trois	NUM	trois
qu'	PRO:REL	que
je	PRO:PER	je
m'	PRO:PER	me
prend	VER:pres	prendre
acceptai	VER:simp	accepter
tel	PRO:DEM	tel
embrouillée	VER:pper	embrouiller
madame	NOM	madame
,	PUN	,
de	PRP	de
cette	PRO:DEM	ce
avait	VER:impf	avoir
à	PRP	à
,	PUN	,
,	PUN	,
,	PUN	,
avait	VER:impf	avoir
de	PRP	de
;	PUN	;
;	PUN	;
me	PRO:PER	me
une	DET:ART	un
car	KON	car
erreurs	NOM	erreur
<SEG>
espéraient	VER:impf	espérer
<EOS>	<EOS>	<EOS>
temps	NOM	temps
une	DET:ART	un
à	PRP	à
voyage	NOM	voyage
,	PUN	,
et	KON	et
semaine	NOM	semaine
à	PRP	à
je	PRO:PER	je
une	DET:ART	un
être	VER:infi	être
<EOS>	<EOS>	<EOS>
effet	NOM	effet
.	SENT	.
;	PUN	;
.	SENT	.
six	NUM	six
,	PUN	,
avait	VER:impf	avoir
,	PUN	,
Bédarrides	ADJ	bédarrides
à	PRP	à
<EOS>	<EOS>	<EOS>
M	NOM	m
n'	ADV	ne
Barcelone	NAM	barcelone
<EOS>	<EOS>	<EOS>
,	PUN	,
semaines	NOM	semaine
avait	VER:impf	avoir
au	PRP:det	au
produit	VER:pper	produire
en	PRO:PER	en
,	PUN	,
Mais	KON	mais
Carthagène	NAM	carthagène
.	SENT	.
absent	ADJ	absent
.	SENT	.
Carthagène	NAM	carthagène
Cadix	NAM	cadix
quelques	PRO:IND	quelque
partait	VER:impf	partir
il	PRO:PER	il
je	PRO:PER	je
m'	PRO:PER	me
que	KON	que
reçus	VER:simp	recevoir
il	PRO:PER	il
rentrai	VER:simp	rentrer
Marseille	NAM	marseille
Alicante	ADJ	alicante
Barcelone	NAM	barcelone
,	PUN	,
Malaga	NOM	malaga
de	PRP	de
à	PRP	à
,	PUN	,
qui	PRO:REL	qui
Malheureusement	ADV	malheureusement
Bédarrides	NOM	bédarrides
que	KON	que
j'	PRO:PER	je
on	PRO:PER	on
plus	ADV	plus
étais	VER:impf	être
avait	VER:impf	avoir
le	DET:ART	le
Alicante	NAM	alicante
de	PRP	de
croyais	VER:impf	croire
qui	PRO:REL	qui
Je	PRO:PER	je
à	PRP	à
à	PRP	à
l'	DET:ART	le
lettre	NOM	lettre
d'	PRP	de
parti	VER:pper	partir
pas	ADV	pas
mon	DET:POS	mon
envoya	VER:simp	envoyer
y	PRO:PER	y
,	PUN	,
envoyait	VER:impf	envoyer
pour	PRP	pour
les	DET:ART	le
jours	NOM	jour
m'	PRO:PER	me
.	SENT	.
frères	NOM	frère
n'	ADV	ne
que	PRO:REL	que
Malaga	NOM	malaga
occupé	VER:pper	occuper
,	PUN	,
de	PRP	de
Quand	KON	quand
<SEG>
,	PUN	,
seul	ADJ	seul
avais	VER:impf	avoir
avait	VER:impf	avoir
autre	ADJ	autre
le	DET:ART	le
<EOS>	<EOS>	<EOS>
cessé	VER:pper	cesser
de	PRP	de
ainsi	ADV	ainsi
il	PRO:PER	il
être	VER:infi	être
moment	NOM	moment
Pour	PRP	pour
et	KON	et
à	PRP	à
de	PRP	de
voir	VER:infi	voir
de	PRP	de
son	DET:POS	son
sa	DET:POS	son
il	PRO:PER	il
mon	DET:POS	mon
y	PRO:PER	y
deux	NUM	deux
voir	VER:infi	voir
encore	ADV	encore
,	PUN	,
chose	NOM	chose
.	SENT	.
celle	PRO:DEM	celui
.	SENT	.
celle	PRO:DEM	celui
n'	ADV	ne
de	PRP	de
quitter	VER:infi	quitter
soulagement	NOM	soulagement
une	DET:ART	un
avais	VER:impf	avoir
l'	DET:ART	le
de	PRP	de
précis	ADJ	précis
avait	VER:impf	avoir
gagné	VER:pper	gagner
à	PRP	à
Pendant	PRP	pendant
Solignac	NAM	solignac
gagné	VER:pper	gagner
avais	VER:impf	avoir
faut	VER:pres	falloir
savoir	VER:infi	savoir
une	DET:ART	un
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
de	PRP	de
église	NOM	église
tenté	VER:pper	tenter
je	PRO:PER	je
mois	NOM	moi|mois
courir	VER:infi	courir
été	VER:pper	être
:	PUN	:
ne	ADV	ne
à	PRP	à
la	PRO:PER	la
juste	ADJ	juste
penser	VER:infi	penser
,	PUN	,
ces	PRO:DEM	ce
résolution	NOM	résolution
pas	ADV	pas
pour	PRP	pour
,	PUN	,
n'	ADV	ne
distrait	VER:pper	distraire
mettre	VER:infi	mettre
j'	PRO:PER	je
et	KON	et
Clotilde	NAM	clotilde
Le	DET:ART	le
de	PRP	de
minute	NOM	minute
être	VER:infi	être
<EOS>	<EOS>	<EOS>
mariage	NOM	mariage
la	PRO:PER	la
dans	PRP	dans
main	NOM	main
dire	VER:infi	dire
n'	ADV	ne
pas	ADV	pas
de	PRP	de
pas	ADV	pas
esprit	NOM	esprit
Cassis	NAM	cassis
ce	PRO:DEM	ce
que	PRO:REL	que
.	SENT	.
que	KON	que
pas	ADV	pas
<SEG>
Ni	KON	ni
je	PRO:PER	je
Marseille	NAM	marseille
fin	NOM	fin
avaient	VER:impf	avoir
ils	PRO:PER	il
ébranler	VER:infi	ébranler
,	PUN	,
aux	PRP:det	au
part	NOM	part
formais	VER:impf	former
rendre	VER:infi	rendre
purent	VER:simp	pouvoir
moi	PRO:PER	moi
!	SENT	!
;	PUN	;
,	PUN	,
Quitter	VER:infi	quitter
commerce	NOM	commerce
les	DET:ART	le
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
d'	PRP	de
reproches	NOM	reproche
et	KON	et
<EOS>	<EOS>	<EOS>
ils	PRO:PER	il
ne	ADV	ne
j'	PRO:PER	je
m'	PRO:PER	me
étaient	VER:impf	être
m'	PRO:PER	me
!	SENT	!
.	SENT	.
aller	VER:infi	aller
donc	ADV	donc
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
cris	NOM	cri
services	NOM	service
dans	PRP	dans
de	PRP	de
les	DET:ART	le
cette	PRO:DEM	ce
de	PRP	de
je	PRO:PER	je
Paris	NAM	paris
affaires	NOM	affaire
pouvais	VER:impf	pouvoir
;	PUN	;
entrer	VER:infi	entrer
ni	KON	ni
--	PUN	--
à	PRP	à
,	PUN	,
les	DET:ART	le
étais	VER:impf	être
de	PRP	de
hauts	ADJ	haut
le	DET:ART	le
résolution	NOM	résolution
frères	NOM	frère
fis	VER:simp	faire
<EOS>	<EOS>	<EOS>
fait	VER:pper	faire
doubleraient	VER:cond	doubler
contents	ADJ	content
ils	PRO:PER	il
:	PUN	:
raisons	NOM	raison
Bédarrides	ADJ	bédarrides
l'	DET:ART	le
année	NOM	année
poussèrent	VER:simp	pousser
mes	DET:POS	mon
leur	PRO:PER	lui
aux	PRP:det	au
et	KON	et
propositions	NOM	proposition
me	PRO:PER	me
Marseille	NAM	marseille
à	PRP	à
expliquai	VER:simp	expliquer
que	KON	que
Quand	KON	quand
les	DET:ART	le
de	PRP	de
.	SENT	.
abandonner	VER:infi	abandonner
leur	PRO:PER	lui
la	DET:ART	le
grands	ADJ	grand
.	SENT	.
admirablement	ADV	admirablement
fou	ADJ	fou
appointements	NOM	appointement
qui	PRO:REL	qui
je	PRO:PER	je
<SEG>
:	PUN	:
de	PRP	de
obstinément	ADV	obstinément
soit	VER:subp	être
refusent	VER:pres	refuser
était	VER:impf	être
.	SENT	.
ne	ADV	ne
propose	VER:pres	proposer
mon	DET:POS	mon
où	PRO:REL	où
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
adieu	NOM	adieu
de	PRP	de
un	DET:ART	un
qui	PRO:REL	qui
arriva	VER:simp	arriver
gens	NOM	gens
par	PRP	par
n'	ADV	ne
qu'	PRO:REL	que
les	DET:ART	le
de	PRP	de
l'	DET:ART	le
des	PRP:det	du
de	PRP	de
entêtement	NOM	entêtement
tout	PRO:IND	tout
s'	PRO:PER	se
frères	NOM	frère
avoir	VER:infi	avoir
le	DET:ART	le
qu'	KON	que
abandonnèrent	VER:simp	abandonner
faire	VER:infi	faire
il	PRO:PER	il
sort	NOM	sort
je	PRO:PER	je
leur	PRO:PER	lui
on	PRO:PER	on
un	DET:ART	un
voulus	VER:simp	vouloir
je	PRO:PER	je
soigner	VER:infi	soigner
fut	VER:simp	être
rester	VER:infi	rester
droit	NOM	droit
plus	ADV	plus
n'	ADV	ne
faire	VER:infi	faire
,	PUN	,
moment	NOM	moment
Ce	PRO:DEM	ce
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
pouvais	VER:impf	pouvoir
on	PRO:PER	on
Avant	PRP	avant
vient	VER:pres	venir
qui	PRO:REL	qui
avec	PRP	avec
.	SENT	.
,	PUN	,
regrettant	VER:ppre	regretter
existant	VER:ppre	exister
m'	PRO:PER	me
.	SENT	.
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
bienveillant	ADJ	bienveillant
fatigue	VER:pres	fatiguer
ce	PRO:DEM	ce
occuper	VER:infi	occuper
on	PRO:PER	on
à	PRP	à
,	PUN	,
ils	PRO:PER	il
d'	PRP	de
médecin	NOM	médecin
commerce	NOM	commerce
Clotilde	NAM	clotilde
Bédarrides	ADJ	bédarrides
de	PRP	de
désolés	VER:pper	désoler
partir	VER:infi	partir
ce	PRO:DEM	ce
une	DET:ART	un
pas	ADV	pas
aliéniste	ADJ	aliéniste
et	KON	et
:	PUN	:
Si	ADV	si
Cassis	NAM	cassis
à	PRP	à
pas	ADV	pas
malheureux	ADJ	malheureux
visite	NOM	visite
,	PUN	,
<SEG>
père	NOM	père
de	PRP	de
rencontrer	VER:infi	rencontrer
.	SENT	.
je	PRO:PER	je
toutes	PRO:IND	tout
général	NOM	général
M	NOM	m
venais	VER:impf	venir
et	KON	et
un	DET:ART	un
fenêtres	NOM	fenêtre
moins	ADV	moins
était	VER:impf	être
comme	ADV	comme
à	PRP	à
il	PRO:PER	il
ne	ADV	ne
et	KON	et
d'	PRP	de
chaque	PRO:IND	chaque
la	PRO:PER	la
elle	PRO:PER	elle
temps	NOM	temps
de	PRP	de
<EOS>	<EOS>	<EOS>
trouvai	VER:simp	trouver
brillaient	VER:impf	briller
son	DET:POS	son
chaque	PRO:IND	chaque
.	SENT	.
parlerions	VER:cond	parler
verrais	VER:cond	voir
la	DET:ART	le
serais	VER:cond	être
la	DET:ART	le
où	PRO:REL	où
matin	NOM	matin
à	PRP	à
.	SENT	.
propre	ADJ	propre
de	PRP	de
:	PUN	:
exposé	VER:pper	exposer
des	PRP:det	du
,	PUN	,
ferrures	NOM	ferrure
à	PRP	à
fleurs	NOM	fleur
cette	PRO:DEM	ce
plaques	NOM	plaque
,	PUN	,
,	PUN	,
guerre	NOM	guerre
,	PUN	,
boue	NOM	boue
du	PRP:det	du
et	KON	et
au	PRP:det	au
cuivres	NOM	cuivre
Paris	NAM	paris
ferrures	NOM	ferrure
maison	NOM	maison
frottées	VER:pper	frotter
Au	PRP:det	au
;	PUN	;
pays	NOM	pays
y	PRO:PER	y
et	KON	et
Cassis	NAM	cassis
plus	ADV	plus
du	PRP:det	du
pleine	ADJ	plein
d'	PRP	de
je	PRO:PER	je
la	DET:ART	le
<EOS>	<EOS>	<EOS>
semaine	NOM	semaine
rouillées	ADJ	rouillé
Solignac	NAM	solignac
Je	PRO:PER	je
:	PUN	:
porte	VER:pres	porter
navire	NOM	navire
les	DET:ART	le
plus	ADV	plus
nous	PRO:PER	nous
les	DET:ART	le
avait	VER:impf	avoir
coquette	ADJ	coquet
de	PRP	de
de	PRP	de
les	DET:ART	le
pas	ADV	pas
avec	PRP	avec
porte	NOM	porte
je	PRO:PER	je
les	DET:ART	le
à	PRP	à
la	DET:ART	le
<SEG>
;	PUN	;
brillant	VER:ppre	briller
vieux	ADJ	vieux
entrebâillée	VER:pper	entrebâiller
que	KON	que
,	PUN	,
la	DET:ART	le
au	PRP:det	au
la	DET:ART	le
,	PUN	,
de	PRP	de
dans	PRP	dans
si	KON	si
couverts	VER:pper	couvrir
,	PUN	,
.	SENT	.
autrefois	ADV	autrefois
de	PRP	de
et	KON	et
couche	NOM	couche
dalles	NOM	dalle
personne	NOM	personne
les	DET:ART	le
,	PUN	,
contre	PRP	contre
,	PUN	,
entendis	VER:simp	entendre
Comme	KON	comme
salon	NOM	salon
souliers	NOM	soulier
même	ADJ	même
en	PRP	en
là	ADV	là
mains	NOM	main
,	PUN	,
.	SENT	.
me	PRO:PER	me
pelucheuse	ADJ	pelucheux
on	PRO:PER	on
me	PRO:PER	me
tirant	VER:ppre	tirer
de	PRP	de
<EOS>	<EOS>	<EOS>
sans	PRP	sans
des	PRP:det	du
répondait	VER:impf	répondre
la	DET:ART	le
porte	NOM	porte
les	DET:ART	le
j'	PRO:PER	je
des	PRP:det	du
;	PUN	;
entrai	VER:simp	entrer
le	DET:ART	le
était	VER:impf	être
et	KON	et
traînaient	VER:impf	traîner
état	NOM	état
saleté	NOM	saleté
la	DET:ART	le
étaient	VER:impf	être
çà	ADV	çà
avançai	VER:simp	avancer
sonnette	NOM	sonnette
<EOS>	<EOS>	<EOS>
:	PUN	:
murailles	NOM	muraille
étaient	VER:impf	être
point	ADV	point
propreté	NOM	propreté
les	DET:ART	le
d'	PRP	de
que	KON	que
était	VER:impf	être
je	PRO:PER	je
arrivé	VER:pper	arriver
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
porte	NOM	porte
des	PRP:det	du
éclats	NOM	éclat
là	ADV	là
rougis	VER:pres	rougir
accrochés	VER:pper	accrocher
boueuses	ADJ	boueux
de	PRP	de
chaîne	NOM	chaîne
.	SENT	.
de	PRP	de
,	PUN	,
vestibule	NOM	vestibule
ne	ADV	ne
poussière	NOM	poussière
habits	NOM	habit
J'	PRO:PER	je
trouver	VER:infi	trouver
Le	DET:ART	le
une	DET:ART	un
jusqu'	PRP	jusque
et	KON	et
<SEG>
criait	VER:impf	crier
sergent	NOM	sergent
,	PUN	,
ans	NOM	an
--	PUN	--
un	DET:ART	un
général	ADJ	général
:	PUN	:
le	DET:ART	le
fit	VER:simp	faire
résonner	VER:infi	résonner
les	DET:ART	le
Au	PRP:det	au
aperçut	VER:simp	apercevoir
dix-neuf	NUM	dix-neuf
vigoureuse	ADJ	vigoureux
de	PRP	de
<EOS>	<EOS>	<EOS>
Mais	KON	mais
fusil	NOM	fusil
main	NOM	main
le	DET:ART	le
l'	DET:ART	le
la	DET:ART	le
deusse	NOM	deusse
,	PUN	,
il	PRO:PER	il
voix	NOM	voix
venant	VER:ppre	venir
de	PRP	de
une	NUM	un
main	NOM	main
prit	VER:simp	prendre
!	SENT	!
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
.	SENT	.
:	PUN	:
munition	NOM	munition
il	PRO:PER	il
Comment	ADV	comment
,	PUN	,
<EOS>	<EOS>	<EOS>
à	PRP	à
saisissez	VER:pres	saisir
je	PRO:PER	je
,	PUN	,
jardin	NOM	jardin
votre	DET:POS	votre
moi	PRO:PER	moi
<EOS>	<EOS>	<EOS>
à	PRP	à
commandement	NOM	commandement
dix-huit	NUM	dix-huit
.	SENT	.
à	PRP	à
moment	NOM	moment
son	DET:POS	son
sous	PRP	sous
à	PRP	à
Portez	NAM	portez
à	PRP	à
--	PUN	--
vivement	ADV	vivement
général	ADJ	général
Et	KON	et
«	PUN:cit	«
arme	NOM	arme
,	PUN	,
vis	VER:pres	vivre
fusil	NOM	fusil
faisant	VER:ppre	faire
comme	KON	comme
paysan	NOM	paysan
et	KON	et
mains	NOM	main
,	PUN	,
vivement	ADV	vivement
le	DET:ART	le
vous	PRO:PER	vous
m'	PRO:PER	me
faire	VER:infi	faire
grand	ADJ	grand
.	SENT	.
,	PUN	,
me	PRO:PER	me
le	DET:ART	le
il	PRO:PER	il
exercice	NOM	exercice
un	DET:ART	un
instructeur	ADJ	instructeur
<EOS>	<EOS>	<EOS>
dans	PRP	dans
.	SENT	.
sa	DET:POS	son
meilleur	ADJ	meilleur
ce	PRO:DEM	ce
deux	NUM	deux
et	KON	et
arme	NOM	arme
<SEG>
avoir	VER:infi	avoir
faites	VER:pres	faire
ce	PRO:DEM	ce
à	PRP	à
.	SENT	.
mais	KON	mais
guerre	NOM	guerre
général	ADJ	général
a	VER:pres	avoir
garçon	NOM	garçon
le	DET:ART	le
,	PUN	,
comme	KON	comme
plaisir	NOM	plaisir
la	DET:ART	le
guerre	NOM	guerre
me	PRO:PER	me
vieille	ADJ	vieux
vous	PRO:PER	vous
d'	PRP	de
et	KON	et
apprends	VER:pres	apprendre
ma	DET:POS	mon
comme	ADV	comme
y	PRO:PER	y
,	PUN	,
,	PUN	,
quel	PRO:REL	quel
<EOS>	<EOS>	<EOS>
-là	ADV	là
table	NOM	table
car	KON	car
pas	ADV	pas
est	VER:pres	être
,	PUN	,
la	DET:ART	le
servante	NOM	servante
.	SENT	.
cœur	NOM	cœur
n'	ADV	ne
Cela	PRO:DEM	cela
ce	PRO:DEM	ce
,	PUN	,
autrefois	ADV	autrefois
est	VER:pres	être
n'	ADV	ne
à	PRP	à
,	PUN	,
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
à	PRP	à
ensemble	ADV	ensemble
dit	VER:pres	dire
dit-il	NOM	dit-il
allons	VER:pres	aller
mîmes	VER:simp	mettre
c'	PRO:DEM	ce
ai	VER:pres	avoir
l'	DET:ART	le
exercice	NOM	exercice
honnête	NOM	honnête
il	PRO:PER	il
une	DET:ART	un
en	PRP	en
manger	VER:infi	manger
j'	PRO:PER	je
cuisine	NOM	cuisine
qui	PRO:REL	qui
;	PUN	;
<EOS>	<EOS>	<EOS>
maintenant	ADV	maintenant
nous	PRO:PER	nous
,	PUN	,
.	SENT	.
fort	ADJ	fort
regardant	VER:ppre	regarder
sur	PRP	sur
me	PRO:PER	me
vous	PRO:PER	vous
--	PUN	--
déjeuner	VER:infi	déjeuner
me	PRO:PER	me
plus	ADV	plus
à	PRP	à
pour	PRP	pour
à	PRP	à
distraire	VER:infi	distraire
Nous	PRO:PER	nous
,	PUN	,
est	VER:pres	être
toutefois	ADV	toutefois
si	KON	si
la	DET:ART	le
par	PRP	par
remplacé	VER:pper	remplacer
il	PRO:PER	il
J'	PRO:PER	je
réjouit	VER:pres	réjouir
le	DET:ART	le
;	PUN	;
<SEG>
seul	ADJ	seul
moins	ADV	moins
de	PRP	de
monsieur	NOM	monsieur
,	PUN	,
mon	DET:POS	mon
un	DET:ART	un
douleurs	NOM	douleur
abbé	NOM	abbé
Cassis	NAM	cassis
devait	VER:impf	devoir
,	PUN	,
que	KON	que
abandonné	VER:pper	abandonner
le	PRO:PER	le
qui	PRO:REL	qui
à	PRP	à
soi	PRO:PER	soi
;	PUN	;
est	VER:pres	être
je	PRO:PER	je
crois	VER:pres	croire
,	PUN	,
toujours	ADV	toujours
fait	VER:pper	faire
de	PRP	de
je	PRO:PER	je
seul	ADJ	seul
pas	ADV	pas
.	SENT	.
.	SENT	.
car	KON	car
a	VER:pres	avoir
et	KON	et
Je	PRO:PER	je
;	PUN	;
mon	DET:POS	mon
Paris	NAM	paris
plus	ADV	plus
<EOS>	<EOS>	<EOS>
est	VER:pres	être
ce	PRO:DEM	ce
je	PRO:PER	je
figure	VER:pres	figurer
,	PUN	,
le	DET:ART	le
l'	DET:ART	le
et	KON	et
par	PRP	par
Après	PRP	après
m'	PRO:PER	me
trouvé	VER:pper	trouver
.	SENT	.
le	DET:ART	le
maintenant	ADV	maintenant
suis	VER:pres	suivre|être
;	PUN	;
il	PRO:PER	il
gendre	NOM	gendre
,	PUN	,
gendre	NOM	gendre
mieux	ADV	mieux
à	PRP	à
n'	ADV	ne
a	VER:pres	avoir
Garagnon	NAM	garagnon
homme	NOM	homme
mariage	NOM	mariage
.	SENT	.
suis	VER:pres	suivre|être
qu'	KON	que
a	VER:pres	avoir
c'	PRO:DEM	ce
seul	ADJ	seul
,	PUN	,
On	PRO:PER	on
emmener	VER:infi	emmener
tout	ADV	tout
Clotilde	NAM	clotilde
m'	PRO:PER	me
gai	ADJ	gai
gênerais	VER:cond	gêner
vient	VER:pres	venir
ses	DET:POS	son
monsieur	NOM	monsieur
<EOS>	<EOS>	<EOS>
fâché	VER:pper	fâcher
,	PUN	,
ne	ADV	ne
volonté	NOM	volonté
toujours	ADV	toujours
devant	PRP	devant
que	KON	que
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
mais	KON	mais
est	VER:pres	être
<EOS>	<EOS>	<EOS>
mariage	NOM	mariage
,	PUN	,
<SEG>
déjeuner	NOM	déjeuner
vaut	VER:pres	valoir
me	PRO:PER	me
ainsi	ADV	ainsi
que	KON	que
solitude	NOM	solitude
:	PUN	:
je	PRO:PER	je
séparation	NOM	séparation
avec	PRP	avec
est	VER:pres	être
il	PRO:PER	il
jardin	NOM	jardin
l'	PRO:PER	la|le
la	DET:ART	le
.	SENT	.
je	PRO:PER	je
,	PUN	,
pas	ADV	pas
ma	DET:POS	mon
.	SENT	.
:	PUN	:
de	PRP	de
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
déjà	ADV	déjà
vivre	VER:infi	vivre
la	DET:ART	le
reste	VER:pres	rester
sieste	NOM	sieste
le	DET:ART	le
cette	PRO:DEM	ce
moi	PRO:PER	moi
Tant	ADV	tant
embarras	NOM	embarras
l'	PRO:PER	la|le
ordinaire	NOM	ordinaire
mais	KON	mais
lui	PRO:PER	lui
,	PUN	,
à	PRP	à
Après	PRP	après
que	PRO:REL	que
fille	NOM	fille
peut-être	ADV	peut-être
n'	ADV	ne
.	SENT	.
dura	VER:simp	durer
promènerais	VER:cond	promener
avait	VER:impf	avoir
mode	NOM	mode
,	PUN	,
dans	PRP	dans
que	KON	que
surtout	ADV	surtout
proposai	VER:simp	proposer
se	PRO:PER	se
le	DET:ART	le
sa	DET:POS	son
ici	ADV	ici
amusant	ADJ	amusant
le	DET:ART	le
plaignit	VER:simp	plaindre
à	PRP	à
est	VER:pres	être
faire	VER:infi	faire
je	PRO:PER	je
serais	VER:cond	être
<EOS>	<EOS>	<EOS>
épouvantait	VER:impf	épouvanter
déjeuner	NOM	déjeuner
--	PUN	--
un	DET:ART	un
de	PRP	de
à	PRP	à
<EOS>	<EOS>	<EOS>
tristement	ADV	tristement
un	DET:ART	un
vieux	NOM	vieux
pendant	VER:ppre	pendre
;	PUN	;
que	KON	que
à	PRP	à
tête	NOM	tête
secoua	VER:simp	secouer
et	KON	et
comme	KON	comme
la	DET:ART	le
C'	PRO:DEM	ce
bonhomme	ADJ	bonhomme
elle	PRO:PER	elle
lui	PRO:PER	lui
;	PUN	;
accablé	VER:pper	accabler
Paris	NAM	paris
comme	KON	comme
il	PRO:PER	il
traîner	VER:infi	traîner
l'	DET:ART	le
,	PUN	,
<SEG>
coup	NOM	coup
Je	PRO:PER	je
tremblait	VER:impf	trembler
au	PRP:det	au
soupir	NOM	soupir
me	PRO:PER	me
maintenant	ADV	maintenant
le	DET:ART	le
endormait	VER:impf	endormir
rire	VER:infi	rire
Elle	PRO:PER	elle
je	PRO:PER	je
voix	NOM	voix
,	PUN	,
musique	NOM	musique
chantai	VER:simp	chanter
Ma	DET:POS	mon
.	SENT	.
général	NOM	général
--	PUN	--
,	PUN	,
entendis	VER:simp	entendre
était	VER:impf	être
en	PRP	en
mais	KON	mais
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
remplaçais	VER:impf	remplacer
Si	KON	si
?	SENT	?
mis	VER:pper	mettre
.	SENT	.
partie	NOM	partie
n'	ADV	ne
retournant	VER:ppre	retourner
émotions	NOM	émotion
:	PUN	:
qui	PRO:REL	qui
vis	VER:pres	vivre
je	PRO:PER	je
;	PUN	;
la	PRO:PER	la
la	DET:ART	le
<EOS>	<EOS>	<EOS>
roidis	VER:pres	roidir
c'	PRO:DEM	ce
elle	PRO:PER	elle
,	PUN	,
qui	PRO:REL	qui
musicienne	NOM	musicien
,	PUN	,
un	DET:ART	un
aime	VER:pres	aimer
mes	DET:POS	mon
puisque	KON	puisque
à	PRP	à
à	PRP	à
je	PRO:PER	je
la	DET:ART	le
main	NOM	main
ai	VER:pres	avoir
m'	PRO:PER	me
je	PRO:PER	je
piano	NOM	piano
musique	NOM	musique
Ah	INT	ah
gros	ADJ	gros
.	SENT	.
dit-il	NOM	dit-il
Tout	ADV	tout
pleurait	VER:impf	pleurer
me	PRO:PER	me
j'	PRO:PER	je
la	DET:ART	le
et	KON	et
plus	ADV	plus
me	PRO:PER	me
dit-il	NOM	dit-il
tendant	VER:ppre	tendre
,	PUN	,
et	KON	et
de	PRP	de
en	PRP	en
,	PUN	,
est	VER:pres	être
contre	PRP	contre
.	SENT	.
--	PUN	--
à	PRP	à
en	PRP	en
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
aujourd'hui	ADV	aujourd'hui
aime	VER:pres	aimer
commençant	NOM	commençant
boire	VER:infi	boire
!	SENT	!
<SEG>
était	VER:impf	être
viendrez	VER:futu	venir
jouerons	VER:futu	jouer
lendemain	NOM	lendemain
même	ADJ	même
trop	ADV	trop
XLII	NUM	xlii
campagne	NOM	campagne
quittai	VER:simp	quitter
Vous	PRO:PER	vous
aux	PRP:det	au
la	DET:ART	le
.	SENT	.
abandonnez	VER:pres	abandonner
,	PUN	,
les	DET:ART	le
-ce	PRO:DEM	ce
ce	PRO:DEM	ce
qu'	ADV	qu'
pars	VER:pres	partir
voici	ADV	voici
je	PRO:PER	je
,	PUN	,
?	SENT	?
.	SENT	.
terre	NOM	terre
Paris	NAM	paris
<EOS>	<EOS>	<EOS>
--	PUN	--
échecs	NOM	échec|échecs
ensemble	ADV	ensemble
longtemps	ADV	longtemps
un	DET:ART	un
à	PRP	à
Paris	NAM	paris
<EOS>	<EOS>	<EOS>
est	VER:pres	être
?	SENT	?
pour	PRP	pour
Allons	INT	allons
la	DET:ART	le
.	SENT	.
et	KON	et
chanterons	VER:futu	chanter
je	PRO:PER	je
m'	PRO:PER	me
souvent	ADV	souvent
Vous	PRO:PER	vous
,	PUN	,
Me	ABR	me
Hélas	INT	hélas
raconterai	VER:futu	raconter
,	PUN	,
partis	VER:pper	partir
celle	PRO:DEM	celui
soir	NOM	soir
d'	PRP	de
Nous	PRO:PER	nous
Paris	NAM	paris
.	SENT	.
vous	PRO:PER	vous
le	DET:ART	le
pour	PRP	pour
vieux	NOM	vieux
de	PRP	de
et	KON	et
Russie	NAM	russie
vous	PRO:PER	vous
sur	PRP	sur
<EOS>	<EOS>	<EOS>
comme	KON	comme
m'	PRO:PER	me
et	KON	et
Je	PRO:PER	je
aurait	VER:cond	avoir
gendre	NOM	gendre
pas	NOM	pas
<EOS>	<EOS>	<EOS>
