mystérieuse	ADJ	mystérieux
froids	ADJ	froid
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
avez	VER:pres	avoir
l'	DET:ART	le
,	PUN	,
sur	PRP	sur
.	SENT	.
Il	PRO:PER	il
demeurés	VER:pper	demeurer
hommes	NOM	homme
me	PRO:PER	me
.	SENT	.
Oh	INT	oh
tuer	VER:infi	tuer
expira	VER:simp	expirer
!	SENT	!
<EOS>	<EOS>	<EOS>
le	DET:ART	le
laissez	VER:pres	laisser
cher	ADV	cher
que	PRO:REL	que
trappe	NOM	trappe
soyez	VER:subp	être
ouvrirent	VER:simp	ouvrir
mort	VER:pper	mourir
leur	DET:POS	leur
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
assassins	NOM	assassin
de	PRP	de
écouter	VER:infi	écouter
Tadeo	NAM	tadeo
plusieurs	PRO:IND	plusieurs
et	KON	et
crâne	NOM	crâne
<SEG>
minutes	NOM	minute
cette	PRO:DEM	ce
salle	NOM	salle
Tadeo	NAM	tadeo
,	PUN	,
conjurés	VER:pper	conjurer
Roi	NOM	roi
.	SENT	.
uns	NOM	un
était	VER:impf	être
y	PRO:PER	y
bout	NOM	bout
inclinèrent	VER:simp	incliner
.	SENT	.
vide	ADJ	vide
paix	NOM	paix
Justice	NOM	justice
est	VER:pres	être
plus	ADV	plus
.	SENT	.
<EOS>	<EOS>	<EOS>
de	PRP	de
brève	NOM	brève
et	KON	et
d'	PRP	de
--	PUN	--
personnes	NOM	personne
,	PUN	,
chaux	NOM	chaux
autres	ADJ	autre
faite	VER:pper	faire
refermée	VER:pper	refermer
rempli	VER:pper	remplir
Le	DET:ART	le
allez	VER:pres	aller
à	PRP	à
frères	NOM	frère
sur	PRP	sur
,	PUN	,
que	KON	que
deux	NUM	deux
le	DET:ART	le
ténèbres	NOM	ténèbre
une	DET:ART	un
mes	DET:POS	mon
Sous	PRP	sous
restait	VER:impf	rester
Gregorio	NAM	gregorio
don	NOM	don
et	KON	et
moitié	NOM	moitié
était	VER:impf	être
dit	VER:pres	dire
<EOS>	<EOS>	<EOS>
trou	NOM	trou
la	DET:ART	le
fut	VER:simp	être
s'	PRO:PER	se
,	PUN	,
voix	NOM	voix
veille	VER:pres	veiller
de	PRP	de
Tadeo	NAM	tadeo
la	DET:ART	le
après	PRP	après
<EOS>	<EOS>	<EOS>
en	PRP	en
sans	PRP	sans
<EOS>	<EOS>	<EOS>
trappe	NOM	trappe
<EOS>	<EOS>	<EOS>
,	PUN	,
respectueusement	ADV	respectueusement
trappe	NOM	trappe
un	DET:ART	un
Les	PRO:PER	la|le
,	PUN	,
des	PRP:det	du
il	PRO:PER	il
vous	PRO:PER	vous
les	DET:ART	le
vive	ADJ	vif
disparurent	VER:simp	disparaître
les	DET:ART	le
une	DET:ART	un
Au	PRP:det	au
.	SENT	.
dix	NUM	dix
cadavre	NOM	cadavre
,	PUN	,
don	NOM	don
,	PUN	,
.	SENT	.
jeté	VER:pper	jeter
parole	NOM	parole
don	NOM	don
prononcer	VER:infi	prononcer
dedans	ADV	dedans
n'	ADV	ne
.	SENT	.
<SEG>
,	PUN	,
veuille	VER:subp	vouloir
dans	PRP	dans
guerre	NOM	guerre
à	PRP	à
Courage	NOM	courage
trompé	VER:pper	tromper
affreuses	ADJ	affreux
me	PRO:PER	me
cœur	NOM	cœur
<EOS>	<EOS>	<EOS>
don	NOM	don
des	PRP:det	du
<EOS>	<EOS>	<EOS>
deux	NUM	deux
sortirent	VER:simp	sortir
;	PUN	;
lutte	VER:pres	lutter
<EOS>	<EOS>	<EOS>
le	DET:ART	le
dansait	VER:impf	danser
la	DET:ART	le
ils	PRO:PER	il
heures	NOM	heure
dans	PRP	dans
traîtres	NOM	traître
je	PRO:PER	je
exigences	NOM	exigence
chingana	NOM	chingana
rue	NOM	rue
vous	PRO:PER	vous
commencera	VER:futu	commencer
continuellement	ADV	continuellement
--	PUN	--
me	PRO:PER	me
.	SENT	.
que	KON	que
et	KON	et
!	SENT	!
--	PUN	--
cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
dans	PRP	dans
l'	PRO:PER	la|le
,	PUN	,
que	KON	que
Tadeo	NAM	tadeo
quelques	PRO:IND	quelque
la	PRO:PER	la
a	VER:pres	avoir
au	PRP:det	au
riait	VER:impf	rire
regagnèrent	VER:simp	regagner
vous	PRO:PER	vous
on	PRO:PER	on
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
!	SENT	!
donc	ADV	donc
traversèrent	VER:simp	traverser
heurterons-nous	VER:futu	heurterons-nous
ne	ADV	ne
,	PUN	,
--	PUN	--
pas	ADV	pas
,	PUN	,
Les	DET:ART	le
!	SENT	!
toujours	ADV	toujours
manque	VER:pres	manquer
lents	ADJ	lent
ami	NOM	ami
-même	ADJ	même
l'	DET:ART	le
ombre	NOM	ombre
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
?	SENT	?
on	PRO:PER	on
Oh	INT	oh
dit	VER:pres	dire
la	DET:ART	le
sens	VER:pres	sentir
sois	VER:subp	être
dans	PRP	dans
fit	VER:simp	faire
pas	ADV	pas
laquelle	PRO:REL	lequel
avez	VER:pres	avoir
la	DET:ART	le
et	KON	et
.	SENT	.
conspirateurs	NOM	conspirateur
<EOS>	<EOS>	<EOS>
des	PRP:det	du
à	PRP	à
.	SENT	.
Dieu	NOM	dieu
soleil	NOM	soleil
<SEG>
<EOS>	<EOS>	<EOS>
prétexte	NOM	prétexte
<EOS>	<EOS>	<EOS>
exact	ADJ	exact
<EOS>	<EOS>	<EOS>
,	PUN	,
Bustamente	NAM	bustamente
qu'	KON	que
lui	PRO:PER	lui
tardèrent	VER:simp	tarder
sous	PRP	sous
dit	VER:pper	dire
personnages	NOM	personnage
arriver	VER:infi	arriver
Valentin	NAM	valentin
nos	DET:POS	notre
la	DET:ART	le
fait	VER:pres	faire
l'	PRO:PER	la|le
entraîna	VER:simp	entraîner
son	DET:POS	son
Valdivia	NAM	valdivia
trois	NUM	trois
à	PRP	à
suis	VER:pres	suivre|être
--	PUN	--
--	PUN	--
Tadeo	NAM	tadeo
Cet	PRO:DEM	ce
pas	NOM	pas
amène	VER:pres	amener
point	NOM	point
Don	NOM	don
-même	ADJ	même
qui	PRO:REL	qui
.	SENT	.
quelques	PRO:IND	quelque
se	PRO:PER	se
Tadeo	NAM	tadeo
XXVIII	NUM	xxviii
.	SENT	.
homme	NOM	homme
avaient	VER:impf	avoir
vers	PRP	vers
de	PRP	de
Parisien	NAM	parisien
venu	VER:pper	venir
renouveler	VER:infi	renouveler
et	KON	et
main	NOM	main
s'	PRO:PER	se
loué	VER:pper	louer
à	PRP	à
Dieu	NOM	dieu
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
vous	PRO:PER	vous
<EOS>	<EOS>	<EOS>
écria	VER:simp	écrier
peine	NOM	peine
pas	ADV	pas
le	DET:ART	le
J'	PRO:PER	je
traité	NOM	traité
eux	PRO:PER	eux
,	PUN	,
.	SENT	.
où	PRO:REL	où
-ils	PRO:PER	il
était	VER:impf	être
homme	NOM	homme
en	PRP	en
À	PRP	à
général	ADJ	général
si	ADV	si
de	PRP	de
à	PRP	à
logis	NOM	logis
que	KON	que
soit	ADV	soit
Guillois	NAM	guillois
lui	PRO:PER	lui
un	DET:ART	un
présenta	VER:simp	présenter
<EOS>	<EOS>	<EOS>
riant	VER:ppre	rire
serra	VER:simp	serrer
je	PRO:PER	je
le	DET:ART	le
était	VER:impf	être
paix	NOM	paix
espère	VER:pres	espérer
don	NOM	don
Le	DET:ART	le
--	PUN	--
.	SENT	.
à	PRP	à
!	SENT	!
ne	ADV	ne
<SEG>
était	VER:impf	être
Confédération	NOM	confédération
manqueraient	VER:cond	manquer
nom	NOM	nom
une	DET:ART	un
de	PRP	de
il	PRO:PER	il
les	DET:ART	le
traités	NOM	traité
les	DET:ART	le
plus	ADV	plus
pas	ADV	pas
de	PRP	de
,	PUN	,
assister	VER:infi	assister
la	DET:ART	le
,	PUN	,
mosotones	NOM	mosotones
excellent	ADJ	excellent
des	PRP:det	du
nombre	NOM	nombre
Chili	NAM	chili
de	PRP	de
influents	ADJ	influent
la	DET:ART	le
guerre	NOM	guerre
la	DET:ART	le
République	NOM	république
il	PRO:PER	il
Chili	NOM	chili
les	DET:ART	le
fois	NOM	fois
<EOS>	<EOS>	<EOS>
élu	VER:pper	élire
<EOS>	<EOS>	<EOS>
à	PRP	à
concentrer	VER:infi	concentrer
sens	NOM	sens
existaient	VER:impf	exister
plausible	ADJ	plausible
dans	PRP	dans
nouveau	ADJ	nouveau
renouvelle	VER:pres	renouveler
et	KON	et
,	PUN	,
un	DET:ART	un
Indiens	NOM	indien
la	DET:ART	le
du	PRP:det	du
en	PRP	en
ministre	NOM	ministre
lui	PRO:PER	lui
lui	PRO:PER	lui
de	PRP	de
en	PRP	en
ce	PRO:DEM	ce
grand	ADJ	grand
Chaque	PRO:IND	chaque
le	DET:ART	le
Ulmènes	NOM	ulmènes
un	DET:ART	un
parmi	PRP	parmi
Le	DET:ART	le
araucanienne	NOM	araucanienne
cérémonie	NOM	cérémonie
entre	PRP	entre
forces	NOM	force|forces
au	PRP:det	au
traités	NOM	traité
recevoir	VER:infi	recevoir
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
les	DET:ART	le
est	VER:pres	être
permettait	VER:impf	permettre
raison	NOM	raison
prétexte	NOM	prétexte
d'	PRP	de
considérables	ADJ	considérable
en	PRP	en
son	DET:POS	son
outre	ADV	outre
.	SENT	.
Ce	PRO:DEM	ce
province	NOM	province
qu'	PRO:REL	que
la	DET:ART	le
président	NOM	président
qu'	KON	que
ne	ADV	ne
.	SENT	.
donnait	VER:impf	donner
et	KON	et
les	DET:ART	le
qu'	KON	que
d'	PRP	de
accompagnés	VER:pper	accompagner
qui	PRO:REL	qui
<SEG>
.	SENT	.
ne	ADV	ne
avaient	VER:impf	avoir
qui	PRO:REL	qui
à	PRP	à
un	DET:ART	un
au	PRP:det	au
faire	VER:infi	faire
bizarre	ADJ	bizarre
,	PUN	,
;	PUN	;
pays	NOM	pays
vingt	NUM	vingt
Bustamente	NAM	bustamente
à	PRP	à
profité	VER:pper	profiter
sur	PRP	sur
avait	VER:impf	avoir
araucanien	NOM	araucanien
Par	PRP	par
laquelle	PRO:REL	lequel
les	DET:ART	le
on	PRO:PER	on
grand	ADJ	grand
grande	ADJ	grand
Valdivia	NAM	valdivia
le	DET:ART	le
Sombres	VER:subp	sombrer
appareil	NOM	appareil
coïncidence	NOM	coïncidence
le	PRO:PER	le
en	PRO:PER	en
trois	NUM	trois
il	PRO:PER	il
préparer	VER:infi	préparer
Cette	PRO:DEM	ce
général	ADJ	général
servait	VER:impf	servir
plus	ADV	plus
la	DET:ART	le
Cœurs	NOM	cœur
peut	VER:pres	pouvoir
malheureux	ADJ	malheureux
dans	PRP	dans
à	PRP	à
ordinairement	ADV	ordinairement
des	PRP:det	du
se	PRO:PER	se
ils	PRO:PER	il
de	PRP	de
avait	VER:impf	avoir
factions	NOM	faction
le	DET:ART	le
de	PRP	de
.	SENT	.
lieu	NOM	lieu
pour	PRP	pour
,	PUN	,
bonnes	ADJ	bon
territoire	NOM	territoire
exprès	ADV	exprès
déploie	VER:pres	déployer
on	PRO:PER	on
moment	NOM	moment
choisi	VER:pper	choisir
raisons	NOM	raison
négligé	VER:pper	négliger
cérémonie	NOM	cérémonie
,	PUN	,
par	PRP	par
résistance	NOM	résistance
de	PRP	de
kilomètres	NOM	kilomètre
une	DET:ART	un
le	DET:ART	le
<EOS>	<EOS>	<EOS>
dans	PRP	dans
<EOS>	<EOS>	<EOS>
époque	NOM	époque
cette	PRO:DEM	ce
ce	PRO:DEM	ce
,	PUN	,
prétexte	NOM	prétexte
partageaient	VER:impf	partager
habilement	ADV	habilement
jusqu'	PRP	jusque
plaine	NOM	plaine
<EOS>	<EOS>	<EOS>
mieux	ADV	mieux
cela	PRO:DEM	cela
Les	DET:ART	le
une	DET:ART	un
pour	PRP	pour
.	SENT	.
qu'	PRO:REL	que
située	VER:pper	situer
général	ADJ	général
ce	PRO:DEM	ce
intérêts	NOM	intérêt
a	VER:pres	avoir
<SEG>
uns	NOM	un
avons	VER:pres	avoir
des	PRP:det	du
Antinahuel	NAM	antinahuel
et	KON	et
au	PRP:det	au
notre	DET:POS	notre
la	DET:ART	le
est-à-dire	ADV	est-à-dire
ennemis	NOM	ennemi
Les	DET:ART	le
reprenons	VER:pres	reprendre
notre	DET:POS	notre
<EOS>	<EOS>	<EOS>
trouvaient	VER:impf	trouver
président	NOM	président
jour	NOM	jour
pour	PRP	pour
armée	NOM	armée
égard	NOM	égard
faits	NOM	fait
solennité	NOM	solennité
.	SENT	.
de	PRP	de
moment	NOM	moment
une	DET:ART	un
vouloir	VER:infi	vouloir
élite	NOM	élite
position	NOM	position
la	DET:ART	le
grands	ADJ	grand
,	PUN	,
était	VER:impf	être
récit	NOM	récit
d'	PRP	de
plus	ADV	plus
et	KON	et
du	PRP:det	du
choses	NOM	chose
précédent	ADJ	précédent
ministre	NOM	ministre
où	PRO:REL	où
lendemain	NOM	lendemain
du	PRP:det	du
des	PRP:det	du
les	DET:ART	le
massé	VER:pper	masser
étaient	VER:impf	être
s'	PRO:PER	se
à	PRP	à
nous	PRO:PER	nous
la	DET:ART	le
feignant	VER:ppre	feindre
de	PRP	de
guerriers	NOM	guerrier
,	PUN	,
lieu	NOM	lieu
partis	NOM	parti
avait	VER:impf	avoir
le	DET:ART	le
du	PRP:det	du
de	PRP	de
chapitre	NOM	chapitre
c'	PRO:DEM	ce
les	DET:ART	le
se	PRO:PER	se
passés	VER:pper	passer
,	PUN	,
honneurs	NOM	honneur
quel	PRO:REL	quel
dans	PRP	dans
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
quelle	PRO:REL	quel
au	PRP:det	au
nous	PRO:PER	nous
environs	NOM	environ|environs
Voilà	ADV	voilà
rendre	VER:infi	rendre
l'	DET:ART	le
différents	ADJ	différent
les	DET:ART	le
véritable	ADJ	véritable
guerre	NOM	guerre
rapportés	VER:pper	rapporter
en	PRP	en
choisi	VER:pper	choisir
République	NOM	république
,	PUN	,
où	PRO:REL	où
aux	PRP:det	au
état	NOM	état
de	PRP	de
chilienne	ADJ	chilien
que	PRO:REL	que
la	DET:ART	le
de	PRP	de
autres	ADJ	autre
méditaient	VER:impf	méditer
<SEG>
,	PUN	,
,	PUN	,
garnies	VER:pper	garnir
;	PUN	;
longtemps	ADV	longtemps
mais	KON	mais
où	PRO:REL	où
savait	VER:impf	savoir
de	PRP	de
était	VER:impf	être
comment	ADV	comment
imminent	ADJ	imminent
de	PRP	de
La	DET:ART	le
longue	ADJ	longue
<EOS>	<EOS>	<EOS>
cérémonie	NOM	cérémonie
feu	NOM	feu
,	PUN	,
herbes	NOM	herbe
grands	ADJ	grand
ferait	VER:cond	faire
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
étant	VER:ppre	être
occasion	NOM	occasion
choc	NOM	choc
personne	NOM	personne
la	DET:ART	le
montagnes	NOM	montagne
mine	NOM	mine
évident	ADJ	évident
si	ADV	si
arbres	NOM	arbre
qu'	KON	que
de	PRP	de
depuis	PRP	depuis
plaine	NOM	plaine
<EOS>	<EOS>	<EOS>
donc	ADV	donc
mettrait	VER:cond	mettre
!	SENT	!
<EOS>	<EOS>	<EOS>
colères	NOM	colère
,	PUN	,
à	PRP	à
était	VER:impf	être
?	SENT	?
présence	NOM	présence
Cette	PRO:DEM	ce
lieu	NOM	lieu
main	NOM	main
ne	ADV	ne
chercherait	VER:cond	chercher
allaient	VER:impf	aller
ce	PRO:DEM	ce
ambitions	NOM	ambition
aurait-il	NOM	aurait-il
devait	VER:impf	devoir
le	DET:ART	le
contenues	VER:pper	contenir
que	PRO:REL	que
couverte	VER:pper	couvrir
en	PRP	en
est	VER:pres	être
;	PUN	;
un	DET:ART	un
.	SENT	.
plaine	NOM	plaine
était	VER:impf	être
et	KON	et
encadrée	VER:pper	encadrer
s'	PRO:PER	se
éclater	VER:infi	éclater
,	PUN	,
et	KON	et
par	PRP	par
?	SENT	?
préparé	VER:pper	préparer
vaste	ADJ	vaste
profiter	VER:infi	profiter
que	KON	que
ces	PRO:DEM	ce
la	DET:ART	le
il	PRO:PER	il
hautes	ADJ	haut
de	PRP	de
avoir	VER:infi	avoir
de	PRP	de
trouver	VER:infi	trouver
à	PRP	à
ces	PRO:DEM	ce
c'	PRO:DEM	ce
des	PRP:det	du
se	PRO:PER	se
forêts	NOM	forêt
qui	PRO:REL	qui
chacun	PRO:IND	chacun
et	KON	et
lieu	NOM	lieu
<SEG>
eaux	NOM	eau
,	PUN	,
soleil	NOM	soleil
levait	VER:impf	lever
en	PRP	en
par	PRP	par
qui	PRO:REL	qui
une	DET:ART	un
de	PRP	de
un	DET:ART	un
et	KON	et
,	PUN	,
coup	NOM	coup
effaré	ADJ	effaré
de	PRP	de
,	PUN	,
à	PRP	à
air	NOM	air
l'	DET:ART	le
,	PUN	,
de	PRP	de
sur	PRP	sur
capricieuse	ADJ	capricieux
était	VER:impf	être
nombreuses	ADJ	nombreux
là	ADV	là
humer	VER:infi	humer
majestueusement	ADV	majestueusement
pointu	ADJ	pointu
l'	DET:ART	le
deux	NUM	deux
d'	PRP	de
au	PRP:det	au
et	KON	et
résonna	VER:simp	résonner
noires	ADJ	noir
sonnettes	NOM	sonnette
ses	DET:POS	son
lentement	ADV	lentement
s'	PRO:PER	se
éclaircies	NOM	éclaircie
,	PUN	,
apparaître	VER:infi	apparaître
on	PRO:PER	on
dans	PRP	dans
bois	NOM	bois
des	PRP:det	du
entrecoupée	VER:pper	entrecouper
et	KON	et
séparée	VER:pper	séparer
,	PUN	,
oreille	NOM	oreille
vigogne	NOM	vigogne
une	DET:ART	un
,	PUN	,
l'	DET:ART	le
.	SENT	.
œil	NOM	œil
Le	DET:ART	le
y	PRO:PER	y
de	PRP	de
argentées	VER:pper	argenter
le	DET:ART	le
tout	ADV	tout
museau	NOM	museau
fruits	NOM	fruit
,	PUN	,
de	PRP	de
qui	PRO:REL	qui
se	PRO:PER	se
balançant	VER:ppre	balancer
troupes	NOM	troupe
têtes	NOM	tête
en	PRO:PER	en
à	PRP	à
semblait	VER:impf	sembler
bondissant	VER:ppre	bondir
çà	ADV	çà
cygnes	NOM	cygne
halliers	NOM	hallier
pommiers	NOM	pommier
rivière	NOM	rivière
droite	ADJ	droit
les	DET:ART	le
disparaissait	VER:impf	disparaître
loin	ADV	loin
<EOS>	<EOS>	<EOS>
lorsqu'	KON	lorsque
de	PRP	de
horizon	NOM	horizon
voyait	VER:impf	voir
cadancé	VER:pper	cadancé
bruit	NOM	bruit
en	PRP	en
;	PUN	;
promenait	VER:impf	promener
surchargés	VER:pper	surcharger
l'	DET:ART	le
,	PUN	,
à	PRP	à
<SEG>
<EOS>	<EOS>	<EOS>
dans	PRP	dans
<EOS>	<EOS>	<EOS>
un	DET:ART	un
cavaliers	NOM	cavalier
sur	PRP	sur
une	DET:ART	un
mules	NOM	mule
plaine	NOM	plaine
une	DET:ART	un
pommiers	NOM	pommier
troupe	NOM	troupe
par	PRP	par
ses	DET:POS	son
,	PUN	,
linge	NOM	linge
cavaliers	NOM	cavalier
par	PRP	par
les	DET:ART	le
portaient	VER:impf	porter
--	PUN	--
vingtaine	NOM	vingtaine
--	PUN	--
<EOS>	<EOS>	<EOS>
derrière	PRP	derrière
bord	NOM	bord
de	PRP	de
objets	NOM	objet
mirent	VER:simp	mettre
de	PRP	de
d'	PRP	de
petite	ADJ	petit
rivière	NOM	rivière
pas	ADV	pas
,	PUN	,
déboucha	VER:simp	déboucher
de	PRP	de
mules	NOM	mule
vivres	NOM	vivre|vivres
dixaine	NOM	dixaine
nous	PRO:PER	nous
le	DET:ART	le
Ces	PRO:DEM	ce
la	DET:ART	le
campement	NOM	campement
avons	VER:pres	avoir
madrina	VER:simp	madrina
bois	NOM	bois
arrêta	VER:simp	arrêter
Arrivé	VER:pper	arriver
,	PUN	,
--	PUN	--
et	KON	et
yegua	NOM	yegua
recua	NOM	recua
--	PUN	--
assez	ADV	assez
arriero	NOM	arriero
dans	PRP	dans
la	DET:ART	le
arriero	NOM	arriero
d'	PRP	de
l'	DET:ART	le
groupe	NOM	groupe
de	PRP	de
dont	PRO:REL	dont
de	PRP	de
et	KON	et
et	KON	et
de	PRP	de
mules	NOM	mule
guidée	VER:pper	guider
jument	NOM	jument
un	DET:ART	un
conduite	VER:pper	conduire
nombreux	ADJ	nombreux
une	DET:ART	un
,	PUN	,
quelques	PRO:IND	quelque
divers	ADJ	divers
mère	ADJ	mère
.	SENT	.
.	SENT	.
parlé	VER:pper	parler
,	PUN	,
.	SENT	.
et	KON	et
un	DET:ART	un
de	PRP	de
habits	NOM	habit
venait	VER:impf	venir
,	PUN	,
,	PUN	,
À	PRP	à
la	DET:ART	le
les	DET:ART	le
ballots	NOM	ballot
des	PRP:det	du
et	KON	et
mules	NOM	mule
<SEG>
étaient	VER:impf	être
.	SENT	.
au	PRP:det	au
temps	NOM	temps
avec	PRP	avec
doute	NOM	doute
Ulmènes	NOM	ulmènes
coutil	NOM	coutil
<EOS>	<EOS>	<EOS>
en	PRP	en
les	DET:ART	le
façon	NOM	façon
même	ADJ	même
nos	DET:POS	notre
.	SENT	.
parfait	ADJ	parfait
les	DET:ART	le
don	NOM	don
instant	NOM	instant
,	PUN	,
camp	NOM	camp
ballots	NOM	ballot
feu	NOM	feu
Puis	ADV	puis
et	KON	et
<EOS>	<EOS>	<EOS>
mules	NOM	mule
à	PRP	à
lecteurs	NOM	lecteur
cercle	NOM	cercle
,	PUN	,
les	DET:ART	le
rangés	VER:pper	ranger
,	PUN	,
alluma	VER:simp	allumer
cavaliers	NOM	cavalier
on	PRO:PER	on
on	PRO:PER	on
les	DET:ART	le
à	PRP	à
en	PRP	en
<EOS>	<EOS>	<EOS>
étrange	ADJ	étrange
ont	VER:pres	avoir
entravés	VER:pper	entraver
déjà	ADV	déjà
sans	PRP	sans
,	PUN	,
.	SENT	.
,	PUN	,
Tadeo	NAM	tadeo
Ces	PRO:DEM	ce
soin	NOM	soin
un	DET:ART	un
de	PRP	de
son	DET:POS	son
au	PRP:det	au
trois	NUM	trois
centre	NOM	centre
En	PRP	en
pied	NOM	pied
dressa	VER:simp	dresser
<EOS>	<EOS>	<EOS>
former	VER:infi	former
les	DET:ART	le
déchargés	VER:pper	décharger
,	PUN	,
ami	NOM	ami
que	KON	que
reconnus	VER:pper	reconnaître
ce	PRO:DEM	ce
et	KON	et
duquel	PRO:REL	duquel
improvisé	VER:pper	improviser
furent	VER:simp	être
.	SENT	.
Par	PRP	par
une	DET:ART	un
furent	VER:simp	être
du	PRP:det	du
,	PUN	,
,	PUN	,
Rosario	NAM	rosario
coïncidence	NOM	coïncidence
,	PUN	,
domestiques	NOM	domestique
,	PUN	,
doña	NOM	doña
chevaux	NOM	cheval
,	PUN	,
,	PUN	,
indiens	ADJ	indien
un	DET:ART	un
terre	NOM	terre
de	PRP	de
milieu	NOM	milieu
et	KON	et
Français	NAM	français
tente	NOM	tente
une	DET:ART	un
<SEG>
Celle	PRO:DEM	celui
des	PRP:det	du
s'	PRO:PER	se
plus	ADV	plus
une	DET:ART	un
plu	VER:pper	plaire|pleuvoir
-là	ADV	là
se	PRO:PER	se
une	DET:ART	un
eux	PRO:PER	eux
Comme	KON	comme
le	PRO:PER	le
quinzaine	NOM	quinzaine
d'	PRP	de
que	KON	que
,	PUN	,
hasard	NOM	hasard
Mais	KON	mais
tout	ADV	tout
pour	PRP	pour
à	PRP	à
sien	PRO:POS	sien
aussi	ADV	aussi
-ce	PRO:DEM	ce
,	PUN	,
de	PRP	de
presque	ADV	presque
chef	NOM	chef
à	PRP	à
d'	PRP	de
,	PUN	,
fois	NOM	fois
.	SENT	.
distance	NOM	distance
autres	ADJ	autre
les	DET:ART	le
mètres	NOM	mètre
était	VER:impf	être
de	PRP	de
peu	ADV	peu
la	DET:ART	le
établissait	VER:impf	établir
,	PUN	,
près	ADV	près
réunir	VER:infi	réunir
?	SENT	?
Maria	NAM	maria
Don	NOM	don
doutait	VER:impf	douter
,	PUN	,
une	DET:ART	un
<EOS>	<EOS>	<EOS>
.	SENT	.
Tadeo	NAM	tadeo
,	PUN	,
doña	VER:simp	doña
ne	ADV	ne
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
.	SENT	.
par	PRP	par
opposé	VER:pper	opposer
trouvaient	VER:impf	trouver
encore	ADV	encore
<EOS>	<EOS>	<EOS>
camp	NOM	camp
leur	DET:POS	leur
nombreuse	ADJ	nombreux
d'	PRP	de
rivière	NOM	rivière
bien	NOM	bien
autre	ADJ	autre
face	NOM	face
était	VER:impf	être
en	PRP	en
séparés	VER:pper	séparer
qui	PRO:REL	qui
dressaient	VER:impf	dresser
ne	ADV	ne
avait	VER:impf	avoir
qu'	PRO:REL	que
<EOS>	<EOS>	<EOS>
ennemis	NOM	ennemi
le	DET:ART	le
bord	NOM	bord
toujours	ADV	toujours
au	PRP:det	au
arrive	VER:pres	arriver
le	DET:ART	le
pas	ADV	pas
sur	PRP	sur
ils	PRO:PER	il
caravane	NOM	caravane
irréconciliables	ADJ	irréconciliable
se	PRO:PER	se
hasard	NOM	hasard
le	DET:ART	le
uns	NOM	un
cela	PRO:DEM	cela
juste	ADJ	juste
<SEG>
dangereux	ADJ	dangereux
au	PRP:det	au
,	PUN	,
un	DET:ART	un
cela	PRO:DEM	cela
regard	NOM	regard
il	PRO:PER	il
éviter	VER:infi	éviter
œuvre	NOM	œuvre
<EOS>	<EOS>	<EOS>
mis	VER:pper	mettre
ce	PRO:DEM	ce
lui	PRO:PER	lui
autrement	ADV	autrement
où	PRO:REL	où
savait	VER:impf	savoir
caravane	NOM	caravane
,	PUN	,
distrait	VER:pper	distraire
pensées	NOM	pensée
au	PRP:det	au
il	PRO:PER	il
contraire	NOM	contraire
et	KON	et
<EOS>	<EOS>	<EOS>
absorbé	VER:pper	absorber
bon	ADJ	bon
ce	PRO:DEM	ce
la	DET:ART	le
été	VER:pper	être
il	PRO:PER	il
Doña	NAM	doña
pour	PRP	pour
face	NOM	face
avait	VER:impf	avoir
qu'	KON	que
établie	VER:pper	établir
de	PRP	de
pas	ADV	pas
.	SENT	.
faisait	VER:impf	faire
et	KON	et
Cependant	ADV	cependant
de	PRP	de
important	ADJ	important
un	DET:ART	un
aurait	VER:cond	avoir
placée	VER:pper	placer
était	VER:impf	être
qu'	PRO:REL	que
elle	PRO:PER	elle
s'	PRO:PER	se
bien	ADV	bien
ce	PRO:DEM	ce
.	SENT	.
voisinage	NOM	voisinage
à	PRP	à
était	VER:impf	être
.	SENT	.
n'	ADV	ne
,	PUN	,
en	PRO:PER	en
préoccupé	VER:pper	préoccuper
d'	PRP	de
,	PUN	,
,	PUN	,
Maria	NAM	maria
fur	NOM	fur
est	VER:pres	être
par	PRP	par
l'	PRO:PER	la|le
en	PRP	en
,	PUN	,
à	PRP	à
et	KON	et
s'	PRO:PER	se
;	PUN	;
qu'	KON	que
car	KON	car
avait	VER:impf	avoir
Il	PRO:PER	il
sur	PRP	sur
probable	ADJ	probable
elle	PRO:PER	elle
parfaitement	ADV	parfaitement
ordre	NOM	ordre
escient	NOM	escient
en	PRP	en
ne	ADV	ne
,	PUN	,
était	VER:impf	être
jeté	VER:pper	jeter
elle	PRO:PER	elle
était	VER:impf	être
des	PRP:det	du
davantage	ADV	davantage
sans	PRP	sans
<EOS>	<EOS>	<EOS>
tout	ADV	tout
qu'	PRO:REL	que
<SEG>
dans	PRP	dans
campement	NOM	campement
autour	ADV	autour
