bonhomme	NOM	bonhomme
»	PUN:cit	»
Canu	ADJ	canu
ce	PRO:DEM	ce
qu'	PRO:REL	que
<EOS>	<EOS>	<EOS>
eût	VER:subi	avoir
les	DET:ART	le
,	PUN	,
donc	ADV	donc
viendrait	VER:cond	venir
Pour	KON	pour
sieu	NOM	sieu
annoncé	VER:pper	annoncer
père	NOM	père
il	PRO:PER	il
du	PRP:det	du
?	SENT	?
<EOS>	<EOS>	<EOS>
reprit	VER:simp	reprendre
y	PRO:PER	y
la	DET:ART	le
,	PUN	,
affaires	NOM	affaire
-ce	PRO:DEM	ce
Lecanu	NAM	lecanu
M	ADJ	m
qu'	PRO:REL	que
a	VER:pres	avoir
qu'	PRO:REL	que
l'	DET:ART	le
est	VER:pres	être
.	SENT	.
?	SENT	?
et	KON	et
chose	NOM	chose
<EOS>	<EOS>	<EOS>
sieu	NOM	sieu
<EOS>	<EOS>	<EOS>
:	PUN	:
il	PRO:PER	il
soirée	NOM	soirée
,	PUN	,
ami	NOM	ami
notaire	NOM	notaire
<EOS>	<EOS>	<EOS>
--	PUN	--
Canu	ADJ	canu
il	PRO:PER	il
d'	PRP	de
visite	NOM	visite
peu	ADV	peu
m'	PRO:PER	me
sieu	VER:simp	sieu
dit	VER:pper	dire
agît	VER:subi	agir
--	PUN	--
une	DET:ART	un
.	SENT	.
.	SENT	.
sa	DET:POS	son
s'	PRO:PER	se
urgente	ADJ	urgent
--	PUN	--
il	PRO:PER	il
dont	PRO:REL	dont
,	PUN	,
et	KON	et
dans	PRP	dans
personne	NOM	personne
l'	DET:ART	le
soirée	NOM	soirée
qu'	KON	que
<EOS>	<EOS>	<EOS>
--	PUN	--
chez	PRP	chez
m'	PRO:PER	me
notaire	NOM	notaire
il	PRO:PER	il
était	VER:impf	être
<SEG>
de	PRP	de
héritage	NOM	héritage
éveille	VER:pres	éveiller
Je	PRO:PER	je
se	PRO:PER	se
d'	PRP	de
sûre	ADJ	sûr
notaire	NOM	notaire
,	PUN	,
.	SENT	.
Allez	NAM	allez
se	PRO:PER	se
qui	PRO:REL	qui
:	PUN	:
de	PRP	de
importante	ADJ	important
»	PUN:cit	»
désirables	ADJ	désirable
que	KON	que
et	KON	et
,	PUN	,
gens	NOM	gens
Roland	NAM	roland
toute	PRO:IND	tout
vouloir	VER:infi	vouloir
bonheur	NOM	bonheur
peut	VER:pres	pouvoir
,	PUN	,
est	VER:pres	être
Qu'	NAM	qu'
secondes	NOM	second|seconde
père	NOM	père
les	DET:ART	le
.	SENT	.
.	SENT	.
«	PUN:cit	«
;	PUN	;
un	DET:ART	un
troublés	VER:pper	troubler
?	SENT	?
en	PRO:PER	en
choses	NOM	chose
de	PRP	de
<EOS>	<EOS>	<EOS>
dire	VER:infi	dire
cela	PRO:DEM	cela
silence	NOM	silence
modeste	ADJ	modeste
fortune	NOM	fortune
une	DET:ART	un
un	DET:ART	un
:	PUN	:
de	PRP	de
quelques	PRO:IND	quelque
regardèrent	VER:simp	regarder
les	DET:ART	le
de	PRP	de
redoutables	ADJ	redoutable
,	PUN	,
sont	VER:pres	être
contrats	NOM	contrat
d'	PRP	de
.	SENT	.
murmura	VER:simp	murmurer
rire	VER:infi	rire
comme	KON	comme
foule	NOM	foule
c'	PRO:DEM	ce
d'	PRP	de
ou	KON	ou
idées	NOM	idée
héritages	NOM	héritage
<EOS>	<EOS>	<EOS>
à	PRP	à
le	PRO:PER	le
Mme	NOM	madame
procès	NOM	procès
porte	VER:pres	porter
intervention	NOM	intervention
,	PUN	,
J'	PRO:PER	je
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
à	PRP	à
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
suis	VER:pres	suivre|être
est	VER:pres	être
mit	VER:simp	mettre
Le	DET:ART	le
cette	PRO:DEM	ce
,	PUN	,
-ce	PRO:DEM	ce
quatre	NUM	quatre
nouvelle	ADJ	nouveau
après	PRP	après
Rosémilly	NAM	rosémilly
par	PRP	par
<EOS>	<EOS>	<EOS>
<SEG>
«	PUN:cit	«
ôté	VER:pper	ôter
et	KON	et
<EOS>	<EOS>	<EOS>
demandait	VER:impf	demander
chose	NOM	chose
les	DET:ART	le
côté	NOM	côté
,	PUN	,
Elle	PRO:PER	elle
maison	NOM	maison
«	PUN:cit	«
et	KON	et
,	PUN	,
mort	NOM	mort
branches	NOM	branche
»	PUN:cit	»
personne	NOM	personne
:	PUN	:
des	PRP:det	du
,	PUN	,
devant	PRP	devant
du	PRP:det	du
d'	PRP	de
les	DET:ART	le
de	PRP	de
qui	PRO:REL	qui
mit	VER:simp	mettre
cousinages	NOM	cousinage
dis	VER:pres	dire
pût	VER:subi	pouvoir
donc	ADV	donc
elle	PRO:PER	elle
laisser	VER:infi	laisser
père	NOM	père
les	DET:ART	le
excellente	ADJ	excellent
du	PRP:det	du
)	PUN	)
«	PUN:cit	«
la	DET:ART	le
son	DET:POS	son
même	ADV	même
Roland	NAM	roland
aussitôt	ADV	aussitôt
,	PUN	,
sien	PRO:POS	sien
mari	NOM	mari
,	PUN	,
à	PRP	à
la	DET:ART	le
sans	PRP	sans
étrangers	NOM	étranger
que	KON	que
.	SENT	.
son	DET:POS	son
appelait	VER:impf	appeler
,	PUN	,
Monsieur	NAM	monsieur
douée	VER:pper	douer
Dis	VER:pres	dire
remonter	VER:infi	remonter
de	PRP	de
se	PRO:PER	se
son	DET:POS	son
<EOS>	<EOS>	<EOS>
à	PRP	à
donc	ADV	donc
ils	PRO:PER	il
n'	ADV	ne
leur	PRO:PER	lui
quelquefois	ADV	quelquefois
espéraient	VER:impf	espérer
les	DET:ART	le
.	SENT	.
pour	PRP	pour
à	PRP	à
rechercher	VER:infi	rechercher
Mme	NOM	madame
Roland	NAM	roland
toutes	PRO:IND	tout
(	PUN	(
suivre	VER:infi	suivre
une	DET:ART	un
,	PUN	,
les	DET:ART	le
alliances	NOM	alliance
avoir	VER:infi	avoir
filiations	NOM	filiation
mari	NOM	mari
chapeau	NOM	chapeau
,	PUN	,
Mais	VER:impf	mais
dans	PRP	dans
»	PUN:cit	»
père	NOM	père
parentés	NOM	parenté
quelque	PRO:IND	quelque
»	PUN:cit	»
mémoire	NOM	mémoire
<SEG>
,	PUN	,
,	PUN	,
ciel	NOM	ciel
père	NOM	père
d'	PRP	de
la	DET:ART	le
en	PRP	en
recherche	NOM	recherche
au	PRP:det	au
tombant	VER:ppre	tomber
cette	PRO:DEM	ce
,	PUN	,
?	SENT	?
bien	ADV	bien
il	PRO:PER	il
un	DET:ART	un
-tu	PRO:PER	tu
Je	PRO:PER	je
cette	PRO:DEM	ce
eu	VER:pper	avoir
a-t-il	ADJ	a-t-il
.	SENT	.
y	PRO:PER	y
a	VER:pres	avoir
animait	VER:impf	animer
--	PUN	--
Lebru	NAM	lebru
aimait	VER:impf	aimer
enfants	NOM	enfant
,	PUN	,
épousé	VER:pper	épouser
rappelles	VER:pres	rappeler
--	PUN	--
fille	NOM	fille
--	PUN	--
quatre	NUM	quatre
Joseph	NAM	joseph
s'	PRO:PER	se
qui	PRO:REL	qui
Alors	ADV	alors
Duménil	NOM	duménil
--	PUN	--
<EOS>	<EOS>	<EOS>
Déjà	ABR	déjà
aisance	NOM	aisance
»	PUN:cit	»
Non	ADV	non
beaucoup	ADV	beaucoup
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
Pierre	NAM	pierre
d'	PRP	de
peu	ADV	peu
.	SENT	.
leur	PRO:PER	lui
,	PUN	,
une	DET:ART	un
rien	ADV	rien
ou	KON	ou
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
cinq	NUM	cinq
elle	PRO:PER	elle
Mais	KON	mais
,	PUN	,
?	SENT	?
a	VER:pres	avoir
,	PUN	,
mère	NOM	mère
à	PRP	à
secondes	NUM	second
d'	PRP	de
<EOS>	<EOS>	<EOS>
papetier	NOM	papetier
Oui	INT	oui
attachait	VER:impf	attacher
.	SENT	.
En	PRP	en
espérance	NOM	espérance
à	PRP	à
des	PRP:det	du
<EOS>	<EOS>	<EOS>
là	ADV	là
n'	ADV	ne
sa	DET:POS	son
petite	ADJ	petit
moins	ADV	moins
noces	NOM	noce
te	PRO:PER	te
un	DET:ART	un
du	PRP:det	du
<EOS>	<EOS>	<EOS>
crois	VER:pres	croire
elle	PRO:PER	elle
qui	PRO:REL	qui
s'	PRO:PER	se
par	PRP	par
.	SENT	.
<SEG>
froissé	VER:pper	froisser
je	PRO:PER	je
cette	PRO:DEM	ce
,	PUN	,
plus	ADV	plus
Amérique	NAM	amérique
être	VER:infi	être
maman	NOM	maman
son	DET:POS	son
un	DET:ART	un
,	PUN	,
,	PUN	,
peu	ADV	peu
au	PRP:det	au
bien	ADV	bien
pas	ADV	pas
,	PUN	,
<EOS>	<EOS>	<EOS>
et	KON	et
un	DET:ART	un
!	SENT	!
de	PRP	de
une	DET:ART	un
Jean	NAM	jean
petit	ADJ	petit
,	PUN	,
savait	VER:impf	savoir
,	PUN	,
craignait	VER:impf	craindre
et	KON	et
a	VER:pres	avoir
un	DET:ART	un
idée	NOM	idée
,	PUN	,
Ne	NAM	ne
la	DET:ART	le
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
rêveuse	ADJ	rêveur
cela	PRO:DEM	cela
était	VER:impf	être
Moi	PRO:PER	moi
y	PRO:PER	y
tristesse	NOM	tristesse
agit	VER:pres	agir
nouvelle	ADJ	nouveau
lieu	NOM	lieu
pour	PRP	pour
Tout	ADJ	tout
désillusion	NOM	désillusion
t'	PRO:PER	te
,	PUN	,
,	PUN	,
surpris	VER:pper	surprendre
s'	PRO:PER	se
d'	PRP	de
bonne	ADJ	bon
d'	PRP	de
il	PRO:PER	il
arrêta	VER:simp	arrêter
Mme	NOM	madame
que	KON	que
l'	PRO:PER	la|le
«	PUN:cit	«
demeura	VER:simp	demeurer
devant	PRP	devant
Jean	NAM	jean
qu'	KON	que
chagrin	NOM	chagrin
un	DET:ART	un
il	PRO:PER	il
mariage	NOM	mariage
parlé	VER:pper	parler
fut	VER:simp	être
petite	ADJ	petit
oncle	NOM	oncle
le	DET:ART	le
frère	NOM	frère
mauvaise	ADJ	mauvais
»	PUN:cit	»
,	PUN	,
n'	ADV	ne
peu	ADV	peu
croirais	VER:cond	croire
.	SENT	.
.	SENT	.
d'	PRP	de
à	PRP	à
,	PUN	,
la	PRO:PER	la
emballe	VER:pres	emballer
<EOS>	<EOS>	<EOS>
eût	VER:subi	avoir
plutôt	ADV	plutôt
si	KON	si
,	PUN	,
qui	PRO:REL	qui
une	DET:ART	un
monde	NOM	monde
d'	PRP	de
<SEG>
Pourquoi	NAM	pourquoi
dire	VER:infi	dire
contestable	ADJ	contestable
?	SENT	?
ricana	VER:simp	ricaner
<EOS>	<EOS>	<EOS>
nécessaire	ADJ	nécessaire
c'	PRO:DEM	ce
.	SENT	.
es	VER:pres	être
supposition	NOM	supposition
Rosémilly	NAM	rosémilly
.	SENT	.
?	SENT	?
répondit	VER:simp	répondre
amoureux	ADJ	amoureux
marier	VER:infi	marier
»	PUN:cit	»
très	ADV	très
l'	DET:ART	le
»	PUN:cit	»
L'	DET:ART	le
<EOS>	<EOS>	<EOS>
pas	ADV	pas
;	PUN	;
d'	PRP	de
:	PUN	:
corrige	VER:pres	corriger
moi	PRO:PER	moi
Est-il	NOM	est-il
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
.	SENT	.
à	PRP	à
encore	ADV	encore
ne	ADV	ne
mécontent	ADJ	mécontent
donc	ADV	donc
toi	PRO:PER	toi
Ah	INT	ah
ne	ADV	ne
veut	VER:pres	vouloir
pour	PRP	pour
«	PUN:cit	«
encore	ADV	encore
!	SENT	!
pour	KON	pour
,	PUN	,
pour	PRP	pour
veux	VER:pres	vouloir
Tu	NAM	tu
on	PRO:PER	on
être	VER:infi	être
aîné	NOM	aîné
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
:	PUN	:
on	PRO:PER	on
donc	ADV	donc
bon	ADJ	bon
qu'	PRO:REL	que
,	PUN	,
marier	VER:infi	marier
d'	PRP	de
<EOS>	<EOS>	<EOS>
que	KON	que
est	VER:pres	être
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
toi	PRO:PER	toi
moi	PRO:PER	moi
,	PUN	,
amoureux	ADJ	amoureux
pas	ADV	pas
es	VER:pres	être
La	DET:ART	le
.	SENT	.
Et	KON	et
Tu	PRO:PER	tu
,	PUN	,
je	PRO:PER	je
?	SENT	?
«	PUN:cit	«
se	PRO:PER	se
le	DET:ART	le
abord	NOM	abord
plutôt	ADV	plutôt
--	PUN	--
songé	VER:pper	songer
<EOS>	<EOS>	<EOS>
qu'	KON	que
,	PUN	,
tout	ADV	tout
Pierre	NAM	pierre
me	PRO:PER	me
est	VER:pres	être
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
aurait	VER:cond	avoir
puis	ADV	puis
<SEG>
que	KON	que
et	KON	et
«	PUN:cit	«
de	PRP	de
tête	NOM	tête
C'	NOM	c'
tout	ADV	tout
il	PRO:PER	il
attends	VER:pres	attendre
écouté	VER:pper	écouter
si	KON	si
l'	DET:ART	le
vous	PRO:PER	vous
veux	VER:pres	vouloir
nous	PRO:PER	nous
tu	PRO:PER	tu
coup	NOM	coup
probable	ADJ	probable
<EOS>	<EOS>	<EOS>
.	SENT	.
sommes	VER:pres	sommer|être
que	KON	que
tu	PRO:PER	tu
cabinet	NOM	cabinet
la	DET:ART	le
réfléchi	VER:pper	réfléchir
caser	VER:infi	caser
que	KON	que
trouva	VER:simp	trouver
Lecanu	NAM	lecanu
Pierre	NAM	pierre
,	PUN	,
,	PUN	,
père	NOM	père
.	SENT	.
--	PUN	--
tellement	ADV	tellement
.	SENT	.
le	DET:ART	le
est	VER:pres	être
sait	VER:pres	savoir
plus	ADV	plus
<EOS>	<EOS>	<EOS>
cabinet	NOM	cabinet
<EOS>	<EOS>	<EOS>
était	VER:impf	être
ami	NOM	ami
nous	PRO:PER	nous
j'	PRO:PER	je
Roland	NAM	roland
le	DET:ART	le
notre	DET:POS	notre
médecin	NOM	médecin
,	PUN	,
la	DET:ART	le
Admets	VER:pres	admettre
de	PRP	de
d'	PRP	de
un	DET:ART	un
<EOS>	<EOS>	<EOS>
,	PUN	,
a	VER:pres	avoir
,	PUN	,
de	PRP	de
M	NOM	m
un	NOM	un
qui	PRO:REL	qui
avait	VER:impf	avoir
Mais	VER:impf	mais
;	PUN	;
creuser	VER:infi	creuser
il	PRO:PER	il
bien	ADV	bien
Jean	NAM	jean
.	SENT	.
<EOS>	<EOS>	<EOS>
à	PRP	à
simple	ADJ	simple
avocat	NOM	avocat
»	PUN:cit	»
attends	VER:pres	attendre
.	SENT	.
<EOS>	<EOS>	<EOS>
et	KON	et
.	SENT	.
tout	ADV	tout
!	SENT	!
»	PUN:cit	»
,	PUN	,
vraisemblable	ADJ	vraisemblable
et	KON	et
cherche	VER:pres	chercher
un	DET:ART	un
deux	NUM	deux
bêtes	ADJ	bête
trouvé	VER:pper	trouver
Parbleu	NOM	parbleu
solution	NOM	solution
à	PRP	à
la	DET:ART	le
<SEG>
,	PUN	,
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
de	PRP	de
ils	PRO:PER	il
fois	NOM	fois
d'	PRP	de
C'	NAM	c'
mais	KON	mais
notaire	NOM	notaire
salle	NOM	salle
En	NOM	en
cette	PRO:DEM	ce
visite	NOM	visite
dans	PRP	dans
se	PRO:PER	se
étonna	VER:simp	étonner
nouveau	ADJ	nouveau
écrit	VER:pper	écrire
accord	NOM	accord
à	PRP	à
monde	NOM	monde
.	SENT	.
de	PRP	de
Roland	NAM	roland
n'	ADV	ne
Et	KON	et
pourquoi	ADV	pourquoi
abord	NOM	abord
,	PUN	,
<EOS>	<EOS>	<EOS>
au	PRP:det	au
s'	PRO:PER	se
,	PUN	,
envoyé	VER:pper	envoyer
trois	NUM	trois
au	PRP:det	au
servi	VER:pper	servir
On	PRO:PER	on
.	SENT	.
tard	ADV	tard
mains	NOM	main
gagna	VER:simp	gagner
manger	VER:infi	manger
table	NOM	table
»	PUN:cit	»
a-t-il	ADJ	a-t-il
pourquoi	ADV	pourquoi
,	PUN	,
parla	VER:simp	parler
de	PRP	de
du	PRP:det	du
dit	VER:pres	dire
petite	ADJ	petit
instants	NOM	instant
,	PUN	,
ne	ADV	ne
la	DET:ART	le
«	PUN:cit	«
son	DET:POS	son
«	PUN:cit	«
laver	VER:infi	laver
de	PRP	de
bout	NOM	bout
en	PRO:PER	en
chambre	NOM	chambre
plus	ADV	plus
mettre	VER:infi	mettre
avant	PRP	avant
à	PRP	à
<EOS>	<EOS>	<EOS>
les	DET:ART	le
<EOS>	<EOS>	<EOS>
.	SENT	.
clerc	NOM	clerc
,	PUN	,
bonne	ADJ	bon
fut	VER:simp	être
pas	ADV	pas
a-t-il	ADJ	a-t-il
,	PUN	,
tout	ADV	tout
dînaient	VER:impf	dîner
chacun	PRO:IND	chacun
la	DET:ART	le
.	SENT	.
;	PUN	;
d'	PRP	de
guère	ADV	guère
rez-de-chaussée	NOM	rez-de-chaussée
somme	NOM	somme
afin	KON	afin
minutes	NOM	minute
de	PRP	de
quelques	PRO:IND	quelque
est	VER:pres	être
Dix	NUM	dix
.	SENT	.
sa	DET:POS	son
<SEG>
une	DET:ART	un
quatre	NUM	quatre
<EOS>	<EOS>	<EOS>
Il	NOM	il
cela	PRO:DEM	cela
pourquoi	ADV	pourquoi
-même	ADJ	même
les	DET:ART	le
ennuyés	VER:pper	ennuyer
étrangère	NOM	étranger
Pierre	NAM	pierre
peu	ADV	peu
Bonjour	NAM	bonjour
<EOS>	<EOS>	<EOS>
peut-être	ADV	peut-être
on	PRO:PER	on
de	PRP	de
le	DET:ART	le
lui	PRO:PER	lui
réponse	NOM	réponse
.	SENT	.
gênerait	VER:cond	gêner
<EOS>	<EOS>	<EOS>
?	SENT	?
à	PRP	à
;	PUN	;
salon	NOM	salon
cette	PRO:DEM	ce
à	PRP	à
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
invité	VER:pper	inviter
d'	PRP	de
préoccupés	VER:pper	préoccuper
remonter	VER:infi	remonter
il	PRO:PER	il
un	DET:ART	un
venaient	VER:impf	venir
.	SENT	.
s'	PRO:PER	se
des	PRP:det	du
tous	PRO:IND	tout
.	SENT	.
immédiate	ADJ	immédiat
aime	VER:pres	aimer
n'	ADV	ne
notaire	NOM	notaire
»	PUN:cit	»
élança	VER:simp	élancer
pas	ADV	pas
au	PRP:det	au
titre	NOM	titre
comme	ADV	comme
maître	NOM	maître
doute	NOM	doute
demeuraient	VER:impf	demeurer
et	KON	et
leur	DET:POS	leur
Il	NAM	il
fut	VER:simp	être
communiquer	VER:infi	communiquer
naturel	NOM	naturel
<EOS>	<EOS>	<EOS>
,	PUN	,
les	DET:ART	le
cher	ADV	cher
vient-il	VER:cond	vient-il
nous	PRO:PER	nous
prendre	VER:infi	prendre
<EOS>	<EOS>	<EOS>
quand	KON	quand
avoir	VER:infi	avoir
discussion	NOM	discussion
faut	VER:pres	falloir
confidentielles	ADJ	confidentiel
»	PUN:cit	»
écrire	VER:infi	écrire
beaucoup	ADV	beaucoup
a	VER:pres	avoir
qui	PRO:REL	qui
»	PUN:cit	»
et	KON	et
,	PUN	,
clauses	NOM	clause
et	KON	et
«	PUN:cit	«
Roland	NAM	roland
sans	PRP	sans
qu'	KON	que
annoncé	VER:pper	annoncer
Mais	NAM	mais
Ils	PRO:PER	il
.	SENT	.
donnait	VER:impf	donner
.	SENT	.
ils	PRO:PER	il
trouvait	VER:impf	trouver
résolutions	NOM	résolution
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
je	PRO:PER	je
faiblement	ADV	faiblement
le	PRO:PER	le
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
Mme	NOM	madame
;	PUN	;
mais	KON	mais
et	KON	et
on	PRO:PER	on
en	PRO:PER	en
je	PRO:PER	je
M	NOM	m
,	PUN	,
se	PRO:PER	se
des	PRP:det	du
nouveau	ADJ	nouveau
tous	PRO:IND	tout
venu	NOM	venu
?	SENT	?
la	PRO:PER	la
du	PRP:det	du
comme	KON	comme
à	PRP	à
s'	PRO:PER	se
:	PUN	:
Mme	NOM	madame
<EOS>	<EOS>	<EOS>
hommes	NOM	homme
Une	ABR	une
m'	PRO:PER	me
s'	PRO:PER	se
le	DET:ART	le
retenir	VER:infi	retenir
de	PRP	de
reconduisît	VER:subi	reconduire
sors	VER:pres	sortir
--	PUN	--
de	PRP	de
très	ADV	très
y	PRO:PER	y
fatiguée	VER:pper	fatiguer
.	SENT	.
suis	VER:pres	suivre|être
précède	VER:pres	précéder
nom	NOM	nom
table	NOM	table
de	PRP	de
.	SENT	.
.	SENT	.
merci	NOM	merci
le	DET:ART	le
Lecanu	NAM	lecanu
café	NOM	café
Non	ADV	non
.	SENT	.
:	PUN	:
vais	VER:pres	aller
«	PUN:cit	«
un	DET:ART	un
de	PRP	de
trois	NUM	trois
Rosémilly	NAM	rosémilly
<EOS>	<EOS>	<EOS>
près	ADV	près
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
leva	VER:simp	lever
elle	PRO:PER	elle
sans	PRP	sans
Monsieur	NOM	monsieur
,	PUN	,
elle	PRO:PER	elle
consentit	VER:simp	consentir
point	ADV	point
,	PUN	,
<EOS>	<EOS>	<EOS>
notaires	NOM	notaire
la	PRO:PER	la
»	PUN:cit	»
faisait	VER:impf	faire
,	PUN	,
alla	VER:simp	aller
en	PRO:PER	en
les	DET:ART	le
Je	PRO:PER	je
tenta	VER:simp	tenter
Roland	NAM	roland
On	NAM	on
.	SENT	.
,	PUN	,
--	PUN	--
toujours	ADV	toujours
tasse	NOM	tasse
qu'	KON	que
n'	ADV	ne
maître	NOM	maître
«	PUN:cit	«
empressa	VER:simp	empresser
»	PUN:cit	»
<SEG>
le	DET:ART	le
qui	PRO:REL	qui
que	KON	que
lavées	VER:pper	laver
reprit	VER:simp	reprendre
?	SENT	?
pendule	NOM	pendule
portes	NOM	porte
pour	PRP	pour
certain	ADJ	certain
même	ADV	même
aux	PRP:det	au
notaire	NOM	notaire
des	PRP:det	du
bête	ADJ	bête
allons	VER:pres	aller
,	PUN	,
dis	VER:pres	dire
-vous	PRO:PER	vous
mais	KON	mais
»	PUN:cit	»
trop	ADV	trop
«	PUN:cit	«
l'	DET:ART	le
ne	ADV	ne
n'	ADV	ne
Maréchal	NAM	maréchal
abord	NOM	abord
Dans	VER:ppre	dans
la	DET:ART	le
silence	NOM	silence
profond	ADJ	profond
?	SENT	?
au-dessous	ADV	au-dessous
entendit	VER:simp	entendre
le	DET:ART	le
Avez	VER:pres	avoir
Une	DET:ART	un
de	PRP	de
mouvement	NOM	mouvement
on	PRO:PER	on
M	NOM	m
parler	VER:infi	parler
rythmé	VER:pper	rythmer
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
un	DET:ART	un
Le	DET:ART	le
Je	PRO:PER	je
affaires	NOM	affaire
et	KON	et
Mme	NOM	madame
Maréchal	NAM	maréchal
étage	NOM	étage
écouter	VER:infi	écouter
d'	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
plus	ADV	plus
à	PRP	à
plus	ADV	plus
non	ADV	non
pas	ADV	pas
de	PRP	de
un	DET:ART	un
thé	NOM	thé
--	PUN	--
Léon	NAM	léon
.	SENT	.
connu	VER:pper	connaître
M	ADJ	m
tasse	NOM	tasse
<EOS>	<EOS>	<EOS>
,	PUN	,
par	PRP	par
,	PUN	,
,	PUN	,
et	KON	et
<EOS>	<EOS>	<EOS>
.	SENT	.
.	SENT	.
:	PUN	:
suivit	VER:simp	suivre
mots	NOM	mot
alors	ADV	alors
la	DET:ART	le
bonne	ADJ	bon
.	SENT	.
Paris	NAM	paris
Roland	NAM	roland
casseroles	NOM	casserole
tard	ADV	tard
bruit	NOM	bruit
à	PRP	à
poussèrent	VER:simp	pousser
,	PUN	,
peu	ADV	peu
le	DET:ART	le
<SEG>
l'	DET:ART	le
...	PUN	...
.	SENT	.
«	PUN:cit	«
?	SENT	?
autre	ADJ	autre
ne	ADV	ne
meilleur	ADJ	meilleur
amis	NOM	ami
boulevard	NOM	boulevard
pas	ADV	pas
vos	DET:POS	votre
quand	KON	quand
un	DET:ART	un
«	PUN:cit	«
quitte	VER:pres	quitter
départ	NOM	départ
crois	VER:pres	croire
<EOS>	<EOS>	<EOS>
Roland	NAM	roland
.	SENT	.
de	PRP	de
,	PUN	,
écrire	VER:infi	écrire
--	PUN	--
<EOS>	<EOS>	<EOS>
reprit	VER:simp	reprendre
notaire	NOM	notaire
déclara	VER:simp	déclarer
avons	VER:pres	avoir
cessé	VER:pper	cesser
C'	PRO:DEM	ce
ai	VER:pres	avoir
bureau	NOM	bureau
est	VER:pres	être
capitale	NOM	capitale
<EOS>	<EOS>	<EOS>
,	PUN	,
un	NOM	un
bien	ADV	bien
:	PUN	:
Le	DET:ART	le
le	DET:ART	le
»	PUN:cit	»
.	SENT	.
de	PRP	de
:	PUN	:
mais	KON	mais
Je	PRO:PER	je
Parisien	NOM	parisien
de	PRP	de
était	VER:impf	être
.	SENT	.
savez	VER:pres	savoir
revu	VER:pper	revoir
Et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
de	PRP	de
un	NUM	un
Monsieur	NOM	monsieur
Maréchal	NAM	maréchal
!	SENT	!
»	PUN:cit	»
est	VER:pres	être
chef	NOM	chef
de	PRP	de
loin	ADV	loin
.	SENT	.
depuis	PRP	depuis
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
exclamation	NOM	exclamation
finances	NOM	finance
ne	ADV	ne
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
gravement	ADV	gravement
Vous	PRO:PER	vous
plus	ADV	plus
la	DET:ART	le
,	PUN	,
puis	ADV	puis
Il	PRO:PER	il
;	PUN	;
Le	DET:ART	le
l'	DET:ART	le
enragé	ADJ	enragé
nous	PRO:PER	nous
M	ADJ	m
mon	DET:POS	mon
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
«	PUN:cit	«
vit	VER:pres	vivre
même	ADJ	même
aux	PRP:det	au
Je	PRO:PER	je
<SEG>
Paris	NAM	paris
son	DET:POS	son
L'	DET:ART	le
vrai	ADJ	vrai
femme	NOM	femme
ensemble	ADV	ensemble
la	DET:ART	le
à	PRP	à
M	VER:simp	m
dominant	VER:ppre	dominer
mais	KON	mais
,	PUN	,
dire	VER:infi	dire
la	DET:ART	le
.	SENT	.
trouvait	VER:impf	trouver
de	PRP	de
confrère	NOM	confrère
première	NUM	premier
disposition	NOM	disposition
,	PUN	,
qu'	KON	que
,	PUN	,
toujours	ADV	toujours
homme	NOM	homme
«	PUN:cit	«
,	PUN	,
.	SENT	.
mot	NOM	mot
petit	ADJ	petit
il	PRO:PER	il
Roland	NAM	roland
feint	ADJ	feint
communiquer	VER:infi	communiquer
M	NOM	m
Roland	NAM	roland
un	DET:ART	un
de	PRP	de
triste	ADJ	triste
,	PUN	,
<EOS>	<EOS>	<EOS>
Lecanu	NAM	lecanu
dont	PRO:REL	dont
laquelle	PRO:REL	lequel
.	SENT	.
la	DET:ART	le
»	PUN:cit	»
son	DET:POS	son
si	ADV	si
eurent	VER:simp	avoir
et	KON	et
:	PUN	:
émotion	NOM	émotion
de	PRP	de
universel	ADJ	universel
<EOS>	<EOS>	<EOS>
institue	VER:pres	instituer
continua	VER:simp	continuer
Mme	NOM	madame
ou	KON	ou
me	PRO:PER	me
Mon	NAM	mon
par	PRP	par
Jean	NAM	jean
testament	NOM	testament
.	SENT	.
