villes	NOM	ville
les	DET:ART	le
était	VER:impf	être
cela	PRO:DEM	cela
sa	DET:POS	son
pendant	PRP	pendant
,	PUN	,
regret	NOM	regret
s'	PRO:PER	se
passée	VER:pper	passer
demi-journées	NOM	demi-journée
elle	PRO:PER	elle
Aldée	NAM	aldée
Elle	NAM	elle
réceptions	NOM	réception
c'	PRO:DEM	ce
...	PUN	...
pour	PRP	pour
brillantes	ADJ	brillant
<EOS>	<EOS>	<EOS>
?	SENT	?
fêtes	NOM	fête
,	PUN	,
sa	DET:POS	son
ses	DET:POS	son
son	DET:POS	son
.	SENT	.
n'	ADV	ne
,	PUN	,
Quelquefois	ADV	quelquefois
sais	VER:pres	savoir
qui	PRO:REL	qui
décrit	VER:pres	décrire
fait	VER:pres	faire
reviennent	VER:pres	revenir
est	VER:pres	être
diamants	NOM	diamant
de	PRP	de
sentiment	NOM	sentiment
elle	PRO:PER	elle
,	PUN	,
racontant	VER:ppre	raconter
est	VER:pres	être
y	PRO:PER	y
ses	DET:POS	son
un	DET:ART	un
son	DET:POS	son
grandeur	NOM	grandeur
cour	NOM	cour
elle	PRO:PER	elle
les	DET:ART	le
de	PRP	de
,	PUN	,
cœur	NOM	cœur
écoute	NOM	écoute
-je	PRO:PER	je
;	PUN	;
survivre	VER:infi	survivre
,	PUN	,
les	DET:ART	le
à	PRP	à
les	DET:ART	le
en	PRP	en
en	PRP	en
l'	DET:ART	le
la	DET:ART	le
ne	ADV	ne
.	SENT	.
le	DET:ART	le
Il	PRO:PER	il
elle	PRO:PER	elle
qu'	KON	que
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
«	PUN:cit	«
de	PRP	de
<SEG>
répéta	VER:simp	répéter
une	DET:ART	un
trop	ADV	trop
Fortune	ADJ	fortune
Heureuse	ADJ	heureux
bonheur	NOM	bonheur
pas	ADV	pas
signifiait	VER:impf	signifier
la	DET:ART	le
dit	VER:pres	dire
morte	NOM	mort
;	PUN	;
disais	VER:impf	dire
des	PRP:det	du
peut	VER:pres	pouvoir
la	DET:ART	le
vérité	NOM	vérité
soit	VER:subp	être
Muguette	NAM	muguette
!	SENT	!
,	PUN	,
,	PUN	,
Quand	KON	quand
entrer	VER:infi	entrer
si	KON	si
est	VER:pres	être
sépulcre	NOM	sépulcre
il	PRO:PER	il
après	PRP	après
en	PRP	en
femmes	NOM	femme
est	VER:pres	être
elle	PRO:PER	elle
,	PUN	,
tranquille	ADJ	tranquille
ce	PRO:DEM	ce
impossible	ADJ	impossible
C'	PRO:DEM	ce
plus	ADV	plus
Fortune	ADJ	fortune
heureuse	ADJ	heureux
sa	DET:POS	son
,	PUN	,
.	SENT	.
,	PUN	,
répliqua	VER:simp	répliquer
effet	NOM	effet
si	KON	si
sa	DET:POS	son
elle	PRO:PER	elle
pure	ADJ	pur
semble	VER:pres	sembler
dépense	VER:pres	dépenser
impossible	ADJ	impossible
des	PRP:det	du
où	PRO:REL	où
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
cela	PRO:DEM	cela
--	PUN	--
c'	PRO:DEM	ce
ne	ADV	ne
<EOS>	<EOS>	<EOS>
belle	ADJ	beau
pas	ADV	pas
elle	PRO:PER	elle
veiller	VER:infi	veiller
femmes	NOM	femme
<EOS>	<EOS>	<EOS>
,	PUN	,
!	SENT	!
changée	VER:pper	changer
<EOS>	<EOS>	<EOS>
c'	PRO:DEM	ce
plus	ADV	plus
à	PRP	à
elle	PRO:PER	elle
est	VER:pres	être
.	SENT	.
dans	PRP	dans
.	SENT	.
belle	ADJ	beau
heureuse	ADJ	heureux
sait	VER:pres	savoir
La	DET:ART	le
ou	KON	ou
seulement	ADV	seulement
,	PUN	,
le	DET:ART	le
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
jeunesse	NOM	jeunesse
est	VER:pres	être
.	SENT	.
est	VER:pres	être
car	KON	car
souffre	VER:pres	souffrir
qu'	KON	que
:	PUN	:
fille	NOM	fille
<SEG>
travaillait	VER:impf	travailler
c'	PRO:DEM	ce
est	VER:pres	être
,	PUN	,
mais	KON	mais
.	SENT	.
dévouement	NOM	dévouement
j'	PRO:PER	je
ajouter	VER:infi	ajouter
le	DET:ART	le
pain	NOM	pain
vieille	ADJ	vieux
;	PUN	;
est	VER:pres	être
--	PUN	--
c'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
Mademoiselle	NAM	mademoiselle
;	PUN	;
,	PUN	,
je	PRO:PER	je
dame	NOM	dame
,	PUN	,
plus	ADV	plus
Oui	INT	oui
si	KON	si
,	PUN	,
courage	NOM	courage
pouvais	VER:impf	pouvoir
cela	PRO:DEM	cela
interrompit	VER:simp	interrompre
Elle	PRO:PER	elle
remarqué	VER:pper	remarquer
de	PRP	de
Je	PRO:PER	je
belle	ADJ	beau
pouvions	VER:impf	pouvoir
tant	ADV	tant
Nous	PRO:PER	nous
autres	ADJ	autre
.	SENT	.
jours	NOM	jour
nous	PRO:PER	nous
s'	PRO:PER	se
bien	ADV	bien
à	PRP	à
Muguette	VER:pres	mugueter
la	DET:ART	le
nous	PRO:PER	nous
belle	ADJ	beau
subvenir	VER:infi	subvenir
,	PUN	,
est	VER:pres	être
<EOS>	<EOS>	<EOS>
et	KON	et
,	PUN	,
aux	PRP:det	au
.	SENT	.
tristesse	NOM	tristesse
tout	ADV	tout
peine	NOM	peine
--	PUN	--
,	PUN	,
pour	PRP	pour
bien	ADV	bien
pauvre	ADJ	pauvre
la	DET:ART	le
,	PUN	,
elle	PRO:PER	elle
bas	ADJ	bas
<EOS>	<EOS>	<EOS>
car	KON	car
besoins	NOM	besoin
ai	VER:pres	avoir
du	PRP:det	du
prononça-t-elle	NOM	prononça-t-elle
depuis	PRP	depuis
plus	ADV	plus
,	PUN	,
encore	ADV	encore
.	SENT	.
toutes	PRO:IND	tout
:	PUN	:
la	DET:ART	le
quinze	NUM	quinze
a	VER:pres	avoir
,	PUN	,
deux	NUM	deux
travaillais	VER:impf	travailler
soupira	VER:simp	soupirer
que	KON	que
certain	ADJ	certain
dans	PRP	dans
de	PRP	de
son	DET:POS	son
elle	PRO:PER	elle
aussi	ADV	aussi
mais	KON	mais
suffit	VER:pres	suffire
<EOS>	<EOS>	<EOS>
<SEG>
folle	ADJ	fou
<EOS>	<EOS>	<EOS>
trois	NUM	trois
,	PUN	,
fois	NOM	fois
humeur	NOM	humeur
«	PUN:cit	«
comtesse	NOM	comte
a	VER:pres	avoir
<EOS>	<EOS>	<EOS>
et	KON	et
dit	VER:pper	dire
humilité	NOM	humilité
n'	ADV	ne
.	SENT	.
touche	VER:pres	toucher
devient	VER:pres	devenir
elle	PRO:PER	elle
quand	KON	quand
»	PUN:cit	»
bien	ADV	bien
<EOS>	<EOS>	<EOS>
deux	NUM	deux
,	PUN	,
un	DET:ART	un
tour	NOM	tour
Muguette	VER:pres	mugueter
,	PUN	,
choisis	VER:pper	choisir
parle	VER:pres	parler
tête	NOM	tête
ai	VER:pres	avoir
fille	NOM	fille
faible	ADJ	faible
,	PUN	,
auxquels	PRO:REL	auquel
ne	ADV	ne
la	DET:ART	le
pas	ADV	pas
souvent	ADV	souvent
dis	VER:pres	dire
--	PUN	--
Mlle	NOM	mademoiselle
son	DET:POS	son
qu'	KON	que
<EOS>	<EOS>	<EOS>
sur	PRP	sur
chambre	NOM	chambre
<EOS>	<EOS>	<EOS>
,	PUN	,
leva	VER:simp	lever
:	PUN	:
J'	PRO:PER	je
!	SENT	!
à	PRP	à
Aldée	NAM	aldée
:	PUN	:
d'	PRP	de
est	VER:pres	être
ou	KON	ou
-moi	PRO:PER	moi
C'	PRO:DEM	ce
table	NOM	table
.	SENT	.
la	DET:ART	le
mets	NOM	mets
ouï-dire	NOM	ouï-dire
pas	ADV	pas
Vous	NAM	vous
combien	ADV	combien
,	PUN	,
même	ADV	même
êtes	VER:pres	être
dans	PRP	dans
.	SENT	.
elle	PRO:PER	elle
n'	ADV	ne
!	SENT	!
fit	VER:simp	faire
maladie	NOM	maladie
et	KON	et
noire	ADJ	noir
Elle	PRO:PER	elle
de	PRP	de
abandon	NOM	abandon
si	ADV	si
se	PRO:PER	se
mauvaise	ADJ	mauvais
pas	ADV	pas
Sa	DET:POS	son
poursuivit	VER:simp	poursuivre
<EOS>	<EOS>	<EOS>
a-t-elle	ADJ	a-t-elle
.	SENT	.
est	VER:pres	être
d'	PRP	de
la	DET:ART	le
pauvre	ADJ	pauvre
une	DET:ART	un
Fortune	NAM	fortune
<SEG>
,	PUN	,
comme	ADV	comme
il	PRO:PER	il
il	PRO:PER	il
est	VER:pres	être
demeures	NOM	demeure
en	PRO:PER	en
maintenant	ADV	maintenant
résurrection	NOM	résurrection
avait	VER:impf	avoir
elle	PRO:PER	elle
bonté	NOM	bonté
ces	PRO:DEM	ce
et	KON	et
Tantôt	ADV	tantôt
son	DET:POS	son
,	PUN	,
le	DET:ART	le
,	PUN	,
le	DET:ART	le
et	KON	et
<EOS>	<EOS>	<EOS>
venait	VER:impf	venir
,	PUN	,
vois	VER:pres	voir
;	PUN	;
allait	VER:impf	aller
debout	ADV	debout
chose	NOM	chose
de	PRP	de
tout	PRO:IND	tout
.	SENT	.
la	DET:ART	le
travail	NOM	travail
,	PUN	,
était	VER:impf	être
éprouvé	VER:pper	éprouver
y	PRO:PER	y
;	PUN	;
anciennes	ADJ	ancien
se	PRO:PER	se
elle	PRO:PER	elle
;	PUN	;
grande	ADJ	grand
fini	VER:pper	finir
et	KON	et
joie	NOM	joie
tout	ADV	tout
tapissiers	NOM	tapissier
caractère	NOM	caractère
une	DET:ART	un
d'	PRP	de
!	SENT	!
sous	PRP	sous
manière	NOM	manière
ses	DET:POS	son
venir	VER:infi	venir
elle	PRO:PER	elle
disant	VER:ppre	dire
j'	PRO:PER	je
tenait	VER:impf	tenir
tantôt	ADV	tantôt
et	KON	et
elle	PRO:PER	elle
où	PRO:REL	où
fallait	VER:impf	falloir
la	DET:ART	le
<EOS>	<EOS>	<EOS>
faire	VER:infi	faire
elle	PRO:PER	elle
rappeler	VER:infi	rappeler
commandait	VER:impf	commander
grande	ADJ	grand
enfant	NOM	enfant
acheter	VER:infi	acheter
c'	PRO:DEM	ce
Quand	KON	quand
une	DET:ART	un
sévérité	NOM	sévérité
activait	VER:impf	activer
mais	KON	mais
les	DET:ART	le
a	VER:pres	avoir
comment	ADV	comment
arrivée	VER:pper	arriver
disposer	VER:infi	disposer
,	PUN	,
toute	PRO:IND	tout
ai	VER:pres	avoir
est	VER:pres	être
de	PRP	de
pour	PRP	pour
meubles	NOM	meuble
aux	PRP:det	au
ouvriers	NOM	ouvrier
autrefois	ADV	autrefois
pu	VER:pper	pouvoir
une	DET:ART	un
jour	NOM	jour
elle	PRO:PER	elle
<SEG>
.	SENT	.
Mlle	NOM	mademoiselle
<EOS>	<EOS>	<EOS>
et	KON	et
poursuivit	VER:simp	poursuivre
interrogea	VER:simp	interroger
belle	ADJ	beau
elle	PRO:PER	elle
changement	NOM	changement
descriptions	NOM	description
n'	ADV	ne
de	PRP	de
la	DET:ART	le
Depuis	PRP	depuis
Il	PRO:PER	il
semble	VER:pres	sembler
pour	PRP	pour
pas	ADV	pas
Aldée	NAM	aldée
«	PUN:cit	«
s'	PRO:PER	se
que	PRO:REL	que
asseoir	VER:infi	asseoir
auprès	ADV	auprès
Tu	PRO:PER	tu
ainsi	KON	ainsi
plus	ADV	plus
extraordinaire	ADJ	extraordinaire
que	KON	que
.	SENT	.
autre	ADJ	autre
l'	PRO:PER	la|le
l'	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
cousine	NOM	cousin
-tu	PRO:PER	tu
plus	ADV	plus
,	PUN	,
Muguette	NAM	muguette
fin	ADJ	fin
C'	NAM	c'
écoutait	VER:impf	écouter
--	PUN	--
Fortune	NAM	fortune
me	PRO:PER	me
roi	NOM	roi
en	PRP	en
faire	VER:infi	faire
peut-être	ADV	peut-être
une	DET:ART	un
d'	PRP	de
:	PUN	:
naïf	ADJ	naïf
arrêtait	VER:impf	arrêter
demanda	VER:simp	demander
toujours	ADV	toujours
bas	ADJ	bas
est	VER:pres	être
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
regard	NOM	regard
doit	VER:pres	devoir
revint	VER:simp	revenir
mettait	VER:impf	mettre
chaleur	NOM	chaleur
comprends	VER:pres	comprendre
?	SENT	?
de	PRP	de
elle	PRO:PER	elle
te	PRO:PER	te
aucun	PRO:IND	aucun
longues	ADJ	longue
,	PUN	,
Majesté	NAM	majesté
tout	ADV	tout
où	PRO:REL	où
:	PUN	:
être	VER:infi	être
une	DET:ART	un
--	PUN	--
de	PRP	de
.	SENT	.
le	DET:ART	le
ne	ADV	ne
Le	DET:ART	le
de	PRP	de
remarqué	VER:pper	remarquer
Fortune	NOM	fortune
maison	NOM	maison
<EOS>	<EOS>	<EOS>
et	KON	et
n'	ADV	ne
la	DET:ART	le
Sa	NAM	sa
mais	KON	mais
fillette	NOM	fillette
:	PUN	:
ajoutait	VER:impf	ajouter
as	VER:pres	avoir
<SEG>
reste	VER:pres	rester
regarder	VER:infi	regarder
si	ADV	si
moments	NOM	moment
est	VER:pres	être
yeux	NOM	œil
je	PRO:PER	je
y	PRO:PER	y
alors	ADV	alors
ne	ADV	ne
,	PUN	,
où	PRO:REL	où
Aldée	NAM	aldée
joie	NOM	joie
,	PUN	,
de	PRP	de
triste	ADJ	triste
aussi	ADV	aussi
plus	ADV	plus
sa	DET:POS	son
,	PUN	,
le	DET:ART	le
ses	DET:POS	son
passée	VER:pper	passer
ridait	VER:impf	rider
des	PRP:det	du
éblouie	VER:pper	éblouir
qu'	KON	que
chose	NOM	chose
--	PUN	--
La	DET:ART	le
<EOS>	<EOS>	<EOS>
anime	VER:pres	animer
à	PRP	à
mouvement	NOM	mouvement
belle	ADJ	beau
semble	VER:pres	sembler
plus	ADV	plus
teint	NOM	teint
Et	KON	et
,	PUN	,
beaucoup	ADV	beaucoup
un	DET:ART	un
triste	ADJ	triste
Et	KON	et
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
?	SENT	?
tu	PRO:PER	tu
.	SENT	.
en	PRP	en
trouves	VER:pres	trouver
fait	VER:pper	faire
c'	PRO:DEM	ce
on	PRO:PER	on
plus	ADV	plus
une	DET:ART	un
,	PUN	,
où	PRO:REL	où
que	KON	que
dirait	VER:cond	dire
a	VER:pres	avoir
<EOS>	<EOS>	<EOS>
,	PUN	,
de	PRP	de
bien	ADV	bien
si	ADV	si
voudrais	VER:cond	vouloir
a	VER:pres	avoir
peine	NOM	peine
!	SENT	!
la	PRO:PER	la
baissant	VER:ppre	baisser
.	SENT	.
yeux	NOM	œil
front	NOM	front
Mlle	NOM	mademoiselle
te	PRO:PER	te
point	ADV	point
réflexion	NOM	réflexion
s'	PRO:PER	se
:	PUN	:
fit	VER:simp	faire
.	SENT	.
son	DET:POS	son
la	PRO:PER	la
milieu	NOM	milieu
savoir	VER:infi	savoir
Oh	INT	oh
Muguette	NOM	muguette
<EOS>	<EOS>	<EOS>
de	PRP	de
depuis	PRP	depuis
les	DET:ART	le
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
brillent	VER:pres	briller
au	PRP:det	au
singulière	ADJ	singulier
rarement	ADV	rarement
<SEG>
ma	DET:POS	mon
répondit	VER:simp	répondre
fille	NOM	fille
Ah	INT	ah
!	SENT	!
?	SENT	?
--	PUN	--
,	PUN	,
sort	VER:pres	sortir
le	DET:ART	le
Fortune	NOM	fortune
à	PRP	à
sortait	VER:impf	sortir
qu'	KON	que
et	KON	et
moment	NOM	moment
--	PUN	--
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
camp	NOM	camp
notre	DET:POS	notre
un	DET:ART	un
<EOS>	<EOS>	<EOS>
!	SENT	!
tait	VER:pres	taire
creusaient	VER:impf	creuser
<EOS>	<EOS>	<EOS>
m'	PRO:PER	me
deux	NUM	deux
Tu	PRO:PER	tu
ne	ADV	ne
lit	NOM	lit
en	PRP	en
--	PUN	--
fillette	NOM	fillette
Bon	ADJ	bon
refrain	NOM	refrain
sur	PRP	sur
Fortune	NAM	fortune
cheveux	NOM	cheveu
plus	ADV	plus
profonds	ADJ	profond
que	PRO:REL	que
--	PUN	--
notre	DET:POS	notre
peu	ADV	peu
,	PUN	,
position	NOM	position
<EOS>	<EOS>	<EOS>
,	PUN	,
de	PRP	de
mais	KON	mais
bon	ADJ	bon
tout	NOM	tout
fit-il	NOM	fit-il
?	SENT	?
<EOS>	<EOS>	<EOS>
cavalier	NOM	cavalier
dit	VER:pres	dire
ce	PRO:DEM	ce
la	DET:ART	le
as	VER:pres	avoir
,	PUN	,
fredonner	VER:infi	fredonner
se	PRO:PER	se
Eh	INT	eh
.	SENT	.
changea	VER:simp	changer
-tu	PRO:PER	tu
<EOS>	<EOS>	<EOS>
et	KON	et
Elle	PRO:PER	elle
on	PRO:PER	on
Muguette	NAM	muguette
se	PRO:PER	se
du	PRP:det	du
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
!	SENT	!
.	SENT	.
s'	PRO:PER	se
écria	VER:simp	écrier
,	PUN	,
entre	PRP	entre
fais	VER:pres	faire
bien	ADV	bien
se	PRO:PER	se
ami	NOM	ami
scandalisée	VER:pper	scandaliser
.	SENT	.
mit	VER:simp	mettre
.	SENT	.
dit	VER:pper	dire
de	PRP	de
elle	PRO:PER	elle
sourcils	NOM	sourcil
plis	NOM	pli
<SEG>
lit	NOM	lit
j'	PRO:PER	je
Notre	DET:POS	notre
!	SENT	!
couche	VER:pres	coucher
.	SENT	.
<EOS>	<EOS>	<EOS>
?	SENT	?
les	DET:ART	le
un	DET:ART	un
ne	ADV	ne
chante	VER:pres	chanter
<EOS>	<EOS>	<EOS>
Après	PRP	après
,	PUN	,
m'	PRO:PER	me
En	PRP	en
,	PUN	,
en	PRP	en
si	ADV	si
d'	PRP	de
<EOS>	<EOS>	<EOS>
près	ADV	près
repartit	VER:simp	repartir
tête	NOM	tête
il	PRO:PER	il
Muguette	NAM	muguette
haut	ADV	haut
Muguette	NAM	muguette
pour	PRP	pour
instant	NOM	instant
forme	NOM	forme
je	PRO:PER	je
--	PUN	--
martel	NOM	martel
mon	DET:POS	mon
tu	PRO:PER	tu
.	SENT	.
tourmentait	VER:impf	tourmenter
la	DET:ART	le
--	PUN	--
en	PRP	en
.	SENT	.
tête	NOM	tête
Est	VER:pres	être
,	PUN	,
Et	KON	et
--	PUN	--
n'	ADV	ne
-tu	PRO:PER	tu
personne	NOM	personne
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
-ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
sur	PRP	sur
vois	VER:pres	voir
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
la	DET:ART	le
.	SENT	.
donc	ADV	donc
?	SENT	?
<EOS>	<EOS>	<EOS>
que	KON	que
.	SENT	.
,	PUN	,
toutes	PRO:IND	tout
fait	VER:pper	faire
<EOS>	<EOS>	<EOS>
répondit	VER:simp	répondre
,	PUN	,
ici	ADV	ici
est	VER:pres	être
étends	VER:pres	étendre
reprit	VER:simp	reprendre
:	PUN	:
cavalier	NOM	cavalier
C'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
point	ADV	point
Oh	INT	oh
cadre	NOM	cadre
est	VER:pres	être
ai	VER:pres	avoir
ce	PRO:DEM	ce
elles	PRO:PER	elle
que	PRO:REL	que
.	SENT	.
as	VER:pres	avoir
,	PUN	,
Quand	KON	quand
ne	ADV	ne
martel	NOM	martel
un	DET:ART	un
nuits	NOM	nuit
.	SENT	.
Fortune	NOM	fortune
<EOS>	<EOS>	<EOS>
tic	NOM	tic
<SEG>
s'	PRO:PER	se
qui	PRO:REL	qui
ainsi	ADV	ainsi
!	SENT	!
reçoivent	VER:pres	recevoir
.	SENT	.
elle	PRO:PER	elle
de	PRP	de
--	PUN	--
<EOS>	<EOS>	<EOS>
une	DET:ART	un
lèvres	NOM	lèvre
ses	DET:POS	son
,	PUN	,
<EOS>	<EOS>	<EOS>
murmura-t-il	NOM	murmura-t-il
est	VER:pres	être
laborieusement	ADV	laborieusement
pâle	ADJ	pâle
,	PUN	,
mieux	ADV	mieux
<EOS>	<EOS>	<EOS>
sourit	VER:pres	sourire
personne	ADV	personne
elle	PRO:PER	elle
elle	PRO:PER	elle
,	PUN	,
!	SENT	!
paru	VER:pper	paraître
Fortune	NOM	fortune
--	PUN	--
quelqu'un	PRO:IND	quelqu'un
?	SENT	?
<EOS>	<EOS>	<EOS>
.	SENT	.
Muguette	NAM	muguette
ici	ADV	ici
ses	DET:POS	son
affectée	VER:pper	affecter
<EOS>	<EOS>	<EOS>
est	VER:pres	être
ne	ADV	ne
singulier	ADJ	singulier
sourire	NOM	sourire
a	VER:pres	avoir
si	ADV	si
!	SENT	!
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
est	VER:pres	être
y	PRO:PER	y
!	SENT	!
paroles	NOM	parole
fermée	VER:pper	fermer
<EOS>	<EOS>	<EOS>
manchettes	NOM	manchette
.	SENT	.
qu'	KON	que
Elles	PRO:PER	elle
.	SENT	.
,	PUN	,
s'	PRO:PER	se
m'	PRO:PER	me
!	SENT	!
dentelle	NOM	dentelle
endort	VER:pres	endormir
suis	VER:pres	suivre|être
recevoir	VER:infi	recevoir
et	KON	et
C'	PRO:DEM	ce
entrouvrait	VER:impf	entrouvrir
Seigneur	NOM	seigneur
avec	PRP	avec
,	PUN	,
qu'	KON	que
<EOS>	<EOS>	<EOS>
semblait	VER:impf	sembler
habituée	VER:pper	habituer
Dieu	NOM	dieu
Oh	INT	oh
indifférence	NOM	indifférence
<EOS>	<EOS>	<EOS>
--	PUN	--
une	DET:ART	un
chercher	VER:infi	chercher
J'	PRO:PER	je
dès	PRP	dès
Mais	KON	mais
prison	NOM	prison
interrompit	VER:simp	interrompre
ses	DET:POS	son
écria	VER:simp	écrier
Muguette	NAM	muguette
.	SENT	.
<EOS>	<EOS>	<EOS>
c'	PRO:DEM	ce
si	ADV	si
--	PUN	--
demanda-t-il	NOM	demanda-t-il
<SEG>
!	SENT	!
mon	DET:POS	mon
<EOS>	<EOS>	<EOS>
donc	ADV	donc
comme	KON	comme
de	PRP	de
pourtant	ADV	pourtant
la	DET:ART	le
une	DET:ART	un
--	PUN	--
<EOS>	<EOS>	<EOS>
-tu	PRO:PER	tu
la	DET:ART	le
donnerais	VER:cond	donner
aimes	VER:pres	aimer
répliqua	VER:simp	répliquer
que	KON	que
,	PUN	,
ses	DET:POS	son
!	SENT	!
la	DET:ART	le
Et	KON	et
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
ai	VER:pres	avoir
écria	VER:simp	écrier
t'	PRO:PER	te
dernière	ADJ	dernier
que	KON	que
fraîches	ADJ	frais
perdit	VER:simp	perdre
.	SENT	.
-tu	PRO:PER	tu
,	PUN	,
la	DET:ART	le
moi	PRO:PER	moi
étonnée	ADJ	étonné
sang	NOM	sang
aime	VER:pres	aimer
<EOS>	<EOS>	<EOS>
donc	ADV	donc
pris	VER:pper	prendre
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
notre	DET:POS	notre
goutte	NOM	goutte
<EOS>	<EOS>	<EOS>
!	SENT	!
--	PUN	--
Qu'	PRO:REL	que
brusquement	ADV	brusquement
...	PUN	...
.	SENT	.
joue	NOM	joue
d'	PRP	de
s'	PRO:PER	se
.	SENT	.
as	VER:pres	avoir
L'	PRO:PER	la|le
que	KON	que
,	PUN	,
couleurs	NOM	couleur
,	PUN	,
mieux	ADV	mieux
fillette	NOM	fillette
Raymond	NAM	raymond
colère	NOM	colère
--	PUN	--
murmura	VER:simp	murmurer
,	PUN	,
cousin	NOM	cousin
Fortune	ADJ	fortune
corbac	NOM	corbac
?	SENT	?
je	PRO:PER	je
ne	ADV	ne
et	KON	et
véritable	ADJ	véritable
sais	VER:pres	savoir
Bastille	NAM	bastille
que	KON	que
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
?	SENT	?
je	PRO:PER	je
pas	ADV	pas
Il	PRO:PER	il
Aldée	NAM	aldée
s'	PRO:PER	se
demanda	VER:simp	demander
J'	PRO:PER	je
arrêta	VER:simp	arrêter
--	PUN	--
je	PRO:PER	je
pour	PRP	pour
Muguette	NAM	muguette
cavalier	NOM	cavalier
dont	PRO:REL	dont
<SEG>
malade	ADJ	malade
la	DET:ART	le
une	DET:ART	un
paroisse	NOM	paroisse
ses	DET:POS	son
,	PUN	,
elle	PRO:PER	elle
Plus	ADV	plus
,	PUN	,
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
.	SENT	.
la	DET:ART	le
tu	PRO:PER	tu
.	SENT	.
.	SENT	.
t'	PRO:PER	te
,	PUN	,
--	PUN	--
--	PUN	--
aime	VER:pres	aimer
regards	NOM	regard
:	PUN	:
Si	KON	si
tu	PRO:PER	tu
allait	VER:impf	aller
restais	VER:impf	rester
que	PRO:REL	que
plongea	VER:simp	plonger
yeux	NOM	œil
<EOS>	<EOS>	<EOS>
autre	ADJ	autre
et	KON	et
les	DET:ART	le
dans	PRP	dans
pour	PRP	pour
veux	VER:pres	vouloir
<EOS>	<EOS>	<EOS>
.	SENT	.
.	SENT	.
et	KON	et
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Raymond	NAM	raymond
pauvre	ADJ	pauvre
soi	PRO:PER	soi
tu	PRO:PER	tu
interrogea	VER:simp	interroger
garder	VER:infi	garder
mains	NOM	main
savoir	VER:infi	savoir
étais	VER:impf	être
,	PUN	,
de	PRP	de
--	PUN	--
prit	VER:simp	prendre
Fortune	NOM	fortune
cousin	NOM	cousin
lui	PRO:PER	lui
.	SENT	.
femme	NOM	femme
ce	PRO:DEM	ce
Fortune	NOM	fortune
charmes	NOM	charme
je	PRO:PER	je
?	SENT	?
,	PUN	,
plus	ADV	plus
joie	NOM	joie
jouons	VER:pres	jouer
content	ADJ	content
la	DET:ART	le
toussa	VER:simp	tousser
dit-il	NOM	dit-il
dit	VER:pper	dire
Que	PRO:REL	que
aux	PRP:det	au
,	PUN	,
je	PRO:PER	je
à	PRP	à
savoir	VER:infi	savoir
déjà	ADV	déjà
nous	PRO:PER	nous
Toi	PRO:PER	toi
Saint-Paul	NAM	saint-paul
est	VER:pres	être
Muguette	NAM	muguette
-tu	PRO:PER	tu
?	SENT	?
chérie	NOM	chéri
saurais	VER:cond	savoir
<EOS>	<EOS>	<EOS>
Mais	KON	mais
Quand	KON	quand
,	PUN	,
veux	VER:pres	vouloir
es	VER:pres	être
<SEG>
arrêta	VER:simp	arrêter
demanda	VER:simp	demander
les	DET:ART	le
impatience	NOM	impatience
creusait	VER:impf	creuser
à	PRP	à
--	PUN	--
du	PRP:det	du
dit	VER:pres	dire
arpenter	VER:infi	arpenter
--	PUN	--
.	SENT	.
prise	NOM	prise
,	PUN	,
?	SENT	?
là	ADV	là
ne	ADV	ne
oui	INT	oui
le	PRO:PER	le
Alors	ADV	alors
tu	PRO:PER	tu
<EOS>	<EOS>	<EOS>
Qu'	PRO:REL	que
--	PUN	--
question	NOM	question
savoir	VER:infi	savoir
--	PUN	--
Muguette	NAM	muguette
seul	ADJ	seul
coup	NOM	coup
bien	ADV	bien
manière	NOM	manière
une	DET:ART	un
Eh	INT	eh
ne	ADV	ne
et	KON	et
:	PUN	:
prévint	VER:simp	prévenir
il	PRO:PER	il
...	PUN	...
et	KON	et
avec	PRP	avec
savoir	VER:infi	savoir
à	PRP	à
