mis	VER:pper	mettre
il	PRO:PER	il
le	DET:ART	le
,	PUN	,
enfant	NOM	enfant
parce	KON	parce
mal	NOM	mal
par	PRP	par
cette	PRO:DEM	ce
savait	VER:impf	savoir
avait	VER:impf	avoir
lui	PRO:PER	lui
un	DET:ART	un
nullement	ADV	nullement
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
du	PRP:det	du
à	PRP	à
riens	NOM	rien
il	PRO:PER	il
,	PUN	,
énergiques	ADJ	énergique
de	PRP	de
.	SENT	.
pour	PRP	pour
Valneige	NAM	valneige
dernière	ADJ	dernier
qu'	ADV	qu'
gâté	ADJ	gâté
des	PRP:det	du
la	DET:ART	le
<EOS>	<EOS>	<EOS>
pleurer	VER:infi	pleurer
et	KON	et
Ce	PRO:DEM	ce
pleurait	VER:impf	pleurer
froid	ADJ	froid
habitudes	NOM	habitude
avait	VER:impf	avoir
;	PUN	;
des	PRP:det	du
et	KON	et
,	PUN	,
sans	PRP	sans
un	DET:ART	un
se	PRO:PER	se
il	PRO:PER	il
été	VER:pper	être
était	VER:impf	être
jamais	ADV	jamais
manquait	VER:impf	manquer
.	SENT	.
faire	VER:infi	faire
son	DET:POS	son
que	KON	que
,	PUN	,
gêner	VER:infi	gêner
père	NOM	père
mollesse	NOM	mollesse
élevé	VER:pper	élever
tout	ADV	tout
conséquent	ADJ	conséquent
,	PUN	,
supportait	VER:impf	supporter
il	PRO:PER	il
il	PRO:PER	il
avait	VER:impf	avoir
voiture	NOM	voiture
se	PRO:PER	se
sans	PRP	sans
et	KON	et
se	PRO:PER	se
contracté	VER:pper	contracter
grand	ADJ	grand
quand	KON	quand
.	SENT	.
sortirait	VER:cond	sortir
<EOS>	<EOS>	<EOS>
à	PRP	à
mangeait	VER:impf	manger
ne	ADV	ne
n'	ADV	ne
que	PRO:REL	que
courage	NOM	courage
de	PRP	de
<SEG>
du	PRP:det	du
jeune	ADJ	jeune
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
les	DET:ART	le
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
lui	PRO:PER	lui
ailleurs	ADV	ailleurs
,	PUN	,
comme	ADV	comme
rendre	VER:infi	rendre
Notre	DET:POS	notre
il	PRO:PER	il
ma	DET:POS	mon
valait	VER:impf	valoir
rien	NOM	rien
qui	PRO:REL	qui
sert	VER:pres	servir
fût	VER:subi	être
et	KON	et
donne	VER:pres	donner
insupportables	ADJ	insupportable
un	DET:ART	un
la	DET:ART	le
découragement	NOM	découragement
ne	ADV	ne
lui	PRO:PER	lui
qu'	KON	que
disait	VER:impf	dire
.	SENT	.
homme	NOM	homme
âge	NOM	âge
force	NOM	force
,	PUN	,
il	PRO:PER	il
ayant	VER:ppre	avoir
de	PRP	de
garda	VER:simp	garder
un	DET:ART	un
maux	NOM	mal
petite	ADJ	petit
il	PRO:PER	il
qu'	KON	que
il	PRO:PER	il
mène	VER:pres	mener
donc	ADV	donc
bien	ADV	bien
Ce	PRO:DEM	ce
,	PUN	,
Qu'	PRO:REL	que
était	VER:impf	être
que	PRO:REL	que
illusions	NOM	illusion
qu'	ADV	qu'
il	PRO:PER	il
discours	NOM	discours
malheureux	ADJ	malheureux
seul	ADJ	seul
rappelait	VER:impf	rappeler
physique	ADJ	physique
!	SENT	!
ami	NOM	ami
mot	NOM	mot
?	SENT	?
une	DET:ART	un
petit	ADJ	petit
long	ADJ	long
et	KON	et
impossible	ADJ	impossible
énergie	NOM	énergie
:	PUN	:
ne	ADV	ne
bonne	ADJ	bon
et	KON	et
les	DET:ART	le
--	PUN	--
caractère	NOM	caractère
dire	VER:infi	dire
as	VER:pres	avoir
lui	PRO:PER	lui
,	PUN	,
-tu	PRO:PER	tu
à	PRP	à
,	PUN	,
de	PRP	de
fille	NOM	fille
toutes	PRO:IND	tout
,	PUN	,
à	PRP	à
l'	DET:ART	le
semblait	VER:impf	sembler
avait	VER:impf	avoir
du	PRP:det	du
éducation	NOM	éducation
en	PRP	en
D'	PRP	de
et	KON	et
,	PUN	,
<SEG>
la	DET:ART	le
et	KON	et
à	PRP	à
n'	ADV	ne
vie	NOM	vie
tranquille	ADJ	tranquille
vieille	ADJ	vieux
,	PUN	,
de	PRP	de
La	DET:ART	le
elle	PRO:PER	elle
tourmentait	VER:impf	tourmenter
,	PUN	,
.	SENT	.
lui	PRO:PER	lui
plus	ADV	plus
,	PUN	,
laissa	VER:simp	laisser
restait	VER:impf	rester
bonne	ADJ	bon
,	PUN	,
un	DET:ART	un
ainsi	KON	ainsi
heure	NOM	heure
temps	NOM	temps
vieille	ADJ	vieux
de	PRP	de
intérieur	NOM	intérieur
et	KON	et
de	PRP	de
;	PUN	;
voulut	VER:simp	vouloir
scènes	NOM	scène
on	PRO:PER	on
ne	ADV	ne
la	DET:ART	le
souffle	NOM	souffle
dérobée	ADV	dérobée
point	ADV	point
agitation	NOM	agitation
un	DET:ART	un
pouvait	VER:impf	pouvoir
ce	PRO:DEM	ce
lui	PRO:PER	lui
,	PUN	,
,	PUN	,
ne	ADV	ne
longtemps	ADV	longtemps
,	PUN	,
,	PUN	,
autres	ADJ	autre
tant	ADV	tant
quelques	PRO:IND	quelque
réveillé	VER:pper	réveiller
semblant	VER:ppre	sembler
était	VER:impf	être
faisait	VER:impf	faire
mêlait	VER:impf	mêler
du	PRP:det	du
mais	KON	mais
encore	ADV	encore
qui	PRO:REL	qui
qu'	KON	que
Bohémienne	NAM	bohémienne
être	VER:infi	être
et	KON	et
Comme	KON	comme
Praxède	NAM	praxède
embarras	NOM	embarras
qu'	KON	que
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
les	DET:ART	le
apercevant	VER:ppre	apercevoir
que	PRO:REL	que
gagnant	VER:ppre	gagner
qu'	KON	que
d'	PRP	de
force	NOM	force
semblait	VER:impf	sembler
nerveuse	ADJ	nerveux
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
à	PRP	à
ainsi	ADV	ainsi
se	PRO:PER	se
qui	PRO:REL	qui
il	PRO:PER	il
bougeait	VER:impf	bouger
de	PRP	de
le	PRO:PER	le
qui	PRO:REL	qui
dormir	VER:infi	dormir
avoir	VER:infi	avoir
mais	KON	mais
la	PRO:PER	la
.	SENT	.
le	PRO:PER	le
disait	VER:impf	dire
une	DET:ART	un
<SEG>
pour	PRP	pour
monde	NOM	monde
qui	PRO:REL	qui
son	DET:POS	son
tout	PRO:IND	tout
l'	DET:ART	le
troupe	NOM	troupe
;	PUN	;
son	DET:POS	son
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
voulait	VER:impf	vouloir
qu'	PRO:REL	que
Elle	PRO:PER	elle
petit-fils	NOM	petit-fils
,	PUN	,
.	SENT	.
qu'	KON	que
elle	PRO:PER	elle
jurant	VER:ppre	jurer
vrai	ADJ	vrai
considéraient	VER:impf	considérer
elle	PRO:PER	elle
homme	NOM	homme
.	SENT	.
.	SENT	.
détestait	VER:impf	détester
en	PRO:PER	en
qu'	KON	que
à	PRP	à
.	SENT	.
crié	VER:pper	crier
qu'	PRO:REL	que
de	PRP	de
Aigrie	VER:pper	aigrir
Quand	KON	quand
comme	ADV	comme
la	DET:ART	le
bien	ADV	bien
elle	PRO:PER	elle
et	KON	et
avait	VER:impf	avoir
résistait	VER:impf	résister
à	PRP	à
gendre	NOM	gendre
incommodités	NOM	incommodité
Gella	NAM	gella
tous	PRO:IND	tout
,	PUN	,
s'	PRO:PER	se
,	PUN	,
fort	ADJ	fort
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
était	VER:impf	être
plus	ADV	plus
son	DET:POS	son
en	PRO:PER	en
aucun	PRO:IND	aucun
et	KON	et
elle	PRO:PER	elle
ils	PRO:PER	il
prouvé	VER:pper	prouver
Karik	NAM	karik
fatigue	NOM	fatigue
,	PUN	,
,	PUN	,
âge	NOM	âge
<EOS>	<EOS>	<EOS>
en	PRP	en
fer	NOM	fer
à	PRP	à
avaient	VER:impf	avoir
plus	ADV	plus
appelait	VER:impf	appeler
les	DET:ART	le
;	PUN	;
la	PRO:PER	la
respect	NOM	respect
le	DET:ART	le
père	NOM	père
le	DET:ART	le
à	PRP	à
par	PRP	par
l'	DET:ART	le
tyran	NOM	tyran
de	PRP	de
Praxède	NAM	praxède
prenait	VER:impf	prendre
misère	NOM	misère
déjà	ADV	déjà
de	PRP	de
la	DET:ART	le
la	DET:ART	le
elle	PRO:PER	elle
n'	ADV	ne
et	KON	et
lui	PRO:PER	lui
avaient	VER:impf	avoir
<SEG>
au	PRP:det	au
il	PRO:PER	il
un	DET:ART	un
intimider	VER:infi	intimider
chien	NOM	chien
servante	NOM	servante
une	DET:ART	un
<EOS>	<EOS>	<EOS>
hideux	ADJ	hideux
.	SENT	.
comme	ADV	comme
par	PRP	par
,	PUN	,
À	PRP	à
mère	NOM	mère
Elle	PRO:PER	elle
et	KON	et
coup	NOM	coup
,	PUN	,
certain	PRO:IND	certain
de	PRP	de
un	DET:ART	un
donc	ADV	donc
forcée	VER:pper	forcer
allait	VER:impf	aller
fallait	VER:impf	falloir
dans	PRP	dans
vieille	ADJ	vieux
,	PUN	,
comme	KON	comme
de	PRP	de
de	PRP	de
menace	NOM	menace
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
jamais	ADV	jamais
tout	PRO:IND	tout
point	NOM	point
mordît	VER:subi	mordre
la	DET:ART	le
le	PRO:PER	le
craindre	VER:infi	craindre
.	SENT	.
y	PRO:PER	y
respectait	VER:impf	respecter
étroit	ADJ	étroit
en	PRO:PER	en
grognement	NOM	grognement
duretés	NOM	dureté
.	SENT	.
la	PRO:PER	la
,	PUN	,
coups	NOM	coup
ne	ADV	ne
qu'	PRO:REL	que
s'	PRO:PER	se
elle	PRO:PER	elle
en	PRP	en
pied	NOM	pied
parce	KON	parce
peu	ADV	peu
chaque	PRO:IND	chaque
lançait	VER:impf	lancer
se	PRO:PER	se
de	PRP	de
il	PRO:PER	il
que	KON	que
répondait	VER:impf	répondre
un	DET:ART	un
qu'	KON	que
Mais	KON	mais
,	PUN	,
aux	PRP:det	au
quand	KON	quand
prendre	VER:infi	prendre
,	PUN	,
<EOS>	<EOS>	<EOS>
avait	VER:impf	avoir
laissait	VER:impf	laisser
,	PUN	,
genre	NOM	genre
au	PRP:det	au
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
Wolf	NOM	wolf
jusqu'	PRP	jusque
il	PRO:PER	il
était	VER:impf	être
ne	ADV	ne
lui	PRO:PER	lui
elle	PRO:PER	elle
à	PRP	à
cet	PRO:DEM	ce
.	SENT	.
une	DET:ART	un
habitué	VER:pper	habituer
aux	PRP:det	au
Wolf	NOM	wolf
et	KON	et
<SEG>
se	PRO:PER	se
pour	PRP	pour
souffreteuse	ADJ	souffreteux
,	PUN	,
qu'	KON	que
<EOS>	<EOS>	<EOS>
,	PUN	,
soigner	VER:infi	soigner
logis	NOM	logis
exigeait	VER:impf	exiger
,	PUN	,
peur	NOM	peur
si	ADV	si
n'	ADV	ne
contentait	VER:impf	contenter
animal	NOM	animal
que	PRO:REL	que
La	DET:ART	le
ne	ADV	ne
si	ADV	si
pâle	ADJ	pâle
c'	PRO:DEM	ce
il	PRO:PER	il
comme	KON	comme
sans	PRP	sans
la	DET:ART	le
au	PRP:det	au
se	PRO:PER	se
sur	PRP	sur
.	SENT	.
de	PRP	de
trop	ADV	trop
parler	VER:infi	parler
mauvaise	ADJ	mauvais
Tilly	NAM	tilly
devrait	VER:cond	devoir
lui	PRO:PER	lui
qu'	KON	que
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
tombât	VER:subi	tomber
et	KON	et
geste	NOM	geste
ordinairement	ADV	ordinairement
et	KON	et
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
de	PRP	de
cette	PRO:DEM	ce
.	SENT	.
battre	VER:infi	battre
brutalement	ADV	brutalement
défense	NOM	défense
,	PUN	,
,	PUN	,
car	KON	car
êtres	NOM	être|êtres
on	PRO:PER	on
,	PUN	,
pas	ADV	pas
ne	ADV	ne
la	PRO:PER	la
à	PRP	à
Praxède	NAM	praxède
étaient	VER:impf	être
ils	PRO:PER	il
moindre	ADJ	moindre
fallût	VER:subi	falloir
deux	NUM	deux
attention	NOM	attention
point	ADV	point
qu'	KON	que
osait	VER:impf	oser
obéir	VER:infi	obéir
continuelle	ADJ	continuel
Elle	PRO:PER	elle
qu'	KON	que
huit	NUM	huit
de	PRP	de
.	SENT	.
eux	PRO:PER	eux
ans	NOM	an
humeur	NOM	humeur
par1er	VER:infi	par1er
rejetait	VER:impf	rejeter
.	SENT	.
une	DET:ART	un
ne	ADV	ne
enfant	NOM	enfant
ne	ADV	ne
malade	ADJ	malade
de	PRP	de
un	DET:ART	un
était	VER:impf	être
,	PUN	,
sa	DET:POS	son
était	VER:impf	être
pauvre	ADJ	pauvre
craignait	VER:impf	craindre
<SEG>
Sa	DET:POS	son
.	SENT	.
enfant	NOM	enfant
,	PUN	,
mangeait	VER:impf	manger
lui	PRO:PER	lui
,	PUN	,
menait	VER:impf	mener
triomphé	VER:pper	triompher
vigilance	NOM	vigilance
de	PRP	de
Quand	KON	quand
de	PRP	de
une	DET:ART	un
cessait	VER:impf	cesser
gagne-pain	NOM	gagne-pain
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
pitié	NOM	pitié
rien	ADV	rien
qu'	KON	que
la	PRO:PER	la
Quant	PRP	quant
Praxède	NAM	praxède
surtout	ADV	surtout
pauvre	NOM	pauvre
,	PUN	,
douceur	NOM	douceur
un	DET:ART	un
sentir	VER:infi	sentir
et	KON	et
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
était	VER:impf	être
rien	NOM	rien
inertie	NOM	inertie
un	DET:ART	un
traitements	NOM	traitement
par	PRP	par
désarmait	VER:impf	désarmer
manqué	VER:pper	manquer
l'	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
,	PUN	,
ne	ADV	ne
,	PUN	,
.	SENT	.
sa	DET:POS	son
bel	ADJ	beau
la	DET:ART	le
devenue	VER:pper	devenir
ou	KON	ou
des	PRP:det	du
vie	NOM	vie
digne	ADJ	digne
Natchès	NAM	natchès
qu'	KON	que
nature	NOM	nature
dix	NUM	dix
point	ADV	point
souffre-douleur	NOM	souffre-douleur
.	SENT	.
faire	VER:infi	faire
de	PRP	de
vrai	ADJ	vrai
!	SENT	!
petite	ADJ	petit
asservissement	NOM	asservissement
c'	PRO:DEM	ce
.	SENT	.
promptitude	NOM	promptitude
elle	PRO:PER	elle
de	PRP	de
punition	NOM	punition
dont	PRO:REL	dont
moins	ADV	moins
de	PRP	de
à	PRP	à
hélas	INT	hélas
mauvais	ADJ	mauvais
était	VER:impf	être
n'	ADV	ne
l'	DET:ART	le
,	PUN	,
ne	ADV	ne
c'	PRO:DEM	ce
était	VER:impf	être
<EOS>	<EOS>	<EOS>
robuste	ADJ	robuste
avait	VER:impf	avoir
<EOS>	<EOS>	<EOS>
,	PUN	,
la	DET:ART	le
Ce	PRO:DEM	ce
ans	NOM	an
naturelle	ADJ	naturel
<SEG>
lui	PRO:PER	lui
depuis	PRP	depuis
.	SENT	.
en	PRO:PER	en
.	SENT	.
au	PRP:det	au
de	PRP	de
fallait	VER:impf	falloir
écornée	VER:pper	écorner
,	PUN	,
pour	PRP	pour
répondu	VER:pper	répondre
battu	VER:pper	battre
de	PRP	de
<EOS>	<EOS>	<EOS>
injustes	ADJ	injuste
il	PRO:PER	il
pour	PRP	pour
C'	PRO:DEM	ce
,	PUN	,
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
ses	DET:POS	son
une	NUM	un
chiffons	NOM	chiffon
était	VER:impf	être
donnait	VER:impf	donner
son	DET:POS	son
,	PUN	,
des	PRP:det	du
car	KON	car
qu'	KON	que
assista	VER:simp	assister
on	PRO:PER	on
avait	VER:impf	avoir
dit	VER:pper	dire
laquelle	PRO:REL	lequel
la	DET:ART	le
soupe	NOM	soupe
à	PRP	à
écuelle	NOM	écuelle
on	PRO:PER	on
eu	VER:pper	avoir
<EOS>	<EOS>	<EOS>
souvent	ADV	souvent
La	DET:ART	le
querelles	NOM	querelle
à	PRP	à
la	DET:ART	le
et	KON	et
irritait	VER:impf	irriter
chien	NOM	chien
avoir	VER:infi	avoir
pour	KON	pour
battu	VER:pper	battre
une	DET:ART	un
fureur	NOM	fureur
que	KON	que
de	PRP	de
Il	PRO:PER	il
entrât	VER:subi	entrer
l'	DET:ART	le
tout	PRO:IND	tout
malheur	NOM	malheur
négligence	NOM	négligence
.	SENT	.
de	PRP	de
plus	ADV	plus
vieille	NOM	vieille
rien	ADV	rien
,	PUN	,
<EOS>	<EOS>	<EOS>
veille	NOM	veille
.	SENT	.
,	PUN	,
pour	PRP	pour
aimait	VER:impf	aimer
années	NOM	année
en	PRP	en
n'	ADV	ne
qu'	PRO:REL	que
la	DET:ART	le
lit	NOM	lit
de	PRP	de
propos	NOM	propos
n'	ADV	ne
faisait	VER:impf	faire
le	DET:ART	le
casser	VER:infi	casser
elle	PRO:PER	elle
battu	VER:pper	battre
l'	PRO:PER	la|le
,	PUN	,
Adalbert	NAM	adalbert
avoir	VER:infi	avoir
dans	PRP	dans
il	PRO:PER	il
était	VER:impf	être
,	PUN	,
moindre	ADJ	moindre
<SEG>
d'	PRP	de
rouge	ADJ	rouge
lui	PRO:PER	lui
payer	VER:infi	payer
<EOS>	<EOS>	<EOS>
Oui	INT	oui
.	SENT	.
l'	DET:ART	le
est	VER:pres	être
moi	PRO:PER	moi
mentir	VER:infi	mentir
s'	PRO:PER	se
!	SENT	!
la	DET:ART	le
<EOS>	<EOS>	<EOS>
ai	VER:pres	avoir
,	PUN	,
l'	PRO:PER	la|le
!	SENT	!
toi	PRO:PER	toi
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Canaille	NOM	canaille
cassé	VER:pper	casser
!	SENT	!
Propre	ADJ	propre
de	PRP	de
?	SENT	?
sois	VER:subp	être
pots	NOM	pot
qui	PRO:REL	qui
je	PRO:PER	je
exprès	ADV	exprès
<EOS>	<EOS>	<EOS>
c'	PRO:DEM	ce
n'	ADV	ne
plus	ADV	plus
aigre	ADJ	aigre
avait	VER:impf	avoir
même	ADV	même
C'	NAM	c'
femme	NOM	femme
,	PUN	,
Vipère	NOM	vipère
:	PUN	:
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
pas	ADV	pas
Natchès	NAM	natchès
vieille	ADJ	vieux
que	KON	que
dit	VER:pres	dire
colère	NOM	colère
écuelle	NOM	écuelle
une	DET:ART	un
est	VER:pres	être
tranquille	ADJ	tranquille
écria	VER:simp	écrier
de	PRP	de
!	SENT	!
dit	VER:pres	dire
,	PUN	,
!	SENT	!
tout	ADV	tout
--	PUN	--
pas	ADV	pas
«	PUN:cit	«
Il	PRO:PER	il
idée	NOM	idée
ne	ADV	ne
ah	INT	ah
<EOS>	<EOS>	<EOS>
tu	PRO:PER	tu
mais	KON	mais
par-dessus	ADV	par-dessus
,	PUN	,
la	PRO:PER	la
enfant	NOM	enfant
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
Elle	PRO:PER	elle
manquerait	VER:cond	manquer
voix	NOM	voix
;	PUN	;
à	PRP	à
vas	VER:pres	aller
rien	NOM	rien
et	KON	et
appela	VER:simp	appeler
l'	DET:ART	le
ne	ADV	ne
!	SENT	!
qui	PRO:REL	qui
--	PUN	--
fait	VER:pres	faire
,	PUN	,
ça	PRO:DEM	cela
as	VER:pres	avoir
<SEG>
tomba	VER:simp	tomber
le	DET:ART	le
une	DET:ART	un
et	KON	et
pâle	ADJ	pâle
de	PRP	de
l'	DET:ART	le
que	KON	que
sur	PRP	sur
même	ADJ	même
.	SENT	.
coups	NOM	coup
frère	NOM	frère
maladive	ADJ	maladif
la	DET:ART	le
la	DET:ART	le
pauvre	ADJ	pauvre
Alors	ADV	alors
,	PUN	,
du	PRP:det	du
<EOS>	<EOS>	<EOS>
jeune	ADJ	jeune
mais	KON	mais
fureur	NOM	fureur
Tilly	NAM	tilly
.	SENT	.
et	KON	et
grêle	NOM	grêle
mouvements	NOM	mouvement
temps	NOM	temps
de	PRP	de
En	NOM	en
elle	PRO:PER	elle
éviter	VER:infi	éviter
se	PRO:PER	se
,	PUN	,
mégère	NOM	mégère
petit	ADJ	petit
des	PRP:det	du
<EOS>	<EOS>	<EOS>
forces	NOM	force|forces
nerveuse	ADJ	nerveux
!	SENT	!
souples	ADJ	souple
ses	DET:POS	son
pour	PRP	pour
<EOS>	<EOS>	<EOS>
;	PUN	;
parvenaient	VER:impf	parvenir
la	DET:ART	le
<EOS>	<EOS>	<EOS>
ne	ADV	ne
malheureux	NOM	malheureux
.	SENT	.
une	DET:ART	un
le	DET:ART	le
à	PRP	à
redoublait	VER:impf	redoubler
adroits	ADJ	adroit
plupart	NOM	plupart
»	PUN:cit	»
Praxède	NAM	praxède
à	PRP	à
à	PRP	à
cela	PRO:DEM	cela
la	DET:ART	le
enfant	NOM	enfant
pouvait	VER:impf	pouvoir
sur	PRP	sur
prit	VER:simp	prendre
garçon	NOM	garçon
coups	NOM	coup
jeta	VER:simp	jeter
comparer	VER:infi	comparer
corde	NOM	corde
et	KON	et
défaut	NOM	défaut
agilité	NOM	agilité
puissance	NOM	puissance
sûrement	ADV	sûrement
une	DET:ART	un
de	PRP	de
appelait	VER:impf	appeler
voyant	VER:ppre	voir
Les	DET:ART	le
se	PRO:PER	se
avait	VER:impf	avoir
,	PUN	,
vitales	ADJ	vital
,	PUN	,
,	PUN	,
,	PUN	,
qu'	PRO:REL	que
mains	NOM	main
plus	ADV	plus
son	DET:POS	son
méchantes	ADJ	méchant
heureusement	ADV	heureusement
l'	PRO:PER	la|le
atteindre	VER:infi	atteindre
<SEG>
pour	PRP	pour
l'	DET:ART	le
Gella	NAM	gella
jeune	ADJ	jeune
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
de	PRP	de
Gella	NAM	gella
,	PUN	,
Pardon	NAM	pardon
surveillant	VER:ppre	surveiller
dans	PRP	dans
Et	NAM	et
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Gella	NAM	gella
supplication	NOM	supplication
pas	ADV	pas
espèce	NOM	espèce
dans	PRP	dans
.	SENT	.
cause	NOM	cause
son	DET:POS	son
Mais	VER:impf	mais
ne	ADV	ne
n'	ADV	ne
l'	DET:ART	le
à	PRP	à
tout	ADV	tout
l'	DET:ART	le
cuisine	NOM	cuisine
de	PRP	de
!	SENT	!
comme	KON	comme
,	PUN	,
pardon	INT	pardon
!	SENT	!
de	PRP	de
,	PUN	,
ménagée	VER:pper	ménager
de	PRP	de
un	DET:ART	un
,	PUN	,
»	PUN:cit	»
au	PRP:det	au
ordre	NOM	ordre
escalier	NOM	escalier
<EOS>	<EOS>	<EOS>
si	KON	si
faites	VER:pres	faire
,	PUN	,
fille	NOM	fille
lui	PRO:PER	lui
,	PUN	,
<EOS>	<EOS>	<EOS>
la	DET:ART	le
<EOS>	<EOS>	<EOS>
mail	NOM	mail
n'	ADV	ne
soupe	NOM	soupe
leur	DET:POS	leur
coude	NOM	coude
.	SENT	.
dans	PRP	dans
Gella	NAM	gella
venger	VER:infi	venger
commun	ADJ	commun
,	PUN	,
!	SENT	!
aise	NOM	aise
ménage	NOM	ménage
dehors	NOM	dehors
en	PRP	en
matin	NOM	matin
la	DET:ART	le
du	PRP:det	du
de	PRP	de
mettait	VER:impf	mettre
son	DET:POS	son
cria-t-elle	NOM	cria-t-elle
frappait	VER:impf	frapper
écuelle	NOM	écuelle
la	DET:ART	le
oh	INT	oh
Comment	ADV	comment
déchirante	ADJ	déchirant
vieille	ADJ	vieux
?	SENT	?
pas	ADV	pas
<EOS>	<EOS>	<EOS>
entendait	VER:impf	entendre
malheur	NOM	malheur
le	DET:ART	le
microscopique	ADJ	microscopique
accourait	VER:impf	accourir
tout	ADV	tout
elle	PRO:PER	elle
!	SENT	!
pas	ADV	pas
cette	PRO:DEM	ce
<SEG>
<EOS>	<EOS>	<EOS>
donc	ADV	donc
rarement	ADV	rarement
,	PUN	,
y	PRO:PER	y
bien	ADV	bien
intervenait	VER:impf	intervenir
,	PUN	,
prouvait	VER:impf	prouver
n'	ADV	ne
sa	DET:POS	son
au	PRP:det	au
Karik	NAM	karik
,	PUN	,
n'	ADV	ne
que	ADV	que
cœur	NOM	cœur
en	PRP	en
était	VER:impf	être
vivant	NOM	vivant
esprits	NOM	esprit
mauvais	ADJ	mauvais
Gella	NAM	gella
ne	ADV	ne
,	PUN	,
<EOS>	<EOS>	<EOS>
de	PRP	de
il	PRO:PER	il
de	PRP	de
en	PRP	en
,	PUN	,
en	PRP	en
endurci	VER:pper	endurcir
Non	ADV	non
cas	NOM	cas
que	ADV	que
homme	NOM	homme
si	ADV	si
Natchès	NAM	natchès
était	VER:impf	être
avec	PRP	avec
;	PUN	;
Qui	PRO	qui
affreuses	ADJ	affreux
native	ADJ	natif
exceptionnels	ADJ	exceptionnel
silence	NOM	silence
elle	PRO:PER	elle
bonté	NOM	bonté
souvent	ADV	souvent
eût	VER:subi	avoir
sourire	NOM	sourire
fume	VER:pres	fumer
s'	PRO:PER	se
?	SENT	?
scènes	NOM	scène
dit	VER:pres	dire
dans	PRP	dans
,	PUN	,
?	SENT	?
la	DET:ART	le
revenaient	VER:impf	revenir
l'	DET:ART	le
faveur	NOM	faveur
les	DET:ART	le
L'	DET:ART	le
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
parlera	VER:futu	parler
.	SENT	.
<EOS>	<EOS>	<EOS>
qu'	KON	que
de	PRP	de
ces	PRO:DEM	ce
main	NOM	main
Son	DET:POS	son
et	KON	et
habituée	VER:pper	habituer
qu'	KON	que
y	PRO:PER	y
des	PRP:det	du
émue	VER:pper	émouvoir
Natchès	NAM	natchès
elle	PRO:PER	elle
en	PRP	en
et	KON	et
.	SENT	.
son	DET:POS	son
s'	PRO:PER	se
;	PUN	;
affreux	ADJ	affreux
était	VER:impf	être
secours	NOM	secours
ricane	VER:pres	ricaner
fer	NOM	fer
pipe	NOM	pipe
une	DET:ART	un
à	PRP	à
mot	NOM	mot
elle	PRO:PER	elle
<SEG>
sans	PRP	sans
jette	VER:pres	jeter
traditions	NOM	tradition
lève	VER:pres	lever
victime	NOM	victime
et	KON	et
,	PUN	,
gravées	VER:pper	graver
Adalbert	NAM	adalbert
Tilly	NAM	tilly
été	VER:pper	être
Vous	NAM	vous
recevant	VER:ppre	recevoir
en	PRP	en
la	DET:ART	le
sera	VER:futu	être
!	SENT	!
la	DET:ART	le
défendra	VER:futu	défendre
n'	ADV	ne
place	NOM	place
,	PUN	,
<EOS>	<EOS>	<EOS>
douce	ADJ	doux
crie	VER:pres	crier
Adalbert	NAM	adalbert
se	PRO:PER	se
de	PRP	de
n'	ADV	ne
triste	ADJ	triste
pas	ADV	pas
supplie	VER:pres	supplier
.	SENT	.
sur	PRP	sur
«	PUN:cit	«
,	PUN	,
<EOS>	<EOS>	<EOS>
justice	NOM	justice
ses	DET:POS	son
,	PUN	,
ineffaçables	ADJ	ineffaçable
sont	VER:pres	être
avez	VER:pres	avoir
pitié	NOM	pitié
,	PUN	,
son	DET:POS	son
de	PRP	de
Qui	PRO	qui
du	PRP:det	du
Si	NAM	si
Il	PRO:PER	il
quelques	PRO:IND	quelque
»	PUN:cit	»
faire	VER:infi	faire
en	PRP	en
Ce	PRO:DEM	ce
droit	NOM	droit
forces	NOM	force|forces
caractères	NOM	caractère
eût	VER:subi	avoir
:	PUN	:
de	PRP	de
