maisons	NOM	maison
,	PUN	,
prit	VER:simp	prendre
Quelques	PRO:IND	quelque
;	PUN	;
qui	PRO:REL	qui
et	KON	et
parvenus	VER:pper	parvenir
particulier	ADJ	particulier
regard	NOM	regard
pour	PRP	pour
qui	PRO:REL	qui
un	DET:ART	un
domaines	NOM	domaine
Fourville	NAM	fourville
vicomte	NOM	vicomte
,	PUN	,
un	DET:ART	un
enfin	ADV	enfin
de	PRP	de
dans	PRP	dans
de	PRP	de
il	PRO:PER	il
,	PUN	,
connaissait	VER:impf	connaître
adressé	VER:pper	adresser
<EOS>	<EOS>	<EOS>
bâti	VER:pper	bâtir
comme	KON	comme
château	NOM	château
les	PRO:PER	la|le
s'	PRO:PER	se
cordial	ADJ	cordial
entre	PRP	entre
doux	ADJ	doux
qui	PRO:REL	qui
frayaient	VER:impf	frayer|frayer
mourir	VER:infi	mourir
en	PRP	en
eux	PRO:PER	eux
<EOS>	<EOS>	<EOS>
,	PUN	,
acheté	VER:pper	acheter
,	PUN	,
tenant	VER:ppre	tenir
plus	ADV	plus
son	DET:POS	son
;	PUN	;
lui	PRO:PER	lui
sur	PRP	sur
et	KON	et
mais	KON	mais
,	PUN	,
,	PUN	,
eût	VER:subi	avoir
dernier	ADJ	dernier
femme	NOM	femme
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
assez	ADV	assez
Le	DET:ART	le
passait	VER:impf	passer
Jeanne	NAM	jeanne
isolés	VER:pper	isoler
,	PUN	,
race	NOM	race
son	DET:POS	son
la	DET:ART	le
-ci	ADV	-ci
des	PRP:det	du
de	PRP	de
.	SENT	.
le	DET:ART	le
point	ADV	point
par	PRP	par
chagrin	NOM	chagrin
vivait	VER:impf	vivre
croque-mitaine	NOM	croque-mitaine
chasseur	NOM	chasseur
et	KON	et
plus	ADV	plus
<SEG>
mère	NOM	mère
On	NAM	on
autre	ADJ	autre
pour	PRP	pour
Oui	ADJ	oui
trouva	VER:simp	trouver
,	PUN	,
semaine	NOM	semaine
le	DET:ART	le
.	SENT	.
lui	PRO:PER	lui
petite	ADJ	petit
père	NOM	père
,	PUN	,
<EOS>	<EOS>	<EOS>
et	KON	et
exercice	NOM	exercice
de	PRP	de
soutenait	VER:impf	soutenir
un	DET:ART	un
point	ADV	point
baronne	NOM	baron|baronne
<EOS>	<EOS>	<EOS>
côté	NOM	côté
souvent	ADV	souvent
elle	PRO:PER	elle
c'	PRO:DEM	ce
surtout	ADV	surtout
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
comme	KON	comme
alors	ADV	alors
son	DET:POS	son
il	PRO:PER	il
Il	PRO:PER	il
régulièrement	ADV	régulièrement
charmant	ADJ	charmant
.	SENT	.
très	ADV	très
.	SENT	.
plus	ADV	plus
la	DET:ART	le
de	PRP	de
très	ADV	très
l'	DET:ART	le
heures	NOM	heure
:	PUN	:
baronne	NOM	baron|baronne
n'	ADV	ne
faut	VER:pres	falloir
»	PUN:cit	»
élevé	VER:pper	élever
son	DET:POS	son
après-midi	NOM	après-midi
dîner	VER:infi	dîner
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
est	VER:pres	être
«	PUN:cit	«
arrivait	VER:impf	arriver
vint	VER:simp	venir
était	VER:impf	être
.	SENT	.
La	DET:ART	le
allée	NOM	allée
dans	PRP	dans
Il	PRO:PER	il
«	PUN:cit	«
certes	ADV	certes
suivante	ADJ	suivant
«	PUN:cit	«
faire	VER:infi	faire
<EOS>	<EOS>	<EOS>
.	SENT	.
.	SENT	.
vers	PRP	vers
sortie	VER:pper	sortir
et	KON	et
le	DET:ART	le
offrait	VER:impf	offrir
,	PUN	,
Jeanne	NAM	jeanne
l'	PRO:PER	la|le
Quand	KON	quand
bien	ADV	bien
la	DET:ART	le
Petit	ADJ	petit
invita	VER:simp	inviter
l'	DET:ART	le
rejoignait	VER:impf	rejoindre
,	PUN	,
le	PRO:PER	le
à	PRP	à
bras	NOM	bras
,	PUN	,
quatre	NUM	quatre
et	KON	et
garçon	NOM	garçon
répondit	VER:simp	répondre
<SEG>
.	SENT	.
,	PUN	,
Lastique	ADJ	lastique
l'	DET:ART	le
Jeanne	NAM	jeanne
avec	PRP	avec
Yport	NAM	yport
bleue	ADJ	bleu
père	NOM	père
parlait	VER:impf	parler
allant	VER:ppre	aller
la	DET:ART	le
la	DET:ART	le
autre	ADJ	autre
plage	NOM	plage
guère	ADV	guère
droit	ADJ	droit
baron	NOM	baron
,	PUN	,
,	PUN	,
on	PRO:PER	on
souvent	ADV	souvent
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
à	PRP	à
et	KON	et
qu'	PRO:REL	que
Il	PRO:PER	il
les	PRO:PER	la|le
,	PUN	,
chemin	NOM	chemin
Plusieurs	PRO:IND	plusieurs
trois	NUM	trois
œil	NOM	œil
l'	DET:ART	le
cesse	NOM	cesse
soir	NOM	soir
sans	PRP	sans
bout	NOM	bout
de	PRP	de
.	SENT	.
tous	PRO:IND	tout
tous	PRO:IND	tout
lentement	ADV	lentement
velours	NOM	velours
en	PRP	en
dit	VER:pper	dire
jeune	ADJ	jeune
œil	NOM	œil
<EOS>	<EOS>	<EOS>
un	DET:ART	un
dont	PRO:REL	dont
ne	ADV	ne
semblait	VER:impf	sembler
sur	PRP	sur
Comme	KON	comme
fille	NOM	fille
à	PRP	à
les	DET:ART	le
un	DET:ART	un
aborda	VER:simp	aborder
du	PRP:det	du
marchaient	VER:impf	marcher
le	DET:ART	le
noir	ADJ	noir
<EOS>	<EOS>	<EOS>
descendirent	VER:simp	descendre
à	PRP	à
l'	DET:ART	le
se	PRO:PER	se
sans	PRP	sans
agate	NOM	agate
le	DET:ART	le
quitter	VER:infi	quitter
rencontrait	VER:impf	rencontrer
trouvaient	VER:impf	trouver
.	SENT	.
,	PUN	,
fois	NOM	fois
d'	PRP	de
.	SENT	.
grand	ADJ	grand
et	KON	et
,	PUN	,
,	PUN	,
tout	ADV	tout
aurait	VER:cond	avoir
deux	NUM	deux
en	PRP	en
ils	PRO:PER	il
son	DET:POS	son
revenant	VER:ppre	revenir
,	PUN	,
,	PUN	,
Mais	KON	mais
absence	NOM	absence
sa	DET:POS	son
qui	PRO:REL	qui
pipe	NOM	pipe
ils	PRO:PER	il
<SEG>
r'venir	VER:infi	r'venir
là-bas	ADV	là-bas
fut	VER:simp	être
»	PUN:cit	»
s'	PRO:PER	se
que	KON	que
?	SENT	?
quoi	PRO	quoi
prononça	VER:simp	prononcer
Nous	PRO:PER	nous
voulais	VER:impf	vouloir
En	NAM	en
?	SENT	?
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
y	PRO:PER	y
Jeanne	NAM	jeanne
,	PUN	,
:	PUN	:
M	NOM	m
m'	PRO:PER	me
tourna	VER:simp	tourner
étonné	VER:pper	étonner
-vous	PRO:PER	vous
disparition	NOM	disparition
,	PUN	,
«	PUN:cit	«
son	DET:POS	son
de	PRP	de
<EOS>	<EOS>	<EOS>
peut-être	ADV	peut-être
déjeuner	VER:infi	déjeuner
«	PUN:cit	«
:	PUN	:
,	PUN	,
aller	VER:infi	aller
baron	NOM	baron
vicomte	NOM	vicomte
Oh	NAM	oh
Avec	NAM	avec
jusqu'	PRP	jusque
la	DET:ART	le
.	SENT	.
,	PUN	,
.	SENT	.
mains	NOM	main
:	PUN	:
,	PUN	,
d'	PRP	de
ce	PRO:DEM	ce
vent	NOM	vent
sans	PRP	sans
et	KON	et
tu	PRO:PER	tu
il	PRO:PER	il
les	DET:ART	le
davantage	ADV	davantage
«	PUN:cit	«
la	DET:ART	le
»	PUN:cit	»
donner	VER:infi	donner
aurait	VER:cond	avoir
Étretat	NOM	étretat
papa	NOM	papa
si	KON	si
!	SENT	!
main	NOM	main
se	PRO:PER	se
Dès	PRP	dès
d'	PRP	de
partie	NOM	partie
<EOS>	<EOS>	<EOS>
de	PRP	de
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
nez	NOM	nez
l'	DET:ART	le
sieu	VER:cond	sieu
<EOS>	<EOS>	<EOS>
,	PUN	,
irions	VER:cond	aller
-là	ADV	là
êtes	VER:pres	être
Et	VER:ppre	et
Lamare	NAM	lamare
joignit	VER:simp	joindre
aurore	NOM	aurore
.	SENT	.
décidée	ADJ	décidé
de	PRP	de
suite	NOM	suite
peine	NOM	peine
baron	NOM	baron
.	SENT	.
aurait	VER:cond	avoir
d'	PRP	de
vers	PRP	vers
tout	ADV	tout
»	PUN:cit	»
<SEG>
Le	DET:ART	le
aidèrent	VER:simp	aider
marins	NOM	marin
de	PRP	de
appuyant	VER:ppre	appuyer
quille	NOM	quille
d'	PRP	de
de	PRP	de
à	PRP	à
,	PUN	,
abord	NOM	abord
Jeanne	NAM	jeanne
était	VER:impf	être
bois	NOM	bois
vicomte	NOM	vicomte
toute	PRO:IND	tout
à	PRP	à
et	KON	et
<EOS>	<EOS>	<EOS>
leur	DET:POS	leur
vibrant	ADJ	vibrant
habiller	VER:infi	habiller
un	DET:ART	un
.	SENT	.
bordages	NOM	bordage
<EOS>	<EOS>	<EOS>
peine	NOM	peine
.	SENT	.
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
père	NOM	père
tout	ADV	tout
de	PRP	de
mirent	VER:pres	mirer
puis	ADV	puis
Deux	NUM	deux
<EOS>	<EOS>	<EOS>
oiseaux	NOM	oiseau
plaine	NOM	plaine
plate-forme	NOM	plate-forme
et	KON	et
<EOS>	<EOS>	<EOS>
avançait	VER:impf	avancer
Lastique	NAM	lastique
attendit	VER:simp	attendre
leurs	DET:POS	leur
dans	PRP	dans
le	DET:ART	le
.	SENT	.
Elle	PRO:PER	elle
étaient	VER:impf	être
poussaient	VER:impf	pousser
galet	NOM	galet
la	DET:ART	le
On	PRO:PER	on
sur	PRP	sur
force	NOM	force
la	DET:ART	le
avec	PRP	avec
rouleaux	NOM	rouleau
ils	PRO:PER	il
aux	PRP:det	au
le	DET:ART	le
au	PRP:det	au
la	DET:ART	le
glissait	VER:impf	glisser
son	DET:POS	son
s'	PRO:PER	se
d'	PRP	de
sur	PRP	sur
,	PUN	,
,	PUN	,
marcher	VER:infi	marcher
départ	NOM	départ
père	NOM	père
cabestan	NOM	cabestan
se	PRO:PER	se
la	DET:ART	le
sous	PRP	sous
des	PRP:det	du
.	SENT	.
debout	ADV	debout
.	SENT	.
lent	ADJ	lent
chants	NOM	chant
traversant	VER:ppre	traverser
,	PUN	,
rosée	NOM	rosée
plus	ADV	plus
,	PUN	,
autres	ADJ	autre
assis	VER:pper	asseoir
Les	DET:ART	le
,	PUN	,
.	SENT	.
bois	NOM	bois
de	PRP	de
épaules	NOM	épaule
hommes	NOM	homme
Lastique	ADJ	lastique
<SEG>
commun	ADJ	commun
tout	PRO:IND	tout
traînante	ADJ	traînant
<EOS>	<EOS>	<EOS>
un	DET:ART	un
s'	PRO:PER	se
terre	NOM	terre
pente	NOM	pente
.	SENT	.
restés	VER:pper	rester
.	SENT	.
voix	NOM	voix
régler	VER:infi	régler
reprenant	VER:ppre	reprendre
,	PUN	,
tout	ADV	tout
légère	ADJ	léger
continue	ADJ	continu
à	PRP	à
hop	INT	hop
le	PRO:PER	le
effort	NOM	effort
à	PRP	à
déchirée	VER:pper	déchirer
prit	VER:simp	prendre
la	DET:ART	le
Il	PRO:PER	il
sur	PRP	sur
<EOS>	<EOS>	<EOS>
place	NOM	place
matelots	NOM	matelot
écume	NOM	écume
<EOS>	<EOS>	<EOS>
interminable	ADJ	interminable
dévala	VER:simp	dévaler
d'	PRP	de
parvint	VER:simp	parvenir
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Mais	KON	mais
sa	DET:POS	son
,	PUN	,
une	DET:ART	un
,	PUN	,
modulait	VER:impf	moduler
arrêta	VER:simp	arrêter
mirent	VER:simp	mettre
»	PUN:cit	»
des	PRP:det	du
,	PUN	,
le	DET:ART	le
un	DET:ART	un
coup	NOM	coup
son	NOM	son
et	KON	et
on	PRO:PER	on
puis	ADV	puis
graissés	VER:pper	graisser
monde	NOM	monde
cailloux	NOM	caillou
à	PRP	à
les	DET:ART	le
l'	DET:ART	le
net	ADV	net
l'	DET:ART	le
petites	ADJ	petit
flot	NOM	flot
de	PRP	de
lorsqu'	KON	lorsque
Ohée	NAM	ohée
partit	VER:simp	partir
puis	ADV	puis
Une	DET:ART	un
le	DET:ART	le
devait	VER:impf	devoir
,	PUN	,
,	PUN	,
les	DET:ART	le
deux	NUM	deux
brise	NOM	brise
toile	NOM	toile
!	SENT	!
les	DET:ART	le
qui	PRO:REL	qui
canot	NOM	canot
avec	PRP	avec
,	PUN	,
,	PUN	,
bruit	NOM	bruit
grand	ADJ	grand
à	PRP	à
vagues	NOM	vague
d'	PRP	de
ronds	ADJ	rond
;	PUN	;
et	KON	et
place	NOM	place
sur	PRP	sur
bancs	NOM	banc
<SEG>
à	PRP	à
mêlait	VER:impf	mêler
.	SENT	.
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
la	DET:ART	le
terre	NOM	terre
pleines	ADJ	plein
d'	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
son	DET:POS	son
La	DET:ART	le
large	ADJ	large
abord	NOM	abord
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
à	PRP	à
horizon	NOM	horizon
,	PUN	,
endroits	NOM	endroit
et	KON	et
arrière	VER:subp	arriérer
,	PUN	,
falaise	NOM	falaise
grande	ADJ	grand
barque	NOM	barque
haute	ADJ	haut
l'	DET:ART	le
,	PUN	,
de	PRP	de
des	PRP:det	du
des	PRP:det	du
hissée	VER:pper	hisser
par	PRP	par
la	DET:ART	le
la	DET:ART	le
en	PRO:PER	en
surface	NOM	surface
l'	PRO:PER	la|le
par	PRP	par
effleurait	VER:impf	effleurer
,	PUN	,
,	PUN	,
droite	ADJ	droit
,	PUN	,
ombre	NOM	ombre
mer	NOM	mer
la	DET:ART	le
ciel	NOM	ciel
voile	NOM	voile
.	SENT	.
l'	DET:ART	le
de	PRP	de
.	SENT	.
un	DET:ART	un
du	PRP:det	du
paisiblement	ADV	paisiblement
On	PRO:PER	on
voiles	NOM	voile
bercée	VER:pper	bercer
se	PRO:PER	se
fut	VER:simp	être
eau	NOM	eau
,	PUN	,
l'	DET:ART	le
peu	ADV	peu
baissant	VER:ppre	baisser
pied	NOM	pied
faisait	VER:impf	faire
soleil	NOM	soleil
Vers	PRP	vers
,	PUN	,
alla	VER:simp	aller
Là-bas	ADV	là-bas
s'	PRO:PER	se
à	PRP	à
Vers	PRP	vers
s'	PRO:PER	se
échancraient	VER:impf	échancrer
et	KON	et
peine	NOM	peine
arrondit	VER:pres	arrondir
se	PRO:PER	se
éloigna	VER:simp	éloigner
.	SENT	.
une	DET:ART	un
,	PUN	,
gazon	NOM	gazon
la	DET:ART	le
en	PRO:PER	en
océan	NOM	océan
ridait	VER:impf	rider
et	KON	et
<EOS>	<EOS>	<EOS>
venant	VER:ppre	venir
pentes	NOM	pente
de	PRP	de
<SEG>
et	KON	et
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
sortaient	VER:impf	sortir
vraiment	ADV	vraiment
que	KON	que
bercement	NOM	bercement
la	DET:ART	le
peu	ADV	peu
seules	ADJ	seul
au	PRP:det	au
l'	DET:ART	le
peu	ADV	peu
percée	VER:pper	percer
,	PUN	,
la	DET:ART	le
trois	NUM	trois
espace	NOM	espace
brunes	ADJ	brun
sa	DET:POS	son
,	PUN	,
éléphant	NOM	éléphant
le	DET:ART	le
là-bas	ADV	là-bas
les	DET:ART	le
flots	NOM	flot
jour	NOM	jour
l'	DET:ART	le
étrange	ADJ	étrange
une	DET:ART	un
semblait	VER:impf	sembler
blanche	ADJ	blanc
,	PUN	,
un	DET:ART	un
,	PUN	,
eau	NOM	eau
figure	NOM	figure
était	VER:impf	être
près	ADV	près
main	NOM	main
et	KON	et
loin	ADV	loin
,	PUN	,
choses	NOM	chose
.	SENT	.
petite	ADJ	petit
regardait	VER:impf	regarder
roche	NOM	roche
bordage	NOM	bordage
,	PUN	,
<EOS>	<EOS>	<EOS>
la	DET:ART	le
d'	PRP	de
par	PRP	par
à	PRP	à
d'	PRP	de
lumière	NOM	lumière
un	DET:ART	un
.	SENT	.
Fécamp	NAM	fécamp
;	PUN	;
lui	PRO:PER	lui
des	PRP:det	du
étourdie	VER:pper	étourdir
belles	ADJ	beau
,	PUN	,
étaient	VER:impf	être
création	NOM	création
trompe	NOM	trompe
avait	VER:impf	avoir
en	PRP	en
à	PRP	à
arrondie	VER:pper	arrondir
de	PRP	de
jetée	NOM	jetée
d'	PRP	de
forme	NOM	forme
porte	NOM	porte
et	KON	et
et	KON	et
dans	PRP	dans
d'	PRP	de
vagues	NOM	vague
la	DET:ART	le
C'	PRO:DEM	ce
avant	NOM	avant
Étretat	NOM	étretat
dans	PRP	dans
:	PUN	:
une	DET:ART	un
le	DET:ART	le
une	DET:ART	un
tenant	VER:ppre	tenir
de	PRP	de
il	PRO:PER	il
Jeanne	NAM	jeanne
énorme	ADJ	énorme
enfonçant	VER:ppre	enfoncer
la	DET:ART	le
<SEG>
filet	NOM	filet
<EOS>	<EOS>	<EOS>
et	KON	et
toujours	ADV	toujours
,	PUN	,
Et	KON	et
échappait	VER:impf	échapper
buvait	VER:impf	boire
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
matelot	NOM	matelot
qu'	KON	que
pareil	ADJ	pareil
ébène	NOM	ébène
barre	NOM	barre
du	PRP:det	du
banc	NOM	banc
une	DET:ART	un
de	PRP	de
on	PRO:PER	on
semblait	VER:impf	sembler
bouteille	NOM	bouteille
,	PUN	,
mince	ADJ	mince
son	DET:POS	son
,	PUN	,
s'	PRO:PER	se
un	DET:ART	un
père	NOM	père
noir	ADJ	noir
de	PRP	de
inextinguible	ADJ	inextinguible
en	PRO:PER	en
,	PUN	,
qui	PRO:REL	qui
sortait	VER:impf	sortir
ou	KON	ou
Il	PRO:PER	il
l'	DET:ART	le
écoute	NOM	écoute
parlait	VER:impf	parler
le	DET:ART	le
coin	NOM	coin
,	PUN	,
en	PRP	en
le	DET:ART	le
repos	NOM	repos
rallumer	VER:infi	rallumer
un	DET:ART	un
,	PUN	,
tandis	KON	tandis
,	PUN	,
fumée	NOM	fumée
même	ADV	même
autre	ADJ	autre
plus	ADV	plus
cachée	VER:pper	cacher
Personne	NOM	personne
moignon	NOM	moignon
.	SENT	.
pipe	NOM	pipe
fumait	VER:impf	fumer
que	KON	que
.	SENT	.
.	SENT	.
ne	ADV	ne
un	DET:ART	un
voyait	VER:impf	voir
Lastique	ADJ	lastique
sous	PRP	sous
tout	ADV	tout
son	DET:POS	son
le	PRO:PER	le
la	DET:ART	le
<EOS>	<EOS>	<EOS>
temps	NOM	temps
et	KON	et
terre	NOM	terre
jamais	ADV	jamais
tenait	VER:impf	tenir
Le	DET:ART	le
à	PRP	à
;	PUN	;
bouche	NOM	bouche
bleue	ADJ	bleu
,	PUN	,
de	PRP	de
ne	ADV	ne
de	PRP	de
,	PUN	,
.	SENT	.
temps	NOM	temps
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
de	PRP	de
coup	NOM	coup
l'	DET:ART	le
il	PRO:PER	il
fourneau	NOM	fourneau
sans	PRP	sans
<SEG>
.	SENT	.
rencontrer	VER:infi	rencontrer
à	PRP	à
prenait	VER:impf	prendre
inconnue	ADJ	inconnu
d'	PRP	de
et	KON	et
ils	PRO:PER	il
Jeanne	NAM	jeanne
,	PUN	,
se	PRO:PER	se
de	PRP	de
salive	NOM	salive
du	PRP:det	du
affinité	NOM	affinité
de	PRP	de
un	DET:ART	un
,	PUN	,
,	PUN	,
la	DET:ART	le
,	PUN	,
levaient	VER:impf	lever
brune	ADJ	brun
de	PRP	de
à	PRP	à
faisait	VER:impf	faire
comme	KON	comme
.	SENT	.
deux	NUM	deux
,	PUN	,
tenant	VER:ppre	tenir
ses	DET:POS	son
où	PRO:REL	où
une	DET:ART	un
le	PRO:PER	le
d'	PRP	de
tabac	NOM	tabac
côte	NOM	côte
tous	PRO:IND	tout
main	NOM	main
l'	PRO:PER	la|le
assis	VER:pper	asseoir
avant	NOM	avant
fumée	NOM	fumée
ôtait	VER:impf	ôter
lançait	VER:impf	lancer
jet	NOM	jet
il	PRO:PER	il
les	DET:ART	le
long	ADJ	long
se	PRO:PER	se
vicomte	NOM	vicomte
.	SENT	.
moment	NOM	moment
mer	NOM	mer
baron	NOM	baron
leurs	DET:POS	leur
les	PRO:PER	la|le
même	ADJ	même
peu	ADV	peu
voile	NOM	voile
yeux	NOM	œil
surveillait	VER:impf	surveiller
à	PRP	à
la	DET:ART	le
et	KON	et
<EOS>	<EOS>	<EOS>
lèvres	NOM	lèvre
côte	NOM	côte
<EOS>	<EOS>	<EOS>
coin	NOM	coin
Une	DET:ART	un
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
la	DET:ART	le
homme	NOM	homme
l'	DET:ART	le
.	SENT	.
trouvaient	VER:impf	trouver
force	NOM	force
troublés	ADJ	troublé
si	KON	si
même	ADJ	même
un	DET:ART	un
,	PUN	,
le	DET:ART	le
,	PUN	,
une	DET:ART	un
au	PRP:det	au
,	PUN	,
sortait	VER:impf	sortir
qu'	PRO:REL	que
un	DET:ART	un
d'	PRP	de
place	NOM	place
Quelquefois	ADV	quelquefois
remplir	VER:infi	remplir
<EOS>	<EOS>	<EOS>
la	DET:ART	le
<SEG>
autre	ADJ	autre
gens	NOM	gens
s'	PRO:PER	se
parce	KON	parce
enveloppa	VER:simp	envelopper
soleil	NOM	soleil
elle	PRO:PER	elle
sous	PRP	sous
la	DET:ART	le
jeunes	ADJ	jeune
jolie	ADJ	joli
sentaient	VER:impf	sentir
vague	ADJ	vague
heureux	NOM	heureux
montait	VER:impf	monter
,	PUN	,
jeune	ADJ	jeune
la	PRO:PER	la
le	DET:ART	le
ils	PRO:PER	il
<EOS>	<EOS>	<EOS>
fille	NOM	fille
est	VER:pres	être
pour	PRP	pour
l'	DET:ART	le
de	PRP	de
rayons	NOM	rayon
autre	ADJ	autre
mais	KON	mais
pas	ADV	pas
cette	PRO:DEM	ce
lui	PRO:PER	lui
flottait	VER:impf	flotter
et	KON	et
voilait	VER:impf	voiler
brume	NOM	brume
un	NOM	un
coquetterie	NOM	coquetterie
haut	ADV	haut
est	VER:pres	être
.	SENT	.
.	SENT	.
l'	DET:ART	le
qui	PRO:REL	qui
l'	DET:ART	le
de	PRP	de
lorsque	KON	lorsque
à	PRP	à
garçon	NOM	garçon
pensaient	VER:impf	penser
vaste	ADJ	vaste
si	ADV	si
déjà	ADV	déjà
.	SENT	.
subtile	ADJ	subtil
naît	VER:pres	naître
eux	PRO:PER	eux
entre	PRP	entre
tendresse	NOM	tendresse
mer	NOM	mer
se	PRO:PER	se
;	PUN	;
qui	PRO:REL	qui
C'	PRO:DEM	ce
n'	ADV	ne
Ils	PRO:PER	il
avertis	VER:pper	avertir
près	ADV	près
et	KON	et
un	NUM	un
et	KON	et
plus	ADV	plus
ses	DET:POS	son
eut	VER:simp	avoir
était	VER:impf	être
la	DET:ART	le
comme	ADV	comme
entre	PRP	entre
étendue	VER:pper	étendre
;	PUN	;
vite	ADV	vite
,	PUN	,
eût	VER:subi	avoir
comme	ADV	comme
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
une	DET:ART	un
que	KON	que
laid	ADJ	laid
deux	NUM	deux
qu'	PRO:REL	que
Le	DET:ART	le
peut-être	ADV	peut-être
car	KON	car
considérer	VER:infi	considérer
d'	PRP	de
à	PRP	à
légère	ADJ	léger
l'	DET:ART	le
une	DET:ART	un
<SEG>
comme	KON	comme
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
.	SENT	.
;	PUN	;
plus	ADV	plus
très	ADV	très
«	PUN:cit	«
,	PUN	,
,	PUN	,
mit	VER:simp	mettre
,	PUN	,
glace	NOM	glace
est	VER:pres	être
se	PRO:PER	se
L'	DET:ART	le
buée	NOM	buée
la	DET:ART	le
beau	ADJ	beau
beau	ADJ	beau
qui	PRO:REL	qui
la	DET:ART	le
,	PUN	,
La	DET:ART	le
Comme	NAM	comme
:	PUN	:
<EOS>	<EOS>	<EOS>
transparent	ADJ	transparent
et	KON	et
,	PUN	,
c'	PRO:DEM	ce
oui	INT	oui
«	PUN:cit	«
sa	DET:POS	son
lumière	NOM	lumière
rendait	VER:impf	rendre
,	PUN	,
disparut	VER:simp	disparaître
.	SENT	.
nuée	NOM	nuée
cette	PRO:DEM	ce
émue	VER:pper	émouvoir
astre	NOM	astre
,	PUN	,
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
tout	ADV	tout
lorsqu'	KON	lorsque
la	DET:ART	le
dans	PRP	dans
doux	ADJ	doux
dardait	VER:impf	darder
évapora	VER:simp	évaporer
brouillard	NOM	brouillard
un	DET:ART	un
faisait	VER:impf	faire
miroiter	VER:infi	miroiter
Le	DET:ART	le
ses	DET:POS	son
mer	NOM	mer
mais	KON	mais
c'	PRO:DEM	ce
à	PRP	à
Oh	NAM	oh
lointains	NOM	lointain
dans	PRP	dans
flammes	NOM	flamme
murmura	VER:simp	murmurer
!	SENT	!
vicomte	NOM	vicomte
est	VER:pres	être
Jeanne	NAM	jeanne
cachait	VER:impf	cacher
et	KON	et
répondit	VER:simp	répondre
rien	ADV	rien
s'	PRO:PER	se
,	PUN	,
il	PRO:PER	il
bas	ADJ	bas
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
toute	PRO:IND	tout
!	SENT	!
,	PUN	,
fut	VER:simp	être
brillante	ADJ	brillant
fondre	VER:infi	fondre
les	DET:ART	le
force	NOM	force
lisse	ADJ	lisse
;	PUN	;
:	PUN	:
,	PUN	,
ne	ADV	ne
,	PUN	,
doré	VER:pper	dorer
une	DET:ART	un
!	SENT	!
<SEG>
descendu	VER:pper	descendre
le	DET:ART	le
,	PUN	,
;	PUN	;
,	PUN	,
servir	VER:infi	servir
hautes	ADJ	haut
la	DET:ART	le
prit	VER:simp	prendre
premier	NOM	premier
de	PRP	de
découvrit	VER:simp	découvrir
au	PRP:det	au
dressait	VER:impf	dresser
pareilles	ADJ	pareil
Jeanne	NAM	jeanne
jambes	NOM	jambe
première	NUM	premier
,	PUN	,
pour	PRP	pour
deux	NUM	deux
les	DET:ART	le
d'	PRP	de
,	PUN	,
à	PRP	à
mer	NOM	mer
cœurs	NOM	cœur
,	PUN	,
sur	PRP	sur
la	DET:ART	le
s'	PRO:PER	se
déposer	VER:infi	déposer
arche	NOM	arche
soudain	ADV	soudain
clarté	NOM	clarté
retenait	VER:impf	retenir
des	PRP:det	du
On	PRO:PER	on
à	PRP	à
dans	PRP	dans
dans	PRP	dans
la	PRO:PER	la
tandis	KON	tandis
.	SENT	.
ses	DET:POS	son
,	PUN	,
de	PRP	de
se	PRO:PER	se
cette	PRO:DEM	ce
aborda	VER:simp	aborder
blanche	ADJ	blanc
corde	NOM	corde
barque	NOM	barque
arcades	NOM	arcade
bras	NOM	bras
navires	NOM	navire
tirant	NOM	tirant
dans	PRP	dans
Étretat	NOM	étretat
pendant	PRP	pendant
,	PUN	,
d'	PRP	de
Et	KON	et
une	DET:ART	un
,	PUN	,
à	PRP	à
pointue	ADJ	pointu
aiguille	NOM	aiguille
<EOS>	<EOS>	<EOS>
le	DET:ART	le
grandes	ADJ	grand
à	PRP	à
leurs	DET:POS	leur
sereine	ADJ	serein
<EOS>	<EOS>	<EOS>
de	PRP	de
devant	PRP	devant
.	SENT	.
en	PRP	en
roche	NOM	roche
marchant	VER:ppre	marcher
vicomte	NOM	vicomte
une	DET:ART	un
