MORT	NAM	mort
<SEG>
bras	NOM	bras
de	PRP	de
riaient	VER:impf	rire
des	PRP:det	du
,	PUN	,
qui	PRO:REL	qui
quand	KON	quand
deux	NUM	deux
folles	NOM	fou
comme	ADV	comme
<SEG>
de	PRP	de
salons	NOM	salon
.	SENT	.
trois	NUM	trois
leur	DET:POS	leur
auguste	ADJ	auguste
séparaient	VER:impf	séparer
les	PRO:PER	la|le
mère	NOM	mère
ou	KON	ou
<SEG>
<EOS>	<EOS>	<EOS>
seconde	NOM	second|seconde
aînée	NOM	aîné
L'	DET:ART	le
Clémentine	NAM	clémentine
la	DET:ART	le
Brigitte	NAM	brigitte
appelait	VER:impf	appeler
,	PUN	,
s'	PRO:PER	se
<SEG>
méchantes	ADJ	méchant
Elles	PRO:PER	elle
<EOS>	<EOS>	<EOS>
par	PRP	par
étaient	VER:impf	être
n'	ADV	ne
trop	ADV	trop
.	SENT	.
pas	ADV	pas
.	SENT	.
<SEG>
beaucoup	ADV	beaucoup
des	PRP:det	du
On	PRO:PER	on
dans	PRP	dans
les	DET:ART	le
groupes	NOM	groupe
<EOS>	<EOS>	<EOS>
autour	ADV	autour
parlait	VER:impf	parler
et	KON	et
<SEG>
du	PRP:det	du
de	PRP	de
mariage	NOM	mariage
Blamont	NAM	blamont
probable	ADJ	probable
Honorine	NAM	honorine
Mlle	NOM	mademoiselle
de	PRP	de
quadrilles	NOM	quadrille
,	PUN	,
<SEG>
.	SENT	.
major	ADJ	major
<EOS>	<EOS>	<EOS>
pouvait	VER:impf	pouvoir
Antoine	NAM	antoine
Personne	NOM	personne
Legagneur	NAM	legagneur
ne	ADV	ne
le	DET:ART	le
avec	PRP	avec
<SEG>
ne	ADV	ne
on	PRO:PER	on
qu'	KON	que
mais	KON	mais
pas	ADV	pas
charmante	ADJ	charmant
,	PUN	,
Honorine	NAM	honorine
dire	VER:infi	dire
fût	VER:subi	être
<SEG>
faire	VER:infi	faire
s'	PRO:PER	se
le	DET:ART	le
eût	VER:subi	avoir
pu	VER:pper	pouvoir
major	NOM	major
que	KON	que
reconnaître	VER:infi	reconnaître
à	PRP	à
accordait	VER:impf	accorder
<SEG>
mieux	ADV	mieux
.	SENT	.
de	PRP	de
rapport	NOM	rapport
fortune	NOM	fortune
sous	PRP	sous
<EOS>	<EOS>	<EOS>
Quant	PRP	quant
la	DET:ART	le
le	DET:ART	le
<SEG>
Honorine	NOM	honorine
à	PRP	à
famille	NOM	famille
n'	ADV	ne
la	DET:ART	le
père	NOM	père
son	DET:POS	son
avait	VER:impf	avoir
,	PUN	,
que	ADV	que
<SEG>
passait	VER:impf	passer
<EOS>	<EOS>	<EOS>
homme	NOM	homme
<EOS>	<EOS>	<EOS>
un	DET:ART	un
Il	PRO:PER	il
.	SENT	.
.	SENT	.
pour	PRP	pour
singulier	ADJ	singulier
<SEG>
solitairement	ADV	solitairement
loup	NOM	loup
,	PUN	,
pauvrement	ADV	pauvrement
et	KON	et
un	DET:ART	un
comme	ADV	comme
vivait	VER:impf	vivre
.	SENT	.
Il	PRO:PER	il
<SEG>
dire	VER:infi	dire
<EOS>	<EOS>	<EOS>
,	PUN	,
fou	ADJ	fou
province	NOM	province
veut	VER:pres	vouloir
<EOS>	<EOS>	<EOS>
En	PRP	en
.	SENT	.
singulier	ADJ	singulier
<SEG>
belle	ADJ	beau
Honorine	NOM	honorine
générale	ADJ	général
ne	ADV	ne
semblait	VER:impf	sembler
que	KON	que
la	DET:ART	le
opinion	NOM	opinion
L'	DET:ART	le
était	VER:impf	être
<SEG>
bonheur	NOM	bonheur
le	DET:ART	le
honneur	NOM	honneur
et	KON	et
l'	DET:ART	le
pas	ADV	pas
suffisamment	ADV	suffisamment
apprécier	VER:infi	apprécier
une	DET:ART	un
d'	PRP	de
<SEG>
triste	ADJ	triste
.	SENT	.
air	NOM	air
pareille	ADJ	pareil
l'	DET:ART	le
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
trouvait	VER:impf	trouver
alliance	NOM	alliance
<SEG>
.	SENT	.
les	DET:ART	le
officiers	NOM	officier
froid	ADJ	froid
Quelques-uns	PRO:IND	quelques-uns
,	PUN	,
et	KON	et
parmi	PRP	parmi
<EOS>	<EOS>	<EOS>
,	PUN	,
<SEG>
bégueule	ADJ	bégueule
:	PUN	:
avaient	VER:impf	avoir
...	PUN	...
Elle	VER:simp	elle
ce	PRO:DEM	ce
terrible	ADJ	terrible
prononcé	VER:pper	prononcer
déjà	ADV	déjà
mot	NOM	mot
<SEG>
<EOS>	<EOS>	<EOS>
À	PRP	à
quoi	PRO	quoi
.	SENT	.
pas	ADV	pas
ne	ADV	ne
dansait	VER:impf	danser
?	SENT	?
pensait-elle	ADJ	pensait-elle
<EOS>	<EOS>	<EOS>
<SEG>
au	PRP:det	au
vrais	ADJ	vrai
seigneurs	NOM	seigneur
n'	ADV	ne
pas	ADV	pas
était	VER:impf	être
temps	NOM	temps
Ce	PRO:DEM	ce
comme	ADV	comme
des	PRP:det	du
<SEG>
de	PRP	de
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
fête	NOM	fête
était	VER:impf	être
la	DET:ART	le
point	ADV	point
n'	ADV	ne
.	SENT	.
village	NOM	village
<SEG>
des	PRP:det	du
.	SENT	.
dehors	NOM	dehors
village	NOM	village
<EOS>	<EOS>	<EOS>
.	SENT	.
Le	DET:ART	le
En	PRP	en
<EOS>	<EOS>	<EOS>
dormait	VER:impf	dormir
<SEG>
,	PUN	,
et	KON	et
.	SENT	.
parc	NOM	parc
silence	NOM	silence
murs	NOM	mur
solitude	NOM	solitude
du	PRP:det	du
était	VER:impf	être
tout	PRO:IND	tout
<SEG>
vous	PRO:PER	vous
Vers	PRP	vers
pu	VER:pper	pouvoir
<EOS>	<EOS>	<EOS>
heures	NOM	heure
eussiez	VER:subi	avoir
trois	NUM	trois
,	PUN	,
matin	NOM	matin
du	PRP:det	du
<SEG>
voir	VER:infi	voir
à	PRP	à
ombre	NOM	ombre
coup	NOM	coup
apparaître	VER:infi	apparaître
tout	ADV	tout
califourchon	ADV	califourchon
une	DET:ART	un
à	PRP	à
sur	PRP	sur
<SEG>
,	PUN	,
du	PRP:det	du
muraille	NOM	muraille
de	PRP	de
l'	DET:ART	le
Bazeille	NAM	bazeille
à	PRP	à
parc	NOM	parc
opposé	VER:pper	opposer
la	DET:ART	le
<SEG>
un	DET:ART	un
du	PRP:det	du
était	VER:impf	être
C'	PRO:DEM	ce
village	NOM	village
courte	ADJ	court
homme	NOM	homme
de	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
resta	VER:simp	rester
épaules	NOM	épaule
taille	NOM	taille
d'	PRP	de
large	ADJ	large
<EOS>	<EOS>	<EOS>
.	SENT	.
démesurément	ADV	démesurément
Il	PRO:PER	il
mais	KON	mais
<SEG>
regardant	VER:ppre	regarder
fenêtres	NOM	fenêtre
,	PUN	,
loin	ADV	loin
les	DET:ART	le
au	PRP:det	au
instant	NOM	instant
un	DET:ART	un
illuminées	ADJ	illuminé
immobile	ADJ	immobile
<SEG>
laissa	VER:simp	laisser
dedans	ADV	dedans
se	PRO:PER	se
du	PRP:det	du
puis	ADV	puis
il	PRO:PER	il
glisser	VER:infi	glisser
,	PUN	,
mur	NOM	mur
en	PRP	en
<SEG>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
.	SENT	.
parc	NOM	parc
Le	DET:ART	le
et	KON	et
noir	ADJ	noir
.	SENT	.
était	VER:impf	être
désert	ADJ	désert
<SEG>
se	PRO:PER	se
coula	VER:simp	couler
sans	PRP	sans
entre	PRP	entre
L'	DET:ART	le
bruit	NOM	bruit
massifs	NOM	massif
homme	NOM	homme
les	DET:ART	le
et	KON	et
<SEG>
cents	NOM	cent
jusqu'	PRP	jusque
pas	ADV	pas
à	PRP	à
s'	PRO:PER	se
du	PRP:det	du
approcha	VER:simp	approcher
.	SENT	.
château	NOM	château
deux	NUM	deux
<SEG>
,	PUN	,
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
un	DET:ART	un
emboucha	VER:simp	emboucher
là	ADV	là
Arrivé	VER:pper	arriver
petit	ADJ	petit
cornet	NOM	cornet
de	PRP	de
<SEG>
il	PRO:PER	il
sonna	VER:simp	sonner
.	SENT	.
cuivre	NOM	cuivre
trois	NUM	trois
pareils	ADJ	pareil
<EOS>	<EOS>	<EOS>
et	KON	et
mots	NOM	mot
Puis	ADV	puis
<SEG>
derrière	PRP	derrière
arbre	NOM	arbre
instant	NOM	instant
un	DET:ART	un
L'	DET:ART	le
gros	ADJ	gros
.	SENT	.
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
blottit	VER:pres	blottir
<SEG>
,	PUN	,
le	DET:ART	le
d'	PRP	de
léger	ADJ	léger
un	DET:ART	un
sur	PRP	sur
bruit	VER:pres	bruir|bruire
après	ADV	après
pas	ADV	pas
sable	NOM	sable
<SEG>
des	PRP:det	du
et	KON	et
parterres	NOM	parterre
qui	PRO:REL	qui
une	DET:ART	un
,	PUN	,
douce	ADJ	doux
tremblait	VER:impf	trembler
fin	ADJ	fin
voix	NOM	voix
<SEG>
êtes	VER:pres	être
demanda	VER:simp	demander
--	PUN	--
-vous	PRO:PER	vous
,	PUN	,
:	PUN	:
Où	PRO:REL	où
?	SENT	?
<EOS>	<EOS>	<EOS>
Mathieu	NAM	mathieu
<SEG>
de	PRP	de
Honorine	NOM	honorine
,	PUN	,
Par	PRP	par
--	PUN	--
demoiselle	NOM	demoiselle
ici	ADV	ici
bonne	ADJ	bon
!	SENT	!
<EOS>	<EOS>	<EOS>
<SEG>
toilette	NOM	toilette
sa	DET:POS	son
sur	PRP	sur
avait	VER:impf	avoir
mante	NOM	mante
Blamont	NAM	blamont
bal	NOM	bal
de	PRP	de
jeté	VER:pper	jeter
une	DET:ART	un
<SEG>
la	PRO:PER	la
la	DET:ART	le
faisaient	VER:impf	faire
et	KON	et
peut-être	ADV	peut-être
,	PUN	,
le	DET:ART	le
mais	KON	mais
frayeur	NOM	frayeur
froid	NOM	froid
<SEG>
dit-elle	NOM	dit-elle
,	PUN	,
.	SENT	.
Mathieu	NAM	mathieu
te	PRO:PER	te
--	PUN	--
grelotter	VER:infi	grelotter
je	PRO:PER	je
,	PUN	,
<EOS>	<EOS>	<EOS>
<SEG>
d'	PRP	de
Il	PRO:PER	il
être	VER:infi	être
remercie	VER:pres	remercier
.	SENT	.
je	PRO:PER	je
venu	VER:pper	venir
<EOS>	<EOS>	<EOS>
que	KON	que
faut	VER:pres	falloir
<SEG>
.	SENT	.
ma	DET:POS	mon
;	PUN	;
lui	PRO:PER	lui
est	VER:pres	être
prise	VER:pper	prendre
parle	VER:pres	parler
résolution	NOM	résolution
demain	ADV	demain
<EOS>	<EOS>	<EOS>
<SEG>
pleurait	VER:impf	pleurer
de	PRP	de
son	NOM	son
sa	DET:POS	son
devina	VER:simp	deviner
Au	PRP:det	au
qu'	KON	que
elle	PRO:PER	elle
voix	NOM	voix
Mathieu	NAM	mathieu
<SEG>
baisa	VER:simp	baiser
Il	PRO:PER	il
bout	NOM	bout
ses	DET:POS	son
le	DET:ART	le
doigts	NOM	doigt
de	PRP	de
et	KON	et
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
,	PUN	,
répondit	VER:simp	répondre
que	PRO:REL	que
:	PUN	:
vous	PRO:PER	vous
--	PUN	--
sera	VER:futu	être
ordonnerez	VER:futu	ordonner
ce	PRO:DEM	ce
Tout	PRO:IND	tout
<SEG>
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
demoiselle	NOM	demoiselle
<EOS>	<EOS>	<EOS>
bonne	ADJ	bon
que	KON	que
ne	ADV	ne
la	DET:ART	le
vouloir	VER:infi	vouloir
.	SENT	.
<SEG>
.	SENT	.
connais	VER:pres	connaître
de	PRP	de
Je	PRO:PER	je
volonté	NOM	volonté
ne	ADV	ne
pas	ADV	pas
--	PUN	--
<EOS>	<EOS>	<EOS>
Dieu	NOM	dieu
<SEG>
de	PRP	de
,	PUN	,
le	DET:ART	le
Honorine	NAM	honorine
:	PUN	:
reprit	VER:simp	reprendre
bien	ADV	bien
bois	NOM	bois
côté	NOM	côté
ce	PRO:DEM	ce
<SEG>
puisse	VER:subp	pouvoir
a-t-il	ADJ	a-t-il
rencontrer	VER:infi	rencontrer
le	PRO:PER	le
où	PRO:REL	où
en	PRP	en
y	PRO:PER	y
lieu	NOM	lieu
un	DET:ART	un
je	PRO:PER	je
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
?	SENT	?
ce	PRO:DEM	ce
...	PUN	...
sera	VER:futu	être
sûreté	NOM	sûreté
ne	ADV	ne
pas	ADV	pas
Va	VER:pres	aller
<SEG>
!	SENT	!
,	PUN	,
pendant	PRP	pendant
ajouta-t-elle	NOM	ajouta-t-elle
long	ADJ	long
pauvre	NOM	pauvre
que	KON	que
mon	DET:POS	mon
Mathieu	NAM	mathieu
<EOS>	<EOS>	<EOS>
<SEG>
tu	PRO:PER	tu
.	SENT	.
Et	KON	et
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
sanglots	NOM	sanglot
seras	VER:futu	être
éclataient	VER:impf	éclater
.	SENT	.
là	ADV	là
<SEG>
du	PRP:det	du
y	PRO:PER	y
Il	PRO:PER	il
loge	NOM	loge
a	VER:pres	avoir
l'	DET:ART	le
ancienne	ADJ	ancien
garde	NOM	garde
<EOS>	<EOS>	<EOS>
--	PUN	--
<SEG>
il	PRO:PER	il
à	PRP	à
Mathieu	NAM	mathieu
répliqua	VER:simp	répliquer
Qu'	KON	que
Vaurenault	NAM	vaurenault
--	PUN	--
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
<SEG>
;	PUN	;
huit	NUM	huit
à	PRP	à
,	PUN	,
y	PRO:PER	y
du	PRP:det	du
heures	NOM	heure
tu	PRO:PER	tu
matin	NOM	matin
soit	VER:subp	être
<SEG>
bonne	ADJ	bon
conduiras	VER:futu	conduire
m'	PRO:PER	me
--	PUN	--
Cela	PRO:DEM	cela
suffit	VER:pres	suffire
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
,	PUN	,
.	SENT	.
<SEG>
,	PUN	,
du	PRP:det	du
.	SENT	.
<EOS>	<EOS>	<EOS>
le	DET:ART	le
demoiselle	NOM	demoiselle
château	NOM	château
chemin	NOM	chemin
Honorine	NAM	honorine
reprit	VER:simp	reprendre
<SEG>
de	PRP	de
nouveau	ADJ	nouveau
et	KON	et
muraille	NOM	muraille
parc	NOM	parc
la	DET:ART	le
franchit	VER:pres	franchir
du	PRP:det	du
.	SENT	.
Mathieu	NAM	mathieu
<SEG>
coups	NOM	coup
<EOS>	<EOS>	<EOS>
à	PRP	à
fusil	NOM	fusil
qui	PRO:REL	qui
deux	NUM	deux
son	DET:POS	son
Il	PRO:PER	il
était	VER:impf	être
ramassa	VER:simp	ramasser
<SEG>
au	PRP:det	au
pied	NOM	pied
la	DET:ART	le
dirigea	VER:simp	diriger
,	PUN	,
mur	NOM	mur
et	KON	et
vers	PRP	vers
se	PRO:PER	se
du	PRP:det	du
<SEG>
passant	VER:ppre	passer
long	NOM	long
route	NOM	route
.	SENT	.
le	DET:ART	le
la	DET:ART	le
Moncelle	NAM	moncelle
<EOS>	<EOS>	<EOS>
de	PRP	de
En	PRP	en
<SEG>
coutures	NOM	couture
se	PRO:PER	se
des	PRP:det	du
doucement	ADV	doucement
mit	VER:simp	mettre
il	PRO:PER	il
à	PRP	à
siffler	VER:infi	siffler
;	PUN	;
un	DET:ART	un
<SEG>
sillons	NOM	sillon
<EOS>	<EOS>	<EOS>
long	ADJ	long
dans	PRP	dans
.	SENT	.
objet	NOM	objet
les	DET:ART	le
bondit	VER:pres	bondir
noir	ADJ	noir
et	KON	et
<SEG>
point	ADV	point
Mathieu	NAM	mathieu
arrêta	VER:simp	arrêter
ne	ADV	ne
Il	PRO:PER	il
était	VER:impf	être
n'	ADV	ne
<EOS>	<EOS>	<EOS>
.	SENT	.
s'	PRO:PER	se
<SEG>
trottant	VER:ppre	trotter
plus	ADV	plus
seul	ADJ	seul
en	PRP	en
grand	ADJ	grand
allongeait	VER:impf	allonger
Son	DET:POS	son
loup	NOM	loup
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
<EOS>	<EOS>	<EOS>
côtés	NOM	côté
.	SENT	.
la	DET:ART	le
à	PRP	à
ses	DET:POS	son
Moncelle	NAM	moncelle
Mathieu	NAM	mathieu
et	KON	et
traversa	VER:simp	traverser
<SEG>
.	SENT	.
Petite-Moncelle	NAM	petite-moncelle
du	PRP:det	du
<EOS>	<EOS>	<EOS>
même	ADV	même
,	PUN	,
la	DET:ART	le
Ils	PRO:PER	il
allaient	VER:impf	aller
pas	ADV	pas
<SEG>
.	SENT	.
lui	PRO:PER	lui
son	DET:POS	son
loup	NOM	loup
et	KON	et
<EOS>	<EOS>	<EOS>
passaient	VER:impf	passer
devant	PRP	devant
ils	PRO:PER	il
Quand	KON	quand
<SEG>
ils	PRO:PER	il
les	DET:ART	le
maisons	NOM	maison
Comme	KON	comme
les	DET:ART	le
<EOS>	<EOS>	<EOS>
hurlaient	VER:impf	hurler
traversaient	VER:impf	traverser
chiens	NOM	chien
.	SENT	.
<SEG>
,	PUN	,
horloge	NOM	horloge
à	PRP	à
Doigny	NAM	doigny
cinq	NUM	cinq
l'	DET:ART	le
du	PRP:det	du
village	NOM	village
heures	NOM	heure
sonnaient	VER:impf	sonner
<SEG>
,	PUN	,
cesser	VER:infi	cesser
<EOS>	<EOS>	<EOS>
--	PUN	--
de	PRP	de
dit	VER:pres	dire
sans	PRP	sans
Mathieu	NAM	mathieu
.	SENT	.
Vieux	ADJ	vieux
<SEG>
trotter	VER:infi	trotter
ne	ADV	ne
bon	ADJ	bon
toi	PRO:PER	toi
il	PRO:PER	il
en	PRP	en
fera	VER:futu	faire
pas	ADV	pas
,	PUN	,
pour	PRP	pour
<SEG>
comme	ADV	comme
.	SENT	.
forêt	NOM	forêt
un	DET:ART	un
vas	VER:pres	aller
te	PRO:PER	te
Tu	PRO:PER	tu
terrer	VER:infi	terrer
aujourd'hui	ADV	aujourd'hui
<EOS>	<EOS>	<EOS>
<SEG>
!	SENT	!
mon	DET:POS	mon
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
bête	NOM	bête
Bijou	NAM	bijou
renard	NOM	renard
pauvre	NOM	pauvre
énorme	ADJ	énorme
,	PUN	,
<SEG>
mit	VER:simp	mettre
joyeusement	ADV	joyeusement
,	PUN	,
se	PRO:PER	se
avait	VER:impf	avoir
à	PRP	à
y	PRO:PER	y
gambader	VER:infi	gambader
il	PRO:PER	il
plus	ADV	plus
<SEG>
ne	ADV	ne
maître	NOM	maître
heure	NOM	heure
d'	PRP	de
avait	VER:impf	avoir
parlé	VER:pper	parler
que	KON	que
lui	PRO:PER	lui
son	DET:POS	son
une	DET:ART	un
<SEG>
paix	NOM	paix
<EOS>	<EOS>	<EOS>
.	SENT	.
La	DET:ART	le
,	PUN	,
Bijou	NAM	bijou
<EOS>	<EOS>	<EOS>
!	SENT	!
--	PUN	--
fit	VER:simp	faire
<SEG>
coup	NOM	coup
tout	ADV	tout
à	PRP	à
avons-nous	VER:futu	avons-nous
<EOS>	<EOS>	<EOS>
le	DET:ART	le
Qui	PRO	qui
.	SENT	.
là	ADV	là
braconnier	NOM	braconnier
<SEG>
mon	DET:POS	mon
loup	NOM	loup
,	PUN	,
vieux	NOM	vieux
Le	DET:ART	le
sur	PRP	sur
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
?	SENT	?
coucha	VER:simp	coucher
<SEG>
museau	NOM	museau
Il	PRO:PER	il
ventre	NOM	ventre
son	DET:POS	son
<EOS>	<EOS>	<EOS>
le	DET:ART	le
.	SENT	.
aussitôt	ADV	aussitôt
sur	PRP	sur
mit	VER:simp	mettre
<SEG>
Un	DET:ART	un
.	SENT	.
et	KON	et
venait	VER:impf	venir
bruit	NOM	bruit
sourd	ADJ	sourd
l'	DET:ART	le
lointain	ADJ	lointain
herbe	NOM	herbe
<EOS>	<EOS>	<EOS>
<SEG>
du	PRP:det	du
la	DET:ART	le
route	NOM	route
Givonne	NAM	givonne
<EOS>	<EOS>	<EOS>
côté	NOM	côté
de	PRP	de
Bijou	NAM	bijou
de	PRP	de
.	SENT	.
<SEG>
fit	VER:simp	faire
entendre	VER:infi	entendre
aboi	NOM	aboi
<EOS>	<EOS>	<EOS>
et	KON	et
plaintif	ADJ	plaintif
un	DET:ART	un
tronqué	VER:pper	tronquer
--	PUN	--
.	SENT	.
<SEG>
riant	ADJ	riant
non	ADV	non
fit	VER:simp	faire
gendarmes	NOM	gendarme
;	PUN	;
en	PRP	en
Mathieu	NAM	mathieu
?	SENT	?
<EOS>	<EOS>	<EOS>
Des	PRP:det	du
<SEG>
non	ADV	non
mon	DET:POS	mon
tu	PRO:PER	tu
,	PUN	,
te	PRO:PER	te
vieux	NOM	vieux
,	PUN	,
trompes	VER:pres	tromper
!	SENT	!
<EOS>	<EOS>	<EOS>
<SEG>
pas	ADV	pas
de	PRP	de
faute	NOM	faute
ta	DET:POS	ton
n'	ADV	ne
a	VER:pres	avoir
,	PUN	,
il	PRO:PER	il
y	PRO:PER	y
mais	KON	mais
<SEG>
ce	PRO:DEM	ce
sont	VER:pres	être
.	SENT	.
des	PRP:det	du
des	PRP:det	du
hommes	NOM	homme
aussi	ADV	aussi
,	PUN	,
chevaux	NOM	cheval
et	KON	et
<SEG>
gratta	VER:simp	gratter
et	KON	et
<EOS>	<EOS>	<EOS>
oreille	NOM	oreille
se	PRO:PER	se
l'	DET:ART	le
parut	VER:simp	paraître
Il	PRO:PER	il
.	SENT	.
réfléchir	VER:infi	réfléchir
<SEG>
le	DET:ART	le
--	PUN	--
<EOS>	<EOS>	<EOS>
pas	ADV	pas
temps	NOM	temps
avons	VER:pres	avoir
n'	ADV	ne
Nous	PRO:PER	nous
aller	VER:infi	aller
d'	PRP	de
<SEG>
;	PUN	;
du	PRP:det	du
trou	NOM	trou
notre	DET:POS	notre
nous	PRO:PER	nous
,	PUN	,
à	PRP	à
murmura-t-il	NOM	murmura-t-il
Bois-Chevalier	NAM	bois-chevalier
jusqu'	PRP	jusque
<SEG>
<EOS>	<EOS>	<EOS>
manquerions	VER:cond	manquer
!	SENT	!
.	SENT	.
Bijou	NAM	bijou
Ici	ADV	ici
jeune	ADJ	jeune
,	PUN	,
homme	NOM	homme
le	DET:ART	le
<SEG>
sur	PRP	sur
<EOS>	<EOS>	<EOS>
battant	NOM	battant
en	PRP	en
Le	DET:ART	le
ventre	NOM	ventre
loup	NOM	loup
traîna	VER:simp	traîner
se	PRO:PER	se
le	DET:ART	le
<SEG>
enleva	VER:simp	enlever
<EOS>	<EOS>	<EOS>
Mathieu	NAM	mathieu
de	PRP	de
lui	PRO:PER	lui
queue	NOM	queue
collier	NOM	collier
.	SENT	.
son	DET:POS	son
la	DET:ART	le
<SEG>
il	PRO:PER	il
enroula	VER:simp	enrouler
de	PRP	de
laisse	NOM	laisse
,	PUN	,
la	DET:ART	le
autour	ADV	autour
avec	PRP	avec
sa	DET:POS	son
qu'	PRO:REL	que
<SEG>
maison	NOM	maison
et	KON	et
ceinture	NOM	ceinture
--	PUN	--
distinctement	ADV	distinctement
:	PUN	:
À	PRP	à
,	PUN	,
la	DET:ART	le
prononça	VER:simp	prononcer
<SEG>
!	SENT	!
,	PUN	,
et	KON	et
vieux	ADJ	vieux
<EOS>	<EOS>	<EOS>
vite	ADV	vite
!	SENT	!
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
eussiez	VER:subi	avoir
<SEG>
<EOS>	<EOS>	<EOS>
flèche	NOM	flèche
loup	NOM	loup
.	SENT	.
bondit	VER:pres	bondir
une	DET:ART	un
dit	VER:pper	dire
par	PRP	par
Le	DET:ART	le
grand	ADJ	grand
<SEG>
le	DET:ART	le
d'	PRP	de
disparut	VER:simp	disparaître
un	DET:ART	un
voisin	ADJ	voisin
et	KON	et
clin	NOM	clin
fossé	NOM	fossé
en	PRP	en
dessus	ADV	dessus
<SEG>
coutures	NOM	couture
allait	VER:impf	aller
<EOS>	<EOS>	<EOS>
dans	PRP	dans
la	DET:ART	le
.	SENT	.
Il	PRO:PER	il
dans	PRP	dans
œil	NOM	œil
les	DET:ART	le
<SEG>
direction	NOM	direction
Villiers	NAM	villiers
de	PRP	de
entendait	VER:impf	entendre
un	DET:ART	un
<EOS>	<EOS>	<EOS>
distinctement	ADV	distinctement
maintenant	ADV	maintenant
On	PRO:PER	on
.	SENT	.
<SEG>
de	PRP	de
pas	NOM	pas
voix	NOM	voix
et	KON	et
vers	PRP	vers
de	PRP	de
la	DET:ART	le
bruit	NOM	bruit
route	NOM	route
de	PRP	de
<SEG>
3e	NUM	3e
était	VER:impf	être
<EOS>	<EOS>	<EOS>
de	PRP	de
Givonne	NAM	givonne
le	DET:ART	le
chasseurs	NOM	chasseur
C'	PRO:DEM	ce
régiment	NOM	régiment
.	SENT	.
<SEG>
était	VER:impf	être
marche	NOM	marche
en	PRP	en
forêt	NOM	forêt
la	DET:ART	le
<EOS>	<EOS>	<EOS>
pour	PRP	pour
Le	DET:ART	le
.	SENT	.
qui	PRO:REL	qui
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
était	VER:impf	être
chasse	NOM	chasse
postée	VER:pper	poster
<EOS>	<EOS>	<EOS>
La	DET:ART	le
venait	VER:impf	venir
jour	NOM	jour
.	SENT	.
<SEG>
:	PUN	:
éteignant	VER:ppre	éteindre
s'	PRO:PER	se
traqueurs	NOM	traqueur
allaient	VER:impf	aller
des	PRP:det	du
au	PRP:det	au
huées	NOM	huée
Les	DET:ART	le
lointain	NOM	lointain
<SEG>
loups	NOM	loup
trois	NUM	trois
grands	ADJ	grand
,	PUN	,
une	DET:ART	un
avait	VER:impf	avoir
et	KON	et
louve	NOM	louve
signalé	VER:pper	signaler
on	PRO:PER	on
<SEG>
La	DET:ART	le
d'	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
campagne	NOM	campagne
plusieurs	PRO:IND	plusieurs
louveteaux	NOM	louveteau
belle	ADJ	beau
promettait	VER:impf	promettre
être	VER:infi	être
<SEG>
qui	PRO:REL	qui
avait	VER:impf	avoir
Il	PRO:PER	il
un	DET:ART	un
<EOS>	<EOS>	<EOS>
fort	ADJ	fort
pas	ADV	pas
y	PRO:PER	y
.	SENT	.
n'	ADV	ne
<SEG>
ne	ADV	ne
pas	ADV	pas
fût	VER:subi	être
sente	NOM	sente
qui	PRO:REL	qui
entouré	VER:pper	entourer
ne	ADV	ne
fût	VER:subi	être
,	PUN	,
une	DET:ART	un
<SEG>
rien	NOM	rien
autre	ADJ	autre
,	PUN	,
un	DET:ART	un
D'	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
n'	ADV	ne
côté	NOM	côté
gardée	VER:pper	garder
<SEG>
été	VER:pper	être
avait	VER:impf	avoir
la	DET:ART	le
splendide	ADJ	splendide
.	SENT	.
négligé	VER:pper	négliger
que	KON	que
halte	NOM	halte
pour	PRP	pour
fût	NOM	fût
<SEG>
.	SENT	.
étaient	VER:impf	être
Des	PRP:det	du
dressées	VER:pper	dresser
<EOS>	<EOS>	<EOS>
au	PRP:det	au
tentes	NOM	tente
<EOS>	<EOS>	<EOS>
Bayaud	NAM	bayaud
carrefour	NOM	carrefour
<SEG>
armée	NOM	armée
valets	NOM	valet
la	DET:ART	le
déjà	ADV	déjà
de	PRP	de
et	KON	et
de	PRP	de
Une	DET:ART	un
commençaient	VER:impf	commencer
marmitons	NOM	marmiton
<SEG>
.	SENT	.
Toutes	PRO:IND	tout
de	PRP	de
les	DET:ART	le
