LA	NAM	la
était	VER:impf	être
<SEG>
de	PRP	de
donné	VER:pper	donner
cœur	NOM	cœur
ai	VER:pres	avoir
bon	ADJ	bon
à	PRP	à
Je	PRO:PER	je
déjeuner	VER:infi	déjeuner
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
allions	VER:subp	aller
nous	PRO:PER	nous
de	PRP	de
camarades	NOM	camarade
une	DET:ART	un
paire	NOM	paire
.	SENT	.
croyais	VER:impf	croire
que	KON	que
être	VER:infi	être
<SEG>
le	PRO:PER	le
la	DET:ART	le
Fortune	NOM	fortune
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
de	PRP	de
retourna	VER:simp	retourner
toiser	VER:infi	toiser
pour	PRP	pour
tête	NOM	tête
<SEG>
regard	NOM	regard
de	PRP	de
Son	DET:POS	son
pieds	NOM	pied
<EOS>	<EOS>	<EOS>
aux	PRP:det	au
était	VER:impf	être
.	SENT	.
plein	ADJ	plein
bonté	NOM	bonté
<SEG>
être	VER:infi	être
trop	ADV	trop
.	SENT	.
--	PUN	--
Tu	PRO:PER	tu
<EOS>	<EOS>	<EOS>
d'	PRP	de
pour	PRP	pour
as	VER:pres	avoir
argent	NOM	argent
<SEG>
répliqua-t-il	NOM	répliqua-t-il
valet	NOM	valet
pour	PRP	pour
mon	DET:POS	mon
compagnon	NOM	compagnon
,	PUN	,
être	VER:infi	être
le	DET:ART	le
et	KON	et
;	PUN	;
<SEG>
n'	ADV	ne
galante	ADJ	galant
de	PRP	de
mes	DET:POS	mon
as	VER:pres	avoir
mine	NOM	mine
pas	ADV	pas
assez	ADV	assez
aventures	NOM	aventure
tu	PRO:PER	tu
<SEG>
<EOS>	<EOS>	<EOS>
La	DET:ART	le
ses	DET:POS	son
regarda	VER:simp	regarder
et	KON	et
Pistole	NOM	pistole
chausses	NOM	chausse|chausses
son	DET:POS	son
.	SENT	.
pourpoint	NOM	pourpoint
<SEG>
bien	ADV	bien
Je	PRO:PER	je
moins	ADV	moins
--	PUN	--
<EOS>	<EOS>	<EOS>
aussi	ADV	aussi
le	DET:ART	le
pour	PRP	pour
.	SENT	.
suis	VER:pres	suivre|être
<SEG>
murmura-t-il	NOM	murmura-t-il
,	PUN	,
.	SENT	.
Fortune	NOM	fortune
<EOS>	<EOS>	<EOS>
un	DET:ART	un
couvert	VER:pper	couvrir
eut	VER:simp	avoir
vous	PRO:PER	vous
que	KON	que
<SEG>
.	SENT	.
sens	VER:pres	sentir
foire	NOM	foire
la	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
pitié	NOM	pitié
sourire	NOM	sourire
--	PUN	--
Tu	PRO:PER	tu
<SEG>
mon	DET:POS	mon
d'	PRP	de
,	PUN	,
une	DET:ART	un
,	PUN	,
lieue	NOM	lieue
Saint-Laurent	VER:simp	saint-laurent
dit-il	ADJ	dit-il
bon	NOM	bon
demi	ADJ	demi
<SEG>
Au	PRP:det	au
femmes	NOM	femme
sont	VER:pres	être
les	DET:ART	le
charmantes	ADJ	charmant
et	KON	et
.	SENT	.
,	PUN	,
<EOS>	<EOS>	<EOS>
théâtre	NOM	théâtre
<SEG>
,	PUN	,
les	DET:ART	le
on	PRO:PER	on
cela	PRO:DEM	cela
hommes	NOM	homme
pas	ADV	pas
changer	VER:infi	changer
ne	ADV	ne
ridicules	ADJ	ridicule
peut	VER:pres	pouvoir
<SEG>
.	SENT	.
,	PUN	,
né	VER:pper	naître
au	PRP:det	au
suis	VER:pres	suivre|être
,	PUN	,
<EOS>	<EOS>	<EOS>
Moi	PRO:PER	moi
contraire	NOM	contraire
je	PRO:PER	je
<SEG>
grand	ADJ	grand
et	KON	et
saute	VER:pres	sauter
aux	PRP:det	au
seigneur	NOM	seigneur
cela	PRO:DEM	cela
<EOS>	<EOS>	<EOS>
,	PUN	,
yeux	NOM	œil
.	SENT	.
<SEG>
,	PUN	,
as	VER:pres	avoir
Cette	PRO:DEM	ce
friponne	NOM	fripon
est	VER:pres	être
-tu	PRO:PER	tu
assez	ADV	assez
une	DET:ART	un
avenante	ADJ	avenant
Delaunay	NOM	delaunay
<SEG>
me	PRO:PER	me
As	VER:pres	avoir
faisait	VER:impf	faire
agaceries	NOM	agacerie
vu	VER:pper	voir
elle	PRO:PER	elle
qu'	PRO:REL	que
les	DET:ART	le
<EOS>	<EOS>	<EOS>
?	SENT	?
<SEG>
-tu	PRO:PER	tu
me	PRO:PER	me
vu	VER:pper	voir
fille	NOM	fille
à	PRP	à
que	PRO:REL	que
lançait	VER:impf	lancer
œillades	NOM	œillade
les	DET:ART	le
la	DET:ART	le
<SEG>
comme	KON	comme
les	DET:ART	le
,	PUN	,
belle	ADJ	beau
est	VER:pres	être
?	SENT	?
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
Badin	NAM	badin
amours	NOM	amour
<SEG>
Je	PRO:PER	je
me	PRO:PER	me
qu'	ADV	qu'
les	PRO:PER	la|le
pour	PRP	pour
baisser	VER:infi	baisser
prendre	VER:infi	prendre
n'	ADV	ne
à	PRP	à
aurais	VER:cond	avoir
<SEG>
qui	PRO:REL	qui
,	PUN	,
pas	ADV	pas
je	PRO:PER	je
produirai	VER:futu	produire
et	KON	et
ne	ADV	ne
le	DET:ART	le
si	ADV	si
sait	VER:pres	savoir
<SEG>
effet	NOM	effet
-même	ADJ	même
la	DET:ART	le
<EOS>	<EOS>	<EOS>
sur	PRP	sur
duchesse	NOM	duchesse
Mme	NOM	madame
?	SENT	?
elle	PRO:PER	elle
même	ADJ	même
<SEG>
-là	ADV	là
côté	NOM	côté
De	PRP	de
ce	PRO:DEM	ce
interrompit	VER:simp	interrompre
,	PUN	,
,	PUN	,
Pistole	NAM	pistole
--	PUN	--
La	DET:ART	le
<SEG>
pourrais	VER:cond	pouvoir
le	PRO:PER	le
vous	PRO:PER	vous
ne	ADV	ne
je	PRO:PER	je
quand	KON	quand
,	PUN	,
même	ADV	même
voudriez	VER:cond	vouloir
pas	ADV	pas
<SEG>
suivre	VER:infi	suivre
Les	DET:ART	le
.	SENT	.
sont	VER:pres	être
bonnes	ADJ	bon
ne	ADV	ne
conspirations	NOM	conspiration
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
à	PRP	à
<SEG>
moment	NOM	moment
dans	PRP	dans
le	DET:ART	le
suivre	VER:infi	suivre
premier	NUM	premier
-là	ADV	là
que	KON	que
celle	PRO:DEM	celui
;	PUN	;
finira	VER:futu	finir
<SEG>
d'	PRP	de
et	KON	et
mal	ADV	mal
autres	ADJ	autre
les	DET:ART	le
,	PUN	,
ne	ADV	ne
je	PRO:PER	je
comme	ADV	comme
ailleurs	ADV	ailleurs
<SEG>
ma	DET:POS	mon
voudrais	VER:cond	vouloir
parti	NOM	parti
femme	NOM	femme
du	PRP:det	du
que	KON	que
.	SENT	.
même	ADJ	même
pas	ADV	pas
être	VER:infi	être
<SEG>
Ah	INT	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
--	PUN	--
!	SENT	!
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
souvent	ADV	souvent
Donc	ADV	donc
plus	ADV	plus
<SEG>
,	PUN	,
mutuellement	ADV	mutuellement
,	PUN	,
mon	DET:POS	mon
conclut	VER:pres	conclure
souhaitons-nous	NOM	souhaitons-nous
chance	NOM	chance
,	PUN	,
bonne	ADJ	bon
Fortune	NAM	fortune
<SEG>
ami	NOM	ami
pas	NOM	pas
?	SENT	?
Où	PRO:REL	où
vas	VER:pres	aller
.	SENT	.
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
de	PRP	de
-tu	PRO:PER	tu
<SEG>
--	PUN	--
<EOS>	<EOS>	<EOS>
montrer	VER:infi	montrer
,	PUN	,
Je	PRO:PER	je
répondit	VER:simp	répondre
vais	VER:pres	aller
,	PUN	,
Pistole	NOM	pistole
La	DET:ART	le
<SEG>
lui	PRO:PER	lui
.	SENT	.
Cela	PRO:DEM	cela
écus	NOM	écu
Chizac-le-Riche	NAM	chizac-le-riche
oncle	NOM	oncle
mes	DET:POS	mon
mon	DET:POS	mon
à	PRP	à
<EOS>	<EOS>	<EOS>
<SEG>
sûr	ADJ	sûr
j'	PRO:PER	je
l'	DET:ART	le
,	PUN	,
donnera	VER:futu	donner
suis	VER:pres	suivre|être
idée	NOM	idée
,	PUN	,
en	PRO:PER	en
de	PRP	de
<SEG>
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
bien	NOM	bien
--	PUN	--
dit	VER:pres	dire
Moi	PRO:PER	moi
du	PRP:det	du
faire	VER:infi	faire
<SEG>
château	NOM	château
,	PUN	,
de	PRP	de
d'	PRP	de
Fortune	NAM	fortune
aller	VER:infi	aller
Sceaux	NAM	sceaux
avant	PRP	avant
au	PRP:det	au
qui	PRO:REL	qui
<SEG>
bientôt	ADV	bientôt
peu	ADV	peu
un	DET:ART	un
veux	VER:pres	vouloir
ma	DET:POS	mon
,	PUN	,
sera	VER:futu	être
rôder	VER:infi	rôder
demeure	NOM	demeure
je	PRO:PER	je
<SEG>
du	PRP:det	du
Maine	NAM	maine
l'	DET:ART	le
de	PRP	de
Arsenal	NAM	arsenal
offrira	VER:futu	offrir
Mme	NOM	madame
où	PRO:REL	où
m'	PRO:PER	me
autour	ADV	autour
<SEG>
un	DET:ART	un
donnèrent	VER:simp	donner
provisoire	ADJ	provisoire
doute	NOM	doute
Ils	PRO:PER	il
sans	PRP	sans
se	PRO:PER	se
logis	NOM	logis
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
étaient	VER:impf	être
la	DET:ART	le
l'	DET:ART	le
au-delà	ADV	au-delà
arrêtés	VER:pper	arrêter
de	PRP	de
ils	PRO:PER	il
qu'	KON	que
,	PUN	,
main	NOM	main
<SEG>
dans	PRP	dans
Ville	NAM	ville
la	DET:ART	le
,	PUN	,
de	PRP	de
rue	NOM	rue
Tixeranderie	NOM	tixeranderie
la	DET:ART	le
de	PRP	de
Hôtel	NAM	hôtel
<SEG>
.	SENT	.
Un	DET:ART	un
<EOS>	<EOS>	<EOS>
au	PRP:det	au
quatre	NUM	quatre
passa	VER:simp	passer
trot	NOM	trot
beaux	ADJ	beau
carrosse	NOM	carrosse
de	PRP	de
<SEG>
par	PRP	par
lancé	VER:pper	lancer
.	SENT	.
chevaux	NOM	cheval
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
décrivit	VER:simp	décrire
portière	NOM	portier|portière
la	DET:ART	le
bouquet	NOM	bouquet
<SEG>
une	DET:ART	un
et	KON	et
en	PRP	en
vint	VER:simp	venir
courbe	NOM	courbe
frapper	VER:infi	frapper
calculée	VER:pper	calculer
adroitement	ADV	adroitement
pleine	ADJ	plein
Fortune	NOM	fortune
<SEG>
.	SENT	.
de	PRP	de
poitrine	NOM	poitrine
yeux	NOM	œil
<EOS>	<EOS>	<EOS>
grands	ADJ	grand
.	SENT	.
ouvrit	VER:simp	ouvrir
Pistole	NOM	pistole
La	DET:ART	le
<SEG>
froidement	ADV	froidement
<EOS>	<EOS>	<EOS>
est	VER:pres	être
Laquelle	PRO:REL	lequel
<EOS>	<EOS>	<EOS>
?	SENT	?
-ce	PRO:DEM	ce
demanda	VER:simp	demander
Fortune	ADJ	fortune
--	PUN	--
<SEG>
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
songeait	VER:impf	songer
que	KON	que
pendant	PRP	pendant
.	SENT	.
le	DET:ART	le
carrosse	NOM	carrosse
Il	PRO:PER	il
éloignait	VER:impf	éloigner
<SEG>
à	PRP	à
et	KON	et
<EOS>	<EOS>	<EOS>
Delaunay	NAM	delaunay
à	PRP	à
--	PUN	--
Ce	PRO:DEM	ce
n'	ADV	ne
.	SENT	.
Thérèse	NAM	thérèse
<SEG>
,	PUN	,
autre	ADJ	autre
une	DET:ART	un
l'	DET:ART	le
ni	KON	ni
ni	KON	ni
est	VER:pres	être
La	DET:ART	le
répondit	VER:simp	répondre
l'	DET:ART	le
<SEG>
qui	PRO:REL	qui
petite	ADJ	petit
est	VER:pres	être
Pistole	NAM	pistole
jolie	ADJ	joli
dame	NOM	dame
,	PUN	,
une	DET:ART	un
a	VER:pres	avoir
c'	PRO:DEM	ce
<SEG>
perles	NOM	perle
mille	NUM	mille
au	PRP:det	au
cou	NOM	cou
plus	ADV	plus
vingt	NUM	vingt
livres	NOM	livre
de	PRP	de
des	PRP:det	du
pour	KON	pour
<SEG>
<EOS>	<EOS>	<EOS>
le	DET:ART	le
ramassa	VER:simp	ramasser
examina	VER:simp	examiner
.	SENT	.
bouquet	NOM	bouquet
l'	PRO:PER	la|le
d'	PRP	de
Fortune	NOM	fortune
et	KON	et
<SEG>
billet	NOM	billet
<EOS>	<EOS>	<EOS>
.	SENT	.
y	PRO:PER	y
un	DET:ART	un
œil	NOM	œil
Il	PRO:PER	il
avait	VER:impf	avoir
un	DET:ART	un
exercé	VER:pper	exercer
<SEG>
;	PUN	;
vit	VER:pres	vivre
les	DET:ART	le
et	KON	et
l'	PRO:PER	la|le
ces	PRO:DEM	ce
fleurs	NOM	fleur
Fortune	NAM	fortune
ouvrit	VER:simp	ouvrir
entre	PRP	entre
<SEG>
,	PUN	,
tracés	VER:pper	tracer
crayon	NOM	crayon
cachez	VER:pres	cacher
mots	NOM	mot
:	PUN	:
imprudent	ADJ	imprudent
au	PRP:det	au
«	PUN:cit	«
Cher	NAM	cher
<SEG>
au	PRP:det	au
--	PUN	--
-vous	PRO:PER	vous
ciel	NOM	ciel
,	PUN	,
nom	NOM	nom
<EOS>	<EOS>	<EOS>
du	PRP:det	du
!	SENT	!
Autre	ADJ	autre
<SEG>
!	SENT	!
travaille	VER:pres	travailler
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
Fortune	NAM	fortune
mon	DET:POS	mon
étoile	NOM	étoile
;	PUN	;
écria	VER:simp	écrier
imbroglio	NOM	imbroglio
<SEG>
s'	PRO:PER	se
et	KON	et
<EOS>	<EOS>	<EOS>
une	DET:ART	un
Pistole	NAM	pistole
!	SENT	!
La	DET:ART	le
folle	NOM	fou
lui	PRO:PER	lui
comme	ADV	comme
<SEG>
place	NOM	place
étaient	VER:impf	être
Tout	ADV	tout
.	SENT	.
pour	PRP	pour
faire	VER:infi	faire
rangés	VER:pper	ranger
<EOS>	<EOS>	<EOS>
au	PRP:det	au
carrosse	NOM	carrosse
<SEG>
,	PUN	,
.	SENT	.
à	PRP	à
le	DET:ART	le
Faraud	NAM	faraud
Sur	PRP	sur
<EOS>	<EOS>	<EOS>
sourdement	ADV	sourdement
coup	NOM	coup
gronda	VER:simp	gronder
<SEG>
,	PUN	,
d'	PRP	de
à	PRP	à
pas	NOM	pas
toises	NOM	toise
porte	NOM	porte
d'	PRP	de
quelques	PRO:IND	quelque
eux	PRO:PER	eux
une	DET:ART	un
<SEG>
un	DET:ART	un
y	PRO:PER	y
un	DET:ART	un
qui	PRO:REL	qui
il	PRO:PER	il
portait	VER:impf	porter
homme	NOM	homme
avait	VER:impf	avoir
,	PUN	,
costume	NOM	costume
<SEG>
qui	PRO:REL	qui
et	KON	et
de	PRP	de
deuil	NOM	deuil
plis	NOM	pli
de	PRP	de
manteau	NOM	manteau
les	DET:ART	le
ramenait	VER:impf	ramener
son	DET:POS	son
<SEG>
visage	NOM	visage
singulièrement	ADV	singulièrement
son	DET:POS	son
En	PRP	en
le	DET:ART	le
sur	PRP	sur
voyant	VER:ppre	voir
.	SENT	.
pâle	ADJ	pâle
<EOS>	<EOS>	<EOS>
<SEG>
regard	NOM	regard
que	PRO:REL	que
attachait	VER:impf	attacher
Fortune	NAM	fortune
homme	NOM	homme
Pistole	NAM	pistole
sur	PRP	sur
cet	PRO:DEM	ce
,	PUN	,
La	DET:ART	le
<SEG>
À	PRP	à
retenir	VER:infi	retenir
de	PRP	de
<EOS>	<EOS>	<EOS>
ne	ADV	ne
exclamation	NOM	exclamation
frayeur	NOM	frayeur
.	SENT	.
une	DET:ART	un
put	VER:simp	pouvoir
<SEG>
l'	DET:ART	le
referma	VER:simp	refermer
bruyamment	ADV	bruyamment
cri	NOM	cri
,	PUN	,
homme	NOM	homme
recula	VER:simp	reculer
et	KON	et
la	DET:ART	le
ce	PRO:DEM	ce
<SEG>
il	PRO:PER	il
Pistole	NOM	pistole
juré	VER:pper	jurer
qu'	KON	que
aurait	VER:cond	avoir
<EOS>	<EOS>	<EOS>
avait	VER:impf	avoir
La	DET:ART	le
porte	NOM	porte
.	SENT	.
<SEG>
distingué	VER:pper	distinguer
sous	PRP	sous
demi-cachée	NOM	demi-cachée
,	PUN	,
un	DET:ART	un
dans	PRP	dans
main	NOM	main
le	DET:ART	le
sa	DET:POS	son
couteau	NOM	couteau
<SEG>
pourpoint	NOM	pourpoint
son	DET:POS	son
<EOS>	<EOS>	<EOS>
Où	PRO:REL	où
obtient	VER:pres	obtenir
.	SENT	.
de	PRP	de
Fortune	NAM	fortune
sombre	ADJ	sombre
revers	NOM	revers
<SEG>
renseignements	NOM	renseignement
.	SENT	.
.	SENT	.
de	PRP	de
M	NOM	m
sur	PRP	sur
duc	NOM	duc
des	PRP:det	du
Richelieu	NAM	richelieu
le	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
un	DET:ART	un
Pistole	NOM	pistole
<EOS>	<EOS>	<EOS>
pas	ADV	pas
chevalier	NOM	chevalier
La	DET:ART	le
était	VER:impf	être
n'	ADV	ne
<SEG>
deuil	NOM	deuil
,	PUN	,
cet	PRO:DEM	ce
pâle	ADJ	pâle
vue	NOM	vue
de	PRP	de
homme	NOM	homme
La	DET:ART	le
de	PRP	de
habillé	VER:pper	habiller
<SEG>
un	DET:ART	un
des	PRP:det	du
à	PRP	à
,	PUN	,
la	DET:ART	le
couteau	NOM	couteau
cachant	VER:ppre	cacher
tête	NOM	tête
pieds	NOM	pied
et	KON	et
<SEG>
haine	NOM	haine
de	PRP	de
Fortune	NAM	fortune
sur	PRP	sur
,	PUN	,
flamboyant	VER:ppre	flamboyer
tout	ADV	tout
regard	NOM	regard
jetant	VER:ppre	jeter
un	DET:ART	un
<SEG>
désir	NOM	désir
de	PRP	de
son	DET:POS	son
augmenta	VER:simp	augmenter
rejoindre	VER:infi	rejoindre
manifestement	ADV	manifestement
il	PRO:PER	il
avait	VER:impf	avoir
le	DET:ART	le
qu'	PRO:REL	que
<SEG>
une	DET:ART	un
congé	NOM	congé
Chizac-le-Riche	NAM	chizac-le-riche
certaine	ADJ	certain
.	SENT	.
avec	PRP	avec
oncle	NOM	oncle
prit	VER:simp	prendre
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
<SEG>
mot	NOM	mot
mais	KON	mais
dernier	ADJ	dernier
,	PUN	,
fut	VER:simp	être
:	PUN	:
son	DET:POS	son
précipitation	NOM	précipitation
celui	PRO:DEM	celui
-ci	ADV	-ci
<SEG>
à	PRP	à
J'	PRO:PER	je
mon	DET:POS	mon
vous	PRO:PER	vous
--	PUN	--
quitter	VER:infi	quitter
,	PUN	,
ai	VER:pres	avoir
regret	NOM	regret
du	PRP:det	du
<SEG>
aurais	VER:cond	avoir
du	PRP:det	du
vous	PRO:PER	vous
à	PRP	à
et	KON	et
compagnon	NOM	compagnon
plaisir	NOM	plaisir
revoir	VER:infi	revoir
j'	PRO:PER	je
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
-moi	PRO:PER	moi
vous	PRO:PER	vous
seulement	ADV	seulement
que	KON	que
vous	PRO:PER	vous
de	PRP	de
Promettez	VER:pres	promettre
abstiendrez	VER:futu	abstenir
<SEG>
à	PRP	à
.	SENT	.
femme	NOM	femme
la	DET:ART	le
<EOS>	<EOS>	<EOS>
scélérate	NOM	scélérat
faire	VER:infi	faire
ma	DET:POS	mon
de	PRP	de
cour	NOM	cour
<SEG>
lui	PRO:PER	lui
s'	PRO:PER	se
et	KON	et
:	PUN	:
écria	VER:simp	écrier
Fortune	NOM	fortune
rit	VER:simp	rire
au	PRP:det	au
nez	NOM	nez
--	PUN	--
<SEG>
!	SENT	!
mule	NOM	mule
pour	KON	pour
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
prends	VER:pres	prendre
pape	NOM	pape
La	DET:ART	le
me	PRO:PER	me
du	PRP:det	du
<SEG>
?	SENT	?
Ta	DET:POS	ton
mon	DET:POS	mon
,	PUN	,
a-t-elle	ADJ	a-t-elle
femme	NOM	femme
garçon	NOM	garçon
quatre	NUM	quatre
<EOS>	<EOS>	<EOS>
-tu	PRO:PER	tu
<SEG>
pour	PRP	pour
un	DET:ART	un
<EOS>	<EOS>	<EOS>
traîner	VER:infi	traîner
chevaux	NOM	cheval
carrosse	NOM	carrosse
Non	ADV	non
pas	ADV	pas
dans	PRP	dans
?	SENT	?
<SEG>
ferai	VER:futu	faire
ne	ADV	ne
pas	ADV	pas
,	PUN	,
non	ADV	non
la	DET:ART	le
lui	PRO:PER	lui
,	PUN	,
point	ADV	point
je	PRO:PER	je
<SEG>
,	PUN	,
cela	PRO:DEM	cela
cour	NOM	cour
en	PRP	en
joie	NOM	joie
et	KON	et
si	KON	si
peut	VER:pres	pouvoir
te	PRO:PER	te
garder	VER:infi	garder
<SEG>
!	SENT	!
sur	PRP	sur
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
,	PUN	,
le	PRO:PER	le
je	PRO:PER	je
étoile	NOM	étoile
te	PRO:PER	te
jure	VER:pres	jurer
<SEG>
et	KON	et
vers	PRP	vers
à	PRP	à
grands	ADJ	grand
aussitôt	ADV	aussitôt
Pistole	NOM	pistole
remercia	VER:simp	remercier
descendit	VER:simp	descendre
pas	NOM	pas
La	DET:ART	le
<SEG>
Ville	NAM	ville
Il	PRO:PER	il
Hôtel	NAM	hôtel
de	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
fut	VER:simp	être
obligé	VER:pper	obliger
l'	DET:ART	le
de	PRP	de
<SEG>
qui	PRO:REL	qui
par	PRP	par
trois	NUM	trois
le	DET:ART	le
chien	NOM	chien
semblait	VER:impf	sembler
fois	NOM	fois
siffler	VER:infi	siffler
Faraud	ADJ	faraud
s'	PRO:PER	se
<SEG>
pensait	VER:impf	penser
Celui	PRO:DEM	celui
de	PRP	de
<EOS>	<EOS>	<EOS>
-ci	ADV	-ci
répugnance	NOM	répugnance
avec	PRP	avec
Fortune	NOM	fortune
éloigner	VER:infi	éloigner
.	SENT	.
<SEG>
:	PUN	:
y	PRO:PER	y
bêtes	NOM	bête
jusqu'	PRP	jusque
a	VER:pres	avoir
Il	PRO:PER	il
aux	PRP:det	au
n'	ADV	ne
--	PUN	--
pas	ADV	pas
<SEG>
qui	PRO:REL	qui
s'	PRO:PER	se
!	SENT	!
dirait	VER:cond	dire
moi	PRO:PER	moi
à	PRP	à
attachent	VER:pres	attacher
ne	ADV	ne
On	PRO:PER	on
<EOS>	<EOS>	<EOS>
<SEG>
poche	NOM	poche
un	DET:ART	un
dans	PRP	dans
ma	DET:POS	mon
!	SENT	!
ai	VER:pres	avoir
l'	PRO:PER	la|le
que	KON	que
talisman	NOM	talisman
<EOS>	<EOS>	<EOS>
<SEG>
;	PUN	;
était	VER:impf	être
pas	ADV	pas
encore	ADV	encore
n'	ADV	ne
quand	KON	quand
La	DET:ART	le
journée	NOM	journée
avancée	VER:pper	avancer
très	ADV	très
<SEG>
extrémité	NOM	extrémité
grande	ADJ	grand
la	DET:ART	le
Fortune	NAM	fortune
à	PRP	à
arriva	VER:simp	arriver
de	PRP	de
Saint-Antoine	NAM	saint-antoine
rue	NOM	rue
l'	DET:ART	le
<SEG>
,	PUN	,
.	SENT	.
de	PRP	de
au	PRP:det	au
clocher	NOM	clocher
<EOS>	<EOS>	<EOS>
heures	NOM	heure
Saint-Gervais	NAM	saint-gervais
sonnaient	VER:impf	sonner
deux	NUM	deux
<SEG>
Il	PRO:PER	il
ostentation	NOM	ostentation
lancé	VER:pper	lancer
à	PRP	à
main	NOM	main
avec	PRP	avec
tenait	VER:impf	tenir
le	DET:ART	le
la	DET:ART	le
bouquet	NOM	bouquet
<SEG>
flairait	VER:impf	flairer
et	KON	et
beau	ADJ	beau
la	DET:ART	le
du	PRP:det	du
chaque	PRO:IND	chaque
le	PRO:PER	le
portière	NOM	portier|portière
par	PRP	par
carrosse	NOM	carrosse
<SEG>
gauche	ADJ	gauche
fois	NOM	fois
à	PRP	à
ou	KON	ou
passait	VER:impf	passer
droite	NOM	droit|droite
à	PRP	à
une	DET:ART	un
femme	NOM	femme
qu'	KON	que
<SEG>
femmes	NOM	femme
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
ainsi	ADV	ainsi
croisaient	VER:impf	croiser
toutes	PRO:IND	tout
les	DET:ART	le
Presque	ADV	presque
.	SENT	.
<SEG>
lui	PRO:PER	lui
regards	NOM	regard
,	PUN	,
avaient	VER:impf	avoir
pour	PRP	pour
d'	PRP	de
,	PUN	,
admiration	NOM	admiration
d'	PRP	de
des	PRP:det	du
<SEG>
.	SENT	.
C'	PRO:DEM	ce
effroi	NOM	effroi
surprise	NOM	surprise
la	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
pour	PRP	pour
ou	KON	ou
étaient	VER:impf	être
<SEG>
et	KON	et
des	PRP:det	du
grisettes	NOM	grisette
ou	KON	ou
petites	ADJ	petit
bourgeoises	NOM	bourgeois
des	PRP:det	du
,	PUN	,
plupart	NOM	plupart
Fortune	NAM	fortune
<SEG>
méritaient	VER:impf	mériter
elles	PRO:PER	elle
attention	NOM	attention
qu'	PRO:REL	que
juste	ADJ	juste
<EOS>	<EOS>	<EOS>
leur	PRO:PER	lui
l'	DET:ART	le
accordait	VER:impf	accorder
.	SENT	.
<SEG>
une	DET:ART	un
pavé	NOM	pavé
de	PRP	de
sur	PRP	sur
avait	VER:impf	avoir
y	PRO:PER	y
grande	ADJ	grand
Il	PRO:PER	il
quantité	NOM	quantité
le	DET:ART	le
<SEG>
bourgeois	NOM	bourgeois
nombre	NOM	nombre
et	KON	et
on	PRO:PER	on
curieux	NOM	curieux
lesquels	PRO:REL	lequel
de	PRP	de
,	PUN	,
parmi	PRP	parmi
distinguait	VER:impf	distinguer
<SEG>
fenêtres	NOM	fenêtre
presque	ADV	presque
maisons	NOM	maison
même	ADV	même
gentilshommes	NOM	gentilshommes
toutes	PRO:IND	tout
les	DET:ART	le
quelques	PRO:IND	quelque
;	PUN	;
des	PRP:det	du
<SEG>
du	PRP:det	du
et	KON	et
surtout	ADV	surtout
étaient	VER:impf	être
,	PUN	,
,	PUN	,
droit	ADJ	droit
côté	NOM	côté
ouvertes	VER:pper	ouvrir
allaient	VER:impf	aller
<SEG>
se	PRO:PER	se
curieuses	ADJ	curieux
femmes	NOM	femme
de	PRP	de
Les	DET:ART	le
.	SENT	.
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
garnissant	VER:ppre	garnir
têtes	NOM	tête
<SEG>
.	SENT	.
grande	ADJ	grand
majorité	NOM	majorité
montraient	VER:impf	montrer
y	PRO:PER	y
tout	ADV	tout
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
en	PRP	en
pensa	VER:simp	penser
<SEG>
préparée	VER:pper	préparer
bonnement	ADV	bonnement
avait	VER:impf	avoir
qu'	KON	que
y	PRO:PER	y
quelque	PRO:IND	quelque
il	PRO:PER	il
fête	NOM	fête
ou	KON	ou
là	ADV	là
<SEG>
grand	ADJ	grand
descendre	VER:infi	descendre
quelque	PRO:IND	quelque
allait	VER:impf	aller
rue	NOM	rue
que	KON	que
la	DET:ART	le
,	PUN	,
personnage	NOM	personnage
Saint-Antoine	NAM	saint-antoine
<SEG>
Bastille	NAM	bastille
.	SENT	.
Vincennes	NAM	vincennes
château	NOM	château
du	PRP:det	du
