scrupules	NOM	scrupule
nouvelle	ADJ	nouveau
perfection	NOM	perfection
j'	PRO:PER	je
,	PUN	,
à	PRP	à
<SEG>
de	PRP	de
mes	DET:POS	mon
statue	NOM	statue
propres	ADJ	propre
la	DET:ART	le
marbre	NOM	marbre
blanc	ADJ	blanc
mains	NOM	main
que	KON	que
de	PRP	de
<SEG>
cœur	NOM	cœur
créée	VER:pper	créer
j'	PRO:PER	je
dans	PRP	dans
m'	PRO:PER	me
avais	VER:impf	avoir
plus	ADV	plus
inspirant	VER:ppre	inspirer
,	PUN	,
mon	DET:POS	mon
<SEG>
,	PUN	,
peut-être	ADV	peut-être
réalité	NOM	réalité
inventant	VER:ppre	inventer
de	PRP	de
la	DET:ART	le
idéal	NOM	idéal
de	PRP	de
que	KON	que
l'	DET:ART	le
<SEG>
.	SENT	.
copiant	VER:ppre	copier
pas	ADV	pas
ne	ADV	ne
et	KON	et
qu'	PRO:REL	que
<EOS>	<EOS>	<EOS>
!	SENT	!
importe	VER:pres	importer
Mais	KON	mais
<SEG>
la	DET:ART	le
existait	VER:impf	exister
,	PUN	,
<EOS>	<EOS>	<EOS>
sainte	ADJ	saint
la	DET:ART	le
la	DET:ART	le
statue	NOM	statue
,	PUN	,
madone	NOM	madone
<SEG>
contraire	NOM	contraire
le	DET:ART	le
jour	NOM	jour
fut	VER:simp	être
,	PUN	,
ce	PRO:DEM	ce
Un	DET:ART	un
<EOS>	<EOS>	<EOS>
précisément	ADV	précisément
.	SENT	.
<SEG>
j'	PRO:PER	je
que	PRO:REL	que
:	PUN	:
se	PRO:PER	se
de	PRP	de
qui	PRO:REL	qui
réalisa	VER:simp	réaliser
avais	VER:impf	avoir
espéré	VER:pper	espérer
ce	PRO:DEM	ce
<SEG>
femme	NOM	femme
devenir	VER:infi	devenir
,	PUN	,
lieu	NOM	lieu
devint	VER:simp	devenir
ma	DET:POS	mon
au	PRP:det	au
de	PRP	de
,	PUN	,
Clotilde	NAM	clotilde
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
celle	PRO:DEM	celui
.	SENT	.
M	NOM	m
Solignac	NAM	solignac
de	PRP	de
de	PRP	de
Mais	KON	mais
<SEG>
trahison	NOM	trahison
fût	VER:subi	être
son	DET:POS	son
dans	PRP	dans
si	ADV	si
elle	PRO:PER	elle
lourde	ADJ	lourd
,	PUN	,
qu'	PRO:REL	que
choc	NOM	choc
<SEG>
au	PRP:det	au
idole	NOM	idole
,	PUN	,
point	ADV	point
ne	ADV	ne
l'	DET:ART	le
terrible	ADJ	terrible
brisa	VER:simp	briser
:	PUN	:
cependant	ADV	cependant
<SEG>
lieu	NOM	lieu
fut	VER:simp	être
d'	PRP	de
espérance	NOM	espérance
la	DET:ART	le
elle	PRO:PER	elle
statue	NOM	statue
de	PRP	de
être	VER:infi	être
l'	DET:ART	le
<SEG>
dans	PRP	dans
mon	DET:POS	mon
.	SENT	.
du	PRP:det	du
celle	PRO:DEM	celui
souvenir	NOM	souvenir
Elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
est	VER:pres	être
restée	VER:pper	rester
<SEG>
<EOS>	<EOS>	<EOS>
à	PRP	à
.	SENT	.
elle	PRO:PER	elle
qu'	PRO:REL	que
Maintenant	ADV	maintenant
cœur	NOM	cœur
occupait	VER:impf	occuper
place	NOM	place
la	DET:ART	le
<SEG>
abattre	VER:infi	abattre
vais	VER:pres	aller
la	DET:ART	le
sur	PRP	sur
et	KON	et
l'	PRO:PER	la|le
porter	VER:infi	porter
main	NOM	main
elle	PRO:PER	elle
-je	PRO:PER	je
<SEG>
?	SENT	?
piédestal	NOM	piédestal
son	DET:POS	son
<EOS>	<EOS>	<EOS>
Sur	PRP	sur
de	PRP	de
le	DET:ART	le
marbre	NOM	marbre
chaste	ADJ	chaste
et	KON	et
<SEG>
fille	NOM	fille
de	PRP	de
-je	PRO:PER	je
la	DET:ART	le
jeune	ADJ	jeune
,	PUN	,
vais	VER:pres	aller
mettre	VER:infi	mettre
le	DET:ART	le
nu	NOM	nu
<SEG>
<EOS>	<EOS>	<EOS>
peignoir	NOM	peignoir
la	DET:ART	le
?	SENT	?
lascif	ADJ	lascif
Clotilde	NAM	clotilde
Si	KON	si
de	PRP	de
femme	NOM	femme
amoureuse	ADJ	amoureux
<SEG>
amour	NOM	amour
cède	VER:pres	céder
mon	DET:POS	mon
à	PRP	à
sien	PRO:POS	sien
ce	PRO:DEM	ce
au	PRP:det	au
,	PUN	,
et	KON	et
maintenant	ADV	maintenant
<SEG>
sera	VER:futu	être
ne	ADV	ne
monter	VER:infi	monter
plus	ADV	plus
dans	PRP	dans
haut	ADV	haut
mon	DET:POS	mon
cœur	NOM	cœur
pour	PRP	pour
point	ADV	point
<SEG>
.	SENT	.
contraire	NOM	contraire
descendre	VER:infi	descendre
,	PUN	,
mais	KON	mais
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
Elle	PRO:PER	elle
au	PRP:det	au
pour	PRP	pour
<SEG>
les	DET:ART	le
fille	NOM	fille
comme	KON	comme
femme	NOM	femme
tuera	VER:futu	tuer
une	DET:ART	un
et	KON	et
jeune	ADJ	jeune
deviendra	VER:futu	devenir
la	DET:ART	le
<SEG>
que	PRO:REL	que
.	SENT	.
c'	PRO:DEM	ce
est	VER:pres	être
autres	ADJ	autre
Et	KON	et
jeune	ADJ	jeune
cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
fille	NOM	fille
<SEG>
autres	ADJ	autre
j'	PRO:PER	je
d'	PRP	de
.	SENT	.
<EOS>	<EOS>	<EOS>
Bien	ADV	bien
à	PRP	à
place	NOM	place
aime	VER:pres	aimer
ma	DET:POS	mon
<SEG>
scrupules	NOM	scrupule
et	KON	et
sans	PRP	sans
pas	ADV	pas
ces	PRO:DEM	ce
auraient	VER:cond	avoir
;	PUN	;
comme	KON	comme
doute	NOM	doute
n'	ADV	ne
<SEG>
n'	ADV	ne
point	ADV	point
Clotilde	NAM	clotilde
mariage	NOM	mariage
elle	PRO:PER	elle
défiguré	VER:pper	défigurer
a	VER:pres	avoir
le	DET:ART	le
comme	KON	comme
,	PUN	,
<SEG>
et	KON	et
toujours	ADV	toujours
profiteraient	VER:cond	profiter
l'	DET:ART	le
séduisante	ADJ	séduisant
ils	PRO:PER	il
belle	ADJ	beau
est	VER:pres	être
,	PUN	,
de	PRP	de
<SEG>
la	DET:ART	le
.	SENT	.
occasion	NOM	occasion
qui	PRO:REL	qui
est	VER:pres	être
toujours	ADV	toujours
<EOS>	<EOS>	<EOS>
présente	VER:pres	présenter
se	PRO:PER	se
C'	PRO:DEM	ce
<SEG>
-là	ADV	là
<EOS>	<EOS>	<EOS>
même	ADJ	même
ceux	PRO:DEM	celui
.	SENT	.
la	DET:ART	le
Mais	KON	mais
femme	NOM	femme
femme	NOM	femme
aimeraient	VER:cond	aimer
<SEG>
aimeraient	VER:cond	aimer
,	PUN	,
leur	DET:POS	leur
n'	ADV	ne
.	SENT	.
Or	NOM	or
pas	ADV	pas
<EOS>	<EOS>	<EOS>
amour	NOM	amour
et	KON	et
<SEG>
mon	DET:POS	mon
;	PUN	;
est	VER:pres	être
c'	PRO:DEM	ce
amour	NOM	amour
que	KON	que
c'	PRO:DEM	ce
aime	VER:pres	aimer
est	VER:pres	être
j'	PRO:PER	je
<SEG>
souvenirs	NOM	souvenir
jeunesse	NOM	jeunesse
est	VER:pres	être
c'	PRO:DEM	ce
,	PUN	,
,	PUN	,
rêves	NOM	rêve
ma	DET:POS	mon
mes	DET:POS	mon
mes	DET:POS	mon
<SEG>
.	SENT	.
la	DET:ART	le
Que	KON	que
me	PRO:PER	me
,	PUN	,
dans	PRP	dans
<EOS>	<EOS>	<EOS>
restera-t-il	VER:cond	restera-t-il
espérances	NOM	espérance
mes	DET:POS	mon
<SEG>
propre	ADJ	propre
main	NOM	main
de	PRP	de
vie	NOM	vie
les	PRO:PER	la|le
je	PRO:PER	je
si	KON	si
,	PUN	,
ma	DET:POS	mon
souille	VER:pres	souiller
<SEG>
Solignac	NAM	solignac
<EOS>	<EOS>	<EOS>
ne	ADV	ne
peut	VER:pres	pouvoir
ma	DET:POS	mon
être	VER:infi	être
de	PRP	de
?	SENT	?
Madame	NOM	madame
que	KON	que
<SEG>
,	PUN	,
femme	NOM	femme
que	KON	que
maîtresse	NOM	maîtresse
adore	VER:pres	adorer
ma	DET:POS	mon
est	VER:pres	être
j'	PRO:PER	je
c'	PRO:DEM	ce
et	KON	et
<SEG>
Clotilde	NAM	clotilde
<EOS>	<EOS>	<EOS>
est	VER:pres	être
.	SENT	.
Il	PRO:PER	il
facile	ADJ	facile
dans	PRP	dans
que	KON	que
de	PRP	de
comprendre	VER:infi	comprendre
<SEG>
pareilles	ADJ	pareil
j'	PRO:PER	je
,	PUN	,
,	PUN	,
dans	PRP	dans
trouvant	VER:ppre	trouver
morales	ADJ	moral
dispositions	NOM	disposition
de	PRP	de
me	PRO:PER	me
<SEG>
attendis	VER:simp	attendre
douloureusement	ADV	douloureusement
-je	PRO:PER	je
Clotilde	NAM	clotilde
.	SENT	.
chez	PRP	chez
le	DET:ART	le
Irais	VER:cond	aller
mercredi	NOM	mercredi
<EOS>	<EOS>	<EOS>
<SEG>
Dans	PRP	dans
ou	KON	ou
la	DET:ART	le
-je	PRO:PER	je
irais	VER:cond	aller
pas	ADV	pas
n'	ADV	ne
?	SENT	?
<EOS>	<EOS>	<EOS>
bien	ADV	bien
<SEG>
même	ADJ	même
,	PUN	,
même	ADJ	même
,	PUN	,
la	DET:ART	le
je	PRO:PER	je
dans	PRP	dans
minute	NOM	minute
heure	NOM	heure
disais	VER:impf	dire
<SEG>
je	PRO:PER	je
disais	VER:impf	dire
ne	ADV	ne
,	PUN	,
non	ADV	non
oui	INT	oui
à	PRP	à
et	KON	et
sachant	VER:ppre	savoir
quoi	PRO	quoi
<SEG>
la	DET:ART	le
ne	ADV	ne
j'	PRO:PER	je
,	PUN	,
résoudre	VER:infi	résoudre
surtout	ADV	surtout
si	KON	si
aurais	VER:cond	avoir
sachant	VER:ppre	savoir
me	PRO:PER	me
<SEG>
en	PRP	en
que	PRO:REL	que
de	PRP	de
la	DET:ART	le
résolution	NOM	résolution
tenir	VER:infi	tenir
m'	PRO:PER	me
je	PRO:PER	je
force	NOM	force
à	PRP	à
<SEG>
étais	VER:impf	être
plus	ADV	plus
j'	PRO:PER	je
Le	DET:ART	le
quand	KON	quand
,	PUN	,
<EOS>	<EOS>	<EOS>
.	SENT	.
prendrais	VER:cond	prendre
souvent	ADV	souvent
<SEG>
,	PUN	,
y	PRO:PER	y
je	PRO:PER	je
pas	ADV	pas
à	PRP	à
ne	ADV	ne
seul	ADJ	seul
décidais	VER:impf	décider
aller	VER:infi	aller
me	PRO:PER	me
<SEG>
jardin	NOM	jardin
la	PRO:PER	la
<EOS>	<EOS>	<EOS>
son	DET:POS	son
quand	KON	quand
je	PRO:PER	je
dans	PRP	dans
Mais	KON	mais
voyais	VER:impf	voir
.	SENT	.
<SEG>
se	PRO:PER	se
promenait	VER:impf	promener
maintenant	ADV	maintenant
où	PRO:REL	où
les	DET:ART	le
jour	NOM	jour
dix	NUM	dix
par	PRP	par
fois	NOM	fois
elle	PRO:PER	elle
<SEG>
,	PUN	,
me	PRO:PER	me
disais	VER:impf	dire
mes	DET:POS	mon
je	PRO:PER	je
yeux	NOM	œil
que	KON	que
fenêtres	NOM	fenêtre
vers	PRP	vers
levés	VER:pper	lever
<SEG>
jamais	ADV	jamais
je	PRO:PER	je
attraction	NOM	attraction
à	PRP	à
ne	ADV	ne
toute-puissante	ADJ	toute-puissante
résister	VER:infi	résister
qu'	PRO:REL	que
l'	DET:ART	le
pourrais	VER:cond	pouvoir
<SEG>
Et	KON	et
sur	PRP	sur
.	SENT	.
volonté	NOM	volonté
exerçait	VER:impf	exercer
<EOS>	<EOS>	<EOS>
,	PUN	,
indécis	ADJ	indécis
elle	PRO:PER	elle
ma	DET:POS	mon
<SEG>
de	PRP	de
dans	PRP	dans
angoisses	NOM	angoisse
,	PUN	,
cruelles	ADJ	cruel
je	PRO:PER	je
,	PUN	,
ballotté	VER:pper	ballotter
passai	VER:simp	passer
irrésolu	ADJ	irrésolu
<SEG>
les	DET:ART	le
nous	PRO:PER	nous
séparaient	VER:impf	séparer
jours	NOM	jour
mercredi	NOM	mercredi
qui	PRO:REL	qui
quatre	NUM	quatre
ce	PRO:DEM	ce
de	PRP	de
.	SENT	.
<SEG>
onze	NUM	onze
matin	NOM	matin
heures	NOM	heure
<EOS>	<EOS>	<EOS>
Clotilde	NAM	clotilde
à	PRP	à
Le	DET:ART	le
,	PUN	,
descendit	VER:simp	descendre
,	PUN	,
<SEG>
dans	PRP	dans
elle	PRO:PER	elle
et	KON	et
jardin	NOM	jardin
,	PUN	,
tourna	VER:simp	tourner
vingt	NUM	vingt
le	DET:ART	le
pendant	PRP	pendant
minutes	NOM	minute
<SEG>
;	PUN	;
elle	PRO:PER	elle
de	PRP	de
et	KON	et
pelouse	NOM	pelouse
la	DET:ART	le
lorsqu'	KON	lorsque
autour	ADV	autour
retourna	VER:simp	retourner
remonta	VER:simp	remonter
<SEG>
,	PUN	,
qu'	KON	que
perron	NOM	perron
de	PRP	de
son	DET:POS	son
marches	NOM	marche
il	PRO:PER	il
sembla	VER:simp	sembler
me	PRO:PER	me
les	DET:ART	le
<SEG>
signe	NOM	signe
perceptible	ADJ	perceptible
.	SENT	.
me	PRO:PER	me
faisait	VER:impf	faire
<EOS>	<EOS>	<EOS>
peine	NOM	peine
elle	PRO:PER	elle
à	PRP	à
un	DET:ART	un
<SEG>
un	NUM	un
un	NUM	un
?	SENT	?
appel	NOM	appel
-ce	PRO:DEM	ce
,	PUN	,
était	VER:impf	être
-ce	PRO:DEM	ce
adieu	NOM	adieu
Était	VER:impf	être
<SEG>
paru	VER:pper	paraître
ne	ADV	ne
si	ADV	si
<EOS>	<EOS>	<EOS>
avaient	VER:impf	avoir
heures	NOM	heure
longues	ADJ	longue
les	DET:ART	le
Jamais	ADV	jamais
m'	PRO:PER	me
<SEG>
<EOS>	<EOS>	<EOS>
à	PRP	à
,	PUN	,
me	PRO:PER	me
À	PRP	à
je	PRO:PER	je
.	SENT	.
décidai	VER:simp	décider
heures	NOM	heure
trois	NUM	trois
<SEG>
elle	PRO:PER	elle
je	PRO:PER	je
À	PRP	à
aller	VER:infi	aller
et	KON	et
.	SENT	.
chez	PRP	chez
<EOS>	<EOS>	<EOS>
m'	PRO:PER	me
habillai	VER:simp	habiller
<SEG>
à	PRP	à
heures	NOM	heure
je	PRO:PER	je
,	PUN	,
me	PRO:PER	me
rester	VER:infi	rester
quatre	NUM	quatre
<EOS>	<EOS>	<EOS>
décidai	VER:simp	décider
.	SENT	.
<SEG>
descendis	VER:simp	descendre
À	PRP	à
cinq	NUM	cinq
mon	DET:POS	mon
mais	KON	mais
escalier	NOM	escalier
je	PRO:PER	je
,	PUN	,
,	PUN	,
heures	NOM	heure
<SEG>
de	PRP	de
lieu	NOM	lieu
trottoir	NOM	trottoir
au	PRP:det	au
sur	PRP	sur
,	PUN	,
,	PUN	,
prendre	VER:infi	prendre
le	DET:ART	le
arrivé	VER:pper	arriver
<SEG>
je	PRO:PER	je
rue	NOM	rue
rue	NOM	rue
,	PUN	,
Moncey	NAM	moncey
Blanche	NAM	blanche
la	DET:ART	le
et	KON	et
la	DET:ART	le
montai	VER:simp	monter
<SEG>
comme	ADV	comme
sur	PRP	sur
un	DET:ART	un
les	DET:ART	le
boulevards	NOM	boulevard
sauvai	VER:simp	sauver
extérieurs	ADJ	extérieur
.	SENT	.
me	PRO:PER	me
voleur	NOM	voleur
<SEG>
voleur	ADJ	voleur
aurais	VER:cond	avoir
je	PRO:PER	je
honteux	ADJ	honteux
<EOS>	<EOS>	<EOS>
Vraiment	ADV	vraiment
n'	ADV	ne
été	VER:pper	être
plus	ADV	plus
pas	ADV	pas
<SEG>
irrésolution	NOM	irrésolution
était	VER:impf	être
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
étais	VER:impf	être
.	SENT	.
je	PRO:PER	je
Cette	PRO:DEM	ce
ne	ADV	ne
que	KON	que
<SEG>
de	PRP	de
de	PRP	de
ces	PRO:DEM	ce
et	KON	et
volonté	NOM	volonté
misérable	ADJ	misérable
étaient	VER:impf	être
faiblesse	NOM	faiblesse
alternatives	NOM	alternative
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
la	DET:ART	le
lâcheté	NOM	lâcheté
de	PRP	de
était-il	NOM	était-il
M'	PRO:PER	me
le	DET:ART	le
donc	ADV	donc
comble	NOM	comble
.	SENT	.
<SEG>
,	PUN	,
savoir	VER:infi	savoir
que	PRO:REL	que
impossible	ADJ	impossible
voulais	VER:impf	vouloir
de	PRP	de
et	KON	et
ce	PRO:DEM	ce
je	PRO:PER	je
,	PUN	,
<SEG>
de	PRP	de
bout	NOM	bout
sachant	VER:ppre	savoir
au	PRP:det	au
jusqu'	PRP	jusque
?	SENT	?
le	DET:ART	le
,	PUN	,
vouloir	NOM	vouloir
le	PRO:PER	le
<SEG>
<EOS>	<EOS>	<EOS>
Jamais	ADV	jamais
aucune	PRO:IND	aucun
,	PUN	,
ma	DET:POS	mon
circonstance	NOM	circonstance
vie	NOM	vie
de	PRP	de
,	PUN	,
dans	PRP	dans
<SEG>
avais	VER:impf	avoir
toujours	ADV	toujours
et	KON	et
n'	ADV	ne
ces	PRO:DEM	ce
je	PRO:PER	je
indécisions	NOM	indécision
,	PUN	,
subi	VER:pper	subir
je	PRO:PER	je
<SEG>
lâche	ADJ	lâche
étais	VER:impf	être
passion	NOM	passion
rend-elle	VER:pres	rend-elle
déterminé	VER:pper	déterminer
nous	PRO:PER	nous
;	PUN	;
la	DET:ART	le
franchement	ADV	franchement
m'	PRO:PER	me
<SEG>
?	SENT	?
affreuse	ADJ	affreux
<EOS>	<EOS>	<EOS>
passai	VER:simp	passer
Je	PRO:PER	je
point	NOM	point
à	PRP	à
ce	PRO:DEM	ce
nuit	NOM	nuit
une	DET:ART	un
<SEG>
Clotilde	NAM	clotilde
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
avait	VER:impf	avoir
m'	PRO:PER	me
attendu	VER:pper	attendre
jusqu'	PRP	jusque
Certainement	ADV	certainement
et	KON	et
<SEG>
ma	DET:POS	mon
compté	VER:pper	compter
.	SENT	.
moment	NOM	moment
visite	NOM	visite
au	PRP:det	au
dernier	ADJ	dernier
avait	VER:impf	avoir
sur	PRP	sur
elle	PRO:PER	elle
<SEG>
Comment	ADV	comment
absence	NOM	absence
allait-elle	VER:pres	allait-elle
injure	NOM	injure
considérer	VER:infi	considérer
?	SENT	?
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
Une	DET:ART	un
<EOS>	<EOS>	<EOS>
<SEG>
<EOS>	<EOS>	<EOS>
rupture	NOM	rupture
,	PUN	,
,	PUN	,
.	SENT	.
fini	VER:pper	finir
une	DET:ART	un
c'	PRO:DEM	ce
était	VER:impf	être
Alors	ADV	alors
<SEG>
devenais	VER:impf	devenir
et	KON	et
je	PRO:PER	je
,	PUN	,
<EOS>	<EOS>	<EOS>
lâche	ADJ	lâche
.	SENT	.
pensée	NOM	pensée
cette	PRO:DEM	ce
À	PRP	à
<SEG>
était	VER:impf	être
C'	PRO:DEM	ce
-même	ADJ	même
<EOS>	<EOS>	<EOS>
à	PRP	à
moi	NOM	moi
me	PRO:PER	me
fâchais	VER:impf	fâcher
contre	PRP	contre
.	SENT	.
<SEG>
orgueil	NOM	orgueil
de	PRP	de
que	KON	que
j'	PRO:PER	je
l'	DET:ART	le
obéi	VER:pper	obéir
trompé	VER:pper	tromper
avais	VER:impf	avoir
l'	DET:ART	le
amant	NOM	amant
<SEG>
,	PUN	,
;	PUN	;
voilà	ADV	voilà
tout	NOM	tout
avais	VER:impf	avoir
le	DET:ART	le
:	PUN	:
le	DET:ART	le
j'	PRO:PER	je
boudé	VER:pper	bouder
<SEG>
beau	ADJ	beau
digne	ADJ	digne
et	KON	et
comme	KON	comme
rôle	NOM	rôle
,	PUN	,
était	VER:impf	être
vraiment	ADV	vraiment
,	PUN	,
il	PRO:PER	il
<SEG>
<EOS>	<EOS>	<EOS>
amour	NOM	amour
Mon	DET:POS	mon
<EOS>	<EOS>	<EOS>
!	SENT	!
M'	PRO:PER	me
!	SENT	!
mon	DET:POS	mon
amour	NOM	amour
de	PRP	de
<SEG>
parler	VER:infi	parler
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
?	SENT	?
permis	VER:pper	permettre
était-il	NOM	était-il
de	PRP	de
Est	VER:pres	être
amour	NOM	amour
de	PRP	de
<SEG>
j'	PRO:PER	je
?	SENT	?
que	PRO:REL	que
que	PRO:REL	que
-ce	PRO:DEM	ce
si	ADV	si
<EOS>	<EOS>	<EOS>
aimais	VER:impf	aimer
Est	VER:pres	être
-ce	PRO:DEM	ce
<SEG>
à	PRP	à
aimé	VER:pper	aimer
aurais	VER:cond	avoir
l'	DET:ART	le
j'	PRO:PER	je
avais	VER:impf	avoir
vraiment	ADV	vraiment
résister	VER:infi	résister
j'	PRO:PER	je
pu	VER:pper	pouvoir
<SEG>
vers	PRP	vers
?	SENT	?
elle	PRO:PER	elle
impulsion	NOM	impulsion
poussait	VER:impf	pousser
Est	VER:pres	être
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
-ce	PRO:DEM	ce
qui	PRO:REL	qui
<SEG>
qui	PRO:REL	qui
l'	DET:ART	le
écouter	VER:infi	écouter
peut	VER:pres	pouvoir
la	DET:ART	le
voix	NOM	voix
véritablement	ADV	véritablement
que	PRO:REL	que
homme	NOM	homme
aime	VER:pres	aimer
<SEG>
<EOS>	<EOS>	<EOS>
Est	VER:pres	être
-ce	PRO:DEM	ce
passion	NOM	passion
la	DET:ART	le
de	PRP	de
que	PRO:REL	que
raison	NOM	raison
la	DET:ART	le
?	SENT	?
<SEG>
comprime	VER:pres	comprimer
éclate-t-elle	VER:pres	éclate-t-elle
contraire	NOM	contraire
se	PRO:PER	se
N'	ADV	ne
au	PRP:det	au
<EOS>	<EOS>	<EOS>
et	KON	et
?	SENT	?
pas	ADV	pas
<SEG>
tout	ADV	tout
dignité	NOM	dignité
,	PUN	,
honneur	NOM	honneur
n'	ADV	ne
avec	PRP	avec
elle	PRO:PER	elle
emporte-t-elle	VER:pres	emporte-t-elle
,	PUN	,
pas	ADV	pas
<SEG>
!	SENT	!
sacrifient	VER:pres	sacrifier
famille	NOM	famille
<EOS>	<EOS>	<EOS>
leurs	DET:POS	leur
à	PRP	à
mères	NOM	mère
enfants	NOM	enfant
,	PUN	,
Les	DET:ART	le
<SEG>
sacrifié	VER:pper	sacrifier
et	KON	et
mon	DET:POS	mon
amour	NOM	amour
moi	PRO:PER	moi
j'	PRO:PER	je
avais	VER:impf	avoir
leur	DET:POS	leur
,	PUN	,
amour	NOM	amour
<SEG>
à	PRP	à
donc	ADV	donc
avais	VER:impf	avoir
soixante	NUM	soixante
mon	DET:POS	mon
J'	PRO:PER	je
ans	NOM	an
<EOS>	<EOS>	<EOS>
rêve	NOM	rêve
.	SENT	.
<SEG>
vivre	VER:infi	vivre
que	PRO:REL	que
voulais	VER:impf	vouloir
le	DET:ART	le
dans	PRP	dans
?	SENT	?
souvenir	NOM	souvenir
<EOS>	<EOS>	<EOS>
,	PUN	,
je	PRO:PER	je
<SEG>
Je	PRO:PER	je
trouvai	VER:simp	trouver
me	PRO:PER	me
!	SENT	!
si	ADV	si
que	PRO:REL	que
j'	PRO:PER	je
étais	VER:impf	être
Insensé	ADJ	insensé
<EOS>	<EOS>	<EOS>
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
que	KON	que
voulus	VER:pper	vouloir
pas	ADV	pas
sortir	VER:infi	sortir
ne	ADV	ne
accablé	VER:pper	accabler
,	PUN	,
je	PRO:PER	je
<SEG>
son	DET:POS	son
n'	ADV	ne
dans	PRP	dans
pas	ADV	pas
paru	VER:pper	paraître
Et	KON	et
avait	VER:impf	avoir
puis	ADV	puis
Clotilde	NAM	clotilde
jardin	NOM	jardin
<SEG>
accoutumée	VER:pper	accoutumer
besoin	NOM	besoin
heure	NOM	heure
et	KON	et
j'	PRO:PER	je
la	PRO:PER	la
à	PRP	à
avais	VER:impf	avoir
l'	DET:ART	le
de	PRP	de
<SEG>
voir	VER:infi	voir
<EOS>	<EOS>	<EOS>
ma	DET:POS	mon
.	SENT	.
table	NOM	table
installai	VER:simp	installer
.	SENT	.
devant	PRP	devant
m'	PRO:PER	me
Je	PRO:PER	je
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
fut	VER:simp	être
entendu	VER:pper	entendre
impossible	ADJ	impossible
,	PUN	,
me	PRO:PER	me
il	PRO:PER	il
Mais	KON	mais
bien	ADV	bien
<SEG>
yeux	NOM	œil
les	DET:ART	le
je	PRO:PER	je
et	KON	et
de	PRP	de
fixés	VER:pper	fixer
sur	PRP	sur
,	PUN	,
restai	VER:simp	rester
travailler	VER:infi	travailler
<SEG>
qui	PRO:REL	qui
se	PRO:PER	se
le	DET:ART	le
miroir	NOM	miroir
me	PRO:PER	me
dans	PRP	dans
passait	VER:impf	passer
ce	PRO:DEM	ce
qui	PRO:REL	qui
disait	VER:impf	dire
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
Mais	KON	mais
Solignac	NAM	solignac
montra	VER:simp	montrer
l'	DET:ART	le
rien	ADV	rien
ne	ADV	ne
se	PRO:PER	se
hôtel	NOM	hôtel
<SEG>
la	DET:ART	le
glace	NOM	glace
qui	PRO:REL	qui
et	KON	et
réfléchissait	VER:impf	réfléchir
vides	ADJ	vide
allées	NOM	allée
seulement	ADV	seulement
les	DET:ART	le
sur	PRP	sur
<SEG>
évidemment	ADV	évidemment
ne	ADV	ne
closes	VER:pper	clore
fenêtres	NOM	fenêtre
Clotilde	NAM	clotilde
.	SENT	.
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
les	DET:ART	le
Bien	ADV	bien
<SEG>
.	SENT	.
enfonçais	VER:impf	enfoncer
jamais	ADV	jamais
dans	PRP	dans
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
m'	PRO:PER	me
je	PRO:PER	je
pardonnerait	VER:cond	pardonner
Comme	KON	comme
<SEG>
entendre	VER:infi	entendre
bruissement	NOM	bruissement
,	PUN	,
me	PRO:PER	me
il	PRO:PER	il
pensées	NOM	pensée
d'	PRP	de
le	DET:ART	le
tristes	ADJ	triste
sembla	VER:simp	sembler
<SEG>
<EOS>	<EOS>	<EOS>
voisins	NOM	voisin
robe	NOM	robe
une	DET:ART	un
recevaient	VER:impf	recevoir
porte	NOM	porte
à	PRP	à
.	SENT	.
Mes	DET:POS	mon
ma	DET:POS	mon
<SEG>
de	PRP	de
visite	NOM	visite
;	PUN	;
leurs	DET:POS	leur
la	DET:ART	le
à	PRP	à
chaque	PRO:IND	chaque
modèles	NOM	modèle
instant	NOM	instant
je	PRO:PER	je
<SEG>
attention	NOM	attention
pas	ADV	pas
bruit	NOM	bruit
ce	PRO:DEM	ce
à	PRP	à
grande	ADJ	grand
ne	ADV	ne
une	DET:ART	un
;	PUN	;
prêtais	VER:impf	prêter
<SEG>
jamais	ADV	jamais
sans	PRP	sans
femme	NOM	femme
car	KON	car
qui	PRO:REL	qui
trompait	VER:impf	tromper
doute	NOM	doute
se	PRO:PER	se
,	PUN	,
une	DET:ART	un
<SEG>
n'	ADV	ne
et	KON	et
je	PRO:PER	je
,	PUN	,
venue	VER:pper	venir
chez	PRP	chez
n'	ADV	ne
moi	PRO:PER	moi
était	VER:impf	être
femme	NOM	femme
<SEG>
deux	NUM	deux
