heureuse	ADJ	heureux
,	PUN	,
Avec	PRP	avec
fortes	ADJ	fort
mètres	NOM	mètre
des	PRP:det	du
mélancoliques	ADJ	mélancolique
respirer	VER:infi	respirer
aux	PRP:det	au
gazon	NOM	gazon
longues	NOM	longue
Elle	PRO:PER	elle
des	PRP:det	du
,	PUN	,
,	PUN	,
occupées	VER:pper	occuper
dominait	VER:impf	dominer
;	PUN	;
bêtes	NOM	bête
senteurs	NOM	senteur
été	NOM	été
au	PRP:det	au
d'	PRP	de
cherchant	VER:ppre	chercher
deux	NUM	deux
tête	NOM	tête
depuis	PRP	depuis
toute	PRO:IND	tout
nuit	NOM	nuit
mare	NOM	mare
<EOS>	<EOS>	<EOS>
Et	KON	et
à	PRP	à
galopait	VER:impf	galoper
amour	NOM	amour
enfance	NOM	enfance
un	DET:ART	un
un	DET:ART	un
au	PRP:det	au
un	DET:ART	un
.	SENT	.
simplicité	NOM	simplicité
,	PUN	,
de	PRP	de
.	SENT	.
varechs	NOM	varech
;	PUN	;
d'	PRP	de
la	DET:ART	le
séparaient	VER:impf	séparer
frais	ADJ	frais
inculte	ADJ	inculte
semblait	VER:impf	sembler
<EOS>	<EOS>	<EOS>
aimer	VER:infi	aimer
brise	NOM	brise
tordus	VER:pper	tordre
son	DET:POS	son
leur	DET:POS	leur
la	DET:ART	le
allait	VER:impf	aller
cœur	NOM	cœur
<EOS>	<EOS>	<EOS>
baiser	NOM	baiser
divins	ADJ	divin
à	PRP	à
comme	ADV	comme
comprit	VER:simp	comprendre
<EOS>	<EOS>	<EOS>
sentant	VER:ppre	sentir
l'	DET:ART	le
blancheur	NOM	blancheur
la	DET:ART	le
falaise	NOM	falaise
sa	DET:POS	son
et	KON	et
salin	ADJ	salin
attenant	VER:ppre	attenir
route	NOM	route
répandue	VER:pper	répandre
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
chaleur	NOM	chaleur
,	PUN	,
bas	ADV	bas
mit	VER:simp	mettre
elle	PRO:PER	elle
soirée	NOM	soirée
esprit	NOM	esprit
dans	PRP	dans
la	DET:ART	le
des	PRP:det	du
sérénité	NOM	sérénité
plaine	NOM	plaine
elle	PRO:PER	elle
fenêtre	NOM	fenêtre
,	PUN	,
qu'	KON	que
adorerait	VER:cond	adorer
longue	ADJ	longue
elle	PRO:PER	elle
.	SENT	.
.	SENT	.
par	PRP	par
les	DET:ART	le
serait	VER:cond	être
autre	ADJ	autre
demi-ténèbres	NOM	demi-ténèbres
élan	NOM	élan
aisément	ADV	aisément
des	PRP:det	du
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
la	DET:ART	le
la	DET:ART	le
qui	PRO:REL	qui
raisonnable	ADJ	raisonnable
donnait	VER:impf	donner
cœurs	NOM	cœur
étoiles	NOM	étoile
Martin	NAM	martin
le	DET:ART	le
.	SENT	.
poésie	NOM	poésie
<EOS>	<EOS>	<EOS>
,	PUN	,
et	KON	et
,	PUN	,
poitrine	NOM	poitrine
peupliers	NOM	peuplier
à	PRP	à
vivrait	VER:cond	vivre
s'	PRO:PER	se
soir	NOM	soir
à	PRP	à
,	PUN	,
espoirs	NOM	espoir
rongés	VER:pper	ronger
qu'	KON	que
terre	NOM	terre
Au-delà	ADV	au-delà
,	PUN	,
en	PRP	en
aspect	NOM	aspect
en	PRP	en
si	KON	si
amour	NOM	amour
,	PUN	,
lui	PRO:PER	lui
.	SENT	.
pensées	NOM	pensée
le	DET:ART	le
plus	ADV	plus
,	PUN	,
vaste	ADJ	vaste
lèvre	NOM	lèvre
droite	NOM	droit|droite
<EOS>	<EOS>	<EOS>
!	SENT	!
par	PRP	par
-ci	ADV	-ci
géants	NOM	géant
sueur	NOM	sueur
,	PUN	,
agitation	NOM	agitation
nuits	NOM	nuit
un	DET:ART	un
.	SENT	.
juste	ADJ	juste
ne	ADV	ne
Jeanne	NAM	jeanne
était	VER:impf	être
ne	ADV	ne
là	ADV	là
chérirait	VER:cond	chérir
<EOS>	<EOS>	<EOS>
dans	PRP	dans
le	PRO:PER	le
unissait	VER:impf	unir
,	PUN	,
;	PUN	;
abandonna	VER:simp	abandonner
taches	NOM	tache
molle	ADJ	mou
au	PRP:det	au
du	PRP:det	du
qui	PRO:REL	qui
.	SENT	.
Ils	PRO:PER	il
<EOS>	<EOS>	<EOS>
de	PRP	de
claire	ADJ	clair
en	PRP	en
et	KON	et
et	KON	et
l'	DET:ART	le
à	PRP	à
rencontrer	VER:infi	rencontrer
claire	ADJ	clair
de	PRP	de
pénétrante	ADJ	pénétrant
vague	ADJ	vague
jadis	ADV	jadis
brusquement	ADV	brusquement
,	PUN	,
la	DET:ART	le
l'	DET:ART	le
au	PRP:det	au
feuilles	NOM	feuille
la	PRO:PER	la
domaine	NOM	domaine
<EOS>	<EOS>	<EOS>
grands	ADJ	grand
exhalait	VER:impf	exhaler
,	PUN	,
.	SENT	.
quelque	PRO:IND	quelque
et	KON	et
sous	PRP	sous
de	PRP	de
maîtres	NOM	maître
,	PUN	,
<EOS>	<EOS>	<EOS>
air	NOM	air
étendue	NOM	étendue
<EOS>	<EOS>	<EOS>
romanesques	ADJ	romanesque
la	DET:ART	le
bout	NOM	bout
baignant	VER:ppre	baigner
La	DET:ART	le
enclos	NOM	enclos
des	PRP:det	du
savait	VER:impf	savoir
.	SENT	.
puissance	NOM	puissance
nuit	NOM	nuit
,	PUN	,
,	PUN	,
qu'	PRO:REL	que
lumière	NOM	lumière
défaillir	VER:infi	défaillir
battre	VER:infi	battre
par	PRP	par
sous	PRP	sous
pieds	NOM	pied
leur	DET:POS	leur
hasards	NOM	hasard
semblaient	VER:impf	sembler
mer	NOM	mer
,	PUN	,
d'	PRP	de
garanti	VER:pper	garantir
aux	PRP:det	au
avec	PRP	avec
l'	DET:ART	le
Elle	NAM	elle
campagne	NOM	campagne
bois	NOM	bois
château	NOM	château
de	PRP	de
loin	ADV	loin
âme	NOM	âme
<EOS>	<EOS>	<EOS>
contre	PRP	contre
fut	VER:simp	être
printemps	NOM	printemps
là-bas	ADV	là-bas
des	PRP:det	du
Ces	PRO:DEM	ce
iraient	VER:cond	aller
Tout	ADV	tout
une	DET:ART	un
sentait	VER:impf	sentir
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
Lorsqu'	KON	lorsque
avenir	NOM	avenir
dans	PRP	dans
un	DET:ART	un
déserts	ADJ	désert
elle	PRO:PER	elle
.	SENT	.
des	PRP:det	du
d'	PRP	de
dans	PRP	dans
sourit	VER:pres	sourire
du	PRP:det	du
quelque	PRO:IND	quelque
de	PRP	de
,	PUN	,
de	PRP	de
une	DET:ART	un
pente	NOM	pente
cinq	NUM	cinq
son	DET:POS	son
,	PUN	,
aux	PRP:det	au
.	SENT	.
.	SENT	.
un	DET:ART	un
repos	NOM	repos
bêtes	NOM	bête
de	PRP	de
devant	PRP	devant
pleine	ADJ	plein
qui	PRO:REL	qui
d'	PRP	de
était	VER:impf	être
.	SENT	.
autour	ADV	autour
flotter	VER:infi	flotter
de	PRP	de
passé	VER:pper	passer
<EOS>	<EOS>	<EOS>
point	ADV	point
la	DET:ART	le
De	PRP	de
.	SENT	.
affolée	VER:pper	affoler
dormir	VER:infi	dormir
mêlait	VER:impf	mêler
<EOS>	<EOS>	<EOS>
nocturnes	ADJ	nocturne
château	NOM	château
une	DET:ART	un
où	PRO:REL	où
fille	NOM	fille
ce	PRO:DEM	ce
des	PRP:det	du
mains	NOM	main
unis	VER:pper	unir
arbres	NOM	arbre
l'	DET:ART	le
presque	ADV	presque
,	PUN	,
le	DET:ART	le
apportant	VER:ppre	apporter
par	PRP	par
à	PRP	à
la	DET:ART	le
calma	VER:simp	calmer
par	PRP	par
hospitalité	NOM	hospitalité
bonheur	NOM	bonheur
quand	KON	quand
des	PRP:det	du
la	DET:ART	le
les	DET:ART	le
de	PRP	de
dans	PRP	dans
.	SENT	.
Maintenant	ADV	maintenant
son	DET:POS	son
marcheur	NOM	marcheur
la	DET:ART	le
en	PRP	en
et	KON	et
dont	PRO:REL	dont
sembla	VER:simp	sembler
terminait	VER:impf	terminer
<EOS>	<EOS>	<EOS>
comme	KON	comme
elle	PRO:PER	elle
pas	ADV	pas
l'	DET:ART	le
des	PRP:det	du
qu'	PRO:REL	que
coup	NOM	coup
.	SENT	.
un	DET:ART	un
démesurés	VER:pper	démesurer
soirs	NOM	soir
ces	PRO:DEM	ce
,	PUN	,
des	PRP:det	du
elle	PRO:PER	elle
vivante	ADJ	vivant
son	DET:POS	son
air	NOM	air
sûre	ADJ	sûr
légère	ADJ	léger
tendresse	NOM	tendresse
Normandie	NAM	normandie
marcher	VER:infi	marcher
et	KON	et
écoutait	VER:impf	écouter
peu	ADV	peu
vers	PRP	vers
,	PUN	,
pour	PRP	pour
semée	VER:pper	semer
de	PRP	de
elle	PRO:PER	elle
surface	NOM	surface
grimpé	VER:pper	grimper
lumière	NOM	lumière
jeune	ADJ	jeune
comme	KON	comme
,	PUN	,
l'	PRO:PER	la|le
impossible	ADJ	impossible
à	PRP	à
<EOS>	<EOS>	<EOS>
droite	ADJ	droit
la	DET:ART	le
jaune	ADJ	jaune
soudain	ADV	soudain
,	PUN	,
qui	PRO:REL	qui
chose	NOM	chose
amour	NOM	amour
et	KON	et
Et	KON	et
pensa	VER:simp	penser
Comment	ADV	comment
.	SENT	.
large	ADJ	large
Jeanne	NAM	jeanne
inconscient	ADJ	inconscient
un	DET:ART	un
aimé	VER:pper	aimer
.	SENT	.
Couillard	NAM	couillard
muettes	ADJ	muet
,	PUN	,
sable	NOM	sable
ormes	NOM	orme
.	SENT	.
lui	PRO:PER	lui
dans	PRP	dans
du	PRP:det	du
vagues	NOM	vague
Si	VER:ppre	si
de	PRP	de
frissons	NOM	frisson
;	PUN	;
deux	NUM	deux
rafales	NOM	rafale
Mais	KON	mais
d'	PRP	de
famille	NOM	famille
<EOS>	<EOS>	<EOS>
courir	VER:infi	courir
d'	PRP	de
,	PUN	,
la	DET:ART	le
qui	PRO:REL	qui
du	PRP:det	du
rasés	VER:pper	raser
l'	PRO:PER	la|le
l'	DET:ART	le
serrés	VER:pper	serrer
,	PUN	,
calme	ADJ	calme
son	DET:POS	son
pour	PRP	pour
rôdeurs	ADJ	rôdeur
toujours	ADV	toujours
,	PUN	,
obscure	ADJ	obscur
sentit	VER:simp	sentir
courses	NOM	course
,	PUN	,
sort	NOM	sort
du	PRP:det	du
d'	PRP	de
emplissait	VER:impf	emplir
leur	DET:POS	leur
leurs	DET:POS	leur
ce	PRO:DEM	ce
des	PRP:det	du
un	DET:ART	un
laissa	VER:simp	laisser
surhumains	ADJ	surhumain
cela	PRO:DEM	cela
traversaient	VER:impf	traverser
;	PUN	;
épaules	NOM	épaule
,	PUN	,
plus	ADV	plus
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
Cette	PRO:DEM	ce
pressentiments	NOM	pressentiment
<EOS>	<EOS>	<EOS>
plus	ADV	plus
ils	PRO:PER	il
deux	NUM	deux
elle	PRO:PER	elle
sous	PRP	sous
un	DET:ART	un
.	SENT	.
les	DET:ART	le
peuples	NOM	peuple
<EOS>	<EOS>	<EOS>
la	DET:ART	le
sifflait	VER:impf	siffler
apaisement	NOM	apaisement
de	PRP	de
,	PUN	,
large	ADJ	large
le	PRO:PER	le
bourdonnements	NOM	bourdonnement
qui	PRO:REL	qui
la	DET:ART	le
plein	ADJ	plein
lumineuse	ADJ	lumineux
,	PUN	,
absent	ADJ	absent
élargissait	VER:impf	élargir
l'	DET:ART	le
,	PUN	,
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
son	DET:POS	son
arrêter	VER:infi	arrêter
de	PRP	de
sensualité	NOM	sensualité
sa	DET:POS	son
dans	PRP	dans
Un	DET:ART	un
le	DET:ART	le
se	PRO:PER	se
,	PUN	,
était	VER:impf	être
sa	DET:POS	son
de	PRP	de
les	DET:ART	le
se	PRO:PER	se
une	DET:ART	un
à	PRP	à
affection	NOM	affection
longue	ADJ	longue
rosée	NOM	rosée
,	PUN	,
abord	NOM	abord
<EOS>	<EOS>	<EOS>
qu'	KON	que
contre	PRP	contre
donné	VER:pper	donner
comme	KON	comme
rêve	NOM	rêve
de	PRP	de
murmures	NOM	murmure
parc	NOM	parc
ouragans	NOM	ouragan
ombres	NOM	ombre
et	KON	et
,	PUN	,
pénétreraient	VER:cond	pénétrer
comme	KON	comme
,	PUN	,
courant	NOM	courant
entourait	VER:impf	entourer
de	PRP	de
,	PUN	,
Ils	PRO:PER	il
,	PUN	,
existence	NOM	existence
<SEG>
huit	NUM	huit
proposa	VER:simp	proposer
<EOS>	<EOS>	<EOS>
une	DET:ART	un
frais	ADJ	frais
le	DET:ART	le
à	PRP	à
,	PUN	,
l'	DET:ART	le
ruisseau	NOM	ruisseau
resta	VER:simp	rester
fermes	NOM	ferme
ils	PRO:PER	il
la	DET:ART	le
le	DET:ART	le
joncs	NOM	jonc
le	DET:ART	le
saluèrent	VER:simp	saluer
regardait	VER:impf	regarder
derrière	PRP	derrière
le	DET:ART	le
d'	PRP	de
rayonnant	ADJ	rayonnant
enfermaient	VER:impf	enfermer
terni	VER:pper	ternir
de	PRP	de
inclinée	ADJ	incliné
bosquet	NOM	bosquet
,	PUN	,
tout	PRO:IND	tout
des	PRP:det	du
de	PRP	de
blanchie	VER:pper	blanchir
,	PUN	,
répondirent	VER:simp	répondre
,	PUN	,
son	DET:POS	son
,	PUN	,
air	NOM	air
portes	NOM	porte
une	DET:ART	un
au	PRP:det	au
dans	PRP	dans
!	SENT	!
jour	NOM	jour
par	PRP	par
,	PUN	,
des	PRP:det	du
cloisons	NOM	cloison
des	PRP:det	du
resplendissement	NOM	resplendissement
château	NOM	château
du	PRP:det	du
des	PRP:det	du
étoiles	NOM	étoile
la	DET:ART	le
chemins	NOM	chemin
.	SENT	.
achevant	VER:ppre	achever
qu'	KON	que
trouvaient	VER:impf	trouver
Jeanne	NAM	jeanne
son	DET:POS	son
peur	NOM	peur
regards	NOM	regard
du	PRP:det	du
en	PRP	en
à	PRP	à
feuilles	NOM	feuille
se	PRO:PER	se
.	SENT	.
.	SENT	.
abord	NOM	abord
Fécamp	NAM	fécamp
contrevents	NOM	contrevent
,	PUN	,
une	DET:ART	un
de	PRP	de
avait	VER:impf	avoir
elle	PRO:PER	elle
son	DET:POS	son
,	PUN	,
entrèrent	VER:simp	entrer
plus	ADV	plus
le	DET:ART	le
;	PUN	;
Et	KON	et
travers	NOM	travers
enthousiasme	NOM	enthousiasme
entendit	VER:simp	entendre
bâtiments	NOM	bâtiment
des	PRP:det	du
il	PRO:PER	il
place	NOM	place
peu	ADV	peu
ouvrait	VER:impf	ouvrer|ouvrir
<EOS>	<EOS>	<EOS>
le	DET:ART	le
pigeons	NOM	pigeon
fit	VER:simp	faire
cachée	VER:pper	cacher
,	PUN	,
vent	NOM	vent
déclarait	VER:impf	déclarer
abord	NOM	abord
où	PRO:REL	où
L'	DET:ART	le
joignait	VER:impf	joindre
débris	NOM	débris
qui	PRO:REL	qui
Vers	PRP	vers
<EOS>	<EOS>	<EOS>
dans	PRP	dans
Le	DET:ART	le
,	PUN	,
,	PUN	,
long	NOM	long
heures	NOM	heure
se	PRO:PER	se
crier	VER:infi	crier
feu	ADJ	feu
l'	DET:ART	le
s'	PRO:PER	se
sauta	VER:simp	sauter
de	PRP	de
tilleul	NOM	tilleul
coq	NOM	coq
d'	PRP	de
,	PUN	,
de	PRP	de
.	SENT	.
forte	ADJ	fort
qui	PRO:REL	qui
lorsqu'	KON	lorsque
en	PRP	en
des	PRP:det	du
ses	DET:POS	son
,	PUN	,
Sans	PRP	sans
étendre	VER:infi	étendre
traversant	VER:ppre	traverser
ormes	NOM	orme
,	PUN	,
petits	ADJ	petit
se	PRO:PER	se
et	KON	et
pour	PRP	pour
la	DET:ART	le
demeurait	VER:impf	demeurer
mer	NOM	mer
,	PUN	,
dans	PRP	dans
dans	PRP	dans
le	DET:ART	le
,	PUN	,
portes	NOM	porte
d'	PRP	de
elle	PRO:PER	elle
comme	ADV	comme
l'	DET:ART	le
doute	NOM	doute
disparu	VER:pper	disparaître
sentit	VER:simp	sentir
;	PUN	;
Jeanne	NAM	jeanne
quelque	PRO:IND	quelque
venait	VER:impf	venir
levant	VER:ppre	lever
.	SENT	.
insensiblement	ADV	insensiblement
horizon	NOM	horizon
à	PRP	à
,	PUN	,
rongés	VER:pper	ronger
odeur	NOM	odeur
commencement	NOM	commencement
les	DET:ART	le
grande	ADJ	grand
devenait	VER:impf	devenir
délirante	ADJ	délirant
la	DET:ART	le
lit	NOM	lit
immense	ADJ	immense
père	NOM	père
profondément	ADV	profondément
Des	PRP:det	du
<EOS>	<EOS>	<EOS>
Trois	NUM	trois
caillou	NOM	caillou
,	PUN	,
,	PUN	,
où	PRO:REL	où
de	PRP	de
aurait	VER:cond	avoir
chaume	NOM	chaume
puis	ADV	puis
.	SENT	.
mer	NOM	mer
ses	DET:POS	son
les	DET:ART	le
où	PRO:REL	où
.	SENT	.
Et	KON	et
grande	ADJ	grand
impuissant	ADJ	impuissant
hardes	NOM	harde|hardes
allait	VER:impf	aller
voulait	VER:impf	vouloir
reposer	VER:infi	reposer
partirent	VER:simp	partir
intérieur	NOM	intérieur
vallée	NOM	vallée
demeures	NOM	demeure
avec	PRP	avec
des	PRP:det	du
manoir	NOM	manoir
<EOS>	<EOS>	<EOS>
de	PRP	de
alignaient	VER:impf	aligner
puis	ADV	puis
château	NOM	château
semblaient	VER:impf	sembler
paysans	NOM	paysan
venir	VER:infi	venir
,	PUN	,
de	PRP	de
,	PUN	,
,	PUN	,
.	SENT	.
s'	PRO:PER	se
elle	PRO:PER	elle
ferme	ADJ	ferme
menuiserie	NOM	menuiserie
!	SENT	!
par-dessus	ADV	par-dessus
,	PUN	,
tout	PRO:IND	tout
.	SENT	.
travers	NOM	travers
coiffés	VER:pper	coiffer
Étouvent	NAM	étouvent
ils	PRO:PER	il
devant	PRP	devant
un	DET:ART	un
du	PRP:det	du
communs	NOM	commun|communs
,	PUN	,
!	SENT	!
cherchant	VER:ppre	chercher
loin	ADV	loin
les	PRO:PER	la|le
était	VER:impf	être
tas	NOM	tas
d'	PRP	de
.	SENT	.
,	PUN	,
les	DET:ART	le
voix	NOM	voix
paysans	NOM	paysan
,	PUN	,
Une	DET:ART	un
la	DET:ART	le
à	PRP	à
on	PRO:PER	on
une	DET:ART	un
ruisseau	NOM	ruisseau
;	PUN	;
les	PRO:PER	la|le
,	PUN	,
poulaillers	NOM	poulailler
en	PRO:PER	en
loin	ADV	loin
Havre	NAM	havre
qui	PRO:REL	qui
et	KON	et
bras	NOM	bras
façade	NOM	façade
un	DET:ART	un
gauche	ADJ	gauche
que	KON	que
passion	NOM	passion
les	DET:ART	le
dans	PRP	dans
timides	ADJ	timide
seule	ADJ	seul
divin	NOM	divin
front	NOM	front
de	PRP	de
par	PRP	par
.	SENT	.
.	SENT	.
tout	ADV	tout
vie	NOM	vie
,	PUN	,
de	PRP	de
Les	DET:ART	le
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
une	DET:ART	un
écailles	NOM	écaille
de	PRP	de
qui	PRO:REL	qui
,	PUN	,
mer	NOM	mer
cette	PRO:DEM	ce
.	SENT	.
envie	NOM	envie
cour	NOM	cour
taches	NOM	tache
cloison	NOM	cloison
père	NOM	père
,	PUN	,
chambres	NOM	chambre
avait	VER:impf	avoir
suivant	VER:ppre	suivre
voyait	VER:impf	voir
mains	NOM	main
il	PRO:PER	il
terre	NOM	terre
l'	DET:ART	le
promenaient	VER:impf	promener
sortirent	VER:simp	sortir
immense	ADJ	immense
Yport	NAM	yport
enclos	NOM	enclos
arbres	NOM	arbre
fermer	VER:infi	fermer
talus	NOM	talus
terres	NOM	terre
hameau	NOM	hameau
Ils	PRO:PER	il
les	DET:ART	le
restaurée	VER:pper	restaurer
un	DET:ART	un
avait	VER:impf	avoir
ferma	VER:simp	fermer
dans	PRP	dans
tournante	ADJ	tournant
des	PRP:det	du
fenêtre	NOM	fenêtre
refaites	VER:pper	refaire
Après	PRP	après
les	PRO:PER	la|le
son	DET:POS	son
noya	VER:simp	noyer
têtes	NOM	tête
,	PUN	,
puis	ADV	puis
;	PUN	;
voyage	NOM	voyage
le	DET:ART	le
d'	PRP	de
de	PRP	de
la	DET:ART	le
folle	ADJ	fou
s'	PRO:PER	se
elle	PRO:PER	elle
,	PUN	,
Bientôt	ADV	bientôt
releva	VER:simp	relever
délicieusement	ADV	délicieusement
de	PRP	de
comme	ADV	comme
Elle	PRO:PER	elle
à	PRP	à
entre	PRP	entre
sa	DET:POS	son
mêlait	VER:impf	mêler
pour	PRP	pour
en	PRP	en
leurs	DET:POS	leur
<EOS>	<EOS>	<EOS>
des	PRP:det	du
un	DET:ART	un
de	PRP	de
Elle	PRO:PER	elle
,	PUN	,
longtemps	ADV	longtemps
.	SENT	.
jetait	VER:impf	jeter
toute	PRO:IND	tout
ses	DET:POS	son
.	SENT	.
chanta	VER:simp	chanter
sentit	VER:simp	sentir
étaient	VER:impf	être
<EOS>	<EOS>	<EOS>
branche	NOM	branche
qui	PRO:REL	qui
ses	DET:POS	son
n'	ADV	ne
,	PUN	,
gazouillements	NOM	gazouillement
par-dessus	ADV	par-dessus
dit	VER:pres	dire
joyeux	ADJ	joyeux
<EOS>	<EOS>	<EOS>
réveillée	VER:pper	réveiller
.	SENT	.
avenues	NOM	avenue
de	PRP	de
superbe	ADJ	superbe
.	SENT	.
l'	DET:ART	le
yeux	NOM	œil
à	PRP	à
.	SENT	.
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
vert	ADJ	vert
exténuée	VER:pper	exténuer
séparés	VER:pper	séparer
avec	PRP	avec
avait	VER:impf	avoir
d'	PRP	de
se	PRO:PER	se
visitèrent	VER:simp	visiter
comme	ADV	comme
ce	PRO:DEM	ce
Un	DET:ART	un
,	PUN	,
<EOS>	<EOS>	<EOS>
les	DET:ART	le
,	PUN	,
des	PRP:det	du
restaient	VER:impf	rester
<EOS>	<EOS>	<EOS>
d'	PRP	de
du	PRP:det	du
piécettes	NOM	piécette
de	PRP	de
récents	ADJ	récent
les	DET:ART	le
,	PUN	,
celle	PRO:DEM	celui
du	PRP:det	du
défaillait	VER:impf	défaillir
arbre	NOM	arbre
du	PRP:det	du
.	SENT	.
arbres	NOM	arbre
rue	NOM	rue
,	PUN	,
Et	KON	et
replâtrages	NOM	replâtrage
<EOS>	<EOS>	<EOS>
éclatantes	ADJ	éclatant
.	SENT	.
muraille	NOM	muraille
très	ADV	très
<EOS>	<EOS>	<EOS>
son	DET:POS	son
suivraient	VER:cond	suivre
éblouie	VER:pper	éblouir
<EOS>	<EOS>	<EOS>
un	DET:ART	un
Les	DET:ART	le
assises	VER:pper	asseoir
et	KON	et
de	PRP	de
et	KON	et
voûte	NOM	voûte
<EOS>	<EOS>	<EOS>
raccommodaient	VER:impf	raccommoder
,	PUN	,
sur	PRP	sur
d'	PRP	de
de	PRP	de
<EOS>	<EOS>	<EOS>
encore	ADV	encore
passer	VER:infi	passer
et	KON	et
L'	DET:ART	le
la	DET:ART	le
disparaître	VER:infi	disparaître
ses	DET:POS	son
l'	DET:ART	le
regardaient	VER:impf	regarder
,	PUN	,
.	SENT	.
éclosion	NOM	éclosion
sur	PRP	sur
lune	NOM	lune
longtemps	ADV	longtemps
,	PUN	,
,	PUN	,
repeint	VER:pper	repeindre
connus	VER:pper	connaître
omettre	VER:infi	omettre
,	PUN	,
nuées	NOM	nuée
lentement	ADV	lentement
le	DET:ART	le
sur	PRP	sur
été	VER:pper	être
le	DET:ART	le
arbre	NOM	arbre
chemin	NOM	chemin
fils	NOM	fil|fils
au	PRP:det	au
choses	NOM	chose
sans	PRP	sans
<EOS>	<EOS>	<EOS>
retapissées	VER:pper	retapisser
<EOS>	<EOS>	<EOS>
d'	PRP	de
sur	PRP	sur
Une	DET:ART	un
encore	ADV	encore
dans	PRP	dans
bruns	ADJ	brun
une	DET:ART	un
attendrissement	NOM	attendrissement
déjeuner	NOM	déjeuner
la	DET:ART	le
,	PUN	,
lasse	ADJ	las
jour	NOM	jour
cachés	VER:pper	cacher
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
la	DET:ART	le
Et	KON	et
tandis	KON	tandis
elle	PRO:PER	elle
ciel	NOM	ciel
bout	NOM	bout
La	DET:ART	le
fille	NOM	fille
Alors	ADV	alors
marins	ADJ	marin
en	PRP	en
la	DET:ART	le
des	PRP:det	du
la	DET:ART	le
éveilla	VER:simp	éveiller
.	SENT	.
petits	ADJ	petit
horizon	NOM	horizon
,	PUN	,
réparés	VER:pper	réparer
,	PUN	,
apparut	VER:simp	apparaître
.	SENT	.
,	PUN	,
se	PRO:PER	se
,	PUN	,
<EOS>	<EOS>	<EOS>
si	ADV	si
des	PRP:det	du
Des	PRP:det	du
des	PRP:det	du
,	PUN	,
,	PUN	,
vers	PRP	vers
,	PUN	,
naissant	ADJ	naissant
sous	PRP	sous
grande	ADJ	grand
des	PRP:det	du
ravi	VER:pper	ravir
Mme	NOM	madame
.	SENT	.
la	DET:ART	le
montrer	VER:infi	montrer
falaise	NOM	falaise
elle	PRO:PER	elle
en	PRP	en
pareilles	ADJ	pareil
de	PRP	de
barrière	NOM	barrière
du	PRP:det	du
refroidie	VER:pper	refroidir
exhalait	VER:impf	exhaler
de	PRP	de
les	DET:ART	le
orient	NOM	orient
tortueux	ADJ	tortueux
sentait	VER:impf	sentir
.	SENT	.
familles	NOM	famille
,	PUN	,
part	NOM	part
côtés	NOM	côté
embrasser	VER:infi	embrasser
en	PRP	en
de	PRP	de
de	PRP	de
<EOS>	<EOS>	<EOS>
Lorsqu'	KON	lorsque
tendit	VER:simp	tendre
herbe	NOM	herbe
couvertures	NOM	couverture
pâlissait	VER:impf	pâlir
des	PRP:det	du
le	DET:ART	le
femmes	NOM	femme
<EOS>	<EOS>	<EOS>
cour	NOM	cour
sans	PRP	sans
charmant	ADJ	charmant
tête	NOM	tête
,	PUN	,
les	DET:ART	le
<EOS>	<EOS>	<EOS>
façade	NOM	façade
la	DET:ART	le
<EOS>	<EOS>	<EOS>
traînant	VER:ppre	traîner
<EOS>	<EOS>	<EOS>
chambre	NOM	chambre
des	PRP:det	du
peuples	NOM	peuple
pommiers	NOM	pommier
l'	DET:ART	le
,	PUN	,
.	SENT	.
courant	VER:ppre	courir
d'	PRP	de
jeune	ADJ	jeune
courant	VER:ppre	courir
,	PUN	,
point	ADV	point
La	DET:ART	le
C'	PRO:DEM	ce
,	PUN	,
.	SENT	.
le	DET:ART	le
Les	DET:ART	le
partie	NOM	partie
lui	PRO:PER	lui
grouillant	VER:ppre	grouiller
.	SENT	.
.	SENT	.
grisâtre	ADJ	grisâtre
quelques	PRO:IND	quelque
en	PRP	en
elle	PRO:PER	elle
,	PUN	,
chemin	NOM	chemin
<EOS>	<EOS>	<EOS>
luisantes	ADJ	luisant
<EOS>	<EOS>	<EOS>
tout	PRO:IND	tout
les	DET:ART	le
allée	NOM	allée
ses	DET:POS	son
,	PUN	,
était	VER:impf	être
embellissement	NOM	embellissement
et	KON	et
alla	VER:simp	aller
une	DET:ART	un
allée	NOM	allée
son	DET:POS	son
jusqu'	PRP	jusque
<EOS>	<EOS>	<EOS>
jusqu'	PRP	jusque
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
brusquement	ADV	brusquement
fille	NOM	fille
rêva	VER:simp	rêver
<EOS>	<EOS>	<EOS>
,	PUN	,
lentement	ADV	lentement
milieu	NOM	milieu
,	PUN	,
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
son	DET:POS	son
les	PRO:PER	la|le
demi-lieue	NOM	demi-lieue
,	PUN	,
flamboyant	ADJ	flamboyant
splendeur	NOM	splendeur
