sacrées	ADJ	sacré
,	PUN	,
Et	VER:ppre	et
rire	VER:infi	rire
bosse	NOM	bosse
elles	PRO:PER	elle
amuser	VER:infi	amuser
misérables	ADJ	misérable
qu'	PRO:REL	que
eussent	VER:subi	avoir
sûr	ADJ	sûr
lui	PRO:PER	lui
!	SENT	!
Mayeux	NOM	mayeux
un	DET:ART	un
,	PUN	,
nuages	NOM	nuage
charpentier	NOM	charpentier
,	PUN	,
«	PUN:cit	«
si	ADV	si
nulle	ADJ	nul
l'	PRO:PER	la|le
le	DET:ART	le
des	PRP:det	du
la	DET:ART	le
aux	PRP:det	au
,	PUN	,
pour	PRP	pour
l'	DET:ART	le
la	DET:ART	le
,	PUN	,
aussi	ADV	aussi
suivit	VER:simp	suivre
le	DET:ART	le
à	PRP	à
Des	PRP:det	du
<EOS>	<EOS>	<EOS>
,	PUN	,
maison	NOM	maison
enfant	NOM	enfant
cette	PRO:DEM	ce
,	PUN	,
aimait	VER:impf	aimer
encore	ADV	encore
exagérait	VER:impf	exagérer
qu'	KON	que
des	PRP:det	du
point	NOM	point
C'	PRO:DEM	ce
les	DET:ART	le
Allons	NAM	allons
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
-même	ADJ	même
dit	VER:pper	dire
faisaient	VER:impf	faire
de	PRP	de
déformé	VER:pper	déformer
qu'	KON	que
de	PRP	de
vent	NOM	vent
son	DET:POS	son
feuilles	NOM	feuille
à	PRP	à
son	DET:POS	son
...	PUN	...
avait	VER:impf	avoir
avait	VER:impf	avoir
allant	VER:ppre	aller
par	PRP	par
aux	PRP:det	au
bosse	NOM	bosse
au	PRP:det	au
il	PRO:PER	il
.	SENT	.
méchant	ADJ	méchant
autre	ADJ	autre
se	PRO:PER	se
se	PRO:PER	se
à	PRP	à
Alors	ADV	alors
seulement	ADV	seulement
?	SENT	?
de	PRP	de
de	PRP	de
dimanche	NOM	dimanche
<EOS>	<EOS>	<EOS>
misère	NOM	misère
avait	VER:impf	avoir
.	SENT	.
,	PUN	,
battu	VER:pper	battre
m'	PRO:PER	me
,	PUN	,
.	SENT	.
eût	VER:subi	avoir
espérance	NOM	espérance
C'	PRO:DEM	ce
plus	ADV	plus
géant	NOM	géant
était	VER:impf	être
qui	PRO:REL	qui
derrière	PRP	derrière
bossu	NOM	bossu
pourtant	ADV	pourtant
ici	ADV	ici
pleurer	VER:infi	pleurer
semblé	VER:pper	sembler
de	PRP	de
on	PRO:PER	on
,	PUN	,
donner	VER:infi	donner
,	PUN	,
.	SENT	.
analogies	NOM	analogie
petit	ADJ	petit
souffrance	NOM	souffrance
surnageaient	VER:impf	surnager
le	PRO:PER	le
Na	NAM	na
bellâtre	ADJ	bellâtre
était	VER:impf	être
était	VER:impf	être
réprouvé	VER:pper	réprouver
ses	DET:POS	son
que	KON	que
est	VER:pres	être
énormes	ADJ	énorme
<EOS>	<EOS>	<EOS>
dire	VER:infi	dire
l'	DET:ART	le
serais	VER:cond	être
réalité	NOM	réalité
étonné	VER:pper	étonner
et	KON	et
silencieuse	ADJ	silencieux
<EOS>	<EOS>	<EOS>
...	PUN	...
coup	NOM	coup
de	PRP	de
avait	VER:impf	avoir
s'	PRO:PER	se
Un	DET:ART	un
de	PRP	de
,	PUN	,
que	KON	que
<EOS>	<EOS>	<EOS>
à	PRP	à
leurs	DET:POS	leur
à	PRP	à
!	SENT	!
dans	PRP	dans
l'	PRO:PER	la|le
en	PRP	en
et	KON	et
inerte	ADJ	inerte
Kerdaniel	NAM	kerdaniel
sur	PRP	sur
épaules	NOM	épaule
«	PUN:cit	«
»	PUN:cit	»
.	SENT	.
...	PUN	...
,	PUN	,
ses	DET:POS	son
souvenirs	NOM	souvenir
dissipent	VER:pres	dissiper
raccourci	NOM	raccourci
<EOS>	<EOS>	<EOS>
son	DET:POS	son
sa	DET:POS	son
roulant	VER:ppre	rouler
plus	ADV	plus
,	PUN	,
de	PRP	de
»	PUN:cit	»
.	SENT	.
m'	PRO:PER	me
que	KON	que
,	PUN	,
de	PRP	de
cruelles	ADJ	cruel
d'	PRP	de
que	KON	que
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
oubliées	VER:pper	oublier
pas	ADV	pas
plus	ADV	plus
<EOS>	<EOS>	<EOS>
car	KON	car
en	PRO:PER	en
du	PRP:det	du
se	PRO:PER	se
petit	ADJ	petit
ignobles	ADJ	ignoble
courtes	ADJ	court
poignantes	ADJ	poignant
que	KON	que
misérable	ADJ	misérable
il	PRO:PER	il
?	SENT	?
implacable	ADJ	implacable
viens	VER:pres	venir
ailes	NOM	aile
.	SENT	.
.	SENT	.
siennes	PRO:POS	sien
,	PUN	,
attendri	VER:pper	attendrir
solitude	NOM	solitude
l'	PRO:PER	la|le
devaient	VER:impf	devoir
souvenait	VER:impf	souvenir
importe	VER:pres	importer
!	SENT	!
comme	ADV	comme
irrésistible	ADJ	irrésistible
,	PUN	,
choses	NOM	chose
repoussé	VER:pper	repousser
,	PUN	,
qu'	KON	que
avec	PRP	avec
cachée	VER:pper	cacher
Mayeux	NOM	mayeux
songes	NOM	songe
des	PRP:det	du
sa	DET:POS	son
bossu	ADJ	bossu
,	PUN	,
l'	DET:ART	le
travers	NOM	travers
Na	INT	na
pleurait	VER:impf	pleurer
,	PUN	,
lorsqu'	KON	lorsque
,	PUN	,
,	PUN	,
sa	DET:POS	son
François	NAM	françois
la	DET:ART	le
<EOS>	<EOS>	<EOS>
pigeons	NOM	pigeon
accentuait	VER:impf	accentuer
d'	PRP	de
sursauts	NOM	sursaut
Chaque	PRO:IND	chaque
se	PRO:PER	se
images	NOM	image
échoppe	NOM	échoppe
les	DET:ART	le
Coudray	NAM	coudray
des	PRP:det	du
qu'	KON	que
de	PRP	de
,	PUN	,
aux	PRP:det	au
de	PRP	de
émouvants	ADJ	émouvant
de	PRP	de
incident	NOM	incident
<EOS>	<EOS>	<EOS>
,	PUN	,
tout	PRO:IND	tout
les	DET:ART	le
<EOS>	<EOS>	<EOS>
en	PRP	en
voyage	NOM	voyage
!	SENT	!
tout	ADV	tout
difformité	NOM	difformité
un	DET:ART	un
lui	PRO:PER	lui
il	PRO:PER	il
,	PUN	,
folie	NOM	folie
cuirs	NOM	cuir
il	PRO:PER	il
une	DET:ART	un
!	SENT	!
douleur	NOM	douleur
,	PUN	,
plus	ADV	plus
le	DET:ART	le
l'	DET:ART	le
de	PRP	de
tout	ADV	tout
de	PRP	de
monde	NOM	monde
à	PRP	à
,	PUN	,
secoué	VER:pper	secouer
riaient	VER:impf	rire
portes	NOM	porte
,	PUN	,
allant	VER:ppre	aller
,	PUN	,
.	SENT	.
depuis	PRP	depuis
Exilé	VER:pper	exiler
aux	PRP:det	au
faire	VER:infi	faire
un	DET:ART	un
heureux	ADJ	heureux
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
ballants	ADJ	ballant
main	NOM	main
!	SENT	!
à	PRP	à
d'	PRP	de
,	PUN	,
la	DET:ART	le
école	NOM	école
,	PUN	,
pourquoi	ADV	pourquoi
et	KON	et
ce	PRO:DEM	ce
en	PRP	en
n'	ADV	ne
bossu	ADJ	bossu
suffisait	VER:impf	suffire
,	PUN	,
m'	PRO:PER	me
rien	ADV	rien
là-bas	ADV	là-bas
,	PUN	,
l'	PRO:PER	la|le
,	PUN	,
.	SENT	.
,	PUN	,
sanctifiait	VER:impf	sanctifier
quelle	PRO:REL	quel
inventât	VER:subi	inventer
faisait	VER:impf	faire
rappelait	VER:impf	rappeler
état	NOM	état
le	DET:ART	le
!	SENT	!
des	PRP:det	du
poing	NOM	poing
Il	PRO:PER	il
Comme	KON	comme
le	DET:ART	le
un	DET:ART	un
pas	ADV	pas
»	PUN:cit	»
triste	ADJ	triste
:	PUN	:
aux	PRP:det	au
son	DET:POS	son
la	DET:ART	le
penché	VER:pper	pencher
le	DET:ART	le
prêt	ADJ	prêt
besogne	VER:pres	besogner
Longtemps	ADV	longtemps
successivement	ADV	successivement
<EOS>	<EOS>	<EOS>
magnifiait	VER:impf	magnifier
,	PUN	,
,	PUN	,
On	PRO:PER	on
,	PUN	,
maîtres	NOM	maître
chien	NOM	chien
mer	NOM	mer
immense	ADJ	immense
rendre	VER:infi	rendre
les	DET:ART	le
contraire	NOM	contraire
ne	ADV	ne
,	PUN	,
avec	PRP	avec
,	PUN	,
dans	PRP	dans
utile	ADJ	utile
là	ADV	là
Bien	ADV	bien
de	PRP	de
au	PRP:det	au
pourquoi	ADV	pourquoi
,	PUN	,
bien	ADV	bien
ainsi	KON	ainsi
sorte	NOM	sorte
...	PUN	...
un	DET:ART	un
choses	NOM	chose
était	VER:impf	être
murs	NOM	mur
un	DET:ART	un
ramenait	VER:impf	ramener
d'	PRP	de
tout	ADV	tout
à	PRP	à
l'	DET:ART	le
,	PUN	,
...	PUN	...
avaient	VER:impf	avoir
,	PUN	,
,	PUN	,
jambes	NOM	jambe
sur	PRP	sur
restait	VER:impf	rester
dérive	NOM	dérive
!	SENT	!
bienfaisant	ADJ	bienfaisant
son	DET:POS	son
tous	PRO:IND	tout
.	SENT	.
.	SENT	.
pigeons	NOM	pigeon
condisciples	NOM	condisciple
Sébastien	NAM	sébastien
à	PRP	à
scène	NOM	scène
brutal	ADJ	brutal
avait	VER:impf	avoir
Il	PRO:PER	il
la	PRO:PER	la
moitié	NOM	moitié
emporte	VER:pres	emporter
<EOS>	<EOS>	<EOS>
surtout	ADV	surtout
le	PRO:PER	le
qui	PRO:REL	qui
de	PRP	de
,	PUN	,
les	DET:ART	le
vie	NOM	vie
fouet	NOM	fouet
n'	ADV	ne
il	PRO:PER	il
filles	NOM	fille
,	PUN	,
ne	ADV	ne
<EOS>	<EOS>	<EOS>
cour	NOM	cour
demeura	VER:simp	demeurer
le	PRO:PER	le
pour	KON	pour
acheté	VER:pper	acheter
cet	PRO:DEM	ce
trouvait	VER:impf	trouver
un	DET:ART	un
les	DET:ART	le
,	PUN	,
tout	PRO:IND	tout
<EOS>	<EOS>	<EOS>
étincelants	ADJ	étincelant
,	PUN	,
corrigé	VER:pper	corriger
il	PRO:PER	il
Hé	INT	hé
pitoyable	ADJ	pitoyable
voyait-il	NOM	voyait-il
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
:	PUN	:
et	KON	et
malin	ADJ	malin
Pinchard	NAM	pinchard
acharnement	NOM	acharnement
Pervenchères	NOM	pervenchères
de	PRP	de
vagabondait	VER:impf	vagabonder
il	PRO:PER	il
Oh	INT	oh
,	PUN	,
comme	KON	comme
l'	DET:ART	le
infini	NOM	infini
il	PRO:PER	il
dédaigné	VER:pper	dédaigner
grand	ADJ	grand
suintements	NOM	suintement
,	PUN	,
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
demandé	VER:pper	demander
Mayeux	NOM	mayeux
aimait	VER:impf	aimer
,	PUN	,
entendre	VER:infi	entendre
bonté	NOM	bonté
mis	VER:pper	mettre
,	PUN	,
mesura	VER:simp	mesurer
méchant	ADJ	méchant
souhaité	VER:pper	souhaiter
situation	NOM	situation
Bien	ADV	bien
.	SENT	.
vite	ADV	vite
découvrir	VER:infi	découvrir
se	PRO:PER	se
place	NOM	place
,	PUN	,
<SEG>
aboyante	ADJ	aboyant
louche	ADJ	louche
,	PUN	,
,	PUN	,
ne	ADV	ne
sa	DET:POS	son
autres	ADJ	autre
,	PUN	,
farouche	ADJ	farouche
<EOS>	<EOS>	<EOS>
,	PUN	,
pain	NOM	pain
ces	PRO:DEM	ce
:	PUN	:
immobile	ADJ	immobile
joncs	NOM	jonc
là	ADV	là
.	SENT	.
.	SENT	.
Un	DET:ART	un
dans	PRP	dans
candide	ADJ	candide
rompus	VER:pper	rompre
routes	NOM	route
enviait	VER:impf	envier
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
paradis	NOM	paradis
immense	ADJ	immense
à	PRP	à
<EOS>	<EOS>	<EOS>
et	KON	et
Une	DET:ART	un
.	SENT	.
fois	NOM	fois
ne	ADV	ne
était	VER:impf	être
à	PRP	à
son	DET:POS	son
cœur	NOM	cœur
eau	NOM	eau
une	DET:ART	un
avait	VER:impf	avoir
était	VER:impf	être
bois	NOM	bois
hou	INT	hou
jeune	ADJ	jeune
fond	NOM	fond
autrement	ADV	autrement
tout	PRO:IND	tout
avait	VER:impf	avoir
.	SENT	.
il	PRO:PER	il
quelque	PRO:IND	quelque
.	SENT	.
enviait	VER:impf	envier
,	PUN	,
éclair	NOM	éclair
dont	PRO:REL	dont
Quincaillier	NAM	quincaillier
,	PUN	,
,	PUN	,
pas	ADV	pas
.	SENT	.
espace	NOM	espace
attirante	ADJ	attirant
espaces	NOM	espace
.	SENT	.
ne	ADV	ne
semblaient	VER:impf	sembler
se	PRO:PER	se
souriait	VER:impf	sourire
yeux	NOM	œil
et	KON	et
et	KON	et
à	PRP	à
en	PRP	en
lippue	ADJ	lippu
plus	ADV	plus
concevait	VER:impf	concevoir
avec	PRP	avec
,	PUN	,
à	PRP	à
ciel	NOM	ciel
que	KON	que
la	DET:ART	le
en	PRP	en
fermentations	NOM	fermentation
...	PUN	...
cerveau	NOM	cerveau
<EOS>	<EOS>	<EOS>
En	PRO:PER	en
tout	PRO:IND	tout
envolée	NOM	envolée
,	PUN	,
<EOS>	<EOS>	<EOS>
emplissait	VER:impf	emplir
Et	NOM	et
bien	ADV	bien
de	PRP	de
--	PUN	--
.	SENT	.
la	DET:ART	le
le	DET:ART	le
et	KON	et
être	NOM	être
doucement	ADV	doucement
physiques	ADJ	physique
comment	ADV	comment
l'	PRO:PER	la|le
si	ADV	si
espaces	NOM	espace
vit	VER:pres	vivre
dit-il	NOM	dit-il
,	PUN	,
et	KON	et
.	SENT	.
morts	NOM	mort
si	KON	si
cimes	NOM	cime
,	PUN	,
<EOS>	<EOS>	<EOS>
comme	ADV	comme
doute	NOM	doute
en	PRP	en
Il	PRO:PER	il
,	PUN	,
!	SENT	!
concevait	VER:impf	concevoir
arbre	NOM	arbre
...	PUN	...
frère	NOM	frère
,	PUN	,
.	SENT	.
qu'	PRO:REL	que
image	NOM	image
un	DET:ART	un
lui	PRO:PER	lui
de	PRP	de
devinait	VER:impf	deviner
barrière	NOM	barrière
Mots	NOM	mot
balustres	NOM	balustre
aussi	ADV	aussi
hou	INT	hou
se	PRO:PER	se
et	KON	et
Vivre	VER:infi	vivre
.	SENT	.
François	NAM	françois
hou	INT	hou
le	DET:ART	le
et	KON	et
se	PRO:PER	se
quelque	PRO:IND	quelque
À	PRP	à
un	DET:ART	un
inconnus	ADJ	inconnu
endormante	ADJ	endormant
,	PUN	,
cheveux	NOM	cheveu
,	PUN	,
enfance	NOM	enfance
d'	PRP	de
luttes	NOM	lutte
--	PUN	--
ne	ADV	ne
avait	VER:impf	avoir
traçaient	VER:impf	tracer
,	PUN	,
les	DET:ART	le
Sébastien	NAM	sébastien
descendait	VER:impf	descendre
sans	PRP	sans
multiplié	VER:pper	multiplier
d'	PRP	de
s'	PRO:PER	se
était	VER:impf	être
marchait	VER:impf	marcher
mort	NOM	mort
une	DET:ART	un
,	PUN	,
,	PUN	,
l'	DET:ART	le
vaste	ADJ	vaste
comme	ADV	comme
<EOS>	<EOS>	<EOS>
--	PUN	--
,	PUN	,
enfant	NOM	enfant
vers	PRP	vers
de	PRP	de
obstination	NOM	obstination
image	NOM	image
l'	PRO:PER	la|le
à	PRP	à
.	SENT	.
,	PUN	,
petite	ADJ	petit
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
les	DET:ART	le
cri	NOM	cri
ses	DET:POS	son
maintenant	ADV	maintenant
sensible	ADJ	sensible
en	PRP	en
Mais	VER:impf	mais
frères	NOM	frère
,	PUN	,
de	PRP	de
pas	ADV	pas
de	PRP	de
enviait	VER:impf	envier
du	PRP:det	du
enfant	NOM	enfant
de	PRP	de
sombres	ADJ	sombre
,	PUN	,
quelque	PRO:IND	quelque
.	SENT	.
la	DET:ART	le
pensa	VER:simp	penser
le	DET:ART	le
pensait	VER:impf	penser
paysage	NOM	paysage
sur	PRP	sur
En	PRP	en
sans	PRP	sans
,	PUN	,
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
...	PUN	...
une	DET:ART	un
,	PUN	,
Quincaillier	NOM	quincaillier
eau	NOM	eau
béantes	ADJ	béant
son	DET:POS	son
les	DET:ART	le
rêve	NOM	rêve
c'	PRO:DEM	ce
flexibles	ADJ	flexible
.	SENT	.
,	PUN	,
pas	ADV	pas
confondaient	VER:impf	confondre
mort	NOM	mort
allégeait	VER:impf	alléger
.	SENT	.
étaient	VER:impf	être
du	PRP:det	du
cervelle	NOM	cervelle
il	PRO:PER	il
si	ADV	si
haineux	ADJ	haineux
son	DET:POS	son
ceinturé	VER:pper	ceinturer
,	PUN	,
:	PUN	:
<EOS>	<EOS>	<EOS>
.	SENT	.
plaisait	VER:impf	plaire
ces	PRO:DEM	ce
?	SENT	?
petit	ADJ	petit
durement	ADV	durement
le	DET:ART	le
l'	DET:ART	le
sans	PRP	sans
des	PRP:det	du
Mayeux	NOM	mayeux
l'	DET:ART	le
de	PRP	de
!	SENT	!
chose	NOM	chose
était	VER:impf	être
léger	ADJ	léger
!	SENT	!
la	DET:ART	le
des	PRP:det	du
,	PUN	,
«	PUN:cit	«
,	PUN	,
d'	PRP	de
où	PRO:REL	où
souples	ADJ	souple
peut-être	ADV	peut-être
,	PUN	,
.	SENT	.
avenues	NOM	avenue
conduisait	VER:impf	conduire
...	PUN	...
des	PRP:det	du
mort	NOM	mort
<EOS>	<EOS>	<EOS>
,	PUN	,
de	PRP	de
.	SENT	.
sur	PRP	sur
,	PUN	,
<EOS>	<EOS>	<EOS>
Sous	PRP	sous
il	PRO:PER	il
sapins	NOM	sapin
d'	PRP	de
celle	PRO:DEM	celui
correspondait	VER:impf	correspondre
par	PRP	par
plus	ADV	plus
,	PUN	,
emporté	VER:pper	emporter
il	PRO:PER	il
,	PUN	,
,	PUN	,
,	PUN	,
,	PUN	,
Pinchard	NAM	pinchard
des	PRP:det	du
et	KON	et
,	PUN	,
dit	VER:pper	dire
,	PUN	,
poussés	VER:pper	pousser
il	PRO:PER	il
de	PRP	de
Il	PRO:PER	il
,	PUN	,
une	DET:ART	un
visage	NOM	visage
au	PRP:det	au
tous	PRO:IND	tout
face	NOM	face
mort	NOM	mort
,	PUN	,
un	DET:ART	un
du	PRP:det	du
mystère	NOM	mystère
meute	NOM	meute
mort	NOM	mort
se	PRO:PER	se
mère	NOM	mère
La	DET:ART	le
chanteurs	NOM	chanteur
,	PUN	,
»	PUN:cit	»
matérielles	ADJ	matériel
chairs	NOM	chair
contact	NOM	contact
le	PRO:PER	le
pas	ADV	pas
souilleur	ADJ	souilleur
,	PUN	,
.	SENT	.
firmamentale	NOM	firmamentale
À	PRP	à
,	PUN	,
tuerait-il	NOM	tuerait-il
pas	ADV	pas
cours	NOM	cour|cours
du	PRP:det	du
se	PRO:PER	se
sang	NOM	sang
doux	ADJ	doux
Mayeux	NOM	mayeux
ni	KON	ni
<EOS>	<EOS>	<EOS>
si	ADV	si
dans	PRP	dans
tranquilles	ADJ	tranquille
fleuris	VER:pper	fleurir
supérieurs	ADJ	supérieur
pièce	NOM	pièce
,	PUN	,
une	DET:ART	un
,	PUN	,
énigmes	NOM	énigme
.	SENT	.
calme	ADJ	calme
heure	NOM	heure
déchirement	NOM	déchirement
ses	DET:POS	son
mêlait	VER:impf	mêler
révoltes	NOM	révolte
connue	VER:pper	connaître
avoir	VER:infi	avoir
heureuse	ADJ	heureux
de	PRP	de
charmants	ADJ	charmant
douleurs	NOM	douleur
qu'	KON	que
vide	ADJ	vide
ne	ADV	ne
de	PRP	de
étalée	ADJ	étalé
distractions	NOM	distraction
de	PRP	de
à	PRP	à
ailes	NOM	aile
de	PRP	de
la	DET:ART	le
,	PUN	,
.	SENT	.
descente	NOM	descente
lui	PRO:PER	lui
s'	PRO:PER	se
,	PUN	,
regret	NOM	regret
,	PUN	,
Il	PRO:PER	il
c'	PRO:DEM	ce
des	PRP:det	du
la	PRO:PER	la
,	PUN	,
tant	ADV	tant
il	PRO:PER	il
gouffres	NOM	gouffre
d'	PRP	de
morte	VER:pper	mourir
L'	DET:ART	le
la	DET:ART	le
passait	VER:impf	passer
.	SENT	.
précis	NOM	précis
montagnes	NOM	montagne
charrette	NOM	charrette
collège	NOM	collège
Forge	NAM	forge
à	PRP	à
L'	DET:ART	le
le	DET:ART	le
représentations	NOM	représentation
,	PUN	,
,	PUN	,
sommeil	NOM	sommeil
au-dessus	ADV	au-dessus
soutenu	VER:pper	soutenir
était	VER:impf	être
frôlèrent	VER:simp	frôler
de	PRP	de
se	PRO:PER	se
les	DET:ART	le
la	DET:ART	le
ne	ADV	ne
repassait	VER:impf	repasser
solide	ADJ	solide
élèves	NOM	élève
la	PRO:PER	la
des	PRP:det	du
et	KON	et
,	PUN	,
calme	ADJ	calme
arrêtée	VER:pper	arrêter
terrible	ADJ	terrible
sans	PRP	sans
l'	DET:ART	le
et	KON	et
l'	DET:ART	le
de	PRP	de
.	SENT	.
gagnait	VER:impf	gagner
ondes	NOM	onde
après	PRP	après
,	PUN	,
idée	NOM	idée
ses	DET:POS	son
voir	VER:infi	voir
,	PUN	,
vapeurs	NOM	vapeur
,	PUN	,
il	PRO:PER	il
méchants	NOM	méchant
par	PRP	par
.	SENT	.
d'	PRP	de
s'	PRO:PER	se
Deux	NUM	deux
une	DET:ART	un
obstacle	NOM	obstacle
drapés	VER:pper	draper
résistance	NOM	résistance
ne	ADV	ne
Et	KON	et
cette	PRO:DEM	ce
vie	NOM	vie
aussi	ADV	aussi
!	SENT	!
...	PUN	...
morts	VER:pper	mourir
sa	DET:POS	son
Une	DET:ART	un
croisa	VER:simp	croiser
l'	DET:ART	le
!	SENT	!
,	PUN	,
.	SENT	.
Quelquefois	ADV	quelquefois
de	PRP	de
autres	ADJ	autre
de	PRP	de
sol	NOM	sol
les	DET:ART	le
de	PRP	de
un	DET:ART	un
cour	NOM	cour
en	PRP	en
En	PRP	en
même	ADV	même
<EOS>	<EOS>	<EOS>
d'	PRP	de
la	DET:ART	le
content	ADJ	content
<EOS>	<EOS>	<EOS>
bon	ADJ	bon
resplendissantes	ADJ	resplendissant
--	PUN	--
la	DET:ART	le
les	DET:ART	le
ralenti	VER:pper	ralentir
terre	NOM	terre
contemplé	VER:pper	contempler
nez	NOM	nez
ou	KON	ou
,	PUN	,
par	PRP	par
un	DET:ART	un
Mourir	VER:infi	mourir
par	PRP	par
,	PUN	,
<EOS>	<EOS>	<EOS>
cirque	NOM	cirque
vous	PRO:PER	vous
révéler	VER:infi	révéler
légèreté	NOM	légèreté
,	PUN	,
,	PUN	,
le	PRO:PER	le
vagues	ADJ	vague
,	PUN	,
ne	ADV	ne
!	SENT	!
des	PRP:det	du
mort	VER:pper	mourir
un	DET:ART	un
encore	ADV	encore
secousse	NOM	secousse
la	DET:ART	le
comprenait	VER:impf	comprendre
Il	PRO:PER	il
d'	PRP	de
jolie	ADJ	joli
.	SENT	.
qu'	KON	que
fuites	NOM	fuite
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
Père	NOM	père
face	NOM	face
avançait	VER:impf	avancer
morts	NOM	mort
la	DET:ART	le
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
part	NOM	part
plus	ADV	plus
oblique	ADJ	oblique
inviolé	ADJ	inviolé
,	PUN	,
Où	ABR	où
il	PRO:PER	il
,	PUN	,
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
comme	ADV	comme
était	VER:impf	être
qu'	KON	que
,	PUN	,
trop	ADV	trop
paume	NOM	paume
une	DET:ART	un
ce	PRO:DEM	ce
,	PUN	,
;	PUN	;
de	PRP	de
quand	KON	quand
on	PRO:PER	on
volatilisation	NOM	volatilisation
<EOS>	<EOS>	<EOS>
son	DET:POS	son
complètement	ADV	complètement
peu	ADV	peu
rose	ADJ	rose
dont	PRO:REL	dont
dans	PRP	dans
il	PRO:PER	il
être	NOM	être
<EOS>	<EOS>	<EOS>
roulés	VER:pper	rouler
,	PUN	,
personne	ADV	personne
allait	VER:impf	aller
aérienne	ADJ	aérien
surface	NOM	surface
morts	NOM	mort
,	PUN	,
il	PRO:PER	il
était	VER:impf	être
d'	PRP	de
des	PRP:det	du
percevait	VER:impf	percevoir
François	NAM	françois
la	DET:ART	le
<EOS>	<EOS>	<EOS>
tous	PRO:IND	tout
apaisé	VER:pper	apaiser
pâlies	VER:pper	pâlir
l'	DET:ART	le
Sébastien	NAM	sébastien
si	KON	si
roseaux	NOM	roseau
<EOS>	<EOS>	<EOS>
À	PRP	à
lumière	NOM	lumière
pieds	NOM	pied
deux	NUM	deux
dardait	VER:impf	darder
ne	ADV	ne
<EOS>	<EOS>	<EOS>
bréviaire	NOM	bréviaire
,	PUN	,
noir	ADJ	noir
balustres	NOM	balustre
,	PUN	,
membres	NOM	membre
charriait	VER:impf	charrier
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
,	PUN	,
journée	NOM	journée
ou	KON	ou
...	PUN	...
ni	KON	ni
!	SENT	!
comme	KON	comme
.	SENT	.
crasseux	ADJ	crasseux
regard	NOM	regard
à	PRP	à
Hé	NAM	hé
sa	DET:POS	son
eau	NOM	eau
deux	NUM	deux
d'	PRP	de
plus	ADV	plus
:	PUN	:
grandes	ADJ	grand
de	PRP	de
s'	PRO:PER	se
abîme	NOM	abîme
quand	KON	quand
on	PRO:PER	on
»	PUN:cit	»
,	PUN	,
<EOS>	<EOS>	<EOS>
était	VER:impf	être
précédait	VER:impf	précéder
La	DET:ART	le
bouche	NOM	bouche
absente	ADJ	absent
roses	NOM	rose
moléculaire	ADJ	moléculaire
,	PUN	,
effacé	VER:pper	effacer
pour	PRP	pour
moutonnaient	VER:impf	moutonner
,	PUN	,
un	DET:ART	un
d'	PRP	de
pensant	VER:ppre	penser
très	ADV	très
regardant	VER:ppre	regarder
<EOS>	<EOS>	<EOS>
âpre	ADJ	âpre
enfants	NOM	enfant
qui	PRO:REL	qui
,	PUN	,
en	PRP	en
le	PRO:PER	le
baigné	VER:pper	baigner
idée	NOM	idée
son	DET:POS	son
savait	VER:impf	savoir
?	SENT	?
manger	VER:infi	manger
du	PRP:det	du
sortit	VER:simp	sortir
d'	PRP	de
pas	ADV	pas
petit	ADJ	petit
eau	NOM	eau
c'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
était-elle	NOM	était-elle
marche	NOM	marche
quand	KON	quand
,	PUN	,
dit-il	NOM	dit-il
vint	VER:simp	venir
oublié	VER:pper	oublier
d'	PRP	de
mourir	VER:infi	mourir
un	DET:ART	un
photographie	NOM	photographie
lui	PRO:PER	lui
étang	NOM	étang
fleurs	NOM	fleur
<EOS>	<EOS>	<EOS>
,	PUN	,
d'	PRP	de
...	PUN	...
se	PRO:PER	se
sans	PRP	sans
cela	PRO:DEM	cela
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
cordonnier	NOM	cordonnier
doux	ADJ	doux
le	PRO:PER	le
et	KON	et
étoffes	NOM	étoffe
éparpillement	NOM	éparpillement
,	PUN	,
était	VER:impf	être
le	DET:ART	le
ainsi	ADV	ainsi
grisantes	ADJ	grisant
herbues	ADJ	herbu
qui	PRO:REL	qui
est-à-dire	ADV	est-à-dire
il	PRO:PER	il
un	DET:ART	un
rien	NOM	rien
où	PRO:REL	où
L'	DET:ART	le
taille	NOM	taille
suffi	VER:pper	suffire
giratoire	ADJ	giratoire
<EOS>	<EOS>	<EOS>
brutale	ADJ	brutal
<EOS>	<EOS>	<EOS>
chose	NOM	chose
robe	NOM	robe
il	PRO:PER	il
il	PRO:PER	il
et	KON	et
