-là	ADV	là
occasion	NOM	occasion
horizon	NOM	horizon
.	SENT	.
Quartier	NOM	quartier
le	DET:ART	le
un	DET:ART	un
,	PUN	,
la	DET:ART	le
ramasser	VER:infi	ramasser
<EOS>	<EOS>	<EOS>
,	PUN	,
Comme	KON	comme
encore	ADV	encore
beaucoup	ADV	beaucoup
peut-être	ADV	peut-être
mais	KON	mais
charité	NOM	charité
le	DET:ART	le
,	PUN	,
la	PRO:PER	la
eut	VER:simp	avoir
enfant	NOM	enfant
,	PUN	,
à	PRP	à
pas	ADV	pas
qui	PRO:REL	qui
de	PRP	de
elle	PRO:PER	elle
service	NOM	service
l'	DET:ART	le
tante	NOM	tante
mais	KON	mais
bonhomme	NOM	bonhomme
,	PUN	,
,	PUN	,
à	PRP	à
,	PUN	,
recherche	NOM	recherche
,	PUN	,
à	PRP	à
y	PRO:PER	y
On	PRO:PER	on
deux	NUM	deux
entre	PRP	entre
beaucoup	ADV	beaucoup
vieux	ADJ	vieux
logis	NOM	logis
disait-elle	VER:impf	disait-elle
aussi	ADV	aussi
de	PRP	de
le	DET:ART	le
La	DET:ART	le
soulever	VER:infi	soulever
jardin	NOM	jardin
;	PUN	;
Comment	ADV	comment
entreprenante	ADJ	entreprenant
l'	DET:ART	le
Cette	PRO:DEM	ce
Mme	NOM	madame
des	PRP:det	du
et	KON	et
.	SENT	.
permission	NOM	permission
partie	NOM	partie
,	PUN	,
depuis	PRP	depuis
M	NOM	m
avait	VER:impf	avoir
frais	ADJ	frais
,	PUN	,
mise	VER:pper	mettre
il	PRO:PER	il
demi-brisé	ADJ	demi-brisé
de	PRP	de
air	NOM	air
d'	PRP	de
offrit	VER:simp	offrir
ensemencées	VER:pper	ensemencer
son	DET:POS	son
leur	DET:POS	leur
,	PUN	,
,	PUN	,
un	DET:ART	un
entêtés	ADJ	entêté
lui	PRO:PER	lui
banc	NOM	banc
était	VER:impf	être
déplorer	VER:infi	déplorer
les	DET:ART	le
petits	NOM	petit
tous	PRO:IND	tout
l'	PRO:PER	la|le
jouissance	NOM	jouissance
.	SENT	.
longtemps	ADV	longtemps
cour	NOM	cour
et	KON	et
une	DET:ART	un
route	NOM	route
plantain	NOM	plantain
rude	ADJ	rude
en	PRO:PER	en
?	SENT	?
Rats	NOM	rat
,	PUN	,
Tous	PRO:IND	tout
cette	PRO:DEM	ce
plaignait	VER:impf	plaindre
homme	NOM	homme
soigneusement	ADV	soigneusement
de	PRP	de
faisait	VER:impf	faire
entendu	VER:pper	entendre
<EOS>	<EOS>	<EOS>
et	KON	et
.	SENT	.
témoigner	VER:infi	témoigner
La	DET:ART	le
avec	PRP	avec
!	SENT	!
.	SENT	.
d'	PRP	de
route	NOM	route
à	PRP	à
senti	VER:pper	sentir
conserver	VER:infi	conserver
dans	PRP	dans
des	PRP:det	du
recoudre	VER:infi	recoudre
,	PUN	,
auprès	ADV	auprès
y	PRO:PER	y
les	DET:ART	le
.	SENT	.
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
saponaire	NOM	saponaire
comme	ADV	comme
.	SENT	.
casquette	NOM	casquette
avait	VER:impf	avoir
la	DET:ART	le
légumes	NOM	légume
monsieur	NOM	monsieur
elle	PRO:PER	elle
attention	NOM	attention
,	PUN	,
au	PRP:det	au
.	SENT	.
la	DET:ART	le
épinards	NOM	épinard
une	DET:ART	un
Il	PRO:PER	il
occupation	NOM	occupation
.	SENT	.
la	DET:ART	le
profitant	VER:ppre	profiter
de	PRP	de
de	PRP	de
de	PRP	de
engrais	NOM	engrais
linge	NOM	linge
en	PRO:PER	en
,	PUN	,
de	PRP	de
s'	PRO:PER	se
la	DET:ART	le
brins	NOM	brin
remplir	VER:infi	remplir
,	PUN	,
s'	PRO:PER	se
,	PUN	,
<EOS>	<EOS>	<EOS>
à	PRP	à
pour	PRP	pour
ne	ADV	ne
même	ADJ	même
muette	NOM	muet|muette
d'	PRP	de
quête	NOM	quête
calme	ADJ	calme
point	ADV	point
plus	ADV	plus
bienveillant	ADJ	bienveillant
une	DET:ART	un
.	SENT	.
ne	ADV	ne
de	PRP	de
la	PRO:PER	la
deux	NUM	deux
et	KON	et
porte	NOM	porte
aimait	VER:impf	aimer
.	SENT	.
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
personnes	NOM	personne
que	KON	que
<EOS>	<EOS>	<EOS>
Mlle	NOM	mademoiselle
,	PUN	,
mission	NOM	mission
prenait	VER:impf	prendre
pas	ADV	pas
avait	VER:impf	avoir
:	PUN	:
campagnes	NOM	campagne
allées	NOM	allée
ne	ADV	ne
Le	DET:ART	le
chiendent	NOM	chiendent
une	DET:ART	un
elle	PRO:PER	elle
un	DET:ART	un
entrepris	VER:pper	entreprendre
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
les	DET:ART	le
venait	VER:impf	venir
.	SENT	.
pourvu	ADJ	pourvu
certaines	PRO:IND	certain
passé	VER:pper	passer
sortit	VER:simp	sortir
.	SENT	.
sans	PRP	sans
il	PRO:PER	il
sans	PRP	sans
,	PUN	,
le	DET:ART	le
aussitôt	ADV	aussitôt
un	DET:ART	un
;	PUN	;
inébranlable	ADJ	inébranlable
s'	PRO:PER	se
,	PUN	,
pourtant	ADV	pourtant
sorti	VER:pper	sortir
du	PRP:det	du
et	KON	et
d'	PRP	de
fierté	NOM	fierté
et	KON	et
ça	PRO:DEM	cela
;	PUN	;
le	DET:ART	le
aisés	ADJ	aisé
une	DET:ART	un
d'	PRP	de
les	DET:ART	le
peu	ADV	peu
,	PUN	,
brusquer	VER:infi	brusquer
nuageux	ADJ	nuageux
personne	NOM	personne
,	PUN	,
dit	VER:pper	dire
Elle	PRO:PER	elle
serait	VER:cond	être
<EOS>	<EOS>	<EOS>
qu'	PRO:REL	que
,	PUN	,
.	SENT	.
les	PRO:PER	la|le
demanda	VER:simp	demander
satisfaction	NOM	satisfaction
fini	VER:pper	finir
rien	ADV	rien
fille	NOM	fille
générale	ADJ	général
poches	NOM	poche
souriait	VER:impf	sourire
,	PUN	,
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
de	PRP	de
tira-t-il	VER:subi	tira-t-il
sans	PRP	sans
calendrier	NOM	calendrier
jardin	NOM	jardin
qui	PRO:REL	qui
,	PUN	,
maison	NOM	maison
hâta	VER:simp	hâter
payer	VER:infi	payer
entrer	VER:infi	entrer
qu'	PRO:REL	que
angles	NOM	angle
il	PRO:PER	il
voisine	NOM	voisin
monsieur	NOM	monsieur
qui	PRO:REL	qui
de	PRP	de
de	PRP	de
chapitre	NOM	chapitre
;	PUN	;
un	DET:ART	un
pourquoi	ADV	pourquoi
du	PRP:det	du
cœur	NOM	cœur
qui	PRO:REL	qui
une	DET:ART	un
à	PRP	à
servir	VER:infi	servir
et	KON	et
se	PRO:PER	se
Il	PRO:PER	il
qu'	PRO:REL	que
doute	NOM	doute
la	DET:ART	le
du	PRP:det	du
méfiante	ADJ	méfiant
là	ADV	là
pressa	VER:simp	presser
ces	PRO:DEM	ce
.	SENT	.
ce	PRO:DEM	ce
fit	VER:simp	faire
unissait	VER:impf	unir
<EOS>	<EOS>	<EOS>
.	SENT	.
ne	ADV	ne
l'	DET:ART	le
.	SENT	.
et	KON	et
!	SENT	!
muette	NOM	muet|muette
;	PUN	;
Mlle	NOM	mademoiselle
,	PUN	,
avait	VER:impf	avoir
était	VER:impf	être
présidait	VER:impf	présider
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Reuilly	NAM	reuilly
la	DET:ART	le
que	KON	que
,	PUN	,
maître	NOM	maître
beau	ADJ	beau
,	PUN	,
il	PRO:PER	il
qui	PRO:REL	qui
muette	NOM	muet|muette
la	DET:ART	le
un	DET:ART	un
la	DET:ART	le
chose	NOM	chose
une	DET:ART	un
<EOS>	<EOS>	<EOS>
être	NOM	être
de	PRP	de
proverbes	NOM	proverbe
lui	PRO:PER	lui
épinards	NOM	épinard
<EOS>	<EOS>	<EOS>
productions	NOM	production
est	VER:pres	être
et	KON	et
avançait	VER:impf	avancer
et	KON	et
la	DET:ART	le
,	PUN	,
cette	PRO:DEM	ce
maître	NOM	maître
s'	PRO:PER	se
certaine	ADJ	certain
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
eu	VER:pper	avoir
que	KON	que
l'	DET:ART	le
à	PRP	à
au	PRP:det	au
que	KON	que
tort	NOM	tort
C'	NAM	c'
,	PUN	,
de	PRP	de
donc	ADV	donc
,	PUN	,
il	PRO:PER	il
de	PRP	de
se	PRO:PER	se
seul	ADJ	seul
d'	PRP	de
vieux	ADJ	vieux
de	PRP	de
les	DET:ART	le
décréta	VER:simp	décréter
certains	PRO:IND	certain
commença	VER:simp	commencer
elles	PRO:PER	elle
voyait	VER:impf	voir
en	PRP	en
et	KON	et
peine	NOM	peine
<EOS>	<EOS>	<EOS>
jour	NOM	jour
obligé	VER:pper	obliger
,	PUN	,
parenté	NOM	parenté
enfants	NOM	enfant
avare	NOM	avare
mélangée	VER:pper	mélanger
saluer	VER:infi	saluer
<EOS>	<EOS>	<EOS>
laissait	VER:impf	laisser
Cette	PRO:DEM	ce
pas	ADV	pas
le	PRO:PER	le
seule	ADJ	seul
subvenir	VER:infi	subvenir
une	DET:ART	un
Quand	KON	quand
voyez	VER:pres	voir
courage	NOM	courage
fallait	VER:impf	falloir
manque	NOM	manque
maison	NOM	maison
avait	VER:impf	avoir
bâti	VER:pper	bâtir
Vite	ADV	vite
elle	PRO:PER	elle
de	PRP	de
délier	VER:infi	délier
un	DET:ART	un
il	PRO:PER	il
on	PRO:PER	on
donnerait	VER:cond	donner
bonne	ADJ	bon
secousse	NOM	secousse
peu	ADV	peu
espèce	NOM	espèce
Aussi	ADV	aussi
<EOS>	<EOS>	<EOS>
.	SENT	.
qu'	KON	que
toujours	ADV	toujours
plus	ADV	plus
autres	ADJ	autre
.	SENT	.
à	PRP	à
habitants	NOM	habitant
travailler	VER:infi	travailler
encore	ADV	encore
»	PUN:cit	»
se	PRO:PER	se
-même	ADJ	même
passage	NOM	passage
mal	ADV	mal
les	DET:ART	le
l'	DET:ART	le
mesure	NOM	mesure
produisit	VER:simp	produire
partie	NOM	partie
de	PRP	de
interlocutrice	NOM	interlocuteur
cette	PRO:DEM	ce
du	PRP:det	du
<EOS>	<EOS>	<EOS>
;	PUN	;
très	ADV	très
aux	PRP:det	au
présenter	VER:infi	présenter
aller	VER:infi	aller
surveiller	VER:infi	surveiller
est	VER:pres	être
les	DET:ART	le
lui	PRO:PER	lui
pas	ADV	pas
elle	PRO:PER	elle
car	KON	car
la	DET:ART	le
franchir	VER:infi	franchir
.	SENT	.
y	PRO:PER	y
de	PRP	de
six	NUM	six
poches	NOM	poche
poignée	NOM	poignée
tirer	VER:infi	tirer
prendre	VER:infi	prendre
pas	NOM	pas
fois	NOM	fois
lui	PRO:PER	lui
aspect	NOM	aspect
boiteuse	ADJ	boiteux
,	PUN	,
et	KON	et
économique	ADJ	économique
Pleine	ADJ	plein
.	SENT	.
<EOS>	<EOS>	<EOS>
aucun	PRO:IND	aucun
sur	PRP	sur
,	PUN	,
,	PUN	,
il	PRO:PER	il
servante	NOM	servante
c'	PRO:DEM	ce
--	PUN	--
une	DET:ART	un
<EOS>	<EOS>	<EOS>
et	KON	et
se	PRO:PER	se
à	PRP	à
avait	VER:impf	avoir
dans	PRP	dans
c'	PRO:DEM	ce
déplorable	ADJ	déplorable
partout	ADV	partout
important	ADJ	important
vieux	ADJ	vieux
y	PRO:PER	y
le	DET:ART	le
beurre	NOM	beurre
maison	NOM	maison
la	DET:ART	le
la	DET:ART	le
planche	NOM	planche
Sans	PRP	sans
sa	DET:POS	son
du	PRP:det	du
boiteuse	ADJ	boiteux
égard	NOM	égard
.	SENT	.
la	DET:ART	le
ne	ADV	ne
l'	DET:ART	le
le	DET:ART	le
elle	PRO:PER	elle
.	SENT	.
de	PRP	de
qui	PRO:REL	qui
.	SENT	.
de	PRP	de
était	VER:impf	être
paille	NOM	paille
à	PRP	à
menus	NOM	menu
sur	PRP	sur
colonel	NOM	colonel
Paris	NAM	paris
il	PRO:PER	il
cœur	NOM	cœur
les	DET:ART	le
à	PRP	à
auraient	VER:cond	avoir
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
Or	NOM	or
y	PRO:PER	y
;	PUN	;
des	PRP:det	du
Reuilly	NAM	reuilly
point	NOM	point
la	DET:ART	le
mais	KON	mais
trouve	VER:pres	trouver
Elle	PRO:PER	elle
Latour	NAM	latour
longer	VER:infi	longer
ne	ADV	ne
se	PRO:PER	se
imaginables	ADJ	imaginable
,	PUN	,
Le	DET:ART	le
s'	PRO:PER	se
,	PUN	,
panier	NOM	panier
aussi	ADV	aussi
La	DET:ART	le
Reuilly	NAM	reuilly
d'	PRP	de
sur	PRP	sur
avait	VER:impf	avoir
Marie-Aimée	NAM	marie-aimée
.	SENT	.
.	SENT	.
chaise	NOM	chaise
chose	NOM	chose
par	PRP	par
Oh	INT	oh
assurance	NOM	assurance
première	NUM	premier
qu'	PRO:REL	que
la	PRO:PER	la
afin	KON	afin
illustre	ADJ	illustre
à	PRP	à
herbes	NOM	herbe
l'	DET:ART	le
la	PRO:PER	la
<EOS>	<EOS>	<EOS>
galant	VER:ppre	galer
cour	NOM	cour
n'	ADV	ne
moment	NOM	moment
circonstance	NOM	circonstance
moment	NOM	moment
donné	VER:pper	donner
<EOS>	<EOS>	<EOS>
le	DET:ART	le
,	PUN	,
de	PRP	de
en	PRP	en
encombraient	VER:impf	encombrer
,	PUN	,
Il	PRO:PER	il
pas	ADV	pas
<EOS>	<EOS>	<EOS>
regardait	VER:impf	regarder
est	VER:pres	être
aiguille	NOM	aiguille
et	KON	et
en	PRP	en
coutume	NOM	coutume
c'	PRO:DEM	ce
ses	DET:POS	son
brisé	VER:pper	briser
savait	VER:impf	savoir
aimait	VER:impf	aimer
travailler	VER:infi	travailler
parce	KON	parce
s'	PRO:PER	se
En	PRP	en
la	DET:ART	le
s'	PRO:PER	se
le	DET:ART	le
de	PRP	de
que	KON	que
pas	ADV	pas
<EOS>	<EOS>	<EOS>
très	ADV	très
une	DET:ART	un
mort	NOM	mort
comme	ADV	comme
chaise	NOM	chaise
de	PRP	de
d'	PRP	de
ordinaire	NOM	ordinaire
puis	ADV	puis
supposer	VER:infi	supposer
elle	PRO:PER	elle
,	PUN	,
.	SENT	.
?	SENT	?
signe	NOM	signe
de	PRP	de
car	KON	car
lava	VER:simp	laver
<EOS>	<EOS>	<EOS>
,	PUN	,
quêteuse	NOM	quêteur
--	PUN	--
à	PRP	à
«	PUN:cit	«
rien	NOM	rien
fameux	ADJ	fameux
offrit	VER:simp	offrir
bourse	NOM	bourse
situation	NOM	situation
les	DET:ART	le
car	KON	car
se	PRO:PER	se
rondes	ADJ	rond
.	SENT	.
ensemble	ADV	ensemble
était	VER:impf	être
regardait	VER:impf	regarder
offrit	VER:simp	offrir
tout	ADV	tout
au	PRP:det	au
comme	ADV	comme
sa	DET:POS	son
bizarre	NOM	bizarre
<EOS>	<EOS>	<EOS>
,	PUN	,
étaient	VER:impf	être
un	DET:ART	un
.	SENT	.
dont	PRO:REL	dont
de	PRP	de
la	DET:ART	le
,	PUN	,
d'	PRP	de
peu	ADV	peu
n'	ADV	ne
moins	ADV	moins
était	VER:impf	être
cette	PRO:DEM	ce
,	PUN	,
M	VER:subi	m
de	PRP	de
sain	ADJ	sain
de	PRP	de
à	PRP	à
.	SENT	.
tout	PRO:IND	tout
dettes	NOM	dette
c'	PRO:DEM	ce
capable	ADJ	capable
c'	PRO:DEM	ce
,	PUN	,
tâche	NOM	tâche
et	KON	et
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
dehors	ADV	dehors
car	KON	car
s'	PRO:PER	se
lui	PRO:PER	lui
son	DET:POS	son
valeur	NOM	valeur
quelques	PRO:IND	quelque
était	VER:impf	être
enlèvement	NOM	enlèvement
la	DET:ART	le
les	DET:ART	le
était	VER:impf	être
les	DET:ART	le
<EOS>	<EOS>	<EOS>
pour	PRP	pour
,	PUN	,
;	PUN	;
exigeaient	VER:impf	exiger
quelque	PRO:IND	quelque
elle	PRO:PER	elle
la	DET:ART	le
pas	ADV	pas
<EOS>	<EOS>	<EOS>
matière	NOM	matière
elles	PRO:PER	elle
On	PRO:PER	on
la	DET:ART	le
faire	VER:infi	faire
couvreur	NOM	couvreur
,	PUN	,
difficile	ADJ	difficile
la	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
.	SENT	.
mauvaises	ADJ	mauvais
la	DET:ART	le
carrés	NOM	carré
assaisonnant	VER:ppre	assaisonner
de	PRP	de
culture	NOM	culture
toujours	ADV	toujours
<EOS>	<EOS>	<EOS>
et	KON	et
,	PUN	,
une	DET:ART	un
par	PRP	par
les	DET:ART	le
c'	PRO:DEM	ce
rentrée	VER:pper	rentrer
<EOS>	<EOS>	<EOS>
à	PRP	à
La	DET:ART	le
matinée	NOM	matinée
laissa	VER:simp	laisser
redoubla	VER:simp	redoubler
le	DET:ART	le
bon	ADJ	bon
en	PRP	en
travers	NOM	travers
repoussaient	VER:impf	repousser
laquelle	PRO:REL	lequel
finesse	NOM	finesse
pour	PRP	pour
la	DET:ART	le
Pris	VER:pper	prendre
<EOS>	<EOS>	<EOS>
résolution	NOM	résolution
,	PUN	,
,	PUN	,
châtelain	NOM	châtelain
était	VER:impf	être
un	NOM	un
de	PRP	de
riant	ADJ	riant
chapeau	NOM	chapeau
sous	PRP	sous
Le	DET:ART	le
;	PUN	;
sur	PRP	sur
arracher	VER:infi	arracher
de	PRP	de
occupaient	VER:impf	occuper
fille	NOM	fille
de	PRP	de
besogne	NOM	besogne
Elle	PRO:PER	elle
Quant	PRP	quant
monde	NOM	monde
à	PRP	à
monsieur	NOM	monsieur
cette	PRO:DEM	ce
médiocre	ADJ	médiocre
ne	ADV	ne
donnait	VER:impf	donner
petite	ADJ	petit
charrettes	NOM	charrette
échappait	VER:impf	échapper
prendre	VER:infi	prendre
jour	NOM	jour
Le	DET:ART	le
les	DET:ART	le
;	PUN	;
rendit	VER:simp	rendre
en	PRO:PER	en
avait	VER:impf	avoir
quelque	PRO:IND	quelque
,	PUN	,
pu	VER:pper	pouvoir
de	PRP	de
pluvieux	ADJ	pluvieux
de	PRP	de
Je	PRO:PER	je
.	SENT	.
berceau	NOM	berceau
cordons	NOM	cordon
poussaient	VER:impf	pousser
Mlle	NOM	mademoiselle
aux	PRP:det	au
qu'	PRO:REL	que
grave	ADJ	grave
,	PUN	,
.	SENT	.
visiteuse	NOM	visiteur
lui	PRO:PER	lui
regrettait	VER:impf	regretter
pouvait	VER:impf	pouvoir
car	KON	car
autre	ADJ	autre
apercevoir	VER:infi	apercevoir
tout	PRO:IND	tout
,	PUN	,
de	PRP	de
engrais	NOM	engrais
il	PRO:PER	il
ne	ADV	ne
choisit	VER:pres	choisir
,	PUN	,
alla	VER:simp	aller
,	PUN	,
et	KON	et
s'	PRO:PER	se
elle	PRO:PER	elle
de	PRP	de
occasion	NOM	occasion
laissant	VER:ppre	laisser
<EOS>	<EOS>	<EOS>
assit	VER:simp	asseoir
ce	PRO:DEM	ce
...	PUN	...
de	PRP	de
échapper	VER:infi	échapper
banc	NOM	banc
le	DET:ART	le
pour	PRP	pour
mâches	NOM	mâche
est	VER:pres	être
respectait	VER:impf	respecter
jeune	ADJ	jeune
!	SENT	!
donnait	VER:impf	donner
quelques	PRO:IND	quelque
au	PRP:det	au
jours	NOM	jour
privilège	NOM	privilège
tout	PRO:IND	tout
un	DET:ART	un
indiquer	VER:infi	indiquer
,	PUN	,
au	PRP:det	au
d'	PRP	de
pour	PRP	pour
peine	NOM	peine
<EOS>	<EOS>	<EOS>
et	KON	et
tous	PRO:IND	tout
attendait	VER:impf	attendre
est	VER:pres	être
pauvre	ADJ	pauvre
tombereau	NOM	tombereau
à	PRP	à
bonté	NOM	bonté
,	PUN	,
ses	DET:POS	son
bonhomme	NOM	bonhomme
sans	PRP	sans
pour	PRP	pour
mains	NOM	main
dire	VER:infi	dire
la	DET:ART	le
dans	PRP	dans
c'	PRO:DEM	ce
on	PRO:PER	on
de	PRP	de
qui	PRO:REL	qui
fût	VER:subi	être
tomber	VER:infi	tomber
ne	ADV	ne
cette	PRO:DEM	ce
lui	PRO:PER	lui
,	PUN	,
haricots	NOM	haricot
,	PUN	,
une	DET:ART	un
,	PUN	,
le	DET:ART	le
décidé	VER:pper	décider
de	PRP	de
était	VER:impf	être
,	PUN	,
ma	DET:POS	mon
mît	VER:subi	mettre
était	VER:impf	être
pensée	NOM	pensée
<SEG>
honnête	ADJ	honnête
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
de	PRP	de
exceptionnel	ADJ	exceptionnel
qui	PRO:REL	qui
contes	NOM	conte
on	PRO:PER	on
;	PUN	;
Ils	NAM	ils
le	PRO:PER	le
peut-être	ADV	peut-être
pour	PRP	pour
Miriam	NAM	miriam
vrai	ADJ	vrai
ce	PRO:DEM	ce
malheureuse	ADJ	malheureux
.	SENT	.
moment	NOM	moment
chou	NOM	chou
qui	PRO:REL	qui
.	SENT	.
pas	ADV	pas
ne	ADV	ne
<EOS>	<EOS>	<EOS>
étroitement	ADV	étroitement
elle	PRO:PER	elle
,	PUN	,
,	PUN	,
le	DET:ART	le
ce	PRO:DEM	ce
.	SENT	.
les	DET:ART	le
<EOS>	<EOS>	<EOS>
Dieu	NOM	dieu
donné	VER:pper	donner
couvreur	NOM	couvreur
l'	DET:ART	le
pauvre	ADJ	pauvre
un	NOM	un
terre	NOM	terre
d'	PRP	de
qui	PRO:REL	qui
cette	PRO:DEM	ce
encore	ADV	encore
chou	NOM	chou
croit	VER:pres	croire
.	SENT	.
en	PRO:PER	en
famille	NOM	famille
la	DET:ART	le
moi	PRO:PER	moi
est	VER:pres	être
<EOS>	<EOS>	<EOS>
!	SENT	!
abonda	VER:simp	abonder
et	KON	et
tendre	ADJ	tendre
au	PRP:det	au
?	SENT	?
,	PUN	,
son	DET:POS	son
son	DET:POS	son
détestable	ADJ	détestable
?	SENT	?
tiens	VER:pres	tenir
elle	PRO:PER	elle
son	DET:POS	son
bien	ADV	bien
,	PUN	,
que	KON	que
par	PRP	par
qu'	KON	que
Quartier	NOM	quartier
,	PUN	,
riche	ADJ	riche
reprit-il	NOM	reprit-il
.	SENT	.
plaisait	VER:impf	plaire
nourriture	NOM	nourriture
loyer	NOM	loyer
qu'	PRO:REL	que
,	PUN	,
senti	VER:pper	sentir
s'	PRO:PER	se
ni	KON	ni
paye	VER:pres	payer
s'	PRO:PER	se
payais	VER:impf	payer
<EOS>	<EOS>	<EOS>
la	DET:ART	le
Comme	ADV	comme
?	SENT	?
Ta	DET:POS	ton
qu'	PRO:REL	que
ajouta	VER:simp	ajouter
à	PRP	à
fit	VER:simp	faire
est	VER:pres	être
réparer	VER:infi	réparer
<EOS>	<EOS>	<EOS>
la	DET:ART	le
un	DET:ART	un
lui	PRO:PER	lui
développa	VER:simp	développer
et	KON	et
besoin	NOM	besoin
Le	DET:ART	le
,	PUN	,
vivre	VER:infi	vivre
voisine	NOM	voisin
sottise	NOM	sottise
Vraiment	ADV	vraiment
!	SENT	!
prouvant	VER:ppre	prouver
Que	KON	que
garçon	NOM	garçon
,	PUN	,
vieillard	NOM	vieillard
histoire	NOM	histoire
les	DET:ART	le
disent	VER:pres	dire
des	PRP:det	du
qui	PRO:REL	qui
;	PUN	;
Aussi	ADV	aussi
!	SENT	!
;	PUN	;
chacun	PRO:IND	chacun
voyez	VER:pres	voir
--	PUN	--
est	VER:pres	être
.	SENT	.
.	SENT	.
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
ne	ADV	ne
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
êtes	VER:pres	être
une	DET:ART	un
pour	PRP	pour
,	PUN	,
avait	VER:impf	avoir
et	KON	et
dans	PRP	dans
misérables	ADJ	misérable
Tant	ADV	tant
de	PRP	de
,	PUN	,
la	DET:ART	le
l'	PRO:PER	la|le
-ce	PRO:DEM	ce
rapporter	VER:infi	rapporter
la	DET:ART	le
était	VER:impf	être
qui	PRO:REL	qui
la	DET:ART	le
Paris	NAM	paris
,	PUN	,
de	PRP	de
;	PUN	;
--	PUN	--
avancer	VER:infi	avancer
en	PRO:PER	en
plaindre	VER:infi	plaindre
de	PRP	de
l'	DET:ART	le
!	SENT	!
vous	PRO:PER	vous
ne	ADV	ne
,	PUN	,
avarice	NOM	avarice
Son	DET:POS	son
<EOS>	<EOS>	<EOS>
utile	ADJ	utile
en	PRO:PER	en
!	SENT	!
,	PUN	,
finalement	ADV	finalement
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
personne	NOM	personne
car	KON	car
de	PRP	de
ta	DET:POS	ton
sa	DET:POS	son
ce	PRO:DEM	ce
dire	VER:infi	dire
On	PRO:PER	on
<EOS>	<EOS>	<EOS>
ne	ADV	ne
,	PUN	,
,	PUN	,
Une	DET:ART	un
pour	PRP	pour
.	SENT	.
le	DET:ART	le
)	PUN	)
robe	NOM	robe
est	VER:pres	être
avec	PRP	avec
tenu	VER:pper	tenir
Paris	NAM	paris
plus	ADV	plus
avait	VER:impf	avoir
qu'	PRO:REL	que
l'	DET:ART	le
réduisant	VER:ppre	réduire
mené	VER:pper	mener
probablement	ADV	probablement
Cependant	ADV	cependant
elle	PRO:PER	elle
.	SENT	.
Mlle	NOM	mademoiselle
est	VER:pres	être
infirmité	NOM	infirmité
rien	NOM	rien
-vous	PRO:PER	vous
elle	PRO:PER	elle
étaient	VER:impf	être
moi	PRO:PER	moi
s'	KON	si
trouva	VER:simp	trouver
abasourdi	VER:pper	abasourdir
de	PRP	de
l'	PRO:PER	la|le
que	PRO:REL	que
sinon	KON	sinon
honneur	NOM	honneur
elle	PRO:PER	elle
causé	VER:pper	causer
contraste	NOM	contraste
puis	ADV	puis
puis	ADV	puis
en	PRO:PER	en
femme	NOM	femme
la	DET:ART	le
l'	DET:ART	le
qu'	PRO:REL	que
c'	PRO:DEM	ce
peuvent	VER:pres	pouvoir
dans	PRP	dans
mon	DET:POS	mon
ici	ADV	ici
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
la	DET:ART	le
l'	PRO:PER	la|le
mais	KON	mais
,	PUN	,
causeraient	VER:cond	causer
des	PRP:det	du
pas	NOM	pas
.	SENT	.
être	VER:infi	être
à	PRP	à
du	PRP:det	du
autre	ADJ	autre
du	PRP:det	du
de	PRP	de
que	KON	que
Sa	DET:POS	son
se	PRO:PER	se
diplomatiques	ADJ	diplomatique
vite	ADV	vite
mieux	ADV	mieux
C'	PRO:DEM	ce
jette	VER:pres	jeter
de	PRP	de
la	DET:ART	le
presque	ADV	presque
<EOS>	<EOS>	<EOS>
un	DET:ART	un
ta	DET:POS	ton
,	PUN	,
mariage	NOM	mariage
son	DET:POS	son
qui	PRO:REL	qui
ne	ADV	ne
.	SENT	.
ton	NOM	ton
plus	ADV	plus
imprudence	NOM	imprudence
vous	PRO:PER	vous
suis	VER:pres	suivre|être
.	SENT	.
--	PUN	--
marieraient	VER:cond	marier
poêle	NOM	poêle
-ci	ADV	-ci
avis	NOM	avis
que	KON	que
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
--	PUN	--
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
dit	VER:pper	dire
je	PRO:PER	je
,	PUN	,
en	PRP	en
misère	NOM	misère
je	PRO:PER	je
ménage	NOM	ménage
je	PRO:PER	je
sentait	VER:impf	sentir
fini	VER:pper	finir
continua	VER:simp	continuer
,	PUN	,
un	DET:ART	un
,	PUN	,
qui	PRO:REL	qui
ceci	PRO:DEM	ceci
on	PRO:PER	on
