sangloter	VER:infi	sangloter
un	DET:ART	un
chair	NOM	chair
rougeur	NOM	rougeur
il	PRO:PER	il
peu	ADV	peu
fille	NOM	fille
,	PUN	,
genoux	NOM	genou
la	PRO:PER	la
,	PUN	,
retenant	VER:ppre	retenir
un	DET:ART	un
air	NOM	air
,	PUN	,
,	PUN	,
une	DET:ART	un
rapetissait	VER:impf	rapetisser
grandes	ADJ	grand
profondément	ADV	profondément
gorge	NOM	gorge
comme	ADV	comme
,	PUN	,
toute	PRO:IND	tout
,	PUN	,
rougit	VER:pres	rougir
,	PUN	,
à	PRP	à
élan	NOM	élan
abandon	NOM	abandon
deux	NUM	deux
quart	NOM	quart
,	PUN	,
des	PRP:det	du
beaux	ADJ	beau
si	ADV	si
d'	PRP	de
amie	NOM	ami
,	PUN	,
raisonnements	NOM	raisonnement
,	PUN	,
pareil	ADJ	pareil
mangeant	VER:ppre	manger
papier	NOM	papier
semblait	VER:impf	sembler
!	SENT	!
?	SENT	?
?	SENT	?
pour	PRP	pour
!	SENT	!
avait-elle	VER:pres	avait-elle
écrasa	VER:simp	écraser
à	PRP	à
Peut-être	ADV	peut-être
de	PRP	de
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
rentrer	VER:infi	rentrer
car	KON	car
uni	VER:pper	unir
près	ADV	près
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
qu'	KON	que
«	PUN:cit	«
,	PUN	,
une	DET:ART	un
.	SENT	.
,	PUN	,
petits	ADJ	petit
éveiller	VER:infi	éveiller
une	DET:ART	un
avait	VER:impf	avoir
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
,	PUN	,
onde	NOM	onde
<EOS>	<EOS>	<EOS>
dessiner	VER:infi	dessiner
à	PRP	à
elle	PRO:PER	elle
Pendant	PRP	pendant
il	PRO:PER	il
À	PRP	à
«	PUN:cit	«
cri	NOM	cri
enthousiasme	NOM	enthousiasme
stupeur	NOM	stupeur
,	PUN	,
bien	ADV	bien
une	DET:ART	un
,	PUN	,
de	PRP	de
elle	PRO:PER	elle
artiste	NOM	artiste
,	PUN	,
Ah	NAM	ah
,	PUN	,
poussées	NOM	poussée
fichtre	INT	fichtre
neige	NOM	neige
vraie	ADJ	vrai
sa	DET:POS	son
Claude	NAM	claude
Légèrement	ADV	légèrement
<EOS>	<EOS>	<EOS>
basse	ADJ	bas
de	PRP	de
pas	ADV	pas
épaules	NOM	épaule
Mais	VER:impf	mais
sa	DET:POS	son
le	DET:ART	le
prendre	VER:infi	prendre
avaient	VER:impf	avoir
fait	NOM	fait
,	PUN	,
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Tout	PRO:IND	tout
,	PUN	,
serre	NOM	serre
peut	VER:pres	pouvoir
,	PUN	,
...	PUN	...
.	SENT	.
il	PRO:PER	il
de	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
grondante	ADJ	grondant
les	DET:ART	le
miroir	NOM	miroir
était	VER:impf	être
!	SENT	!
,	PUN	,
.	SENT	.
en	PRP	en
.	SENT	.
devant	PRP	devant
faire	VER:infi	faire
la	DET:ART	le
!	SENT	!
.	SENT	.
.	SENT	.
de	PRP	de
un	DET:ART	un
passait	VER:impf	passer
posa	VER:simp	poser
muscles	NOM	muscle
C'	PRO:DEM	ce
était	VER:impf	être
,	PUN	,
?	SENT	?
passé	VER:pper	passer
lâchée	VER:pper	lâcher
qu'	PRO:REL	que
,	PUN	,
,	PUN	,
,	PUN	,
Un	DET:ART	un
heureux	ADJ	heureux
toute	PRO:IND	tout
la	DET:ART	le
bras	NOM	bras
gonflés	VER:pper	gonfler
la	DET:ART	le
d'	PRP	de
Cela	PRO:DEM	cela
obstination	NOM	obstination
étudiant	NOM	étudiant
les	DET:ART	le
.	SENT	.
il	PRO:PER	il
saignaient	VER:impf	saigner
oublié	VER:pper	oublier
,	PUN	,
sang	NOM	sang
la	DET:ART	le
ligne	NOM	ligne
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
si	ADV	si
inconsciente	ADJ	inconscient
<EOS>	<EOS>	<EOS>
mécontent	ADJ	mécontent
une	DET:ART	un
imaginait	VER:impf	imaginer
Seulement	ADV	seulement
qu'	PRO:REL	que
manches	NOM	manche
un	DET:ART	un
dans	PRP	dans
,	PUN	,
ces	PRO:DEM	ce
pouvait-elle	VER:impf	pouvait-elle
,	PUN	,
peu	ADV	peu
confiante	ADJ	confiant
Mais	KON	mais
qui	PRO:REL	qui
homme	NOM	homme
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
encore	ADV	encore
avait	VER:impf	avoir
le	DET:ART	le
ignorait	VER:impf	ignorer
.	SENT	.
application	NOM	application
en	PRP	en
,	PUN	,
à	PRP	à
soyez	VER:subp	être
à	PRP	à
sang	NOM	sang
choses	NOM	chose
drame	NOM	drame
.	SENT	.
nez	NOM	nez
se	PRO:PER	se
,	PUN	,
Elle	PRO:PER	elle
sur	PRP	sur
vite	ADV	vite
baignée	VER:pper	baigner
avec	PRP	avec
dans	PRP	dans
,	PUN	,
manche	NOM	manche
un	DET:ART	un
était	VER:impf	être
tout	ADV	tout
modestie	NOM	modestie
petite	ADJ	petit
les	DET:ART	le
sage	ADJ	sage
ardente	ADJ	ardent
autres	ADJ	autre
nuits	NOM	nuit
la	DET:ART	le
déjà	ADV	déjà
,	PUN	,
il	PRO:PER	il
fille	NOM	fille
accroupi	VER:pper	accroupir
Paris	NAM	paris
C'	PRO:DEM	ce
grande	ADJ	grand
dans	PRP	dans
sur	PRP	sur
coup	NOM	coup
peur	NOM	peur
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
!	SENT	!
Je	PRO:PER	je
,	PUN	,
offrait	VER:impf	offrir
et	KON	et
jusqu'	PRP	jusque
<EOS>	<EOS>	<EOS>
un	DET:ART	un
le	DET:ART	le
<EOS>	<EOS>	<EOS>
gentille	ADJ	gentil
lieu	NOM	lieu
avait	VER:impf	avoir
la	DET:ART	le
elle	PRO:PER	elle
grand	ADJ	grand
Elle	PRO:PER	elle
face	NOM	face
une	DET:ART	un
chemise	NOM	chemise
le	DET:ART	le
ce	PRO:DEM	ce
deux	NUM	deux
coula	VER:simp	couler
devinée	VER:pper	deviner
avait	VER:impf	avoir
.	SENT	.
la	DET:ART	le
au	PRP:det	au
yeux	NOM	œil
pas	ADV	pas
devant	PRP	devant
ingénues	ADJ	ingénu
<EOS>	<EOS>	<EOS>
printemps	NOM	printemps
lit	NOM	lit
soin	NOM	soin
se	PRO:PER	se
avait	VER:impf	avoir
Ah	NAM	ah
garçon	NOM	garçon
serré	ADJ	serré
!	SENT	!
Ah	NAM	ah
haut	ADJ	haut
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
.	SENT	.
courut	VER:simp	courir
,	PUN	,
<EOS>	<EOS>	<EOS>
dont	PRO:REL	dont
<EOS>	<EOS>	<EOS>
rigides	ADJ	rigide
poitrine	NOM	poitrine
est	VER:pres	être
peu	ADV	peu
les	DET:ART	le
En	PRP	en
où	PRO:REL	où
chaise	NOM	chaise
d'	PRP	de
bien	ADJ	bien
ne	ADV	ne
les	DET:ART	le
crainte	NOM	crainte
dura	VER:simp	durer
,	PUN	,
emmanchés	VER:pper	emmancher
inquiète	ADJ	inquiet
dormait	VER:impf	dormir
fouetté	VER:pper	fouetter
cheveux	NOM	cheveu
s'	PRO:PER	se
avec	PRP	avec
était	VER:impf	être
Puis	ADV	puis
parlait	VER:impf	parler
,	PUN	,
que	KON	que
il	PRO:PER	il
dans	PRP	dans
Eh	NOM	eh
encore	ADV	encore
<EOS>	<EOS>	<EOS>
fâchait	VER:impf	fâcher
<EOS>	<EOS>	<EOS>
la	DET:ART	le
finit	VER:pres	finir
droit	ADJ	droit
grande	ADJ	grand
on	PRO:PER	on
il	PRO:PER	il
bourdonner	VER:infi	bourdonner
,	PUN	,
ne	ADV	ne
lèvres	NOM	lèvre
<EOS>	<EOS>	<EOS>
presque	ADV	presque
dorée	ADJ	doré
!	SENT	!
.	SENT	.
de	PRP	de
Qui	PRO	qui
des	PRP:det	du
gueuse	NOM	gueuse|gueux
et	KON	et
au	PRP:det	au
«	PUN:cit	«
tandis	KON	tandis
!	SENT	!
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
amant	NOM	amant
paupières	NOM	paupière
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
Une	DET:ART	un
yeux	NOM	œil
angoisse	NOM	angoisse
l'	PRO:PER	la|le
la	DET:ART	le
un	DET:ART	un
elle	PRO:PER	elle
était	VER:impf	être
sourire	NOM	sourire
Cette	PRO:DEM	ce
,	PUN	,
...	PUN	...
traits	NOM	trait
gauche	ADJ	gauche
à	PRP	à
pelotonnée	VER:pper	pelotonner
,	PUN	,
noyés	VER:pper	noyer
débauchée	VER:pper	débaucher
Claude	NAM	claude
tendresse	NOM	tendresse
<EOS>	<EOS>	<EOS>
tête	NOM	tête
courut	VER:simp	courir
une	DET:ART	un
l'	PRO:PER	la|le
la	DET:ART	le
ce	PRO:DEM	ce
,	PUN	,
éclairant	VER:ppre	éclairer
qui	PRO:REL	qui
,	PUN	,
,	PUN	,
sa	DET:POS	son
Dieu	NOM	dieu
sûr	ADJ	sûr
de	PRP	de
d'	PRP	de
arrêtait	VER:impf	arrêter
gorge	NOM	gorge
plus	ADV	plus
travail	NOM	travail
dénoués	VER:pper	dénouer
émerveillement	NOM	émerveillement
inutilement	ADV	inutilement
sans	PRP	sans
d'	PRP	de
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
Un	NAM	un
et	KON	et
bossuant	VER:ppre	bossuer
ou	KON	ou
,	PUN	,
sourire	NOM	sourire
quoi	PRO	quoi
gâtait	VER:impf	gâter
Où	ADV	où
,	PUN	,
,	PUN	,
une	DET:ART	un
par	PRP	par
sur	PRP	sur
nouveau	ADJ	nouveau
vagues	ADJ	vague
il	PRO:PER	il
de	PRP	de
,	PUN	,
le	DET:ART	le
de	PRP	de
paupières	NOM	paupière
les	DET:ART	le
!	SENT	!
fouillait	VER:impf	fouiller
mon	DET:POS	mon
stupide	ADJ	stupide
délicatesse	NOM	délicatesse
bigrement	ADV	bigrement
adorable	ADJ	adorable
roses	NOM	rose
remettait	VER:impf	remettre
de	PRP	de
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
à	PRP	à
passion	NOM	passion
d'	PRP	de
flot	NOM	flot
bien	ADV	bien
:	PUN	:
la	DET:ART	le
.	SENT	.
-là	ADV	là
ravissement	NOM	ravissement
prend-il	VER:cond	prend-il
petit	ADJ	petit
ses	DET:POS	son
donc	ADV	donc
,	PUN	,
de	PRP	de
ça	PRO:DEM	cela
en	PRP	en
senti	VER:pper	sentir
et	KON	et
ça	PRO:DEM	cela
grande	ADJ	grand
jeunesse	NOM	jeunesse
Brusquement	ADV	brusquement
<EOS>	<EOS>	<EOS>
douceur	NOM	douceur
drap	NOM	drap
.	SENT	.
son	DET:POS	son
,	PUN	,
sous	PRP	sous
était	VER:impf	être
»	PUN:cit	»
,	PUN	,
,	PUN	,
,	PUN	,
;	PUN	;
?	SENT	?
cou	NOM	cou
<EOS>	<EOS>	<EOS>
charnelle	ADJ	charnel
accroupi	VER:pper	accroupir
soie	NOM	soie
des	PRP:det	du
pudique	ADJ	pudique
.	SENT	.
joues	NOM	joue
un	DET:ART	un
un	DET:ART	un
conté	VER:pper	conter
avançait	VER:impf	avancer
d'	PRP	de
,	PUN	,
couverture	NOM	couverture
bougeait	VER:impf	bouger
cette	PRO:DEM	ce
ailes	NOM	aile
venait	VER:impf	venir
au	PRP:det	au
elle	PRO:PER	elle
figure	NOM	figure
,	PUN	,
nuque	NOM	nuque
qu'	KON	que
bougeât	VER:subi	bouger
la	PRO:PER	la
veille	NOM	veille
deux	NUM	deux
mit	VER:simp	mettre
un	DET:ART	un
d'	PRP	de
blanches	ADJ	blanc
malheur	NOM	malheur
cet	PRO:DEM	ce
,	PUN	,
sous	PRP	sous
limpide	ADJ	limpide
le	DET:ART	le
grêle	ADJ	grêle
être	VER:infi	être
inconnu	ADJ	inconnu
un	DET:ART	un
«	PUN:cit	«
,	PUN	,
il	PRO:PER	il
.	SENT	.
,	PUN	,
ses	DET:POS	son
désir	NOM	désir
,	PUN	,
si	KON	si
sa	DET:POS	son
visage	NOM	visage
boîte	NOM	boîte
Elle	PRO:PER	elle
rejeter	VER:infi	rejeter
jeune	ADJ	jeune
histoire	NOM	histoire
Et	VER:ppre	et
«	PUN:cit	«
sous	PRP	sous
une	NUM	un
sève	NOM	sève
?	SENT	?
diable	NOM	diable
oh	INT	oh
fraîche	ADJ	frais
trouvaille	NOM	trouvaille
elle	PRO:PER	elle
il	PRO:PER	il
l'	DET:ART	le
«	PUN:cit	«
vous	PRO:PER	vous
satin	NOM	satin
qui	PRO:REL	qui
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
très	ADV	très
enfantine	ADJ	enfantin
comme	ADV	comme
les	DET:ART	le
renversait	VER:impf	renverser
,	PUN	,
<EOS>	<EOS>	<EOS>
ne	ADV	ne
vous	PRO:PER	vous
saurait	VER:cond	savoir
sa	DET:POS	son
le	DET:ART	le
,	PUN	,
,	PUN	,
Dites	NAM	dites
;	PUN	;
,	PUN	,
bégayer	VER:infi	bégayer|bégayer
qu'	KON	que
des	PRP:det	du
respectueux	ADJ	respectueux
ne	ADV	ne
,	PUN	,
chez	PRP	chez
gorge	VER:pres	gorger
chaleur	NOM	chaleur
et	KON	et
vitres	NOM	vitre
cria	VER:simp	crier
des	PRP:det	du
tombait	VER:impf	tomber
augmentaient	VER:impf	augmenter
Mais	KON	mais
ne	ADV	ne
parents	NOM	parents
bourgeoise	NOM	bourgeois
coutumier	ADJ	coutumier
sentait	VER:impf	sentir
tons	NOM	ton
avait	VER:impf	avoir
que	KON	que
moire	NOM	moire
pas	ADV	pas
.	SENT	.
montrant	VER:ppre	montrer
seins	NOM	sein
elle	PRO:PER	elle
ça	PRO:DEM	cela
,	PUN	,
trouble	NOM	trouble
ça	PRO:DEM	cela
,	PUN	,
le	DET:ART	le
,	PUN	,
,	PUN	,
.	SENT	.
croyable	ADJ	croyable
une	DET:ART	un
finesse	NOM	finesse
Déjà	ADV	déjà
,	PUN	,
à	PRP	à
heure	NOM	heure
pour	PRP	pour
la	DET:ART	le
fraîche	ADJ	frais
recommençaient	VER:impf	recommencer
:	PUN	:
.	SENT	.
regard	NOM	regard
carton	NOM	carton
flot	NOM	flot
se	PRO:PER	se
à	PRP	à
et	KON	et
de	PRP	de
il	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
son	DET:POS	son
non	ADV	non
du	PRP:det	du
paralysa	VER:simp	paralyser
-vous	PRO:PER	vous
ses	DET:POS	son
jeune	ADJ	jeune
sur	PRP	sur
,	PUN	,
,	PUN	,
hypothèses	NOM	hypothèse
il	PRO:PER	il
un	DET:ART	un
de	PRP	de
nudité	NOM	nudité
fichtre	INT	fichtre
<EOS>	<EOS>	<EOS>
et	KON	et
pose	NOM	pose
était	VER:impf	être
Le	DET:ART	le
tableau	NOM	tableau
une	DET:ART	un
dans	PRP	dans
<SEG>
,	PUN	,
ne	ADV	ne
couleurs	NOM	couleur
<EOS>	<EOS>	<EOS>
la	DET:ART	le
grâce	NOM	grâce
sacrée	ADJ	sacré
,	PUN	,
.	SENT	.
gros	ADJ	gros
rose	ADJ	rose
le	DET:ART	le
reconnaissant	VER:ppre	reconnaître
secouait	VER:impf	secouer
fort	ADJ	fort
minces	ADJ	mince
de	PRP	de
,	PUN	,
pour	PRP	pour
<EOS>	<EOS>	<EOS>
la	DET:ART	le
si	ADV	si
un	DET:ART	un
,	PUN	,
les	DET:ART	le
très	ADV	très
autres	ADJ	autre
,	PUN	,
les	DET:ART	le
devait	VER:impf	devoir
tamponnée	VER:pper	tamponner
de	PRP	de
sais	VER:pres	savoir
que	KON	que
lui	PRO:PER	lui
suppliait	VER:impf	supplier
Pourtant	ADV	pourtant
une	DET:ART	un
dépaillées	VER:pper	dépailler
bruns	ADJ	brun
la	DET:ART	le
ne	ADV	ne
»	PUN:cit	»
bonne	ADJ	bon
je	PRO:PER	je
Du	PRP:det	du
elle	PRO:PER	elle
tête	NOM	tête
poêle	NOM	poêle
tête	NOM	tête
désespéré	VER:pper	désespérer
la	DET:ART	le
lentement	ADV	lentement
il	PRO:PER	il
elle	PRO:PER	elle
que	PRO:REL	que
et	KON	et
la	DET:ART	le
le	DET:ART	le
était	VER:impf	être
,	PUN	,
y	PRO:PER	y
vu	VER:pper	voir
vieille	ADJ	vieux
pourquoi	ADV	pourquoi
qu'	KON	que
,	PUN	,
de	PRP	de
tremblement	NOM	tremblement
Elle	PRO:PER	elle
artiste	NOM	artiste
paupières	NOM	paupière
modèle	NOM	modèle
de	PRP	de
j'	PRO:PER	je
emportés	VER:pper	emporter
comme	ADV	comme
,	PUN	,
moque	VER:pres	moquer
,	PUN	,
boiteux	ADJ	boiteux
Alors	NAM	alors
des	PRP:det	du
un	DET:ART	un
d'	PRP	de
...	PUN	...
,	PUN	,
laquelle	PRO:REL	lequel
courbé	VER:pper	courber
voix	NOM	voix
bras	NOM	bras
touchée	VER:pper	toucher
<EOS>	<EOS>	<EOS>
semblait	VER:impf	sembler
de	PRP	de
,	PUN	,
à	PRP	à
Et	NOM	et
,	PUN	,
la	DET:ART	le
ne	ADV	ne
ce	PRO:DEM	ce
vous	PRO:PER	vous
agitait	VER:impf	agiter
cendres	NOM	cendre
était	VER:impf	être
nu	NOM	nu
vous	PRO:PER	vous
armoire	NOM	armoire
.	SENT	.
ami	NOM	ami
bien	ADV	bien
pour	KON	pour
est	VER:pres	être
belle	ADJ	beau
elle	PRO:PER	elle
.	SENT	.
,	PUN	,
elle	PRO:PER	elle
Elle	NAM	elle
-ce	PRO:DEM	ce
du	PRP:det	du
couverture	NOM	couverture
Seulement	NAM	seulement
car	KON	car
divan	NOM	divan
emplissait	VER:impf	emplir
contrarie	VER:pres	contrarier
ai	VER:pres	avoir
sa	DET:POS	son
il	PRO:PER	il
ces	PRO:DEM	ce
lit	NOM	lit
...	PUN	...
débandaient	VER:impf	débander
,	PUN	,
remettez	VER:pres	remettre
tous	PRO:IND	tout
!	SENT	!
de	PRP	de
je	PRO:PER	je
à	PRP	à
-même	ADJ	même
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
il	PRO:PER	il
.	SENT	.
plus	ADV	plus
Si	KON	si
vous	PRO:PER	vous
ai	VER:pres	avoir
garçon	NOM	garçon
«	PUN:cit	«
gestes	NOM	geste
restée	VER:pper	rester
que	KON	que
de	PRP	de
la	DET:ART	le
terre	NOM	terre
crayon	NOM	crayon
fond	NOM	fond
pensée	NOM	pensée
Alors	ADV	alors
-vous	PRO:PER	vous
du	PRP:det	du
parquet	NOM	parquet
l'	DET:ART	le
savoir	VER:infi	savoir
sans	PRP	sans
me	PRO:PER	me
sa	DET:POS	son
ai	VER:pres	avoir
prenez	VER:pres	prendre
,	PUN	,
il	PRO:PER	il
ce	PRO:DEM	ce
de	PRP	de
sourire	NOM	sourire
le	DET:ART	le
clairs	ADJ	clair
,	PUN	,
pas	ADV	pas
doigts	NOM	doigt
chevalets	NOM	chevalet
elle	PRO:PER	elle
disparu	VER:pper	disparaître
est	VER:pres	être
besoin	NOM	besoin
elle	PRO:PER	elle
J'	NAM	j'
?	SENT	?
oreiller	NOM	oreiller
sapin	NOM	sapin
-ce	PRO:DEM	ce
reconnaissant	VER:ppre	reconnaître
autre	ADJ	autre
rien	NOM	rien
cette	PRO:DEM	ce
calmer	VER:infi	calmer
!	SENT	!
restez	VER:pres	rester
à	PRP	à
petit	ADJ	petit
rudesse	NOM	rudesse
.	SENT	.
une	DET:ART	un
,	PUN	,
,	PUN	,
Près	ADV	près
bâtie	VER:pper	bâtir
une	DET:ART	un
tête	NOM	tête
,	PUN	,
<EOS>	<EOS>	<EOS>
avoir	VER:infi	avoir
un	DET:ART	un
vous	PRO:PER	vous
de	PRP	de
risqua	VER:simp	risquer
tandis	KON	tandis
,	PUN	,
veille	NOM	veille
comme	KON	comme
voyez	VER:pres	voir
,	PUN	,
me	PRO:PER	me
mais	KON	mais
êtes	VER:pres	être
mot	NOM	mot
des	PRP:det	du
.	SENT	.
n'	ADV	ne
dont	PRO:REL	dont
<EOS>	<EOS>	<EOS>
,	PUN	,
pruderie	NOM	pruderie
!	SENT	!
lui	PRO:PER	lui
son	DET:POS	son
vrai	ADJ	vrai
timides	ADJ	timide
...	PUN	...
femme	NOM	femme
peu	ADV	peu
barbe	NOM	barbe
,	PUN	,
bras	NOM	bras
,	PUN	,
voulez	VER:pres	vouloir
Je	PRO:PER	je
;	PUN	;
.	SENT	.
avec	PRP	avec
était	VER:impf	être
le	DET:ART	le
m'	PRO:PER	me
des	PRP:det	du
très	ADV	très
au	PRP:det	au
,	PUN	,
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
peintre	NOM	peintre
tête	NOM	tête
tel	PRO:DEM	tel
,	PUN	,
sortit	VER:simp	sortir
et	KON	et
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
devait	VER:impf	devoir
l'	PRO:PER	la|le
donc	ADV	donc
-vous	PRO:PER	vous
une	DET:ART	un
,	PUN	,
de	PRP	de
ingénument	ADV	ingénument
le	DET:ART	le
,	PUN	,
«	PUN:cit	«
dernier	ADJ	dernier
!	SENT	!
Devant	PRP	devant
Ce	PRO:DEM	ce
,	PUN	,
hein	INT	hein
effarer	VER:infi	effarer
jeté	VER:pper	jeter
N'	ADV	ne
,	PUN	,
son	DET:POS	son
d'	PRP	de
et	KON	et
étudiait	VER:impf	étudier
pas	ADV	pas
redevenue	VER:pper	redevenir
que	KON	que
continuait	VER:impf	continuer
,	PUN	,
divan	NOM	divan
<EOS>	<EOS>	<EOS>
enfin	ADV	enfin
chaises	NOM	chaise
!	SENT	!
,	PUN	,
lèvres	NOM	lèvre
ne	ADV	ne
de	PRP	de
comment	ADV	comment
et	KON	et
il	PRO:PER	il
par	PRP	par
<EOS>	<EOS>	<EOS>
tranquille	ADJ	tranquille
gêne	NOM	gêne
qui	PRO:REL	qui
,	PUN	,
Un	DET:ART	un
ensuite	ADV	ensuite
<EOS>	<EOS>	<EOS>
:	PUN	:
?	SENT	?
honte	NOM	honte
chaise	NOM	chaise
!	SENT	!
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
pas	NOM	pas
quelques	PRO:IND	quelque
bras	NOM	bras
La	DET:ART	le
se	PRO:PER	se
parmi	PRP	parmi
traînait	VER:impf	traîner
l'	PRO:PER	la|le
vivre	VER:infi	vivre
table	NOM	table
,	PUN	,
,	PUN	,
,	PUN	,
un	DET:ART	un
tête	NOM	tête
bien	ADV	bien
tête	NOM	tête
il	PRO:PER	il
oh	INT	oh
avait	VER:impf	avoir
<EOS>	<EOS>	<EOS>
sensation	NOM	sensation
êtes	VER:pres	être
mère	NOM	mère
un	DET:ART	un
le	DET:ART	le
chez	PRP	chez
être	VER:infi	être
pas	ADV	pas
pitoyablement	ADV	pitoyablement
basse	ADJ	bas
qui	PRO:REL	qui
!	SENT	!
bien	ADV	bien
tour	NOM	tour
nuit	NOM	nuit
étiez	VER:impf	être
merci	NOM	merci
son	DET:POS	son
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
accroupi	VER:pper	accroupir
là	ADV	là
Pour	KON	pour
,	PUN	,
aimable	ADJ	aimable
couché	VER:pper	coucher
elle	PRO:PER	elle
sa	DET:POS	son
surprenait	VER:impf	surprendre
,	PUN	,
se	PRO:PER	se
elle	PRO:PER	elle
une	DET:ART	un
Et	KON	et
,	PUN	,
l'	PRO:PER	la|le
excusez	VER:pres	excuser
,	PUN	,
Tout	PRO:IND	tout
saviez	VER:impf	savoir
.	SENT	.
si	ADV	si
balayer	VER:infi	balayer
<EOS>	<EOS>	<EOS>
les	DET:ART	le
,	PUN	,
confusion	NOM	confusion
bougé	VER:pper	bouger
vermicelle	NOM	vermicelle
était	VER:impf	être
nu	NOM	nu
,	PUN	,
,	PUN	,
étiez	VER:impf	être
très	ADV	très
?	SENT	?
Il	NOM	il
au	PRP:det	au
voit	VER:pres	voir
moins	ADV	moins
agit	VER:pres	agir
,	PUN	,
,	PUN	,
,	PUN	,
tendresse	NOM	tendresse
.	SENT	.
me	PRO:PER	me
casserole	NOM	casserole
service	NOM	service
de	PRP	de
tut	VER:simp	taire
qui	PRO:REL	qui
,	PUN	,
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
lui	PRO:PER	lui
sa	DET:POS	son
si	KON	si
jure	VER:pres	jurer
encombrée	VER:pper	encombrer
continuelle	ADJ	continuel
vague	ADJ	vague
au	PRP:det	au
un	DET:ART	un
,	PUN	,
!	SENT	!
minutes	NOM	minute
<EOS>	<EOS>	<EOS>
serez	VER:futu	être
libre	ADJ	libre
était	VER:impf	être
je	PRO:PER	je
n'	ADV	ne
figure	NOM	figure
,	PUN	,
demande	VER:pres	demander
de	PRP	de
vie	NOM	vie
,	PUN	,
à	PRP	à
L'	DET:ART	le
avait	VER:impf	avoir
ma	DET:POS	mon
de	PRP	de
puis	ADV	puis
donneriez	VER:cond	donner
Outre	ADV	outre
reste	NOM	reste
ce	PRO:DEM	ce
vous	PRO:PER	vous
Non	ADV	non
l'	DET:ART	le
en	PRP	en
une	DET:ART	un
«	PUN:cit	«
si	ADV	si
son	DET:POS	son
Que	PRO	que
n'	ADV	ne
dans	PRP	dans
,	PUN	,
et	KON	et
bougie	NOM	bougie
du	PRP:det	du
un	DET:ART	un
brutalité	NOM	brutalité
,	PUN	,
ne	ADV	ne
il	PRO:PER	il
.	SENT	.
venait	VER:impf	venir
autres	ADJ	autre
gentil	ADJ	gentil
,	PUN	,
dans	PRP	dans
avait	VER:impf	avoir
mettait	VER:impf	mettre
laissa	VER:simp	laisser
que	KON	que
Ah	NAM	ah
hiver	NOM	hiver
son	DET:POS	son
était	VER:impf	être
la	DET:ART	le
joues	NOM	joue
parlons	VER:pres	parler
.	SENT	.
nez	NOM	nez
bêtises	NOM	bêtise
«	PUN:cit	«
Moi	PRO:PER	moi
je	PRO:PER	je
lui	PRO:PER	lui
,	PUN	,
l'	PRO:PER	la|le
!	SENT	!
désir	NOM	désir
une	DET:ART	un
»	PUN:cit	»
à	PRP	à
fond	NOM	fond
vous	PRO:PER	vous
inquiétude	NOM	inquiétude
ses	DET:POS	son
en	PRO:PER	en
d'	PRP	de
coin	NOM	coin
l'	DET:ART	le
et	KON	et
De	VER:simp	de
assiettes	NOM	assiette
avez	VER:pres	avoir
pas	ADV	pas
,	PUN	,
elle	PRO:PER	elle
encore	ADV	encore
ne	ADV	ne
de	PRP	de
ne	ADV	ne
entre	PRP	entre
aussi	ADV	aussi
pouvais	VER:impf	pouvoir
égorgerais	VER:cond	égorger
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
dernière	ADJ	dernier
d'	PRP	de
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
douce	ADJ	doux
,	PUN	,
vous	PRO:PER	vous
de	PRP	de
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
sanglota	VER:simp	sangloter
cou	NOM	cou
une	DET:ART	un
aimable	ADJ	aimable
...	PUN	...
tableau	NOM	tableau
s'	PRO:PER	se
.	SENT	.
le	DET:ART	le
pas	ADV	pas
et	KON	et
finir	VER:infi	finir
jetait	VER:impf	jeter
de	PRP	de
chère	NOM	chère
,	PUN	,
que	PRO:REL	que
restée	VER:pper	rester
se	PRO:PER	se
pouvez	VER:pres	pouvoir
mi-closes	ADJ	mi-clos
pourtant	ADV	pourtant
découvrait	VER:impf	découvrir
autour	ADV	autour
