exutoires	NOM	exutoire
,	PUN	,
à	PRP	à
embryologiste	NOM	embryologiste
un	DET:ART	un
,	PUN	,
à	PRP	à
or	NOM	or
...	PUN	...
son	DET:POS	son
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
assez	ADV	assez
ne	ADV	ne
le	DET:ART	le
retour	NOM	retour
sais	VER:pres	savoir
homme	NOM	homme
d'	PRP	de
<EOS>	<EOS>	<EOS>
conquêtes	NOM	conquête
l'	DET:ART	le
,	PUN	,
là-bas	ADV	là-bas
,	PUN	,
sienne	PRO:POS	sien
inconscient	ADJ	inconscient
main	NOM	main
,	PUN	,
interrogations	NOM	interrogation
,	PUN	,
...	PUN	...
<EOS>	<EOS>	<EOS>
,	PUN	,
...	PUN	...
toquée	ADJ	toqué
,	PUN	,
me	PRO:PER	me
la	DET:ART	le
,	PUN	,
meilleure	ADJ	meilleur
.	SENT	.
,	PUN	,
Notre	NAM	notre
enfin	ADV	enfin
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
,	PUN	,
égrillardes	ADJ	égrillard
,	PUN	,
me	PRO:PER	me
conséquent	ADJ	conséquent
à	PRP	à
...	PUN	...
née	VER:pper	naître
le	DET:ART	le
il	PRO:PER	il
que	PRO:REL	que
avais	VER:impf	avoir
...	PUN	...
de	PRP	de
à	PRP	à
comment	ADV	comment
est	VER:pres	être
je	PRO:PER	je
cette	PRO:DEM	ce
...	PUN	...
Je	PRO:PER	je
,	PUN	,
mon	DET:POS	mon
conjonction	NOM	conjonction
à	PRP	à
sublime	ADJ	sublime
hostilités	NOM	hostilité
eus	VER:simp	avoir
me	PRO:PER	me
...	PUN	...
au	PRP:det	au
fûmes	VER:simp	être
elle	PRO:PER	elle
-là	ADV	là
terrible	ADJ	terrible
m'	PRO:PER	me
voix	NOM	voix
plus	ADV	plus
illustre	ADJ	illustre
?	SENT	?
mais	KON	mais
crainte	NOM	crainte
appelle	VER:pres	appeler
une	DET:ART	un
--	PUN	--
tu	PRO:PER	tu
ministre	NOM	ministre
du	PRP:det	du
crois-le	VER:pres	crois-le
.	SENT	.
sapientiae	ADJ	sapientiae
être	NOM	être
...	PUN	...
le	DET:ART	le
miss	NOM	miss
--	PUN	--
du	PRP:det	du
j'	PRO:PER	je
de	PRP	de
humanité	NOM	humanité
«	PUN:cit	«
,	PUN	,
officiel	ADJ	officiel
la	DET:ART	le
un	DET:ART	un
voyageait	VER:impf	voyager
...	PUN	...
de	PRP	de
d'	PRP	de
passants	NOM	passant
Patrie	NOM	patrie
Aujourd'hui	ADV	aujourd'hui
les	DET:ART	le
je	PRO:PER	je
obstacle	NOM	obstacle
,	PUN	,
,	PUN	,
...	PUN	...
ne	ADV	ne
regard	NOM	regard
s'	PRO:PER	se
avait	VER:impf	avoir
me	PRO:PER	me
m'	PRO:PER	me
de	PRP	de
humanité	NOM	humanité
dans	PRP	dans
-on	PRO:PER	on
Marseille	NAM	marseille
,	PUN	,
yeux	NOM	œil
l'	DET:ART	le
Chinoise	NAM	chinoise
,	PUN	,
!	SENT	!
de	PRP	de
de	PRP	de
l'	DET:ART	le
<SEG>
C'	PRO:DEM	ce
!	SENT	!
Quel	NAM	quel
précis	ADJ	précis
de	PRP	de
France	NAM	france
...	PUN	...
tigre	NOM	tigre
est	VER:pres	être
choses	NOM	chose
cher	ADJ	cher
pays	NOM	pays
ai	VER:pres	avoir
<EOS>	<EOS>	<EOS>
conclut	VER:pres	conclure
les	DET:ART	le
lui	PRO:PER	lui
...	PUN	...
se	PRO:PER	se
voisins	ADJ	voisin
brave	ADJ	brave
,	PUN	,
Embryologies	NOM	embryologie
<EOS>	<EOS>	<EOS>
quatrième	NUM	quatrième
et	KON	et
chasse	NOM	chasse
le	DET:ART	le
le	PRO:PER	le
Quel	NAM	quel
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
...	PUN	...
il	PRO:PER	il
quelles	PRO:REL	quel
croyez	VER:pres	croire
bien	ADV	bien
Ainsi	NAM	ainsi
le	DET:ART	le
procura	VER:simp	procurer
rendait	VER:impf	rendre
vous	PRO:PER	vous
aphorisme	NOM	aphorisme
de	PRP	de
à	PRP	à
dans	PRP	dans
C'	NAM	c'
--	PUN	--
deux	NUM	deux
...	PUN	...
,	PUN	,
!	SENT	!
au	PRP:det	au
...	PUN	...
monde	NOM	monde
est	VER:pres	être
de	PRP	de
Sans	PRP	sans
Seulement	NAM	seulement
enthousiaste	ADJ	enthousiaste
compter	VER:infi	compter
--	PUN	--
:	PUN	:
!	SENT	!
venaient	VER:impf	venir
...	PUN	...
,	PUN	,
tous	PRO:IND	tout
,	PUN	,
Je	PRO:PER	je
jamais	ADV	jamais
cents	NOM	cent
les	DET:ART	le
...	PUN	...
,	PUN	,
soulage	VER:pres	soulager
j'	PRO:PER	je
Suivez	VER:pres	suivre
Au	PRP:det	au
établi	VER:pper	établir
cerf	NOM	cerf
que	KON	que
tué	VER:pper	tuer
les	PRO:PER	la|le
trop	ADV	trop
Tonkin	NAM	tonkin
surtout	ADV	surtout
chasseur	NOM	chasseur
ses	DET:POS	son
un	DET:ART	un
!	SENT	!
On	VER:simp	on
moi	PRO:PER	moi
<EOS>	<EOS>	<EOS>
jardins	NOM	jardin
paons	NOM	paon
la	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
fusil	NOM	fusil
France	NAM	france
<EOS>	<EOS>	<EOS>
--	PUN	--
tout	ADV	tout
doit	VER:pres	devoir
monsieur	NOM	monsieur
<EOS>	<EOS>	<EOS>
monsieur	NOM	monsieur
c'	PRO:DEM	ce
arbres	NOM	arbre
pas	ADV	pas
une	DET:ART	un
des	PRP:det	du
paons	NOM	paon
sont	VER:pres	être
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
sur	PRP	sur
douze	NUM	douze
il	PRO:PER	il
avais	VER:impf	avoir
proclamai	VER:simp	proclamer
ne	ADV	ne
par	PRP	par
,	PUN	,
geste	NOM	geste
cerf	NOM	cerf
gentilhomme	NOM	gentilhomme
même	ADV	même
ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
une	DET:ART	un
une	DET:ART	un
me	PRO:PER	me
venu	VER:pper	venir
jamais	ADV	jamais
prudemment	ADV	prudemment
...	PUN	...
Oui	INT	oui
...	PUN	...
un	DET:ART	un
était	VER:impf	être
un	DET:ART	un
quels	PRO:REL	quel
...	PUN	...
Chinois	NOM	chinois
,	PUN	,
Depuis	NAM	depuis
sans	PRP	sans
tuent	VER:pres	tuer
,	PUN	,
,	PUN	,
!	SENT	!
Ce	PRO:DEM	ce
voit	VER:pres	voir
vous	PRO:PER	vous
...	PUN	...
Que	NAM	que
chasse	NOM	chasse
l'	DET:ART	le
...	PUN	...
on	PRO:PER	on
au	PRP:det	au
,	PUN	,
coq	NOM	coq
C'	PRO:DEM	ce
puis	ADV	puis
bien	ADJ	bien
un	DET:ART	un
je	PRO:PER	je
gravement	ADV	gravement
--	PUN	--
s'	PRO:PER	se
tout	ADV	tout
repu	VER:pper	repaître
,	PUN	,
doute	NOM	doute
...	PUN	...
paons	NOM	paon
Je	PRO:PER	je
Par	PRP	par
!	SENT	!
,	PUN	,
m'	PRO:PER	me
beautés	NOM	beauté
avant	ADV	avant
:	PUN	:
époque	NOM	époque
...	PUN	...
-je	PRO:PER	je
ce	PRO:DEM	ce
...	PUN	...
...	PUN	...
--	PUN	--
donnent	VER:pres	donner
fort	ADJ	fort
est	VER:pres	être
dans	PRP	dans
ne	ADV	ne
deux	NUM	deux
<EOS>	<EOS>	<EOS>
hommes	NOM	homme
venaient	VER:impf	venir
le	PRO:PER	le
a	VER:pres	avoir
Alors	NAM	alors
imaginaire	ADJ	imaginaire
à	PRP	à
crois	VER:pres	croire
attend	VER:pres	attendre
coq	NOM	coq
...	PUN	...
C'	PRO:DEM	ce
y	PRO:PER	y
Naples	NAM	naples
qui	PRO:REL	qui
...	PUN	...
--	PUN	--
la	DET:ART	le
a	VER:pres	avoir
qui	PRO:REL	qui
une	DET:ART	un
féroces	ADJ	féroce
pour	PRP	pour
-je	PRO:PER	je
elles	PRO:PER	elle
j'	PRO:PER	je
endort	VER:pres	endormir
viser	VER:infi	viser
en	PRP	en
le	DET:ART	le
des	PRP:det	du
accrochais	VER:impf	accrocher
Quand	NAM	quand
la	PRO:PER	la
que	KON	que
paon	NOM	paon
Il	NAM	il
nature	NOM	nature
Il	NAM	il
,	PUN	,
ses	DET:POS	son
de	PRP	de
venaient	VER:impf	venir
va	VER:pres	aller
tigre	NOM	tigre
n'	ADV	ne
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
Ah	INT	ah
ce	PRO:DEM	ce
connais	VER:pres	connaître
mais	KON	mais
Tonkin	NAM	tonkin
Car	KON	car
Mais	VER:impf	mais
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
nous	PRO:PER	nous
de	PRP	de
était	VER:impf	être
--	PUN	--
;	PUN	;
il	PRO:PER	il
cage	NOM	cage
de	PRP	de
...	PUN	...
le	DET:ART	le
<EOS>	<EOS>	<EOS>
truc	NOM	truc
,	PUN	,
<EOS>	<EOS>	<EOS>
oui	INT	oui
que	KON	que
départ	NOM	départ
en	PRO:PER	en
chez	PRP	chez
sait	VER:pres	savoir
y	PRO:PER	y
en	PRO:PER	en
mange	VER:pres	manger
...	PUN	...
cher	ADJ	cher
pas	ADV	pas
je	PRO:PER	je
...	PUN	...
partie	NOM	partie
Je	PRO:PER	je
il	PRO:PER	il
,	PUN	,
les	DET:ART	le
les	DET:ART	le
...	PUN	...
ne	ADV	ne
avais	VER:impf	avoir
En	PRP	en
j'	PRO:PER	je
je	PRO:PER	je
amour	NOM	amour
forêt	NOM	forêt
observateur	NOM	observateur
un	DET:ART	un
...	PUN	...
...	PUN	...
au	PRP:det	au
pays	NOM	pays
...	PUN	...
<EOS>	<EOS>	<EOS>
et	KON	et
est	VER:pres	être
Ah	NAM	ah
et	KON	et
allez	VER:pres	aller
après	PRP	après
ai	VER:pres	avoir
perdu	ADJ	perdu
furent	VER:simp	être
toutefois	ADV	toutefois
à	PRP	à
avoir	VER:infi	avoir
être	VER:infi	être
Et	KON	et
une	DET:ART	un
fusil	NOM	fusil
...	PUN	...
paons	NOM	paon
dangereuse	ADJ	dangereux
moindre	ADJ	moindre
je	PRO:PER	je
Il	NAM	il
de	PRP	de
au	PRP:det	au
Tonkin	NAM	tonkin
fois	NOM	fois
mon	DET:POS	mon
j'	PRO:PER	je
moi	PRO:PER	moi
avoir	VER:infi	avoir
arbres	NOM	arbre
?	SENT	?
me	PRO:PER	me
aller	VER:infi	aller
sont	VER:pres	être
Le	DET:ART	le
profondeurs	NOM	profondeur
--	PUN	--
un	DET:ART	un
capital	NOM	capital
de	PRP	de
--	PUN	--
à	PRP	à
on	PRO:PER	on
tendus	VER:pper	tendre
a	VER:pres	avoir
...	PUN	...
tigre	NOM	tigre
raison	NOM	raison
l'	DET:ART	le
Alors	NAM	alors
plus	ADV	plus
les	DET:ART	le
leur	PRO:PER	lui
de	PRP	de
.	SENT	.
le	DET:ART	le
sommes	VER:pres	sommer|être
des	PRP:det	du
...	PUN	...
surprendre	VER:infi	surprendre
en	PRO:PER	en
Japon	NAM	japon
en	PRO:PER	en
...	PUN	...
puis	ADV	puis
là	ADV	là
les	DET:ART	le
,	PUN	,
...	PUN	...
description	NOM	description
le	DET:ART	le
Grâce	NOM	grâce
pays	NOM	pays
pas	ADV	pas
la	DET:ART	le
affolaient	VER:impf	affoler
,	PUN	,
se	PRO:PER	se
Tropiques	NAM	tropiques
j'	PRO:PER	je
personnages	NOM	personnage
que	PRO:REL	que
les	DET:ART	le
monsieur	NOM	monsieur
,	PUN	,
c'	PRO:DEM	ce
il	PRO:PER	il
de	PRP	de
cachent	VER:pres	cacher
connaissances	NOM	connaissance
le	DET:ART	le
-ci	ADV	-ci
je	PRO:PER	je
.	SENT	.
<EOS>	<EOS>	<EOS>
,	PUN	,
Les	DET:ART	le
y	PRO:PER	y
--	PUN	--
-je	PRO:PER	je
je	PRO:PER	je
-moi	PRO:PER	moi
Ah	NAM	ah
et	KON	et
tirai	VER:simp	tirer
de	PRP	de
trois	NUM	trois
tous	PRO:IND	tout
ligne	NOM	ligne
,	PUN	,
la	DET:ART	le
vive	ADJ	vif
délesté	VER:pper	délester
...	PUN	...
Eh	NOM	eh
insinuai	VER:simp	insinuer
vous	PRO:PER	vous
les	DET:ART	le
,	PUN	,
et	KON	et
<EOS>	<EOS>	<EOS>
vers	PRP	vers
doute	NOM	doute
--	PUN	--
...	PUN	...
Mon	DET:POS	mon
!	SENT	!
laissent	VER:pres	laisser
sont	VER:pres	être
triplé	VER:pper	tripler
Ce	VER:simp	ce
autant	ADV	autant
évanouissement	NOM	évanouissement
!	SENT	!
Elles	NAM	elles
,	PUN	,
comme	ADV	comme
d'	PRP	de
...	PUN	...
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
...	PUN	...
chantait	VER:impf	chanter
maîtres	NOM	maître
,	PUN	,
,	PUN	,
lyrisme	NOM	lyrisme
coup	NOM	coup
<EOS>	<EOS>	<EOS>
...	PUN	...
<EOS>	<EOS>	<EOS>
!	SENT	!
est	VER:pres	être
pas	ADV	pas
--	PUN	--
--	PUN	--
Dieu	NOM	dieu
moindre	ADJ	moindre
au	PRP:det	au
c'	PRO:DEM	ce
vraiment	ADV	vraiment
!	SENT	!
est	VER:pres	être
des	PRP:det	du
<EOS>	<EOS>	<EOS>
voit	VER:pres	voir
tribunaux	NOM	tribunal
je	PRO:PER	je
et	KON	et
le	DET:ART	le
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
journée	NOM	journée
du	PRP:det	du
réfléchir	VER:infi	réfléchir
tout	ADV	tout
incapable	ADJ	incapable
...	PUN	...
Chine	NAM	chine
ce	PRO:DEM	ce
jouissais	VER:impf	jouir
moment	NOM	moment
?	SENT	?
Bien	ADV	bien
le	DET:ART	le
...	PUN	...
...	PUN	...
!	SENT	!
ne	ADV	ne
poules	NOM	poule
avions	VER:impf	avoir
,	PUN	,
coup	NOM	coup
le	DET:ART	le
...	PUN	...
ceux	PRO:DEM	celui
--	PUN	--
nous	PRO:PER	nous
jouissais	VER:impf	jouir
aussi	ADV	aussi
chaque	PRO:IND	chaque
n'	ADV	ne
de	PRP	de
chose	NOM	chose
à	PRP	à
est	VER:pres	être
où	PRO:REL	où
...	PUN	...
--	PUN	--
que	PRO:REL	que
,	PUN	,
...	PUN	...
peu	ADV	peu
une	DET:ART	un
tué	VER:pper	tuer
aussi	ADV	aussi
de	PRP	de
voulut	VER:simp	vouloir
abondance	NOM	abondance
paons	NOM	paon
vais	VER:pres	aller
ne	ADV	ne
jeu	NOM	jeu
,	PUN	,
que	PRO:REL	que
idée	NOM	idée
monsieur	NOM	monsieur
leur	DET:POS	leur
...	PUN	...
du	PRP:det	du
de	PRP	de
,	PUN	,
...	PUN	...
dans	PRP	dans
approuvai	VER:simp	approuver
m'	PRO:PER	me
comme	KON	comme
Le	DET:ART	le
...	PUN	...
<EOS>	<EOS>	<EOS>
tout	ADV	tout
partie	NOM	partie
m'	PRO:PER	me
la	DET:ART	le
Australie	NAM	australie
en	PRP	en
!	SENT	!
...	PUN	...
Là	NOM	là
,	PUN	,
remontais	VER:impf	remonter
vrai	ADJ	vrai
,	PUN	,
les	DET:ART	le
Oui	INT	oui
<EOS>	<EOS>	<EOS>
bien	ADJ	bien
,	PUN	,
des	PRP:det	du
,	PUN	,
et	KON	et
poules	NOM	poule
:	PUN	:
suite	NOM	suite
VI	NUM	vi
tuer	VER:infi	tuer
que	KON	que
a	VER:pres	avoir
?	SENT	?
<EOS>	<EOS>	<EOS>
innombrables	ADJ	innombrable
réveille	VER:pres	réveiller
avec	PRP	avec
,	PUN	,
.	SENT	.
même	ADV	même
est	VER:pres	être
qui	PRO:REL	qui
...	PUN	...
vous	PRO:PER	vous
est	VER:pres	être
fois	NOM	fois
la	DET:ART	le
le	PRO:PER	le
bras	NOM	bras
Londres	NAM	londres
dans	PRP	dans
?	SENT	?
du	PRP:det	du
je	PRO:PER	je
...	PUN	...
,	PUN	,
il	PRO:PER	il
Sans	NAM	sans
<EOS>	<EOS>	<EOS>
...	PUN	...
le	PRO:PER	le
Haïti	NAM	haïti
admirable	ADJ	admirable
je	PRO:PER	je
jusqu'	PRP	jusque
jusqu'	PRP	jusque
se	PRO:PER	se
en	PRP	en
J'	PRO:PER	je
--	PUN	--
nos	DET:POS	notre
la	DET:ART	le
liai	VER:simp	lier
qu'	KON	que
dans	PRP	dans
Le	DET:ART	le
parcourus	VER:pper	parcourir
un	DET:ART	un
prenez	VER:pres	prendre
tueur	NOM	tueur
poker	NOM	poker
paons	NOM	paon
peu	ADV	peu
voici	ADV	voici
et	KON	et
ne	ADV	ne
et	KON	et
a	VER:pres	avoir
...	PUN	...
cher	ADJ	cher
...	PUN	...
que	KON	que
...	PUN	...
que	KON	que
...	PUN	...
,	PUN	,
en	PRP	en
ce	PRO:DEM	ce
vous	PRO:PER	vous
...	PUN	...
s'	PRO:PER	se
telle	PRO:DEM	tel
ce	PRO:DEM	ce
joie	NOM	joie
de	PRP	de
,	PUN	,
Ambassade	NOM	ambassade
ai	VER:pres	avoir
,	PUN	,
de	PRP	de
bois	NOM	bois
paons	NOM	paon
.	SENT	.
confier	VER:infi	confier
crève	NOM	crève
tué	VER:pper	tuer
œil	NOM	œil
j'	PRO:PER	je
voit	VER:pres	voir
mes	DET:POS	mon
fuis	VER:pres	fuir
braconniers	NOM	braconnier
vue	NOM	vue
,	PUN	,
,	PUN	,
Tonkin	NAM	tonkin
non	ADV	non
...	PUN	...
y	PRO:PER	y
de	PRP	de
<EOS>	<EOS>	<EOS>
avec	PRP	avec
avez	VER:pres	avoir
chasseur	NOM	chasseur
?	SENT	?
y	PRO:PER	y
...	PUN	...
me	PRO:PER	me
...	PUN	...
dindons	NOM	dindon
les	PRO:PER	la|le
voyageant	VER:ppre	voyager
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
le	DET:ART	le
...	PUN	...
il	PRO:PER	il
À	PRP	à
comment	ADV	comment
j'	PRO:PER	je
tuais	VER:impf	tuer
là	ADV	là
<EOS>	<EOS>	<EOS>
extraordinaires	ADJ	extraordinaire
et	KON	et
des	PRP:det	du
sont	VER:pres	être
affaires	NOM	affaire
?	SENT	?
pas	ADV	pas
...	PUN	...
,	PUN	,
fait	VER:pres	faire
Parfaitement	NOM	parfaitement
Perché	VER:pper	percher
la	DET:ART	le
,	PUN	,
,	PUN	,
l'	DET:ART	le
Mais	VER:impf	mais
,	PUN	,
la	DET:ART	le
comprendre	VER:infi	comprendre
.	SENT	.
des	PRP:det	du
y	PRO:PER	y
la	DET:ART	le
façon	NOM	façon
il	PRO:PER	il
peut-être	ADV	peut-être
grand	ADJ	grand
de	PRP	de
paon	NOM	paon
bout	NOM	bout
!	SENT	!
Eh	NOM	eh
de	PRP	de
épidémies	NOM	épidémie
...	PUN	...
tigre	NOM	tigre
pour	PRP	pour
l'	DET:ART	le
cage	NOM	cage
me	PRO:PER	me
faut	VER:pres	falloir
à	PRP	à
C'	NAM	c'
deux	NUM	deux
peux	VER:pres	pouvoir
et	KON	et
,	PUN	,
.	SENT	.
,	PUN	,
?	SENT	?
poétique	ADJ	poétique
Chinois	NAM	chinois
sampang	NOM	sampang
les	DET:ART	le
...	PUN	...
passionné	VER:pper	passionner
faut	VER:pres	falloir
incomparables	ADJ	incomparable
Madagascar	NAM	madagascar
Erreur	NOM	erreur
Oui	INT	oui
que	KON	que
<EOS>	<EOS>	<EOS>
,	PUN	,
plus	ADV	plus
inconnu	NOM	inconnu
est	VER:pres	être
des	PRP:det	du
est-à-dire	ADV	est-à-dire
fabuleuses	ADJ	fabuleux
...	PUN	...
du	PRP:det	du
ai	VER:pres	avoir
un	DET:ART	un
mon	DET:POS	mon
de	PRP	de
fleuves	NOM	fleuve
déclara-t-il	NOM	déclara-t-il
...	PUN	...
...	PUN	...
...	PUN	...
.	SENT	.
arrêtais	VER:impf	arrêter
d'	PRP	de
est	VER:pres	être
n'	ADV	ne
il	PRO:PER	il
,	PUN	,
--	PUN	--
je	PRO:PER	je
dans	PRP	dans
émotion	NOM	émotion
dire	VER:infi	dire
Et	KON	et
poules	NOM	poule
,	PUN	,
Puis	ADV	puis
toutes	PRO:IND	tout
...	PUN	...
...	PUN	...
rengorgea	VER:simp	rengorger
excréments	NOM	excrément
paon	NOM	paon
Les	DET:ART	le
n'	ADV	ne
!	SENT	!
il	PRO:PER	il
,	PUN	,
Mon	NAM	mon
et	KON	et
ils	PRO:PER	il
gentilhomme	NOM	gentilhomme
Certes	ADV	certes
alors	ADV	alors
faut	VER:pres	falloir
fusil	NOM	fusil
un	DET:ART	un
un	DET:ART	un
le	DET:ART	le
silence	NOM	silence
branche	NOM	branche
n'	ADV	ne
...	PUN	...
de	PRP	de
que	KON	que
cela	PRO:DEM	cela
encore	ADV	encore
Tonkin	NAM	tonkin
situation	NOM	situation
joueur	NOM	joueur
Celui	PRO:DEM	celui
bord	NOM	bord
...	PUN	...
fussions	VER:subi	être
les	DET:ART	le
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
avez	VER:pres	avoir
...	PUN	...
la	DET:ART	le
Vous	PRO:PER	vous
les	DET:ART	le
monsieur	NOM	monsieur
ce	PRO:DEM	ce
le	DET:ART	le
Elles	NAM	elles
il	PRO:PER	il
que	PRO:REL	que
,	PUN	,
!	SENT	!
en	PRP	en
Voyager	VER:infi	voyager
Pas	VER:simp	pas
...	PUN	...
Vous	PRO:PER	vous
ces	PRO:DEM	ce
amusant	ADJ	amusant
j'	PRO:PER	je
pas	ADV	pas
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
ai	VER:pres	avoir
!	SENT	!
été	VER:pper	être
.	SENT	.
vais	VER:pres	aller
eusse	VER:subi	avoir
argent	NOM	argent
Mais	VER:impf	mais
les	PRO:PER	la|le
...	PUN	...
C'	NAM	c'
rien	ADV	rien
...	PUN	...
...	PUN	...
braconniers	NOM	braconnier
les	DET:ART	le
en	PRO:PER	en
l'	DET:ART	le
beaucoup	ADV	beaucoup
C'	NAM	c'
font	VER:pres	faire
volières	NOM	volière
-vous	PRO:PER	vous
cerf	NOM	cerf
est	VER:pres	être
,	PUN	,
terre	NOM	terre
Mais	KON	mais
de	PRP	de
magnifique	ADJ	magnifique
suite	NOM	suite
<EOS>	<EOS>	<EOS>
vu	VER:pper	voir
,	PUN	,
,	PUN	,
il	PRO:PER	il
et	KON	et
qu'	PRO:REL	que
emportais	VER:impf	emporter
<EOS>	<EOS>	<EOS>
Port-Saïd	NOM	port-saïd
<EOS>	<EOS>	<EOS>
!	SENT	!
des	PRP:det	du
,	PUN	,
,	PUN	,
--	PUN	--
...	PUN	...
un	DET:ART	un
<EOS>	<EOS>	<EOS>
fit	VER:simp	faire
de	PRP	de
tigre	NOM	tigre
paons	NOM	paon
à	PRP	à
me	PRO:PER	me
normand	ADJ	normand
--	PUN	--
admirable	ADJ	admirable
moi	PRO:PER	moi
!	SENT	!
Tonkin	NAM	tonkin
gibier	NOM	gibier
est	VER:pres	être
de	PRP	de
arrivant	VER:ppre	arriver
Et	KON	et
les	DET:ART	le
<EOS>	<EOS>	<EOS>
vu	VER:pper	voir
mange	VER:pres	manger
république	NOM	république
avoir	VER:infi	avoir
,	PUN	,
ils	PRO:PER	il
la	DET:ART	le
nos	DET:POS	notre
même	ADJ	même
la	DET:ART	le
était	VER:impf	être
gentilhomme	NOM	gentilhomme
du	PRP:det	du
,	PUN	,
,	PUN	,
,	PUN	,
...	PUN	...
<EOS>	<EOS>	<EOS>
dans	PRP	dans
se	PRO:PER	se
au	PRP:det	au
paon	NOM	paon
bandes	NOM	bande
étant	VER:ppre	être
où	PRO:REL	où
exemple	NOM	exemple
paons	NOM	paon
tigre	NOM	tigre
...	PUN	...
descend	VER:pres	descendre
bien	ADV	bien
...	PUN	...
a	VER:pres	avoir
...	PUN	...
à	PRP	à
par	PRP	par
avec	PRP	avec
des	PRP:det	du
la	DET:ART	le
Figurez	VER:pres	figurer
forêts	NOM	forêt
forte	ADJ	fort
...	PUN	...
<EOS>	<EOS>	<EOS>
fuis	VER:pres	fuir
gibiers	NOM	gibier
on	PRO:PER	on
,	PUN	,
j'	PRO:PER	je
on	PRO:PER	on
il	PRO:PER	il
,	PUN	,
les	DET:ART	le
du	PRP:det	du
pas	ADV	pas
mange	VER:pres	manger
spéciales	ADJ	spécial
il	PRO:PER	il
et	KON	et
de	PRP	de
du	PRP:det	du
en	PRO:PER	en
...	PUN	...
ne	ADV	ne
observé	VER:pper	observer
et	KON	et
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
écrasante	ADJ	écrasant
,	PUN	,
,	PUN	,
à	PRP	à
la	DET:ART	le
<EOS>	<EOS>	<EOS>
tropicale	ADJ	tropical
golfe	NOM	golfe
soufflait	VER:impf	souffler
ces	PRO:DEM	ce
d'	PRP	de
sinistre	ADJ	sinistre
de	PRP	de
la	PRO:PER	la
bleu	NOM	bleu
de	PRP	de
...	PUN	...
hasard	NOM	hasard
ordinaires	ADJ	ordinaire
au	PRP:det	au
entre	PRP	entre
cynisme	NOM	cynisme
forge	NOM	forge
d'	PRP	de
...	PUN	...
cette	PRO:DEM	ce
parisienne	ADJ	parisien
elle	PRO:PER	elle
mois	NOM	moi|mois
Le	DET:ART	le
navire	NOM	navire
,	PUN	,
l'	DET:ART	le
et	KON	et
.	SENT	.
une	DET:ART	un
<EOS>	<EOS>	<EOS>
la	DET:ART	le
d'	PRP	de
exceptionnelle	ADJ	exceptionnel
de	PRP	de
fut	VER:simp	être
-même	ADJ	même
de	PRP	de
cette	PRO:DEM	ce
un	DET:ART	un
peu	ADV	peu
,	PUN	,
Rouge	NAM	rouge
changé	VER:pper	changer
état	NOM	état
Je	PRO:PER	je
de	PRP	de
liâmes	VER:simp	lier
rien	NOM	rien
d'	PRP	de
,	PUN	,
monotonie	NOM	monotonie
grignotent	VER:pres	grignoter
pamplemousses	NOM	pamplemousse
ma	DET:POS	mon
ne	ADV	ne
paquebot	NOM	paquebot
avec	PRP	avec
au	PRP:det	au
les	DET:ART	le
les	DET:ART	le
de	PRP	de
celle	PRO:DEM	celui
,	PUN	,
toutes	PRO:IND	tout
qui	PRO:REL	qui
cesse	NOM	cesse
à	PRP	à
improvisation	NOM	improvisation
entre	PRP	entre
avec	PRP	avec
les	DET:ART	le
suffi	VER:pper	suffire
plus	ADV	plus
.	SENT	.
brasier	NOM	brasier
Comme	KON	comme
vantards	ADJ	vantard
D'	ADJ	d'
pas	ADV	pas
,	PUN	,
et	KON	et
petites	ADJ	petit
de	PRP	de
,	PUN	,
de	PRP	de
républicain	ADJ	républicain
parvins	VER:simp	parvenir
eau	NOM	eau
et	KON	et
bleu	NOM	bleu
se	PRO:PER	se
Et	KON	et
Allemagne	NAM	allemagne
plus	ADV	plus
possible	ADJ	possible
suis	VER:pres	suivre|être
les	DET:ART	le
de	PRP	de
habitudes	NOM	habitude
pont	NOM	pont
est	VER:pres	être
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
Rien	NOM	rien
une	DET:ART	un
du	PRP:det	du
l'	DET:ART	le
Nous	PRO:PER	nous
un	DET:ART	un
que	KON	que
,	PUN	,
montrer	VER:infi	montrer
un	DET:ART	un
si	KON	si
nuit	NOM	nuit
travers	NOM	travers
,	PUN	,
nous	PRO:PER	nous
d'	PRP	de
,	PUN	,
Tu	NAM	tu
.	SENT	.
de	PRP	de
pas	ADV	pas
...	PUN	...
<EOS>	<EOS>	<EOS>
comment	ADV	comment
bétel	NOM	bétel
,	PUN	,
