autour	ADV	autour
faite	VER:pper	faire
horizon	NOM	horizon
la	DET:ART	le
parler	VER:infi	parler
mètres	NOM	mètre
la	DET:ART	le
de	PRP	de
fois	NOM	fois
combien	ADV	combien
;	PUN	;
êtes	VER:pres	être
la	DET:ART	le
on	PRO:PER	on
colline	NOM	colline
entendre	VER:infi	entendre
doute	NOM	doute
,	PUN	,
avaient	VER:impf	avoir
<EOS>	<EOS>	<EOS>
de	PRP	de
sentaient	VER:impf	sentir
son	DET:POS	son
à	PRP	à
immondes	ADJ	immonde
<EOS>	<EOS>	<EOS>
ceinture	NOM	ceinture
eux	PRO:PER	eux
quand	ADV	quand
,	PUN	,
une	DET:ART	un
aux	PRP:det	au
assourdie	VER:pper	assourdir
,	PUN	,
une	DET:ART	un
appréciable	ADJ	appréciable
milliers	NOM	millier
que	KON	que
le	DET:ART	le
Rien	NOM	rien
brise	NOM	brise
que	KON	que
il	PRO:PER	il
mon	DET:POS	mon
combien	ADV	combien
comte	NOM	comte
côte	NOM	côte
subitement	ADV	subitement
-là	ADV	là
étaient	VER:impf	être
un	DET:ART	un
le	DET:ART	le
ont	VER:pres	avoir
trois	NUM	trois
du	PRP:det	du
nous	PRO:PER	nous
même	ADJ	même
ignoraient	VER:impf	ignorer
avaient	VER:impf	avoir
telles	PRO:DEM	tel
lui	PRO:PER	lui
virent	VER:pres	virer
.	SENT	.
et	KON	et
est	VER:pres	être
pour	PRP	pour
par	PRP	par
regards	NOM	regard
sur	PRP	sur
vite	ADV	vite
blessé	VER:pper	blesser
avec	PRP	avec
et	KON	et
injures	NOM	injure
.	SENT	.
il	PRO:PER	il
sur	PRP	sur
morbide	ADJ	morbide
comprirent	VER:simp	comprendre
se	PRO:PER	se
.	SENT	.
don	NOM	don
qui	PRO:REL	qui
,	PUN	,
comme	KON	comme
il	PRO:PER	il
se	PRO:PER	se
aujourd'hui	ADV	aujourd'hui
nombre	NOM	nombre
.	SENT	.
mystérieux	ADJ	mystérieux
dans	PRP	dans
prudente	ADJ	prudent
<EOS>	<EOS>	<EOS>
pour	PRP	pour
ses	DET:POS	son
le	DET:ART	le
ténèbres	NOM	ténèbre
<EOS>	<EOS>	<EOS>
,	PUN	,
fallait	VER:impf	falloir
en	PRP	en
,	PUN	,
cet	PRO:DEM	ce
,	PUN	,
et	KON	et
dans	PRP	dans
m'	PRO:PER	me
qui	PRO:REL	qui
de	PRP	de
--	PUN	--
José	VER:pper	josé
croyaient	VER:impf	croire
à	PRP	à
ils	PRO:PER	il
allait	VER:impf	aller
jeunes	ADJ	jeune
l'	DET:ART	le
,	PUN	,
m'	PRO:PER	me
pas	ADV	pas
señor	NOM	señor
quelques	PRO:IND	quelque
,	PUN	,
,	PUN	,
sentit	VER:simp	sentir
,	PUN	,
qu'	PRO:REL	que
résonna	VER:simp	résonner
donnez	VER:pres	donner
à	PRP	à
fatigues	NOM	fatigue
approche	NOM	approche
nature	NOM	nature
,	PUN	,
sur	PRP	sur
il	PRO:PER	il
lui	PRO:PER	lui
exposées	VER:pper	exposer
,	PUN	,
loin	ADV	loin
secondes	NOM	second|seconde
sans	PRP	sans
marche	NOM	marche
finir	VER:infi	finir
en	PRP	en
se	PRO:PER	se
puis	ADV	puis
eux	PRO:PER	eux
appât	NOM	appât
l'	DET:ART	le
tout	PRO:IND	tout
Les	DET:ART	le
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
cher	ADJ	cher
ablutions	NOM	ablution
faisait	VER:impf	faire
hautes	ADJ	haut
que	PRO:REL	que
on	PRO:PER	on
La	DET:ART	le
veillerons	VER:futu	veiller
l'	DET:ART	le
colère	NOM	colère
attendirent	VER:simp	attendre
l'	DET:ART	le
.	SENT	.
ceux	PRO:DEM	celui
du	PRP:det	du
ne	ADV	ne
Alors	ADV	alors
le	DET:ART	le
était	VER:impf	être
tous	PRO:IND	tout
,	PUN	,
car	KON	car
du	PRP:det	du
pour	PRP	pour
rivière	NOM	rivière
de	PRP	de
Le	DET:ART	le
les	DET:ART	le
qui	PRO:REL	qui
La	DET:ART	le
flammes	NOM	flamme
du	PRP:det	du
,	PUN	,
toutes	PRO:IND	tout
morale	ADJ	moral
Nous	PRO:PER	nous
peine	NOM	peine
attaque	NOM	attaque
ils	PRO:PER	il
si	KON	si
et	KON	et
et	KON	et
de	PRP	de
et	KON	et
éloigné	VER:pper	éloigner
coassement	NOM	coassement
une	DET:ART	un
réfugiées	VER:pper	réfugier
uns	NOM	un
jaguar	NOM	jaguar
se	PRO:PER	se
avec	PRP	avec
confiance	NOM	confiance
trouvèrent	VER:simp	trouver
le	DET:ART	le
tant	ADV	tant
proie	NOM	proie
prendre	VER:infi	prendre
fit	VER:simp	faire
sait	VER:pres	savoir
dit	VER:pres	dire
attaque	NOM	attaque
ainsi	ADV	ainsi
mais	KON	mais
effet	NOM	effet
et	KON	et
et	KON	et
que	KON	que
.	SENT	.
devenait	VER:impf	devenir
.	SENT	.
heures	NOM	heure
envisager	VER:infi	envisager
.	SENT	.
vous	PRO:PER	vous
bandits	NOM	bandit
nécessaire	ADJ	nécessaire
son	DET:POS	son
à	PRP	à
je	PRO:PER	je
savane	NOM	savane
l'	DET:ART	le
señor	NOM	señor
pirates	NOM	pirate
lorsque	KON	lorsque
;	PUN	;
,	PUN	,
,	PUN	,
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
patience	NOM	patience
semble	VER:pres	sembler
que	KON	que
chaque	PRO:IND	chaque
<EOS>	<EOS>	<EOS>
la	DET:ART	le
s'	PRO:PER	se
demandée	VER:pper	demander
et	KON	et
disons-nous	NOM	disons-nous
courte	ADJ	court
moi	PRO:PER	moi
se	PRO:PER	se
les	DET:ART	le
fatigante	ADJ	fatigant
apparente	ADJ	apparent
<EOS>	<EOS>	<EOS>
Si	KON	si
gens	NOM	gens
et	KON	et
aperçus	VER:pper	apercevoir
choisir	VER:infi	choisir
jour	NOM	jour
être	VER:infi	être
me	PRO:PER	me
respiration	NOM	respiration
écrasant	ADJ	écrasant
et	KON	et
à	PRP	à
Et	KON	et
espace	NOM	espace
dont	PRO:REL	dont
colonel	NOM	colonel
homme	NOM	homme
maïpouri	NOM	maïpouri
jusqu'	PRP	jusque
coupée	VER:pper	couper
Les	DET:ART	le
serait	VER:cond	être
tapir	VER:infi	tapir
mon	DET:POS	mon
et	KON	et
prendre	VER:infi	prendre
car	KON	car
du	PRP:det	du
froid	NOM	froid
<EOS>	<EOS>	<EOS>
le	DET:ART	le
n'	ADV	ne
un	DET:ART	un
surprendre	VER:infi	surprendre
presque	ADV	presque
et	KON	et
dans	PRP	dans
de	PRP	de
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
s'	PRO:PER	se
--	PUN	--
ou	KON	ou
aux	PRP:det	au
accordant	VER:ppre	accorder
la	DET:ART	le
fit	VER:simp	faire
de	PRP	de
Les	DET:ART	le
passa	VER:simp	passer
armés	VER:pper	armer
mourir	VER:infi	mourir
hideux	ADJ	hideux
pis	ADV	pis
,	PUN	,
perte	NOM	perte
le	DET:ART	le
insister	VER:infi	insister
voulu	VER:pper	vouloir
allongés	VER:pper	allonger
de	PRP	de
l'	DET:ART	le
main	NOM	main
convoitaient	VER:impf	convoiter
avec	PRP	avec
heureux	ADJ	heureux
à	PRP	à
entendre	VER:infi	entendre
chaque	PRO:IND	chaque
que	PRO:REL	que
sauver	VER:infi	sauver
une	DET:ART	un
signal	NOM	signal
de	PRP	de
,	PUN	,
ils	PRO:PER	il
découverts	VER:pper	découvrir
froid	NOM	froid
ceux	PRO:DEM	celui
attaque	NOM	attaque
fier	VER:infi	fier
En	PRP	en
vous	PRO:PER	vous
jusqu'	PRP	jusque
,	PUN	,
.	SENT	.
était	VER:impf	être
le	DET:ART	le
ils	PRO:PER	il
que	KON	que
une	DET:ART	un
protéger	VER:infi	protéger
,	PUN	,
combattrons	VER:futu	combattre
la	DET:ART	le
dévorante	ADJ	dévorant
ai	VER:pres	avoir
mes	DET:POS	mon
d'	PRP	de
!	SENT	!
,	PUN	,
<EOS>	<EOS>	<EOS>
une	DET:ART	un
plate-forme	NOM	plate-forme
<EOS>	<EOS>	<EOS>
défaites	NOM	défaite
et	KON	et
tout	ADV	tout
famille	NOM	famille
en	PRP	en
se	PRO:PER	se
José	NAM	josé
piquant	ADJ	piquant
Agostin	NAM	agostin
reposer	VER:infi	reposer
l'	DET:ART	le
avec	PRP	avec
le	DET:ART	le
--	PUN	--
un	DET:ART	un
comprit	VER:simp	comprendre
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
à	PRP	à
le	DET:ART	le
remercie	VER:pres	remercier
,	PUN	,
,	PUN	,
même	ADJ	même
immondes	ADJ	immonde
la	DET:ART	le
souffle	NOM	souffle
abruptes	ADJ	abrupt
fort	ADV	fort
leur	PRO:PER	lui
sombre	ADJ	sombre
d'	PRP	de
pas	ADV	pas
plus	ADV	plus
<EOS>	<EOS>	<EOS>
José	NAM	josé
les	PRO:PER	la|le
temps	NOM	temps
cris	NOM	cri
;	PUN	;
<EOS>	<EOS>	<EOS>
êtes	VER:pres	être
oreille	NOM	oreille
surtout	ADV	surtout
;	PUN	;
,	PUN	,
la	DET:ART	le
<EOS>	<EOS>	<EOS>
ne	ADV	ne
,	PUN	,
,	PUN	,
lui	PRO:PER	lui
éprouver	VER:infi	éprouver
un	DET:ART	un
pas	ADV	pas
que	ADV	que
!	SENT	!
filles	NOM	fille
horizon	NOM	horizon
,	PUN	,
.	SENT	.
une	DET:ART	un
les	PRO:PER	la|le
eux	PRO:PER	eux
soutenant	VER:ppre	soutenir
le	DET:ART	le
de	PRP	de
certaine	ADJ	certain
leur	PRO:PER	lui
feu	NOM	feu
vieillard	NOM	vieillard
amis	NOM	ami
froide	ADJ	froid
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
.	SENT	.
jour	NOM	jour
de	PRP	de
vient	VER:pres	venir
on	PRO:PER	on
officier	NOM	officier
tranquille	ADJ	tranquille
que	KON	que
l'	DET:ART	le
croissait	VER:impf	croître
.	SENT	.
aux	PRP:det	au
repos	NOM	repos
répugnant	ADJ	répugnant
fait	VER:pper	faire
d'	PRP	de
les	DET:ART	le
commencera	VER:futu	commencer
tarder	VER:infi	tarder
don	NOM	don
sur	PRP	sur
et	KON	et
;	PUN	;
répondit	VER:simp	répondre
désert	NOM	désert
me	PRO:PER	me
,	PUN	,
préférez	VER:pres	préférer
la	DET:ART	le
savez	VER:pres	savoir
plus	ADV	plus
don	NOM	don
!	SENT	!
instant	NOM	instant
serons	VER:futu	être
s'	PRO:PER	se
animal	NOM	animal
sentinelles	NOM	sentinelle
avaient	VER:impf	avoir
grand	ADJ	grand
Vous	PRO:PER	vous
voir	VER:infi	voir
vaincre	VER:infi	vaincre
amour-propre	NOM	amour-propre
remercie	VER:pres	remercier
un	DET:ART	un
<EOS>	<EOS>	<EOS>
--	PUN	--
ainsi	ADV	ainsi
semblait	VER:impf	sembler
de	PRP	de
subit	ADJ	subit
un	DET:ART	un
Le	DET:ART	le
suis	VER:pres	suivre|être
tend	VER:pres	tendre
une	DET:ART	un
qu'	KON	que
<EOS>	<EOS>	<EOS>
ils	PRO:PER	il
fallait	VER:impf	falloir
ne	ADV	ne
officier	NOM	officier
se	PRO:PER	se
de	PRP	de
qu'	KON	que
la	DET:ART	le
après	PRP	après
ne	ADV	ne
effusion	NOM	effusion
en	PRP	en
vous	PRO:PER	vous
les	DET:ART	le
nous	PRO:PER	nous
de	PRP	de
poussèrent	VER:simp	pousser
des	PRP:det	du
à	PRP	à
après	PRP	après
ils	PRO:PER	il
très	ADV	très
ce	PRO:DEM	ce
la	DET:ART	le
seconde	NOM	second|seconde
Quand	KON	quand
--	PUN	--
colonel	NOM	colonel
au	PRP:det	au
sens	NOM	sens
dit	VER:pres	dire
comme	KON	comme
crapaud	NOM	crapaud
d'	PRP	de
ennemi	NOM	ennemi
dames	NOM	dame
aux	PRP:det	au
cause	NOM	cause
l'	DET:ART	le
;	PUN	;
pas	ADV	pas
terribles	ADJ	terrible
grappes	NOM	grappe
colline	NOM	colline
monsieur	NOM	monsieur
tandis	KON	tandis
jour	NOM	jour
organisme	NOM	organisme
assez	ADV	assez
de	PRP	de
perdus	VER:pper	perdre
ne	ADV	ne
.	SENT	.
de	PRP	de
faible	ADJ	faible
que	PRO:REL	que
avait	VER:impf	avoir
milieu	NOM	milieu
écoulé	VER:pper	écouler
leurs	DET:POS	leur
grâce	NOM	grâce
les	DET:ART	le
--	PUN	--
voir	VER:infi	voir
sombre	ADJ	sombre
le	PRO:PER	le
l'	DET:ART	le
malheureusement	ADV	malheureusement
que	PRO:REL	que
une	DET:ART	un
,	PUN	,
diable	NOM	diable
n'	ADV	ne
qui	PRO:REL	qui
;	PUN	;
insaisissable	ADJ	insaisissable
et	KON	et
!	SENT	!
trouvées	VER:pper	trouver
que	PRO:REL	que
ils	PRO:PER	il
.	SENT	.
nombre	NOM	nombre
que	KON	que
plus	ADV	plus
sourde	ADJ	sourd
bien	ADV	bien
en	PRO:PER	en
à	PRP	à
côte	NOM	côte
observation	NOM	observation
entendait	VER:impf	entendre
poste	NOM	poste
baissait	VER:impf	baisser
avertis	VER:pper	avertir
qui	PRO:REL	qui
,	PUN	,
aile	NOM	aile
cause	NOM	cause
sur	PRP	sur
disparaître	VER:infi	disparaître
qui	PRO:REL	qui
colonel	NOM	colonel
habileté	NOM	habileté
l'	DET:ART	le
loques	NOM	loque
une	DET:ART	un
la	DET:ART	le
cordialement	ADV	cordialement
des	PRP:det	du
.	SENT	.
les	PRO:PER	la|le
;	PUN	;
produit	VER:pres	produire
voix	NOM	voix
de	PRP	de
donc	ADV	donc
,	PUN	,
pentes	NOM	pente
pour	PRP	pour
répondit	VER:simp	répondre
l'	DET:ART	le
,	PUN	,
nerfs	NOM	nerf
le	DET:ART	le
retraite	NOM	retraite
señor	NOM	señor
.	SENT	.
misérables	ADJ	misérable
les	DET:ART	le
je	PRO:PER	je
susurrement	NOM	susurrement
<EOS>	<EOS>	<EOS>
tarderait	VER:cond	tarder
avancés	VER:pper	avancer
elles	PRO:PER	elle
ils	PRO:PER	il
une	DET:ART	un
?	SENT	?
vouloir	VER:infi	vouloir
pousser	VER:infi	pousser
.	SENT	.
il	PRO:PER	il
,	PUN	,
Tous	PRO:IND	tout
le	DET:ART	le
apparaître	VER:infi	apparaître
En	PRP	en
on	PRO:PER	on
entendre	VER:infi	entendre
hôte	NOM	hôte
l'	DET:ART	le
sur	PRP	sur
précautions	NOM	précaution
un	DET:ART	un
à	PRP	à
dangereuse	ADJ	dangereux
les	DET:ART	le
passent	VER:pres	passer
affaiblit	VER:pres	affaiblir
pas	ADV	pas
:	PUN	:
escalade	NOM	escalade
pendant	PRP	pendant
continu	ADJ	continu
incendie	NOM	incendie
émaciés	ADJ	émacié
traitements	NOM	traitement
seule	ADJ	seul
faisant	VER:ppre	faire
dames	NOM	dame
.	SENT	.
les	DET:ART	le
où	PRO:REL	où
sujet	NOM	sujet
guerre	NOM	guerre
un	DET:ART	un
instant	NOM	instant
grimaçants	ADJ	grimaçant
,	PUN	,
colline	NOM	colline
don	NOM	don
la	DET:ART	le
situation	NOM	situation
l'	DET:ART	le
avec	PRP	avec
nos	DET:POS	notre
ceux	PRO:DEM	celui
ils	PRO:PER	il
permettez	VER:pres	permettre
avez	VER:pres	avoir
silence	NOM	silence
et	KON	et
à	PRP	à
fait	VER:pres	faire
ne	ADV	ne
nombre	NOM	nombre
cause	VER:pres	causer
avant	PRP	avant
vous	PRO:PER	vous
Vous	PRO:PER	vous
,	PUN	,
impatience	NOM	impatience
,	PUN	,
plus	ADV	plus
oreille	NOM	oreille
quand	KON	quand
se	PRO:PER	se
tous	PRO:IND	tout
,	PUN	,
que	KON	que
grande	ADJ	grand
tous	PRO:IND	tout
aux	PRP:det	au
flammes	NOM	flamme
<EOS>	<EOS>	<EOS>
offre	NOM	offre
l'	PRO:PER	la|le
il	PRO:PER	il
trompé	VER:pper	tromper
pas	ADV	pas
bandits	NOM	bandit
main	NOM	main
attente	NOM	attente
traits	NOM	trait
la	DET:ART	le
au	PRP:det	au
chose	NOM	chose
les	DET:ART	le
pied	NOM	pied
savent	VER:pres	savoir
;	PUN	;
ma	DET:POS	mon
et	KON	et
peine	NOM	peine
la	DET:ART	le
en	PRP	en
plusieurs	PRO:IND	plusieurs
de	PRP	de
<EOS>	<EOS>	<EOS>
ne	ADV	ne
--	PUN	--
surexcités	VER:pper	surexciter
furent	VER:simp	être
dans	PRP	dans
ils	PRO:PER	il
impatience	NOM	impatience
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
ton	NOM	ton
en	PRP	en
exemple	NOM	exemple
serrèrent	VER:simp	serrer
colonel	NOM	colonel
.	SENT	.
était	VER:impf	être
aujourd'hui	ADV	aujourd'hui
on	PRO:PER	on
la	DET:ART	le
l'	DET:ART	le
car	KON	car
n'	ADV	ne
géant	NOM	géant
.	SENT	.
ces	PRO:DEM	ce
et	KON	et
don	NOM	don
bandits	NOM	bandit
emporte	VER:pres	emporter
le	DET:ART	le
combat	NOM	combat
croit	VER:pres	croire
quelques	PRO:IND	quelque
nos	DET:POS	notre
,	PUN	,
toute	PRO:IND	tout
obscurité	NOM	obscurité
sur	PRP	sur
femme	NOM	femme
est	VER:pres	être
,	PUN	,
maugréant	VER:ppre	maugréer
quand	KON	quand
accoutumées	ADJ	accoutumé
vous	PRO:PER	vous
ne	ADV	ne
on	PRO:PER	on
se	PRO:PER	se
éclairées	VER:pper	éclairer
audace	NOM	audace
et	KON	et
éleva	VER:simp	élever
de	PRP	de
colline	NOM	colline
leur	DET:POS	leur
aux	PRP:det	au
coup	NOM	coup
à	PRP	à
,	PUN	,
une	DET:ART	un
différent	ADJ	différent
sinistre	ADJ	sinistre
présence	NOM	présence
je	PRO:PER	je
Merci	NOM	merci
riche	ADJ	riche
en	PRO:PER	en
fatigue	NOM	fatigue
n'	ADV	ne
craint	VER:pper	craindre
limites	NOM	limite
et	KON	et
on	PRO:PER	on
échelle	NOM	échelle
;	PUN	;
la	DET:ART	le
l'	DET:ART	le
.	SENT	.
assez	ADV	assez
lui	PRO:PER	lui
autres	ADJ	autre
ou	KON	ou
plus	ADV	plus
est	VER:pres	être
la	DET:ART	le
herbes	NOM	herbe
rouges	ADJ	rouge
,	PUN	,
rampé	VER:pper	ramper
malgré	PRP	malgré
Ils	PRO:PER	il
la	DET:ART	le
Et	KON	et
,	PUN	,
suspendus	VER:pper	suspendre
agace	VER:pres	agacer
dernières	ADJ	dernier
inquiétude	NOM	inquiétude
savane	NOM	savane
couverts	VER:pper	couvrir
sous	PRP	sous
,	PUN	,
vous	PRO:PER	vous
deux	NUM	deux
pour	PRP	pour
autour	ADV	autour
,	PUN	,
Tout	ADV	tout
moi	PRO:PER	moi
la	DET:ART	le
,	PUN	,
plus	ADV	plus
force	NOM	force
de	PRP	de
alors	ADV	alors
l'	DET:ART	le
davantage	ADV	davantage
abstint	VER:simp	abstenir
deux	NUM	deux
au	PRP:det	au
l'	DET:ART	le
et	KON	et
reconnaît	VER:pres	reconnaître
preuve	NOM	preuve
qu'	KON	que
le	DET:ART	le
sinistre	ADJ	sinistre
en	PRP	en
<EOS>	<EOS>	<EOS>
<SEG>
de	PRP	de
de	PRP	de
En	PRP	en
à	PRP	à
trésors	NOM	trésor
contre	PRP	contre
ils	PRO:PER	il
portait	VER:impf	porter
,	PUN	,
pressait	VER:impf	presser
combat	NOM	combat
proie	NOM	proie
rapidité	NOM	rapidité
les	PRO:PER	la|le
avec	PRP	avec
les	DET:ART	le
le	DET:ART	le
position	NOM	position
aussitôt	ADV	aussitôt
se	PRO:PER	se
ses	DET:POS	son
le	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
par	PRP	par
avec	PRP	avec
.	SENT	.
bandits	NOM	bandit
à	PRP	à
de	PRP	de
plus	ADV	plus
plate-forme	NOM	plate-forme
le	DET:ART	le
réussirent	VER:simp	réussir
sous	PRP	sous
les	DET:ART	le
assez	ADV	assez
un	DET:ART	un
entre	PRP	entre
malheureux	ADJ	malheureux
Coyotes	NAM	coyotes
un	DET:ART	un
exposé	VER:pper	exposer
tous	PRO:IND	tout
des	PRP:det	du
et	KON	et
<EOS>	<EOS>	<EOS>
charme	NOM	charme
façon	NOM	façon
colonel	NOM	colonel
étaient	VER:impf	être
se	PRO:PER	se
dès	PRP	dès
vermeil	NOM	vermeil
plusieurs	PRO:IND	plusieurs
un	DET:ART	un
une	DET:ART	un
ramena	VER:simp	ramener
rien	NOM	rien
.	SENT	.
le	DET:ART	le
avant	PRP	avant
de	PRP	de
<EOS>	<EOS>	<EOS>
,	PUN	,
avant	NOM	avant
fournaise	NOM	fournaise
un	DET:ART	un
le	DET:ART	le
les	DET:ART	le
à	PRP	à
--	PUN	--
noir	ADJ	noir
cette	PRO:DEM	ce
leurs	PRO:POS	leur
<EOS>	<EOS>	<EOS>
rugissement	NOM	rugissement
officier	NOM	officier
situation	NOM	situation
et	KON	et
En	PRP	en
la	DET:ART	le
--	PUN	--
temps	NOM	temps
où	PRO:REL	où
!	SENT	!
l'	DET:ART	le
et	KON	et
qui	PRO:REL	qui
ce	PRO:DEM	ce
Ils	PRO:PER	il
éveilla	VER:simp	éveiller
les	DET:ART	le
voix	NOM	voix
de	PRP	de
pour	KON	pour
plusieurs	PRO:IND	plusieurs
expédition	NOM	expédition
à	PRP	à
l'	DET:ART	le
un	DET:ART	un
lugubre	ADJ	lugubre
les	DET:ART	le
provisoirement	ADV	provisoirement
des	PRP:det	du
<EOS>	<EOS>	<EOS>
découvert	VER:pper	découvrir
ordre	NOM	ordre
Le	DET:ART	le
grande	ADJ	grand
et	KON	et
ne	ADV	ne
permit	VER:simp	permettre
,	PUN	,
d'	PRP	de
les	DET:ART	le
trentaine	NOM	trentaine
les	DET:ART	le
et	KON	et
pour	PRP	pour
femmes	NOM	femme
<EOS>	<EOS>	<EOS>
avant	NOM	avant
mis	VER:pper	mettre
décision	NOM	décision
leur	DET:POS	leur
partisans	NOM	partisan
par	PRP	par
.	SENT	.
.	SENT	.
avaient	VER:impf	avoir
de	PRP	de
,	PUN	,
,	PUN	,
comprit	VER:simp	comprendre
les	DET:ART	le
leur	DET:POS	leur
pied	NOM	pied
allures	NOM	allure
où	PRO:REL	où
coup	NOM	coup
<EOS>	<EOS>	<EOS>
trois	NUM	trois
de	PRP	de
il	PRO:PER	il
et	KON	et
loup	NOM	loup
une	DET:ART	un
et	KON	et
confiance	NOM	confiance
peine	NOM	peine
bandits	NOM	bandit
arrêta	VER:simp	arrêter
,	PUN	,
en	PRP	en
dix	NUM	dix
.	SENT	.
toutes	PRO:IND	tout
minutes	NOM	minute
,	PUN	,
une	DET:ART	un
Si	KON	si
--	PUN	--
;	PUN	;
sans	PRP	sans
que	KON	que
et	KON	et
vite	ADV	vite
ne	ADV	ne
la	DET:ART	le
,	PUN	,
masqué	VER:pper	masquer
Grâce	NOM	grâce
les	DET:ART	le
ils	PRO:PER	il
.	SENT	.
les	DET:ART	le
dames	NOM	dame
eussent	VER:subi	avoir
pris	VER:pper	prendre
et	KON	et
carnage	NOM	carnage
il	PRO:PER	il
enlevant	VER:ppre	enlever
chef	NOM	chef
allumé	VER:pper	allumer
ses	DET:POS	son
dames	NOM	dame
n'	ADV	ne
manières	NOM	manière
,	PUN	,
d'	PRP	de
<EOS>	<EOS>	<EOS>
faire	VER:infi	faire
eux	PRO:PER	eux
bataille	NOM	bataille
sur	PRP	sur
de	PRP	de
.	SENT	.
se	PRO:PER	se
jusqu'	PRP	jusque
de	PRP	de
répondaient	VER:impf	répondre
en	PRP	en
terrible	ADJ	terrible
enlevèrent	VER:simp	enlever
En	PRP	en
qui	PRO:REL	qui
sur	PRP	sur
;	PUN	;
chef	NOM	chef
un	DET:ART	un
de	PRP	de
moins	ADV	moins
à	PRP	à
.	SENT	.
bandits	NOM	bandit
colonel	NOM	colonel
D'	PRP	de
commençait	VER:impf	commencer
colonel	NOM	colonel
seulement	ADV	seulement
sa	DET:POS	son
,	PUN	,
un	DET:ART	un
le	DET:ART	le
fut	VER:simp	être
se	PRO:PER	se
.	SENT	.
acharnement	NOM	acharnement
se	PRO:PER	se
sol	NOM	sol
des	PRP:det	du
ils	PRO:PER	il
même	ADJ	même
qu'	PRO:REL	que
la	DET:ART	le
faisaient	VER:impf	faire
plus	ADV	plus
une	DET:ART	un
dames	NOM	dame
été	VER:pper	être
moins	ADV	moins
,	PUN	,
bandits	NOM	bandit
butin	NOM	butin
hutte	NOM	hutte
pas	ADV	pas
une	DET:ART	un
l'	DET:ART	le
La	DET:ART	le
,	PUN	,
don	NOM	don
étant	VER:ppre	être
complètement	ADV	complètement
portaient	VER:impf	porter
grouper	VER:infi	grouper
et	KON	et
riche	ADJ	riche
il	PRO:PER	il
paraissaient	VER:impf	paraître
-ci	ADV	-ci
José	VER:pper	josé
leur	PRO:PER	lui
s'	PRO:PER	se
.	SENT	.
combat	NOM	combat
avant	PRP	avant
complet	ADJ	complet
redoutable	ADJ	redoutable
déguisement	NOM	déguisement
avec	PRP	avec
<EOS>	<EOS>	<EOS>
bravoure	NOM	bravoure
,	PUN	,
étant	VER:ppre	être
.	SENT	.
sans	PRP	sans
rétrograder	VER:infi	rétrograder
de	PRP	de
il	PRO:PER	il
abord	NOM	abord
par	PRP	par
le	DET:ART	le
à	PRP	à
trois	NUM	trois
Caraï	VER:pper	caraï
matin	NOM	matin
un	DET:ART	un
ils	PRO:PER	il
gagnait	VER:impf	gagner
or	NOM	or
comme	KON	comme
face	NOM	face
du	PRP:det	du
de	PRP	de
revolver	NOM	revolver
longue	ADJ	longue
<EOS>	<EOS>	<EOS>
,	PUN	,
réfugiées	VER:pper	réfugier
plus	ADV	plus
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
,	PUN	,
s'	PRO:PER	se
colline	NOM	colline
ils	PRO:PER	il
voix	NOM	voix
colonel	NOM	colonel
au-dehors	NOM	au-dehors
dans	PRP	dans
que	KON	que
leur	DET:POS	leur
sur	PRP	sur
avec	PRP	avec
.	SENT	.
hutte	NOM	hutte
assaillis	VER:simp	assaillir
les	DET:ART	le
<EOS>	<EOS>	<EOS>
à	PRP	à
touchaient	VER:impf	toucher
leur	PRO:PER	lui
suivi	VER:pper	suivre
encore	ADV	encore
<EOS>	<EOS>	<EOS>
état	NOM	état
chef	NOM	chef
<EOS>	<EOS>	<EOS>
terribles	ADJ	terrible
qui	PRO:REL	qui
recommença	VER:simp	recommencer
instant	NOM	instant
à	PRP	à
Mais	KON	mais
les	DET:ART	le
avait	VER:impf	avoir
vouloir	VER:infi	vouloir
la	DET:ART	le
.	SENT	.
mètres	NOM	mètre
avait	VER:impf	avoir
quelques	PRO:IND	quelque
Mais	KON	mais
;	PUN	;
sang	NOM	sang
endroit	NOM	endroit
un	DET:ART	un
harcelaient	VER:impf	harceler
terreur	NOM	terreur
de	PRP	de
ne	ADV	ne
.	SENT	.
s'	PRO:PER	se
donné	VER:pper	donner
<EOS>	<EOS>	<EOS>
la	DET:ART	le
<EOS>	<EOS>	<EOS>
autour	ADV	autour
Malgré	PRP	malgré
sa	DET:POS	son
,	PUN	,
<EOS>	<EOS>	<EOS>
par	PRP	par
de	PRP	de
trop	ADV	trop
<EOS>	<EOS>	<EOS>
géant	NOM	géant
Le	DET:ART	le
colonel	NOM	colonel
la	DET:ART	le
à	PRP	à
qui	PRO:REL	qui
feu	NOM	feu
atteignirent	VER:simp	atteindre
;	PUN	;
;	PUN	;
rua	VER:simp	ruer
.	SENT	.
bataille	NOM	bataille
pas	ADV	pas
fit	VER:simp	faire
points	NOM	point
la	DET:ART	le
elle	PRO:PER	elle
