éternel	ADJ	éternel
me	PRO:PER	me
seras	VER:futu	être
,	PUN	,
,	PUN	,
ainsi	ADV	ainsi
Mon	DET:POS	mon
avoir	VER:infi	avoir
à	PRP	à
<EOS>	<EOS>	<EOS>
,	PUN	,
Maintenant	ADV	maintenant
pas	ADV	pas
culbute	NOM	culbute
yeux	NOM	œil
Marmouset	NAM	marmouset
--	PUN	--
--	PUN	--
,	PUN	,
ouvrit	VER:simp	ouvrir
«	PUN:cit	«
savait	VER:impf	savoir
puis	ADV	puis
de	PRP	de
une	DET:ART	un
il	PRO:PER	il
Cela	PRO:DEM	cela
,	PUN	,
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
--	PUN	--
sa	DET:POS	son
après	PRP	après
ce	PRO:DEM	ce
est	VER:pres	être
?	SENT	?
Aussitôt	ADV	aussitôt
.	SENT	.
quand	ADV	quand
Voilà	ADV	voilà
camarades	NOM	camarade
,	PUN	,
ce	PRO:DEM	ce
?	SENT	?
de	PRP	de
ouvrir	VER:infi	ouvrir
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
le	DET:ART	le
Où	PRO:REL	où
savais	VER:impf	savoir
au	PRP:det	au
à	PRP	à
disparu	VER:pper	disparaître
lui	PRO:PER	lui
hier	VER:infi	hier
Depuis	PRP	depuis
prenant	VER:ppre	prendre
devant	PRP	devant
raisonnement	NOM	raisonnement
Puis	NOM	puis
la	DET:ART	le
son	DET:POS	son
qui	PRO:REL	qui
invalide	NOM	invalide
<EOS>	<EOS>	<EOS>
mêlé	VER:pper	mêler
de	PRP	de
pas	ADV	pas
<EOS>	<EOS>	<EOS>
les	DET:ART	le
plus	ADV	plus
ni	KON	ni
Limousin	NAM	limousin
qu'	KON	que
Ellen	NAM	ellen
eut	VER:simp	avoir
<EOS>	<EOS>	<EOS>
Non	ADV	non
Si	KON	si
plaça	VER:simp	placer
avoir	VER:infi	avoir
le	PRO:PER	le
James	NAM	james
n'	ADV	ne
mots	NOM	mot
,	PUN	,
--	PUN	--
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
la	DET:ART	le
et	KON	et
.	SENT	.
est	VER:pres	être
d'	PRP	de
besoin	NOM	besoin
,	PUN	,
,	PUN	,
?	SENT	?
il	PRO:PER	il
Cet	PRO:DEM	ce
vous	PRO:PER	vous
petits	ADJ	petit
.	SENT	.
Monsieur	NOM	monsieur
grands	ADJ	grand
.	SENT	.
.	SENT	.
minute	NOM	minute
pour	PRP	pour
dit-il	NOM	dit-il
grasse	ADJ	gras
de	PRP	de
<EOS>	<EOS>	<EOS>
le	DET:ART	le
.	SENT	.
ne	ADV	ne
.	SENT	.
la	DET:ART	le
les	DET:ART	le
,	PUN	,
lui	PRO:PER	lui
matin	NOM	matin
uniforme	NOM	uniforme
que	KON	que
,	PUN	,
--	PUN	--
suis	VER:pres	suivre|être
du	PRP:det	du
n'	ADV	ne
qui	PRO:REL	qui
quartier	NOM	quartier
entrepreneur	NOM	entrepreneur
endormi	VER:pper	endormir
Wood	NAM	wood
Ellen	NAM	ellen
Conduisez	VER:pres	conduire
avaient	VER:impf	avoir
à	PRP	à
,	PUN	,
.	SENT	.
est	VER:pres	être
ai	VER:pres	avoir
mon	DET:POS	mon
que	KON	que
dit	VER:pres	dire
,	PUN	,
.	SENT	.
Anglaise	NAM	anglaise
prix	NOM	prix
*	ABR	*
parvenait	VER:impf	parvenir
toujours	ADV	toujours
pas	ADV	pas
mépris	NOM	mépris
--	PUN	--
ami	NOM	ami
enferme	VER:pres	enfermer
même	ADV	même
l'	DET:ART	le
maçon	NOM	maçon
a	VER:pres	avoir
nom	NOM	nom
ne	ADV	ne
--	PUN	--
contraire	NOM	contraire
ce	PRO:DEM	ce
mais	KON	mais
<EOS>	<EOS>	<EOS>
dans	PRP	dans
et	KON	et
camarade	NOM	camarade
de	PRP	de
une	DET:ART	un
pas	ADV	pas
est	VER:pres	être
redeviens	VER:pres	redevenir
eût	VER:subi	avoir
Rocambole	NOM	rocambole
et	KON	et
compagnon	NOM	compagnon
mit	VER:simp	mettre
Mon	DET:POS	mon
sans	PRP	sans
est	VER:pres	être
Et	KON	et
encore	ADV	encore
?	SENT	?
--	PUN	--
où	PRO:REL	où
,	PUN	,
s'	PRO:PER	se
Pourtant	ADV	pourtant
Chercher	VER:infi	chercher
invalide	NOM	invalide
second	NUM	second
plus	ADV	plus
bien	ADV	bien
.	SENT	.
Wood	NAM	wood
concierges	NOM	concierge
Parlez	VER:pres	parler
votre	DET:POS	votre
et	KON	et
<EOS>	<EOS>	<EOS>
passant	VER:ppre	passer
vous	PRO:PER	vous
bien	ADV	bien
son	DET:POS	son
--	PUN	--
dans	PRP	dans
Milon	NAM	milon
.	SENT	.
du	PRP:det	du
porter	VER:infi	porter
<EOS>	<EOS>	<EOS>
,	PUN	,
foin	NOM	foin
gland	NOM	gland
a	VER:pres	avoir
Cette	NAM	cette
de	PRP	de
aimait	VER:impf	aimer
pour	PRP	pour
le	DET:ART	le
appartements	NOM	appartement
Oui	INT	oui
remontaient	VER:impf	remonter
vous	PRO:PER	vous
sa	DET:POS	son
de	PRP	de
.	SENT	.
puni	VER:pper	punir
.	SENT	.
jeta	VER:simp	jeter
quatre	NUM	quatre
Limousin	NAM	limousin
,	PUN	,
tu	PRO:PER	tu
miss	NOM	miss
n'	ADV	ne
regardait	VER:impf	regarder
qu'	KON	que
<EOS>	<EOS>	<EOS>
reprit	VER:simp	reprendre
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
Évidemment	ADV	évidemment
Si	KON	si
Paris	NAM	paris
plus	ADV	plus
,	PUN	,
Milon	NAM	milon
.	SENT	.
<EOS>	<EOS>	<EOS>
une	DET:ART	un
chez	PRP	chez
--	PUN	--
,	PUN	,
personne	NOM	personne
ne	ADV	ne
.	SENT	.
suivit	VER:simp	suivre
voulait	VER:impf	vouloir
santé	NOM	santé
la	DET:ART	le
fut	VER:simp	être
main	NOM	main
.	SENT	.
juste	ADJ	juste
,	PUN	,
Elle	PRO:PER	elle
bête	ADJ	bête
n'	ADV	ne
qu'	KON	que
,	PUN	,
lui	PRO:PER	lui
.	SENT	.
suite	NOM	suite
,	PUN	,
chaud	ADJ	chaud
son	DET:POS	son
ne	ADV	ne
le	PRO:PER	le
les	PRO:PER	la|le
quelquefois	ADV	quelquefois
temps	NOM	temps
invalide	NOM	invalide
vêtements	NOM	vêtement
pas	ADV	pas
<EOS>	<EOS>	<EOS>
--	PUN	--
nuit	NOM	nuit
soirée	NOM	soirée
matinal	ADJ	matinal
la	PRO:PER	la
Marmouset	NOM	marmouset
à	PRP	à
demeure	VER:pres	demeurer
ce	PRO:DEM	ce
Prenez	VER:pres	prendre
vos	DET:POS	votre
deux	NUM	deux
,	PUN	,
je	PRO:PER	je
tout	ADV	tout
rue	NOM	rue
et	KON	et
--	PUN	--
dit	VER:pres	dire
vous	PRO:PER	vous
lui	PRO:PER	lui
matinée	NOM	matinée
malheureux	ADJ	malheureux
rentrée	VER:pper	rentrer
sort	NOM	sort
acquis	VER:pper	acquérir
savez	VER:pres	savoir
la	DET:ART	le
comprit	VER:simp	comprendre
résolu	VER:pper	résoudre
rue	NOM	rue
sir	NOM	sir
juste	ADJ	juste
petit	ADJ	petit
pendait	VER:impf	pendre
Gros-Caillou	NAM	gros-caillou
vous	PRO:PER	vous
ferais	VER:cond	faire
savoir	VER:infi	savoir
Il	PRO:PER	il
Ellen	NAM	ellen
--	PUN	--
eu	VER:pper	avoir
Plaît-il	NOM	plaît-il
<EOS>	<EOS>	<EOS>
.	SENT	.
se	PRO:PER	se
,	PUN	,
rue	NOM	rue
uniforme	NOM	uniforme
lui	PRO:PER	lui
.	SENT	.
accablant	VER:ppre	accabler
.	SENT	.
,	PUN	,
--	PUN	--
.	SENT	.
nous	PRO:PER	nous
s'	PRO:PER	se
soldat	NOM	soldat
alla	VER:simp	aller
de	PRP	de
dans	PRP	dans
voiture	NOM	voiture
?	SENT	?
de	PRP	de
homme	NOM	homme
--	PUN	--
il	PRO:PER	il
vous	PRO:PER	vous
--	PUN	--
la	DET:ART	le
!	SENT	!
je	PRO:PER	je
?	SENT	?
Quelques	NAM	quelques
après	ADV	après
--	PUN	--
--	PUN	--
Marmouset	NAM	marmouset
parce	KON	parce
comme	ADV	comme
abord	NOM	abord
vous	PRO:PER	vous
esprit	NOM	esprit
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
quelle	PRO:REL	quel
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
--	PUN	--
fous	NOM	fou
,	PUN	,
...	PUN	...
le	DET:ART	le
trouvé	VER:pper	trouver
sans	PRP	sans
,	PUN	,
J'	NAM	j'
Je	PRO:PER	je
,	PUN	,
nouveau	ADJ	nouveau
,	PUN	,
<EOS>	<EOS>	<EOS>
minutes	NOM	minute
,	PUN	,
.	SENT	.
endossé	VER:pper	endosser
.	SENT	.
t'	PRO:PER	te
le	PRO:PER	le
soit	VER:subp	être
L'	DET:ART	le
Marmouset	NAM	marmouset
les	PRO:PER	la|le
là-bas	ADV	là-bas
alors	ADV	alors
fait	NOM	fait
n'	ADV	ne
hardes	NOM	harde|hardes
,	PUN	,
quel	PRO:REL	quel
Dans	PRP	dans
là	ADV	là
.	SENT	.
On	PRO:PER	on
dit	VER:pres	dire
yeux	NOM	œil
James	NAM	james
voulut	VER:simp	vouloir
sir	NOM	sir
--	PUN	--
de	PRP	de
que	KON	que
invalide	NOM	invalide
moins	ADV	moins
bureau	NOM	bureau
la	DET:ART	le
Mais	KON	mais
bu	VER:pper	boire
.	SENT	.
est	VER:pres	être
miss	NOM	miss
<EOS>	<EOS>	<EOS>
et	KON	et
<SEG>
avaient	VER:impf	avoir
deux	NUM	deux
enfermé	VER:pper	enfermer
,	PUN	,
.	SENT	.
leurs	DET:POS	leur
--	PUN	--
nécessaires	ADJ	nécessaire
aux	PRP:det	au
reprit	VER:simp	reprendre
--	PUN	--
sous	PRP	sous
si	KON	si
Quand	KON	quand
<EOS>	<EOS>	<EOS>
--	PUN	--
--	PUN	--
française	ADJ	français
,	PUN	,
<EOS>	<EOS>	<EOS>
acquiers	VER:pres	acquérir
-même	ADJ	même
de	PRP	de
alluma	VER:simp	allumer
mille	NUM	mille
<EOS>	<EOS>	<EOS>
ici	ADV	ici
Je	PRO:PER	je
dit	VER:pres	dire
pas	ADV	pas
n'	ADV	ne
pas	ADV	pas
commissaire	NOM	commissaire
Les	DET:ART	le
et	KON	et
ferment	NOM	ferment
Mais	KON	mais
faut	VER:pres	falloir
Anglais	NAM	anglais
que	KON	que
mille	NUM	mille
péril	NOM	péril
<EOS>	<EOS>	<EOS>
peut-être	ADV	peut-être
Rocambole	VER:pres	rocambole
campagne	NOM	campagne
<EOS>	<EOS>	<EOS>
anglaise	ADJ	anglais
Paris	NAM	paris
est	VER:pres	être
.	SENT	.
sont	VER:pres	être
ce	PRO:DEM	ce
dit	VER:pres	dire
--	PUN	--
se	PRO:PER	se
voici	ADV	voici
la	DET:ART	le
,	PUN	,
c'	PRO:DEM	ce
les	PRO:PER	la|le
facile	ADJ	facile
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
--	PUN	--
le	DET:ART	le
en	PRP	en
miss	NOM	miss
<EOS>	<EOS>	<EOS>
?	SENT	?
ennemis	NOM	ennemi
Vanda	NAM	vanda
ont	VER:pres	avoir
?	SENT	?
se	PRO:PER	se
--	PUN	--
mêlée	VER:pper	mêler
eux	PRO:PER	eux
investigation	NOM	investigation
le	DET:ART	le
as	VER:pres	avoir
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
des	PRP:det	du
.	SENT	.
,	PUN	,
hommes	NOM	homme
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
aurons	VER:futu	avoir
évidemment	ADV	évidemment
je	PRO:PER	je
tu	PRO:PER	tu
qui	PRO:REL	qui
le	DET:ART	le
--	PUN	--
que	PRO:REL	que
Sur	PRP	sur
pince	VER:pres	pincer
?	SENT	?
<EOS>	<EOS>	<EOS>
Ils	PRO:PER	il
--	PUN	--
.	SENT	.
comment	ADV	comment
m'	PRO:PER	me
conviction	NOM	conviction
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
Milon	NAM	milon
Ellen	NAM	ellen
,	PUN	,
ce	PRO:DEM	ce
fait	VER:pper	faire
pays	NOM	pays
les	DET:ART	le
elle	PRO:PER	elle
besoin	NOM	besoin
le	PRO:PER	le
<EOS>	<EOS>	<EOS>
son	DET:POS	son
dit	VER:pres	dire
,	PUN	,
--	PUN	--
des	PRP:det	du
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
que	PRO:REL	que
reprit	VER:simp	reprendre
naïve	ADJ	naïf
acquièrent	VER:pres	acquérir
nous	PRO:PER	nous
nous	PRO:PER	nous
.	SENT	.
serrurier	NOM	serrurier
moment	NOM	moment
-ce	PRO:DEM	ce
gardée	VER:pper	garder
.	SENT	.
s'	PRO:PER	se
avec	PRP	avec
<EOS>	<EOS>	<EOS>
moments	NOM	moment
dû	VER:pper	devoir
--	PUN	--
.	SENT	.
pareille	NOM	pareil
lui	PRO:PER	lui
--	PUN	--
,	PUN	,
voleur	NOM	voleur
que	PRO:REL	que
de	PRP	de
Milon	NAM	milon
.	SENT	.
Donc	ADV	donc
affaire	NOM	affaire
,	PUN	,
Marmouset	NAM	marmouset
a	VER:pres	avoir
ont	VER:pres	avoir
que	PRO:REL	que
Milon	NAM	milon
.	SENT	.
de	PRP	de
cette	PRO:DEM	ce
--	PUN	--
savent	VER:pres	savoir
,	PUN	,
,	PUN	,
aura	VER:futu	avoir
viens	VER:pres	venir
nous	PRO:PER	nous
l'	PRO:PER	la|le
bien	ADV	bien
appelle	VER:pres	appeler
donc	ADV	donc
pas	ADV	pas
ait	VER:subp	avoir
?	SENT	?
--	PUN	--
--	PUN	--
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
ne	ADV	ne
le	DET:ART	le
elle	PRO:PER	elle
détectives	NOM	détective
-ils	PRO:PER	il
--	PUN	--
chien	NOM	chien
à	PRP	à
détectives	NOM	détective
la	DET:ART	le
qui	PRO:REL	qui
,	PUN	,
la	DET:ART	le
--	PUN	--
chasseur	NOM	chasseur
pas	ADV	pas
la	DET:ART	le
sont	VER:pres	être
Rocambole	NOM	rocambole
C'	PRO:DEM	ce
la	DET:ART	le
.	SENT	.
Dès	PRP	dès
--	PUN	--
se	PRO:PER	se
faculté	NOM	faculté
francs	ADJ	franc
hommes	NOM	homme
Eh	INT	eh
Oui	INT	oui
ami	NOM	ami
il	PRO:PER	il
dit	VER:pres	dire
agents	NOM	agent
--	PUN	--
la	DET:ART	le
qu'	KON	que
n'	ADV	ne
la	DET:ART	le
--	PUN	--
-même	ADJ	même
venait	VER:impf	venir
pas	ADV	pas
empreintes	NOM	empreinte
l'	DET:ART	le
français	ADJ	français
chez	PRP	chez
comprends	VER:pres	comprendre
évidemment	ADV	évidemment
rapprochant	VER:ppre	rapprocher
Ne	ADV	ne
caisse	NOM	caisse
!	SENT	!
abord	NOM	abord
bien	ADV	bien
est	VER:pres	être
et	KON	et
a	VER:pres	avoir
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
détectives	NOM	détective
en	PRP	en
Dans	PRP	dans
tu	PRO:PER	tu
,	PUN	,
je	PRO:PER	je
,	PUN	,
se	PRO:PER	se
.	SENT	.
ils	PRO:PER	il
se	PRO:PER	se
puis	ADV	puis
vue	NOM	vue
pour	PRP	pour
fait	VER:pper	faire
donné	VER:pper	donner
<EOS>	<EOS>	<EOS>
sont	VER:pres	être
sont	VER:pres	être
<EOS>	<EOS>	<EOS>
.	SENT	.
pu	VER:pper	pouvoir
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
n'	ADV	ne
mise	VER:pper	mettre
douteux	ADJ	douteux
.	SENT	.
affaire	NOM	affaire
et	KON	et
--	PUN	--
qu'	KON	que
--	PUN	--
ai	VER:pres	avoir
rapport	NOM	rapport
cela	PRO:DEM	cela
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
que	KON	que
deux	NUM	deux
bien	ADV	bien
.	SENT	.
avait	VER:impf	avoir
mon	DET:POS	mon
,	PUN	,
dans	PRP	dans
retrouver	VER:infi	retrouver
le	DET:ART	le
<EOS>	<EOS>	<EOS>
arracher	VER:infi	arracher
à	PRP	à
pas	ADV	pas
alors	ADV	alors
.	SENT	.
police	NOM	police
As	VER:pres	avoir
récit	NOM	récit
Marmouset	NAM	marmouset
<EOS>	<EOS>	<EOS>
la	DET:ART	le
cent	NUM	cent
,	PUN	,
se	PRO:PER	se
étoffe	NOM	étoffe
pour	PRP	pour
<EOS>	<EOS>	<EOS>
te	PRO:PER	te
constitués	VER:pper	constituer
<EOS>	<EOS>	<EOS>
comment	ADV	comment
Comment	ADV	comment
sont	VER:pres	être
de	PRP	de
de	PRP	de
du	PRP:det	du
Marmouset	NOM	marmouset
dangereux	ADJ	dangereux
les	DET:ART	le
francs	NOM	franc
Dès	PRP	dès
police	NOM	police
,	PUN	,
a	VER:pres	avoir
le	DET:ART	le
pas	ADV	pas
--	PUN	--
Il	PRO:PER	il
en	PRO:PER	en
,	PUN	,
de	PRP	de
puisqu'elle	VER:subp	puisqu'elle
la	DET:ART	le
certaine	ADJ	certain
pas	NOM	pas
les	DET:ART	le
--	PUN	--
probablement	ADV	probablement
et	KON	et
suivie	VER:pper	suivre
?	SENT	?
si	KON	si
n'	ADV	ne
Fort	ADV	fort
<EOS>	<EOS>	<EOS>
--	PUN	--
<EOS>	<EOS>	<EOS>
prennent	VER:pres	prendre
s'	PRO:PER	se
il	PRO:PER	il
dit	VER:pres	dire
ce	PRO:DEM	ce
;	PUN	;
,	PUN	,
Plaît-il	NOM	plaît-il
;	PUN	;
ils	PRO:PER	il
campagne	NOM	campagne
à	PRP	à
<EOS>	<EOS>	<EOS>
plan	NOM	plan
cela	PRO:DEM	cela
de	PRP	de
parlant	VER:ppre	parler
lequel	PRO:REL	lequel
faut	VER:pres	falloir
Mais	KON	mais
<EOS>	<EOS>	<EOS>
:	PUN	:
Vanda	NAM	vanda
,	PUN	,
y	PRO:PER	y
Certainement	ADV	certainement
porter	VER:infi	porter
t'	PRO:PER	te
.	SENT	.
ces	PRO:DEM	ce
?	SENT	?
plus	ADV	plus
que	KON	que
de	PRP	de
la	DET:ART	le
suffi	VER:pper	suffire
La	DET:ART	le
.	SENT	.
vais	VER:pres	aller
aller	VER:infi	aller
l'	PRO:PER	la|le
fait	VER:pres	faire
pour	PRP	pour
certitude	NOM	certitude
Tu	PRO:PER	tu
la	DET:ART	le
.	SENT	.
deux	NUM	deux
de	PRP	de
une	DET:ART	un
<EOS>	<EOS>	<EOS>
mots	NOM	mot
J'	PRO:PER	je
à	PRP	à
je	PRO:PER	je
La	DET:ART	le
en	PRP	en
volé	VER:pper	voler
petit	ADJ	petit
devants	NOM	devant
Ellen	NAM	ellen
l'	DET:ART	le
,	PUN	,
arrivés	VER:pper	arriver
cigare	NOM	cigare
,	PUN	,
bien	ADV	bien
retrouver	VER:infi	retrouver
que	KON	que
le	DET:ART	le
venait	VER:impf	venir
.	SENT	.
Il	PRO:PER	il
--	PUN	--
en	PRP	en
,	PUN	,
l'	DET:ART	le
de	PRP	de
est	VER:pres	être
<EOS>	<EOS>	<EOS>
Milon	NAM	milon
te	PRO:PER	te
.	SENT	.
,	PUN	,
ce	PRO:DEM	ce
elle	PRO:PER	elle
--	PUN	--
Mais	KON	mais
chiens	NOM	chien
<EOS>	<EOS>	<EOS>
À	PRP	à
fût	VER:subi	être
aurait	VER:cond	avoir
--	PUN	--
reconnaît	VER:pres	reconnaître
pas	ADV	pas
invalide	NOM	invalide
plaçât	VER:subi	placer
être	VER:infi	être
.	SENT	.
--	PUN	--
,	PUN	,
Ah	INT	ah
qui	PRO:REL	qui
devine	VER:pres	deviner
Paris	NAM	paris
rien	ADV	rien
trouver	VER:infi	trouver
<EOS>	<EOS>	<EOS>
quoi	PRO:REL	quoi
<EOS>	<EOS>	<EOS>
caisse	NOM	caisse
police	NOM	police
les	DET:ART	le
nous	PRO:PER	nous
et	KON	et
<EOS>	<EOS>	<EOS>
Et	KON	et
voleur	NOM	voleur
.	SENT	.
pour	PRP	pour
chasser	VER:infi	chasser
où	PRO:REL	où
gibier	NOM	gibier
--	PUN	--
.	SENT	.
eux	PRO:PER	eux
vole	NOM	vole
en	PRO:PER	en
à	PRP	à
plus	ADV	plus
as	VER:pres	avoir
<EOS>	<EOS>	<EOS>
poursuivit	VER:simp	poursuivre
.	SENT	.
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
que	KON	que
Et	KON	et
évidemment	ADV	évidemment
police	NOM	police
Ah	INT	ah
détectives	NOM	détective
est	VER:pres	être
avec	PRP	avec
Leur	PRO:PER	lui
qui	PRO:REL	qui
mais	KON	mais
Aucun	PRO:IND	aucun
et	KON	et
Ensuite	ADV	ensuite
ta	DET:POS	ton
<EOS>	<EOS>	<EOS>
trouvent	VER:pres	trouver
imaginer	VER:infi	imaginer
a	VER:pres	avoir
deux	NUM	deux
En	PRP	en
<EOS>	<EOS>	<EOS>
et	KON	et
loi	NOM	loi
ah	INT	ah
<EOS>	<EOS>	<EOS>
!	SENT	!
stupéfait	VER:pper	stupéfaire
<EOS>	<EOS>	<EOS>
!	SENT	!
se	PRO:PER	se
ça	PRO:DEM	cela
<EOS>	<EOS>	<EOS>
arrivée	VER:pper	arriver
de	PRP	de
ainsi	ADV	ainsi
devint	VER:simp	devenir
lors	ADV	lors
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
es	VER:pres	être
--	PUN	--
un	DET:ART	un
ont	VER:pres	avoir
clefs	NOM	clef
!	SENT	!
en	PRP	en
retrouver	VER:infi	retrouver
hier	ADV	hier
d'	PRP	de
J'	PRO:PER	je
les	DET:ART	le
avec	PRP	avec
a	VER:pres	avoir
.	SENT	.
--	PUN	--
simple	ADJ	simple
:	PUN	:
XIX	NUM	xix
Ce	PRO:DEM	ce
on	PRO:PER	on
qu'	PRO:REL	que
.	SENT	.
francs	NOM	franc
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
pourtant	ADV	pourtant
Ellen	NAM	ellen
deux	NUM	deux
.	SENT	.
à	PRP	à
est	VER:pres	être
pris	VER:pper	prendre
elle	PRO:PER	elle
la	DET:ART	le
,	PUN	,
laquelle	PRO:REL	lequel
de	PRP	de
je	PRO:PER	je
et	KON	et
-ils	PRO:PER	il
sont	VER:pres	être
!	SENT	!
--	PUN	--
<EOS>	<EOS>	<EOS>
ne	ADV	ne
est	VER:pres	être
et	KON	et
?	SENT	?
pas	ADV	pas
est	VER:pres	être
de	PRP	de
agents	NOM	agent
les	DET:ART	le
d'	PRP	de
passer	VER:infi	passer
est	VER:pres	être
réellement	ADV	réellement
,	PUN	,
saurons	VER:futu	savoir
contrebande	NOM	contrebande
se	PRO:PER	se
vous	PRO:PER	vous
<EOS>	<EOS>	<EOS>
cent	NUM	cent
nous	PRO:PER	nous
que	PRO:REL	que
fais	VER:pres	faire
moi	PRO:PER	moi
--	PUN	--
,	PUN	,
Eh	INT	eh
sourire	VER:infi	sourire
à	PRP	à
--	PUN	--
peine	NOM	peine
Marmouset	NAM	marmouset
<EOS>	<EOS>	<EOS>
envoie	VER:pres	envoyer
quartier	NOM	quartier
peut	VER:pres	pouvoir
que	PRO:REL	que
détectives	NOM	détective
Miss	NOM	miss
pas	ADV	pas
mille	NOM	mille
de	PRP	de
Miss	NOM	miss
rien	ADV	rien
et	KON	et
--	PUN	--
anglaise	ADJ	anglais
moment	NOM	moment
drôles	NOM	drôle
par	PRP	par
n'	ADV	ne
un	DET:ART	un
arrestation	NOM	arrestation
où	PRO:REL	où
qui	PRO:REL	qui
--	PUN	--
savoir	VER:infi	savoir
Bon	ADJ	bon
les	PRO:PER	la|le
les	DET:ART	le
la	PRO:PER	la
caisse	NOM	caisse
suis	VER:pres	suivre|être
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
mon	DET:POS	mon
volontiers	ADV	volontiers
disparaître	VER:infi	disparaître
met	VER:pres	mettre
non	ADV	non
en	PRP	en
<EOS>	<EOS>	<EOS>
Pas	ADV	pas
veut	VER:pres	vouloir
pourrait	VER:cond	pouvoir
,	PUN	,
:	PUN	:
lui	PRO:PER	lui
.	SENT	.
une	DET:ART	un
retrouvons	VER:pres	retrouver
?	SENT	?
en	PRO:PER	en
qui	PRO:REL	qui
était	VER:impf	être
mais	KON	mais
matin	NOM	matin
tandis	KON	tandis
<EOS>	<EOS>	<EOS>
.	SENT	.
demain	ADV	demain
les	DET:ART	le
?	SENT	?
aurait	VER:cond	avoir
,	PUN	,
contrebandiers	NOM	contrebandier
est	VER:pres	être
.	SENT	.
--	PUN	--
l'	DET:ART	le
pour	PRP	pour
à	PRP	à
achetée	VER:pper	acheter
Milon	NAM	milon
,	PUN	,
fait	VER:pper	faire
empêcher	VER:infi	empêcher
,	PUN	,
miss	NOM	miss
préfecture	NOM	préfecture
retrouver	VER:infi	retrouver
la	DET:ART	le
<EOS>	<EOS>	<EOS>
épiant	VER:ppre	épier
,	PUN	,
débarquée	VER:pper	débarquer
?	SENT	?
miss	NOM	miss
détectives	NOM	détective
anglais	ADJ	anglais
par	PRP	par
je	PRO:PER	je
un	DET:ART	un
<EOS>	<EOS>	<EOS>
À	PRP	à
l'	DET:ART	le
Milon	NAM	milon
.	SENT	.
français	ADJ	français
--	PUN	--
--	PUN	--
?	SENT	?
,	PUN	,
t'	PRO:PER	te
que	PRO:REL	que
:	PUN	:
voilà	ADV	voilà
ne	ADV	ne
La	DET:ART	le
Marmouset	NAM	marmouset
.	SENT	.
désapprouverait	VER:cond	désapprouver
adresses	VER:pres	adresser
caisse	NOM	caisse
Milon	NAM	milon
--	PUN	--
où	PRO:REL	où
ce	PRO:DEM	ce
?	SENT	?
tes	DET:POS	ton
les	DET:ART	le
,	PUN	,
,	PUN	,
ordre	NOM	ordre
une	DET:ART	un
de	PRP	de
--	PUN	--
puisqu'ils	NOM	puisqu'ils
Mais	KON	mais
est	VER:pres	être
et	KON	et
la	DET:ART	le
des	PRP:det	du
police	NOM	police
des	PRP:det	du
été	VER:pper	être
deux	NUM	deux
<EOS>	<EOS>	<EOS>
tu	PRO:PER	tu
,	PUN	,
de	PRP	de
aura	VER:futu	avoir
de	PRP	de
<EOS>	<EOS>	<EOS>
ne	ADV	ne
Donc	ADV	donc
retrouver	VER:infi	retrouver
cela	PRO:DEM	cela
un	DET:ART	un
à	PRP	à
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
,	PUN	,
du	PRP:det	du
.	SENT	.
--	PUN	--
anglaise	ADJ	anglais
a-t-elle	ADJ	a-t-elle
plus	ADV	plus
voleur	NOM	voleur
--	PUN	--
gens	NOM	gens
Et	KON	et
ambassade	NOM	ambassade
sont	VER:pres	être
il	PRO:PER	il
la	DET:ART	le
ils	PRO:PER	il
.	SENT	.
aider	VER:infi	aider
.	SENT	.
volerai	VER:futu	voler
nomme	VER:pres	nommer
les	PRO:PER	la|le
je	PRO:PER	je
Sont	VER:pres	être
frontière	NOM	frontière
Ellen	NAM	ellen
veulent	VER:pres	vouloir
dit-il	NOM	dit-il
procurer	VER:infi	procurer
admiration	NOM	admiration
ne	ADV	ne
maître	NOM	maître
t'	PRO:PER	te
ses	DET:POS	son
je	PRO:PER	je
en	PRP	en
<EOS>	<EOS>	<EOS>
ne	ADV	ne
recommandés	VER:pper	recommander
Pourquoi	ADV	pourquoi
,	PUN	,
certain	PRO:IND	certain
--	PUN	--
ce	PRO:DEM	ce
le	DET:ART	le
je	PRO:PER	je
