garçons	NOM	garçon
,	PUN	,
respectable	ADJ	respectable
la	DET:ART	le
crème	NOM	crème
,	PUN	,
en	PRP	en
,	PUN	,
prison	NOM	prison
était	VER:impf	être
et	KON	et
votre	DET:POS	votre
coquins	NOM	coquin
brûla	VER:simp	brûler
mais	KON	mais
jugé	VER:pper	juger
Blanche	NAM	Blanche
on	PRO:PER	on
dire	VER:infi	dire
comme	KON	comme
.	SENT	.
grand-père	NOM	grand-père
--	PUN	--
honnêtes	ADJ	honnête
qu'	PRO:REL	que
des	PRP:det	du
Dieu	NOM	Dieu
s'	PRO:PER	se
pour	KON	pour
guillotiné	VER:pper	guillotiner
faisait	VER:impf	faire
c'	PRO:DEM	ce
mourir	VER:infi	mourir
et	KON	et
,	PUN	,
mettait	VER:impf	mettre
Ô	INT	ô
est	VER:pres	être
c'	PRO:DEM	ce
mon	DET:POS	mon
<SEG>
nourrice	NOM	nourrice
affreux	ADJ	affreux
le	DET:ART	le
bien	ADV	bien
qui	PRO:REL	qui
lui	PRO:PER	lui
douloureuses	ADJ	douloureux
maman	NOM	maman
va	VER:pres	aller
sur	PRP	sur
Oui	INT	oui
c'	PRO:DEM	ce
chère	ADJ	cher
et	KON	et
vu	VER:pper	voir
!	SENT	!
de	PRP	de
un	DET:ART	un
a	VER:pres	avoir
peu	ADV	peu
,	PUN	,
que	KON	que
;	PUN	;
et	KON	et
ce	PRO:DEM	ce
justement	ADV	justement
--	PUN	--
est	VER:pres	être
votre	DET:POS	votre
elle	PRO:PER	elle
très	ADV	très
est	VER:pres	être
cause	NOM	cause
,	PUN	,
à	PRP	à
visage	NOM	visage
triste	ADJ	triste
,	PUN	,
c'	PRO:DEM	ce
cet	PRO:DEM	ce
malheur	NOM	malheur
tant	ADV	tant
grand	ADJ	grand
a	VER:pres	avoir
choses	NOM	chose
affreux	ADJ	affreux
de	PRP	de
air	NOM	air
si	ADV	si
entendu	VER:pper	entendre
<SEG>
tout	ADV	tout
anges	NOM	ange
appétit	NOM	appétit
vous	PRO:PER	vous
comme	KON	comme
je	PRO:PER	je
était	VER:impf	être
cheveux	NOM	cheveu
!	SENT	!
!	SENT	!
un	DET:ART	un
régulier	ADJ	régulier
,	PUN	,
;	PUN	;
petites	ADJ	petit
et	KON	et
avait	VER:impf	avoir
sa	DET:POS	son
un	DET:ART	un
!	SENT	!
elle	PRO:PER	elle
Elle	PRO:PER	elle
un	DET:ART	un
!	SENT	!
première	NUM	premier
jeunesse	NOM	jeunesse
rouge	ADJ	rouge
des	PRP:det	du
mains	NOM	main
qui	PRO:REL	qui
le	PRO:PER	le
champignon	NOM	champignon
dans	PRP	dans
avait	VER:impf	avoir
enfant	NOM	enfant
comme	ADV	comme
pourtant	ADV	pourtant
grasse	ADJ	gras
les	DET:ART	le
elle	PRO:PER	elle
potelées	VER:pper	poteler
Elle	PRO:PER	elle
bien	ADV	bien
venait	VER:impf	venir
tout	ADV	tout
pour	PRP	pour
dis	VER:pres	dire
des	PRP:det	du
,	PUN	,
,	PUN	,
<SEG>
n'	ADV	ne
pour	PRP	pour
un	DET:ART	un
,	PUN	,
importe	VER:pres	importer
moment	NOM	moment
,	PUN	,
,	PUN	,
Mais	KON	mais
si	KON	si
à	PRP	à
voilà	ADV	voilà
que	KON	que
se	PRO:PER	se
tout	PRO:IND	tout
Nourrice	NOM	nourrice
tant	ADV	tant
,	PUN	,
comme	ADV	comme
elle	PRO:PER	elle
--	PUN	--
tuer	VER:infi	tuer
autres	ADJ	autre
le	DET:ART	le
-vous	PRO:PER	vous
qu'	KON	que
me	PRO:PER	me
,	PUN	,
soir	NOM	soir
voyant	VER:ppre	voir
approcher	VER:infi	approcher
son	DET:POS	son
dit	VER:pres	dire
tuer	VER:infi	tuer
monde	NOM	monde
me	PRO:PER	me
met	VER:pres	mettre
suivre	VER:infi	suivre
,	PUN	,
:	PUN	:
!	SENT	!
madame	NOM	madame
on	PRO:PER	on
où	ADV	où
la	DET:ART	le
bien	ADV	bien
comtesse	NOM	comte
d'	DET:ART	de
voulez	VER:pres	vouloir
dernier	ADJ	dernier
<SEG>
la	DET:ART	le
dans	PRP	dans
continua-t-elle	NOM	continua-t-elle
diamants	NOM	diamant
,	PUN	,
et	KON	et
Eh	INT	eh
--	PUN	--
Je	PRO:PER	je
vivre	VER:infi	vivre
cette	PRO:DEM	ce
lune	NOM	lune
prenez	VER:pres	prendre
irons	VER:futu	aller
,	PUN	,
tard	ADV	tard
suivrai	VER:futu	suivre
--	PUN	--
-je	PRO:PER	je
trop	ADV	trop
ma	DET:POS	mon
sera	VER:futu	être
peut-être	ADV	peut-être
,	PUN	,
il	PRO:PER	il
dame	NOM	dame
J'	PRO:PER	je
,	PUN	,
vous	PRO:PER	vous
demain	ADV	demain
nuit	NOM	nuit
.	SENT	.
pays	NOM	pays
nous	PRO:PER	nous
étranger	ADJ	étranger
lui	PRO:PER	lui
sauvons-nous	NOM	sauvons-nous
emporte	VER:pres	emporter
mes	DET:POS	mon
bien	ADV	bien
?	SENT	?
,	PUN	,
en	PRP	en
,	PUN	,
.	SENT	.
ma	DET:POS	mon
fille	NOM	fille
chère	ADJ	cher
,	PUN	,
répondis	VER:simp	répondre
<SEG>
à	PRP	à
que	PRO:REL	que
,	PUN	,
dents	NOM	dent
cher	ADJ	cher
qui	PRO:REL	qui
de	PRP	de
a	VER:pres	avoir
poupon	NOM	poupon
nous	PRO:PER	nous
nous	PRO:PER	nous
château	NOM	château
famille	NOM	famille
Je	PRO:PER	je
petite	ADJ	petit
!	SENT	!
était	VER:impf	être
faisais	VER:impf	faire
!	SENT	!
nous	PRO:PER	nous
à	PRP	à
.	SENT	.
une	DET:ART	un
je	PRO:PER	je
comme	KON	comme
Quitter	VER:infi	quitter
partie	VER:pper	partir
ce	PRO:DEM	ce
la	DET:ART	le
.	SENT	.
C'	PRO:DEM	ce
misère	NOM	misère
la	DET:ART	le
Enfin	ADV	enfin
pourrons	VER:futu	pouvoir
parce	KON	parce
nourrice	NOM	nourrice
beau	ADJ	beau
ses	DET:POS	son
vraie	ADJ	vrai
mon	DET:POS	mon
dis	VER:pres	dire
le	DET:ART	le
malgré	PRP	malgré
la	DET:ART	le
,	PUN	,
fait	VER:pper	faire
,	PUN	,
était	VER:impf	être
de	PRP	de
<SEG>
vrai	ADJ	vrai
de	PRP	de
que	PRO:REL	que
que	KON	que
renfoncer	VER:infi	renfoncer
en	PRO:PER	en
que	KON	que
tant	ADV	tant
;	PUN	;
tâchais	VER:impf	tâcher
sans	PRP	sans
,	PUN	,
,	PUN	,
ma	DET:POS	mon
est	VER:pres	être
mes	DET:POS	mon
il	PRO:PER	il
il	PRO:PER	il
j'	PRO:PER	je
Blanche	NAM	Blanche
,	PUN	,
je	PRO:PER	je
fièvre	NOM	fièvre
avais	VER:impf	avoir
bien	ADV	bien
voyage	NOM	voyage
pas	ADV	pas
sans	PRP	sans
pendant	PRP	pendant
soin	NOM	soin
ne	ADV	ne
,	PUN	,
chère	NOM	chère
je	PRO:PER	je
,	PUN	,
ai	VER:pres	avoir
car	KON	car
dit	VER:pper	dire
convulsions	NOM	convulsion
,	PUN	,
qu'	PRO:REL	que
larmes	NOM	larme
arrivait	VER:impf	arriver
que	KON	que
tant	ADV	tant
je	PRO:PER	je
vous	PRO:PER	vous
pouvais	VER:impf	pouvoir
et	KON	et
de	PRP	de
<SEG>
France	NAM	France
tombait	VER:impf	tomber
pauvre	NOM	pauvre
en	PRO:PER	en
en	PRO:PER	en
personne	NOM	personne
à	PRP	à
fait	VER:pper	faire
ne	ADV	ne
.	SENT	.
était	VER:impf	être
là-haut	ADV	là-haut
moi	PRO:PER	moi
un	NUM	un
bien	ADV	bien
sur	PRP	sur
,	PUN	,
parce	KON	parce
petite	ADJ	petit
,	PUN	,
toute	PRO:IND	tout
pour	PRP	pour
,	PUN	,
ma	DET:POS	mon
qu'	PRO:REL	que
allait	VER:impf	aller
s'	PRO:PER	se
remarquait	VER:impf	remarquer
elle	PRO:PER	elle
malheurs	NOM	malheur
il	PRO:PER	il
était	VER:impf	être
y	PRO:PER	y
pauvre	NOM	pauvre
seule	ADJ	seul
que	KON	que
était	VER:impf	être
,	PUN	,
on	PRO:PER	on
,	PUN	,
qui	PRO:REL	qui
Jacqueline	NAM	Jacqueline
moi	PRO:PER	moi
en	PRP	en
;	PUN	;
il	PRO:PER	il
,	PUN	,
c'	PRO:DEM	ce
avait	VER:impf	avoir
C'	PRO:DEM	ce
<SEG>
:	PUN	:
égal	ADJ	égal
cela	PRO:DEM	cela
sa	DET:POS	son
temps	NOM	temps
mère	NOM	mère
,	PUN	,
la	DET:ART	le
pas	ADV	pas
;	PUN	;
peut	VER:pres	pouvoir
-là	ADV	là
ce	PRO:DEM	ce
une	DET:ART	un
lui	PRO:PER	lui
ne	ADV	ne
entend	VER:pres	entendre
c'	PRO:DEM	ce
elle	PRO:PER	elle
vous	PRO:PER	vous
si	ADV	si
,	PUN	,
on	PRO:PER	on
,	PUN	,
vous	PRO:PER	vous
la	DET:ART	le
dans	PRP	dans
comprendrez	VER:futu	comprendre
cœur	NOM	cœur
sur	PRP	sur
-vous	PRO:PER	vous
arrachait	VER:impf	arracher
n'	ADV	ne
,	PUN	,
mais	KON	mais
raison	NOM	raison
terre	NOM	terre
partir	VER:infi	partir
voir	VER:infi	voir
c'	PRO:DEM	ce
est	VER:pres	être
voyez	VER:pres	voir
le	DET:ART	le
mal	ADV	mal
fille	NOM	fille
et	KON	et
est	VER:pres	être
quand	KON	quand
comme	KON	comme
si	KON	si
<SEG>
les	DET:ART	le
longtemps	ADV	longtemps
larmes	NOM	larme
Jacqueline	NAM	Jacqueline
vous	PRO:PER	vous
.	SENT	.
Chère	NOM	chère
ce	PRO:DEM	ce
cela	PRO:DEM	cela
passé	VER:pper	passer
trompe	VER:pres	tromper
,	PUN	,
penses	VER:pres	penser
,	PUN	,
tendresse	NOM	tendresse
a	VER:pres	avoir
Blanche	NAM	Blanche
il	PRO:PER	il
tu	PRO:PER	tu
est	VER:pres	être
à	PRP	à
tu	PRO:PER	tu
--	PUN	--
pourtant	ADV	pourtant
--	PUN	--
des	PRP:det	du
avant	ADV	avant
:	PUN	:
tout	PRO:IND	tout
enfants	NOM	enfant
des	PRP:det	du
y	PRO:PER	y
qui	PRO:REL	qui
C'	PRO:DEM	ce
pas	ADV	pas
que	KON	que
,	PUN	,
dit	VER:pres	dire
.	SENT	.
encore	ADV	encore
est	VER:pres	être
dans	PRP	dans
aurez	VER:futu	avoir
yeux	NOM	œil
Nounou	NAM	Nounou
quand	KON	quand
bien	ADV	bien
;	PUN	;
avec	PRP	avec
as	VER:pres	avoir
<SEG>
.	SENT	.
C'	PRO:DEM	ce
les	DET:ART	le
.	SENT	.
,	PUN	,
seulement	ADV	seulement
se	PRO:PER	se
je	PRO:PER	je
mère	NOM	mère
présent	ADJ	présent
est	VER:pres	être
ferait	VER:cond	faire
,	PUN	,
aurait	VER:cond	avoir
On	PRO:PER	on
est	VER:pres	être
,	PUN	,
y	PRO:PER	y
pour	PRP	pour
chose	NOM	chose
:	PUN	:
verrais	VER:cond	voir
c'	PRO:DEM	ce
si	KON	si
âge	NOM	âge
,	PUN	,
elle	PRO:PER	elle
toujours	ADV	toujours
pour	PRP	pour
longtemps	ADV	longtemps
,	PUN	,
elle	PRO:PER	elle
dit	VER:pres	dire
ou	KON	ou
,	PUN	,
vécu	VER:pper	vivre
telle	PRO:DEM	tel
la	PRO:PER	la
il	PRO:PER	il
elle	PRO:PER	elle
serait	VER:cond	être
telle	PRO:DEM	tel
mais	KON	mais
elle	PRO:PER	elle
tel	PRO:DEM	tel
autres	ADJ	autre
a	VER:pres	avoir
avait	VER:impf	avoir
là	ADV	là
la	DET:ART	le
<SEG>
histoire	NOM	histoire
reprenons	VER:pres	reprendre
notre	DET:POS	notre
J'	PRO:PER	je
suis	VER:pres	suivre|être
,	PUN	,
pour	PRP	pour
ans	NOM	an
ma	DET:POS	mon
voulez	VER:pres	vouloir
pas	ADV	pas
de	PRP	de
en	PRP	en
les	DET:ART	le
là	ADV	là
pauvre	NOM	pauvre
affaires	NOM	affaire
car	KON	car
peut	VER:pres	pouvoir
pourtant	ADV	pourtant
?	SENT	?
que	PRO:REL	que
maintenant	ADV	maintenant
sommes-nous	NOM	sommes-nous
l'	DET:ART	le
,	PUN	,
ne	ADV	ne
,	PUN	,
savoir	VER:infi	savoir
restées	VER:pper	rester
comment	ADV	comment
mais	KON	mais
Voyons	VER:pres	voir
,	PUN	,
seraient	VER:cond	être
on	PRO:PER	on
et	KON	et
en	PRO:PER	en
où	PRO:REL	où
dire	VER:infi	dire
sonnés	VER:pper	sonner
.	SENT	.
encore	ADV	encore
Jacqueline	NAM	Jacqueline
-vous	PRO:PER	vous
cinquante	ADJ	cinquante
?	SENT	?
se	PRO:PER	se
arrangées	VER:pper	arranger
aurait	VER:cond	avoir
<SEG>
belle	ADJ	beau
tracas	NOM	tracas
.	SENT	.
maman	NOM	maman
en	PRP	en
Nanette	NAM	Nanette
.	SENT	.
treize	NUM	treize
--	PUN	--
de	PRP	de
--	PUN	--
Madame	NOM	Madame
dangers	NOM	danger
comtesse	NOM	comte
Italie	NAM	Italie
,	PUN	,
tant	ADV	tant
.	SENT	.
nous	PRO:PER	nous
,	PUN	,
avait	VER:impf	avoir
chagrin	NOM	chagrin
oui	INT	oui
et	KON	et
Nous	PRO:PER	nous
de	PRP	de
,	PUN	,
de	PRP	de
,	PUN	,
tant	ADV	tant
!	SENT	!
passé	VER:pper	passer
ans	NOM	an
,	PUN	,
où	PRO:REL	où
chagrin	NOM	chagrin
Oh	INT	oh
,	PUN	,
,	PUN	,
histoire	NOM	histoire
bien	ADV	bien
voilà	ADV	voilà
avons	VER:pres	avoir
des	PRP:det	du
après	PRP	après
la	DET:ART	le
des	PRP:det	du
arrivées	VER:pper	arriver
la	DET:ART	le
histoire	NOM	histoire
<SEG>
France	NAM	France
apprendre	VER:infi	apprendre
malheur	NOM	malheur
,	PUN	,
en	PRO:PER	en
mourrait	VER:cond	mourir
voyais	VER:impf	voir
:	PUN	:
état	NOM	état
seule	NOM	seul
je	PRO:PER	je
notre	DET:POS	notre
Et	KON	et
rentrer	VER:infi	rentrer
lui	PRO:PER	lui
grand	ADJ	grand
arrive	VER:pres	arriver
je	PRO:PER	je
me	PRO:PER	me
qu'	PRO:REL	que
toute	PRO:IND	tout
fille	NOM	fille
Si	KON	si
tirer	VER:infi	tirer
;	PUN	;
se	PRO:PER	se
ce	PRO:DEM	ce
je	PRO:PER	je
en	PRP	en
d'	PRP	de
petite	ADJ	petit
elle	PRO:PER	elle
affaire	NOM	affaire
d'	PRP	de
ferai	VER:futu	faire
qu'	PRO:REL	que
avance	NOM	avance
disais	VER:impf	dire
.	SENT	.
puisse	VER:subp	pouvoir
on	PRO:PER	on
afin	KON	afin
avant	PRP	avant
que	PRO:REL	que
sache	VER:subp	savoir
qu'	PRO:REL	que
j'	PRO:PER	je
un	DET:ART	un
elle	PRO:PER	elle
élèverai	VER:futu	élever
<SEG>
de	PRP	de
et	KON	et
et	KON	et
dame	NOM	dame
grande	ADJ	grand
le	DET:ART	le
cela	PRO:DEM	cela
conserver	VER:infi	conserver
être	VER:infi	être
,	PUN	,
lui	PRO:PER	lui
les	DET:ART	le
cas	NOM	cas
j'	PRO:PER	je
comme	KON	comme
je	PRO:PER	je
pauvre	ADJ	pauvre
doit	VER:pres	devoir
sa	DET:POS	son
,	PUN	,
en	PRP	en
les	DET:ART	le
belles	ADJ	beau
arrangeais	VER:impf	arranger
maman	NOM	maman
elle	PRO:PER	elle
temps	NOM	temps
devrait	VER:cond	devoir
les	DET:ART	le
choses	NOM	chose
si	KON	si
une	DET:ART	un
pour	PRP	pour
manières	NOM	manière
où	PRO:REL	où
comme	ADV	comme
de	PRP	de
tâcherai	VER:futu	tâcher
idées	NOM	idée
,	PUN	,
même	ADJ	même
Voilà	ADV	voilà
vivre	VER:infi	vivre
.	SENT	.
et	KON	et
et	KON	et
deviendrait	VER:cond	devenir
elle	PRO:PER	elle
belles	ADJ	beau
exilée	VER:pper	exiler
<SEG>
longtemps	ADV	longtemps
les	DET:ART	le
a	VER:pres	avoir
mon	DET:POS	mon
.	SENT	.
enfant	NOM	enfant
toujours	ADV	toujours
mal	ADJ	mal
.	SENT	.
crois	VER:pres	croire
dame	NOM	dame
chère	ADJ	cher
?	SENT	?
est	VER:pres	être
n'	ADV	ne
devant	PRP	devant
elle	PRO:PER	elle
avait	VER:impf	avoir
Est	VER:pres	être
,	PUN	,
morte	VER:pper	mourir
pas	ADV	pas
de	PRP	de
le	DET:ART	le
qu'	PRO:REL	que
je	PRO:PER	je
Non	ADV	non
yeux	NOM	œil
spectacle	NOM	spectacle
maman	NOM	maman
--	PUN	--
--	PUN	--
chagrin	ADJ	chagrin
-ce	PRO:DEM	ce
suite	NOM	suite
bonne	ADJ	bon
tout	NOM	tout
ce	PRO:DEM	ce
que	KON	que
elle	PRO:PER	elle
?	SENT	?
Et	KON	et
langui	VER:pper	languir
de	PRP	de
était	VER:impf	être
,	PUN	,
,	PUN	,
La	DET:ART	le
trop	ADV	trop
même	ADJ	même
<SEG>
je	PRO:PER	je
en	PRP	en
.	SENT	.
voir	VER:infi	voir
vin	NOM	vin
et	KON	et
et	KON	et
l'	DET:ART	le
remarquai	VER:simp	remarquer
elle	PRO:PER	elle
,	PUN	,
;	PUN	;
prison	NOM	prison
que	KON	que
sang	NOM	sang
entendre	VER:infi	entendre
Enfin	ADV	enfin
de	PRP	de
insultait	VER:impf	insulter
frappé	VER:pper	frapper
populace	NOM	populace
voyait	VER:impf	voir
qu'	PRO:REL	que
,	PUN	,
appeler	VER:infi	appeler
esprit	NOM	esprit
eu	VER:pper	avoir
souffrir	VER:infi	souffrir
tellement	ADV	tellement
de	PRP	de
secours	NOM	secours
,	PUN	,
mari	NOM	mari
,	PUN	,
ivre	ADJ	ivre
croyait	VER:impf	croire
elle	PRO:PER	elle
une	DET:ART	un
elle	PRO:PER	elle
emmener	VER:infi	emmener
mourir	VER:infi	mourir
en	PRP	en
au	PRP:det	au
son	DET:POS	son
puis	ADV	puis
le	PRO:PER	le
elle	PRO:PER	elle
l'	PRO:PER	la|le
,	PUN	,
avait	VER:impf	avoir
<SEG>
une	DET:ART	un
L'	DET:ART	le
lui	PRO:PER	lui
était	VER:impf	être
dans	PRP	dans
la	DET:ART	le
quand	KON	quand
,	PUN	,
,	PUN	,
ni	KON	ni
faisait	VER:impf	faire
total	ADJ	total
On	PRO:PER	on
dame	NOM	dame
présent	NOM	présent
dit	VER:pper	dire
.	SENT	.
le	DET:ART	le
force	NOM	force
changement	NOM	changement
charge	NOM	charge
peur	NOM	peur
plus	ADV	plus
et	KON	et
n'	ADV	ne
aurait	VER:cond	avoir
de	PRP	de
lui	PRO:PER	lui
était	VER:impf	être
ni	KON	ni
âgée	ADJ	âgé
tant	ADV	tant
,	PUN	,
avenir	NOM	avenir
elle	PRO:PER	elle
,	PUN	,
dans	PRP	dans
,	PUN	,
baissait	VER:impf	baisser
corps	NOM	corps
volonté	NOM	volonté
un	DET:ART	un
;	PUN	;
le	DET:ART	le
je	PRO:PER	je
.	SENT	.
elle	PRO:PER	elle
ayant	VER:ppre	avoir
à	PRP	à
usée	VER:pper	user
<SEG>
si	ADV	si
une	DET:ART	un
pénible	ADJ	pénible
pour	PRP	pour
où	PRO:REL	où
Madame	NOM	Madame
notre	DET:POS	notre
:	PUN	:
est	VER:pres	être
c'	PRO:DEM	ce
elle	PRO:PER	elle
et	KON	et
idée	NOM	idée
soi	PRO:PER	soi
remplace	VER:pres	remplacer
seule	ADJ	seul
comtesse	NOM	comte
toute	PRO:IND	tout
idée	NOM	idée
donnais	VER:impf	donner
plus	ADV	plus
dit	VER:pper	dire
fini	VER:pper	finir
pour	PRP	pour
!	SENT	!
j'	PRO:PER	je
ai	VER:pres	avoir
souriait	VER:impf	sourire
,	PUN	,
restée	VER:pper	rester
n'	ADV	ne
l'	DET:ART	le
.	SENT	.
autres	ADJ	autre
état	NOM	état
la	DET:ART	le
aperçoit	VER:pres	apercevoir
,	PUN	,
dans	PRP	dans
cet	PRO:DEM	ce
où	PRO:REL	où
les	DET:ART	le
Alors	ADV	alors
on	PRO:PER	on
lui	PRO:PER	lui
ne	ADV	ne
plus	ADV	plus
est	VER:pres	être
,	PUN	,
enfant	NOM	enfant
<SEG>
côté	NOM	côté
vous	PRO:PER	vous
le	DET:ART	le
soin	NOM	soin
les	DET:ART	le
que	KON	que
ainsi	ADV	ainsi
le	PRO:PER	le
pas	ADV	pas
toujours	ADV	toujours
;	PUN	;
maladie	NOM	maladie
a	VER:pres	avoir
choisir	VER:infi	choisir
on	PRO:PER	on
Dieu	NOM	Dieu
se	PRO:PER	se
bon	ADJ	bon
qui	PRO:REL	qui
et	KON	et
veut	VER:pres	vouloir
,	PUN	,
exprès	ADJ	exprès
années	NOM	année
joies	NOM	joie
,	PUN	,
du	PRP:det	du
pire	ADJ	pire
ça	PRO:DEM	cela
petites	ADJ	petit
de	PRP	de
fait	VER:pres	faire
on	PRO:PER	on
.	SENT	.
parce	KON	parce
on	PRO:PER	on
Plusieurs	PRO:IND	plusieurs
la	DET:ART	le
c'	PRO:DEM	ce
,	PUN	,
ménage	VER:pres	ménager
qu'	PRO:REL	que
même	ADJ	même
ne	ADV	ne
regarde	VER:pres	regarder
le	DET:ART	le
bien	ADV	bien
est	VER:pres	être
qu'	PRO:REL	que
passèrent	VER:simp	passer
<SEG>
et	KON	et
de	PRP	de
l'	DET:ART	le
les	DET:ART	le
position	NOM	position
,	PUN	,
évitais	VER:impf	éviter
,	PUN	,
malheur	NOM	malheur
plus	ADV	plus
elle	PRO:PER	elle
son	DET:POS	son
contentât	VER:subi	contenter
que	KON	que
la	DET:ART	le
croyait	VER:impf	croire
sa	DET:POS	son
toutes	PRO:IND	tout
facilement	ADV	facilement
étaient	VER:impf	être
âge	NOM	âge
l'	DET:ART	le
sentait	VER:impf	sentir
voir	VER:infi	voir
elle	PRO:PER	elle
qu'	KON	que
ne	ADV	ne
Athénaïs	NOM	Athénaïs
avant	PRP	avant
Mais	KON	mais
arriva	VER:simp	arriver
j'	PRO:PER	je
âge	NOM	âge
comme	ADV	comme
se	PRO:PER	se
mamans	NOM	maman
et	KON	et
:	PUN	:
de	PRP	de
.	SENT	.
pas	ADV	pas
des	PRP:det	du
heureux	ADJ	heureux
lui	PRO:PER	lui
sienne	PRO:POS	sien
afin	KON	afin
,	PUN	,
faire	VER:infi	faire
enfants	NOM	enfant
,	PUN	,
<SEG>
,	PUN	,
moi	PRO:PER	moi
tu	PRO:PER	tu
nourrice	NOM	nourrice
à	PRP	à
...	PUN	...
!	SENT	!
beaucoup	ADV	beaucoup
.	SENT	.
continue	VER:pres	continuer
que	PRO:REL	que
personne	NOM	personne
et	KON	et
Je	PRO:PER	je
à	PRP	à
nommé	VER:pper	nommer
?	SENT	?
pour	PRP	pour
--	PUN	--
ignorent	VER:pres	ignorer
une	DET:ART	un
ans	NOM	an
passant	VER:ppre	passer
dis	VER:pres	dire
douze	NUM	douze
cela	PRO:DEM	cela
L'	DET:ART	le
huit	NUM	huit
ans	NOM	an
à	PRP	à
beaucoup	ADV	beaucoup
comprit	VER:simp	comprendre
ai	VER:pres	avoir
.	SENT	.
en	PRP	en
Comment	ADV	comment
Je	PRO:PER	je
--	PUN	--
en	PRO:PER	en
donc	ADV	donc
enfant	NOM	enfant
Oh	NAM	Oh
précoce	ADJ	précoce
n'	ADV	ne
.	SENT	.
ce	PRO:DEM	ce
pour	KON	pour
même	ADV	même
raison	NOM	raison
treize	NUM	treize
<SEG>
France	NAM	France
dit	VER:pres	dire
plus	ADV	plus
vous	PRO:PER	vous
en	PRP	en
encore	ADV	encore
à	PRP	à
pendant	VER:ppre	pendre
vivez	VER:pres	vivre
propriété	NOM	propriété
,	PUN	,
bien	ADV	bien
laquelle	PRO:REL	lequel
avait	VER:impf	avoir
grimaces	NOM	grimace
si	ADV	si
vendue	VER:pper	vendre
été	VER:pper	être
comme	KON	comme
longtemps	ADV	longtemps
,	PUN	,
n'	ADV	ne
,	PUN	,
nous	PRO:PER	nous
dans	PRP	dans
des	PRP:det	du
dans	PRP	dans
pour	PRP	pour
pas	ADV	pas
que	KON	que
Cette	PRO:DEM	ce
trop	ADV	trop
Eh	INT	eh
pays	NOM	pays
belle	ADJ	beau
vous	PRO:PER	vous
,	PUN	,
on	PRO:PER	on
était	VER:impf	être
étions	VER:impf	être
on	PRO:PER	on
plaindre	VER:infi	plaindre
mon	DET:POS	mon
.	SENT	.
que	KON	que
malheureuses	ADJ	malheureux
.	SENT	.
c'	PRO:DEM	ce
bien	ADV	bien
écoutiez	VER:impf	écouter
<SEG>
;	PUN	;
notre	DET:POS	notre
temps	NOM	temps
presque	ADV	presque
,	PUN	,
argent	NOM	argent
vivant	VER:ppre	vivre
quoique	KON	quoique
l'	DET:ART	le
dans	PRP	dans
rien	ADV	rien
une	DET:ART	un
somme	NOM	somme
bien	ADV	bien
était	VER:impf	être
provenant	VER:ppre	provenir
tout	PRO:IND	tout
,	PUN	,
avions	VER:impf	avoir
,	PUN	,
ça	PRO:DEM	cela
est-à-dire	ADV	est-à-dire
envers	NOM	envers
pour	PRP	pour
-là	ADV	là
de	PRP	de
étroit	ADJ	étroit
autres	ADJ	autre
en	PRP	en
l'	DET:ART	le
nous	PRO:PER	nous
très	ADV	très
faible	ADJ	faible
parce	KON	parce
d'	PRP	de
ce	PRO:DEM	ce
,	PUN	,
c'	PRO:DEM	ce
Nous	PRO:PER	nous
à	PRP	à
ressources	NOM	ressource
les	DET:ART	le
,	PUN	,
que	KON	que
.	SENT	.
comme	ADV	comme
à	PRP	à
épuisé	VER:pper	épuiser
Italie	NAM	Italie
était	VER:impf	être
<SEG>
pour	PRP	pour
n'	ADV	ne
vous	PRO:PER	vous
diamants	NOM	diamant
il	PRO:PER	il
;	PUN	;
enfant	NOM	enfant
,	PUN	,
malade	ADJ	malade
Quant	PRP	quant
du	PRP:det	du
dans	PRP	dans
procurer	VER:infi	procurer
le	DET:ART	le
argenterie	NOM	argenterie
était	VER:impf	être
notre	DET:POS	notre
je	PRO:PER	je
moins	ADV	moins
vie	NOM	vie
?	SENT	?
aux	PRP:det	au
nécessaire	ADJ	nécessaire
puis	ADV	puis
chère	NOM	chère
et	KON	et
pas	ADV	pas
,	PUN	,
nos	DET:POS	notre
dans	PRP	dans
courage	NOM	courage
restait-il	NOM	restait-il
délicatesses	NOM	délicatesse
assurer	VER:infi	assurer
la	DET:ART	le
la	DET:ART	le
mais	KON	mais
nourrice	NOM	nourrice
en	PRO:PER	en
l'	DET:ART	le
et	KON	et
soigner	VER:infi	soigner
au	PRP:det	au
de	PRP	de
.	SENT	.
question	NOM	question
que	KON	que
et	KON	et
lui	PRO:PER	lui
de	PRP	de
<SEG>
les	DET:ART	le
.	SENT	.
devait-elle	VER:impf	devait-elle
votre	DET:POS	votre
mon	DET:POS	mon
?	SENT	?
consolations	NOM	consolation
cette	PRO:DEM	ce
à	PRP	à
enfant	NOM	enfant
?	SENT	?
,	PUN	,
à	PRP	à
,	PUN	,
petite	NOM	petit
respectable	ADJ	respectable
-moi	PRO:PER	moi
devait-elle	VER:impf	devait-elle
dix	NUM	dix
consolations	NOM	consolation
toutes	PRO:IND	tout
Écoutez	VER:pres	écouter
qui	PRO:REL	qui
eu	VER:pper	avoir
Oui	INT	oui
à	PRP	à
À	PRP	à
triste	ADJ	triste
état	NOM	état
ans	NOM	an
,	PUN	,
les	PRO:PER	la|le
ces	PRO:DEM	ce
maîtresse	NOM	maître|maîtresse
.	SENT	.
les	PRO:PER	la|le
