s’écria	VER:simp	s’écria
d’ailleurs	NOM	d’ailleurs
semblait	VER:impf	sembler
sirops	NOM	sirop
vie	NOM	vie
<SEG>
bon	ADJ	bon
un	NUM	un
bonne	ADJ	bon
sirop	NOM	sirop
Avec	NAM	Avec
ou	KON	ou
.	SENT	.
»	PUN:cit	»
une	DET:ART	un
liqueurs	NOM	liqueur
<SEG>
fortune	NOM	fortune
.	SENT	.
liqueur	NOM	liqueur
»	PUN:cit	»
fait	VER:pres	faire
souvent	ADV	souvent
disait-il	VER:impf	disait-il
,	PUN	,
on	PRO:PER	on
,	PUN	,
<SEG>
inventé	VER:pper	inventer
sans	PRP	sans
Il	PRO:PER	il
préparations	NOM	préparation
avait	VER:impf	avoir
des	PRP:det	du
de	PRP	de
parvenir	VER:infi	parvenir
sucrées	VER:pper	sucrer
centaines	NOM	centaine
<SEG>
affirmait	VER:impf	affirmer
en	PRO:PER	en
Marowsko	NAM	Marowsko
seule	ADJ	seul
.	SENT	.
une	DET:ART	un
Pierre	NAM	Pierre
à	PRP	à
lancer	VER:infi	lancer
que	KON	que
<SEG>
furent	VER:simp	être
à	PRP	à
verres	NOM	verre
Marat	NAM	Marat
le	PRO:PER	le
faisait	VER:impf	faire
penser	VER:infi	penser
Deux	NUM	deux
petits	ADJ	petit
.	SENT	.
<SEG>
préparations	NOM	préparation
sur	PRP	sur
la	DET:ART	le
et	KON	et
dans	PRP	dans
pris	VER:pper	prendre
apportés	VER:pper	apporter
l’arrière-boutique	ADJ	l’arrière-boutique
aux	PRP:det	au
planche	NOM	planche
<SEG>
l’élevant	VER:ppre	l’élevant
vers	PRP	vers
en	PRP	en
les	DET:ART	le
hommes	NOM	homme
;	PUN	;
examinèrent	VER:simp	examiner
deux	NUM	deux
le	DET:ART	le
puis	ADV	puis
<SEG>
gaz	NOM	gaz
la	DET:ART	le
Joli	NAM	Joli
«	PUN:cit	«
rubis	NOM	rubis
coloration	NOM	coloration
.	SENT	.
du	PRP:det	du
!	SENT	!
liquide	NOM	liquide
<SEG>
La	DET:ART	le
-ce	PRO:DEM	ce
déclara	VER:simp	déclarer
?	SENT	?
N’est	NAM	N’est
pas	ADV	pas
.	SENT	.
--	PUN	--
»	PUN:cit	»
Pierre	NAM	Pierre
<SEG>
Polonais	NAM	Polonais
perroquet	NOM	perroquet
ravie	VER:pper	ravir
de	PRP	de
Le	DET:ART	le
.	SENT	.
du	PRP:det	du
vieille	ADJ	vieux
semblait	VER:impf	sembler
tête	NOM	tête
<SEG>
,	PUN	,
goûta	VER:simp	goûter
de	PRP	de
réfléchit	VER:pres	réfléchir
nouveau	ADJ	nouveau
,	PUN	,
goûta	VER:simp	goûter
docteur	NOM	docteur
,	PUN	,
savoura	VER:simp	savourer
<SEG>
,	PUN	,
«	PUN:cit	«
bon	ADJ	bon
prononça	VER:simp	prononcer
:	PUN	:
encore	ADV	encore
réfléchit	VER:pres	réfléchir
et	KON	et
se	PRO:PER	se
Très	NAM	Très
<SEG>
très	ADV	très
bon	ADJ	bon
comme	KON	comme
,	PUN	,
très	ADV	très
;	PUN	;
,	PUN	,
et	KON	et
neuf	ADJ	neuf
saveur	NOM	saveur
<SEG>
vraiment	ADV	vraiment
--	PUN	--
Ah	INT	ah
cher	ADJ	cher
!	SENT	!
mon	DET:POS	mon
!	SENT	!
une	DET:ART	un
trouvaille	NOM	trouvaille
,	PUN	,
<SEG>
je	PRO:PER	je
,	PUN	,
suis	VER:pres	suivre|être
demanda	VER:simp	demander
bien	ADV	bien
content	ADJ	content
»	PUN:cit	»
.	SENT	.
Marowsko	NAM	Marowsko
Alors	NAM	Alors
<SEG>
voulait	VER:impf	vouloir
la	DET:ART	le
;	PUN	;
pour	PRP	pour
il	PRO:PER	il
l’appeler	VER:infi	l’appeler
conseil	NOM	conseil
liqueur	NOM	liqueur
nouvelle	ADJ	nouveau
baptiser	VER:infi	baptiser
<SEG>
fine	ADJ	fin
de	PRP	de
bien	ADV	bien
groseille	NOM	groseille
,	PUN	,
«	PUN:cit	«
»	PUN:cit	»
essence	NOM	essence
ou	KON	ou
«	PUN:cit	«
<SEG>
»	PUN:cit	»
ou	KON	ou
,	PUN	,
«	PUN:cit	«
bien	ADV	bien
ou	KON	ou
,	PUN	,
groseille	NOM	groseille
»	PUN:cit	»
groselia	NOM	groselia
<SEG>
groséline	NOM	groséline
aucun	PRO:IND	aucun
.	SENT	.
n’approuvait	VER:impf	n’approuvait
ces	PRO:DEM	ce
«	PUN:cit	«
bien	ADV	bien
de	PRP	de
»	PUN:cit	»
Pierre	NAM	Pierre
<SEG>
idée	NOM	idée
vieux	NOM	vieux
une	DET:ART	un
.	SENT	.
Ce	NAM	Ce
:	PUN	:
«	PUN:cit	«
noms	NOM	nom
Le	DET:ART	le
eut	VER:simp	avoir
<SEG>
tout	ADV	tout
bon	ADJ	bon
est	VER:pres	être
avez	VER:pres	avoir
à	PRP	à
que	KON	que
vous	PRO:PER	vous
dit	VER:pper	dire
très	ADV	très
l’heure	NOM	l’heure
<SEG>
,	PUN	,
.	SENT	.
bon	ADJ	bon
»	PUN:cit	»
»	PUN:cit	»
très	ADV	très
rubis	NOM	rubis
«	PUN:cit	«
Joli	NAM	Joli
:	PUN	:
<SEG>
de	PRP	de
,	PUN	,
nom	NOM	nom
encore	ADV	encore
contesta	VER:simp	contester
Le	DET:ART	le
valeur	NOM	valeur
la	DET:ART	le
ce	PRO:DEM	ce
docteur	NOM	docteur
<SEG>
«	PUN:cit	«
l’eût	VER:subi	l’eût
qu’il	NOM	qu’il
et	KON	et
bien	ADV	bien
,	PUN	,
conseilla	VER:simp	conseiller
simplement	ADV	simplement
trouvé	VER:pper	trouver
il	PRO:PER	il
<SEG>
déclara	VER:simp	déclarer
,	PUN	,
Puis	ADV	puis
admirable	ADJ	admirable
Marowsko	NAM	Marowsko
ils	PRO:PER	il
groseillette	NOM	groseillette
que	PRO:REL	que
.	SENT	.
»	PUN:cit	»
<SEG>
sans	PRP	sans
minutes	NOM	minute
demeurèrent	VER:simp	demeurer
se	PRO:PER	se
assis	VER:pper	asseoir
quelques	PRO:IND	quelque
,	PUN	,
turent	VER:simp	taire
et	KON	et
prononcer	VER:infi	prononcer
<SEG>
.	SENT	.
un	DET:ART	un
sous	PRP	sous
Pierre	NAM	Pierre
,	PUN	,
bec	NOM	bec
mot	NOM	mot
de	PRP	de
l’unique	ADJ	l’unique
gaz	NOM	gaz
<SEG>
Tiens	NAM	Tiens
malgré	PRP	malgré
,	PUN	,
lui	PRO:PER	lui
,	PUN	,
enfin	ADV	enfin
,	PUN	,
presque	ADV	presque
«	PUN:cit	«
:	PUN	:
<SEG>
chose	NOM	chose
bizarre	ADJ	bizarre
,	PUN	,
arrivé	VER:pper	arriver
il	PRO:PER	il
est	VER:pres	être
nous	PRO:PER	nous
une	DET:ART	un
assez	ADV	assez
ce	PRO:DEM	ce
<SEG>
de	PRP	de
mon	DET:POS	mon
en	PRO:PER	en
Un	NOM	un
père	NOM	père
.	SENT	.
amis	NOM	ami
des	PRP:det	du
soir	NOM	soir
,	PUN	,
<SEG>
frère	NOM	frère
mourant	VER:ppre	mourir
à	PRP	à
a	VER:pres	avoir
sa	DET:POS	son
.	SENT	.
,	PUN	,
mon	DET:POS	mon
laissé	VER:pper	laisser
fortune	NOM	fortune
<SEG>
comprendre	VER:infi	comprendre
»	PUN:cit	»
pharmacien	NOM	pharmacien
pas	ADV	pas
suite	NOM	suite
ne	ADV	ne
Le	DET:ART	le
de	PRP	de
sembla	VER:simp	sembler
tout	ADV	tout
<SEG>
avoir	VER:infi	avoir
songé	VER:pper	songer
il	PRO:PER	il
,	PUN	,
,	PUN	,
que	KON	que
après	PRP	après
espéra	VER:simp	espérer
mais	KON	mais
,	PUN	,
<SEG>
Quand	KON	quand
docteur	NOM	docteur
par	PRP	par
eut	VER:simp	avoir
le	DET:ART	le
chose	NOM	chose
moitié	NOM	moitié
la	DET:ART	le
.	SENT	.
héritait	VER:impf	hériter
<SEG>
il	PRO:PER	il
été	VER:pper	être
fâché	VER:pper	fâcher
et	KON	et
;	PUN	;
parut	VER:simp	paraître
bien	ADV	bien
surpris	VER:pper	surprendre
expliquée	VER:pper	expliquer
,	PUN	,
<SEG>
son	DET:POS	son
de	PRP	de
mécontentement	NOM	mécontentement
pour	PRP	pour
et	KON	et
jeune	ADJ	jeune
exprimer	VER:infi	exprimer
ami	NOM	ami
son	DET:POS	son
voir	VER:infi	voir
<SEG>
ne	ADV	ne
«	PUN:cit	«
:	PUN	:
,	PUN	,
plusieurs	PRO:IND	plusieurs
il	PRO:PER	il
Ça	VER:simp	Ça
sacrifié	VER:pper	sacrifier
fois	NOM	foi|fois
répéta	VER:simp	répéter
<SEG>
fera	VER:futu	faire
bon	ADJ	bon
que	KON	que
.	SENT	.
pas	ADV	pas
Pierre	NAM	Pierre
effet	NOM	effet
un	DET:ART	un
»	PUN:cit	»
,	PUN	,
<SEG>
reprenait	VER:impf	reprendre
ce	PRO:DEM	ce
que	KON	que
entendait	VER:impf	entendre
voulut	VER:simp	vouloir
Marowsko	NAM	Marowsko
énervement	NOM	énervement
,	PUN	,
savoir	VER:infi	savoir
son	DET:POS	son
<SEG>
un	DET:ART	un
phrase	NOM	phrase
par	PRP	par
ferait-il	VER:cond	ferait-il
ne	ADV	ne
pas	ADV	pas
Pourquoi	ADV	pourquoi
cette	PRO:DEM	ce
.	SENT	.
cela	VER:simp	celer
<SEG>
mauvais	ADJ	mauvais
pouvait	VER:impf	pouvoir
effet	NOM	effet
effet	NOM	effet
résulter	VER:infi	résulter
Quel	PRO:REL	quel
bon	ADJ	bon
?	SENT	?
ce	PRO:DEM	ce
de	PRP	de
<SEG>
d’un	ADJ	d’un
héritait	VER:impf	hériter
ami	ADJ	ami
fortune	NOM	fortune
de	PRP	de
frère	NOM	frère
que	KON	que
son	DET:POS	son
la	DET:ART	le
la	DET:ART	le
<SEG>
famille	NOM	famille
,	PUN	,
circonspect	ADJ	circonspect
le	DET:ART	le
s’expliqua	VER:simp	s’expliqua
,	PUN	,
bonhomme	NOM	bonhomme
ne	ADV	ne
?	SENT	?
Mais	KON	mais
<SEG>
on	PRO:PER	on
Dans	VER:infi	Dans
«	PUN:cit	«
-là	ADV	là
ce	PRO:DEM	ce
.	SENT	.
cas	NOM	cas
pas	ADV	pas
davantage	ADV	davantage
laisse	VER:pres	laisser
<SEG>
ça	PRO:DEM	cela
je	PRO:PER	je
aux	PRP:det	au
frères	NOM	frère
,	PUN	,
que	KON	que
dis	VER:pres	dire
deux	NUM	deux
vous	PRO:PER	vous
également	ADV	également
<SEG>
effet	NOM	effet
le	DET:ART	le
pas	ADV	pas
un	DET:ART	un
.	SENT	.
bon	ADJ	bon
fera	VER:futu	faire
ne	ADV	ne
Et	VER:ppre	Et
»	PUN:cit	»
<SEG>
,	PUN	,
rentra	VER:simp	rentrer
,	PUN	,
,	PUN	,
docteur	NOM	docteur
impatienté	VER:pper	impatienter
dans	PRP	dans
s’en	ADJ	s’en
alla	VER:simp	aller
la	DET:ART	le
<SEG>
temps	NOM	temps
paternelle	ADJ	paternel
se	PRO:PER	se
Pendant	PRP	pendant
,	PUN	,
.	SENT	.
et	KON	et
quelque	PRO:IND	quelque
coucha	VER:simp	coucher
maison	NOM	maison
<SEG>
voisine	ADJ	voisin
qui	PRO:REL	qui
entendit	VER:simp	entendre
dans	PRP	dans
la	DET:ART	le
chambre	NOM	chambre
Jean	NAM	Jean
il	PRO:PER	il
marchait	VER:impf	marcher
doucement	ADV	doucement
<SEG>
bu	VER:pper	boire
verres	NOM	verre
après	PRP	après
s’endormit	VER:simp	s’endormit
avoir	VER:infi	avoir
deux	NUM	deux
d’eau	NOM	d’eau
il	PRO:PER	il
puis	ADV	puis
,	PUN	,
<SEG>
lendemain	NOM	lendemain
docteur	NOM	docteur
se	PRO:PER	se
Le	DET:ART	le
.	SENT	.
3	NUM	@card@
réveilla	VER:simp	réveiller
Chapitre	NOM	chapitre
avec	PRP	avec
le	DET:ART	le
<SEG>
fortune	NOM	fortune
Plusieurs	PRO:IND	plusieurs
faire	VER:infi	faire
la	DET:ART	le
résolution	NOM	résolution
fois	NOM	foi|fois
bien	ADV	bien
.	SENT	.
arrêtée	VER:pper	arrêter
de	PRP	de
<SEG>
la	DET:ART	le
détermination	NOM	détermination
déjà	ADV	déjà
pris	VER:pper	prendre
avait	VER:impf	avoir
il	PRO:PER	il
cette	PRO:DEM	ce
sans	KON	sans
poursuivre	VER:infi	poursuivre
en	PRP	en
<SEG>
de	PRP	de
de	PRP	de
tentatives	NOM	tentative
.	SENT	.
ses	DET:POS	son
réalité	NOM	réalité
Au	PRP:det	au
toutes	PRO:IND	tout
début	NOM	début
carrière	NOM	carrière
<SEG>
richesse	NOM	richesse
ses	DET:POS	son
,	PUN	,
l’espoir	NOM	l’espoir
de	PRP	de
vite	ADV	vite
soutenait	VER:impf	soutenir
la	DET:ART	le
nouvelle	ADJ	nouveau
acquise	ADJ	acquis
<SEG>
confiance	NOM	confiance
premier	NUM	premier
premier	NUM	premier
,	PUN	,
obstacle	NOM	obstacle
jusqu’au	NOM	jusqu’au
efforts	NOM	effort
sa	DET:POS	son
et	KON	et
jusqu’au	NOM	jusqu’au
<SEG>
une	DET:ART	un
qui	PRO:REL	qui
dans	PRP	dans
échec	NOM	échec
nouvelle	ADJ	nouveau
.	SENT	.
Enfoncé	VER:pper	enfoncer
jetait	VER:impf	jeter
le	PRO:PER	le
voie	NOM	voie
<SEG>
il	PRO:PER	il
les	DET:ART	le
lit	NOM	lit
chauds	ADJ	chaud
,	PUN	,
son	DET:POS	son
méditait	VER:impf	méditer
entre	PRP	entre
draps	NOM	drap
dans	PRP	dans
<SEG>
étaient	VER:impf	être
devenus	VER:pper	devenir
.	SENT	.
de	PRP	de
de	PRP	de
millionnaires	ADJ	millionnaire
Combien	ADV	combien
en	PRP	en
peu	ADV	peu
médecins	NOM	médecin
<SEG>
!	SENT	!
Il	PRO:PER	il
suffisait	VER:impf	suffire
grain	NOM	grain
car	KON	car
,	PUN	,
savoir-faire	NOM	savoir-faire
temps	NOM	temps
d’un	ADJ	d’un
de	PRP	de
<SEG>
dans	PRP	dans
cours	NOM	cour|cours
ses	DET:POS	son
études	NOM	étude
,	PUN	,
le	DET:ART	le
il	PRO:PER	il
,	PUN	,
avait	VER:impf	avoir
de	PRP	de
<SEG>
professeurs	NOM	professeur
et	KON	et
les	PRO:PER	la|le
les	DET:ART	le
pu	VER:pper	pouvoir
,	PUN	,
apprécier	VER:infi	apprécier
plus	ADV	plus
il	PRO:PER	il
célèbres	ADJ	célèbre
<SEG>
autant	ADV	autant
,	PUN	,
il	PRO:PER	il
valait	VER:impf	valoir
qu’eux	ADJ	qu’eux
.	SENT	.
Certes	ADV	certes
jugeait	VER:impf	juger
ânes	NOM	âne
des	PRP:det	du
<SEG>
mieux	ADV	mieux
sinon	KON	sinon
.	SENT	.
quelconque	ADJ	quelconque
moyen	NOM	moyen
à	PRP	à
S’il	NAM	S’il
un	DET:ART	un
par	PRP	par
parvenait	VER:impf	parvenir
<SEG>
et	KON	et
Havre	NAM	Havre
capter	VER:infi	capter
du	PRP:det	du
riche	ADJ	riche
élégante	ADJ	élégant
la	DET:ART	le
clientèle	NOM	clientèle
il	PRO:PER	il
,	PUN	,
<SEG>
cent	NUM	cent
pouvait	VER:impf	pouvoir
mille	NUM	mille
par	PRP	par
an	NOM	an
avec	PRP	avec
gagner	VER:infi	gagner
francs	NOM	franc
facilité	NOM	facilité
.	SENT	.
<SEG>
gains	NOM	gain
,	PUN	,
façon	NOM	façon
il	PRO:PER	il
Et	KON	et
précise	ADJ	précis
,	PUN	,
calculait	VER:impf	calculer
les	DET:ART	le
d’une	NOM	d’une
<SEG>
matin	NOM	matin
assurés	VER:pper	assurer
sortirait	VER:cond	sortir
.	SENT	.
,	PUN	,
,	PUN	,
irait	VER:cond	aller
il	PRO:PER	il
Le	DET:ART	le
il	PRO:PER	il
<SEG>
malades	NOM	malade
la	DET:ART	le
ses	DET:POS	son
En	PRP	en
,	PUN	,
chez	PRP	chez
bien	ADV	bien
moyenne	ADJ	moyen
prenant	VER:ppre	prendre
.	SENT	.
<SEG>
,	PUN	,
de	PRP	de
francs	NOM	franc
jour	NOM	jour
vingt	NUM	vingt
,	PUN	,
dix	NUM	dix
à	PRP	à
faible	ADJ	faible
par	PRP	par
<SEG>
au	PRP:det	au
lui	PRO:PER	lui
,	PUN	,
ferait	VER:cond	faire
minimum	NOM	minimum
,	PUN	,
cela	PRO:DEM	cela
l’un	ADJ	l’un
,	PUN	,
soixante-douze	NUM	soixante-douze
<SEG>
mille	NUM	mille
francs	ADJ	franc
an	NOM	an
soixante-quinze	NUM	soixante-quinze
,	PUN	,
,	PUN	,
,	PUN	,
même	ADV	même
par	PRP	par
mile	NOM	mile
<SEG>
la	DET:ART	le
le	DET:ART	le
à	PRP	à
dix	NUM	dix
de	PRP	de
chiffre	NOM	chiffre
inférieur	ADJ	inférieur
malades	NOM	malade
était	VER:impf	être
car	KON	car
<SEG>
midi	NOM	midi
réalisation	NOM	réalisation
dans	PRP	dans
Après	PRP	après
,	PUN	,
recevrait	VER:cond	recevoir
son	DET:POS	son
certaine	ADJ	certain
.	SENT	.
il	PRO:PER	il
<SEG>
à	PRP	à
moyenne	ADJ	moyen
dix	NUM	dix
francs	NOM	franc
autre	ADJ	autre
visiteurs	NOM	visiteur
de	PRP	de
cabinet	NOM	cabinet
une	DET:ART	un
dix	NUM	dix
<SEG>
cent	NUM	cent
francs	ADJ	franc
vingt	NUM	vingt
soit	KON	soit
Voilà	ADV	voilà
trente-six	NUM	trente-six
,	PUN	,
.	SENT	.
mille	NOM	mille
donc	ADV	donc
<SEG>
.	SENT	.
clients	NOM	client
et	KON	et
rond	ADJ	rond
mille	NUM	mille
francs	NOM	franc
anciens	ADJ	ancien
,	PUN	,
chiffre	NOM	chiffre
Les	DET:ART	le
<SEG>
qu’il	NOM	qu’il
voir	VER:infi	voir
les	DET:ART	le
et	KON	et
amis	ADJ	ami
francs	NOM	franc
dix	NUM	dix
à	PRP	à
irait	VER:cond	aller
qu’il	NOM	qu’il
<SEG>
cinq	NUM	cinq
peut-être	ADV	peut-être
une	DET:ART	un
recevrait	VER:cond	recevoir
sur	PRP	sur
total	NOM	total
francs	NOM	franc
feraient	VER:cond	faire
ce	PRO:DEM	ce
à	PRP	à
<SEG>
avec	PRP	avec
médecins	NOM	médecin
diminution	NOM	diminution
et	KON	et
par	PRP	par
légère	ADJ	léger
consultations	NOM	consultation
les	DET:ART	le
d’autres	ADJ	d’autres
compensée	VER:pper	compenser
<SEG>
la	DET:ART	le
profession	NOM	profession
courants	ADJ	courant
par	PRP	par
bénéfices	NOM	bénéfice
petits	ADJ	petit
.	SENT	.
les	DET:ART	le
tous	PRO:IND	tout
de	PRP	de
<SEG>
facile	ADJ	facile
la	DET:ART	le
là	ADV	là
de	PRP	de
que	KON	que
Rien	NOM	rien
d’arriver	VER:infi	d’arriver
de	PRP	de
avec	PRP	avec
plus	ADV	plus
<SEG>
que	KON	que
habile	ADJ	habile
indiquant	VER:ppre	indiquer
échos	NOM	écho
réclame	NOM	réclame
des	PRP:det	du
dans	PRP	dans
Figaro	NAM	Figaro
Le	DET:ART	le
,	PUN	,
<SEG>
parisien	ADJ	parisien
le	DET:ART	le
scientifique	ADJ	scientifique
avait	VER:impf	avoir
corps	NOM	corps
,	PUN	,
lui	PRO:PER	lui
yeux	NOM	œil
sur	PRP	sur
les	DET:ART	le
<SEG>
ces	PRO:DEM	ce
cures	NOM	cure
à	PRP	à
et	KON	et
s’intéressait	VER:impf	s’intéressait
jeune	ADJ	jeune
le	DET:ART	le
par	PRP	par
surprenantes	ADJ	surprenant
entreprises	VER:pper	entreprendre
<SEG>
plus	ADV	plus
savant	ADJ	savant
.	SENT	.
que	KON	que
il	PRO:PER	il
modeste	ADJ	modeste
serait	VER:cond	être
havrais	NOM	havrais
riche	ADJ	riche
Et	KON	et
<SEG>
,	PUN	,
riche	ADJ	riche
content	ADJ	content
,	PUN	,
célèbre	ADJ	célèbre
plus	ADV	plus
son	DET:POS	son
frère	NOM	frère
et	KON	et
et	KON	et
<SEG>
-même	ADJ	même
sa	DET:POS	son
lui	PRO:PER	lui
devrait	VER:cond	devoir
ne	ADV	ne
il	PRO:PER	il
fortune	NOM	fortune
,	PUN	,
car	KON	car
de	PRP	de
<SEG>
il	PRO:PER	il
;	PUN	;
lui	PRO:PER	lui
montrerait	VER:cond	montrer
ses	DET:POS	son
qu’à	ADJ	qu’à
pour	PRP	pour
généreux	ADJ	généreux
et	KON	et
se	PRO:PER	se
<SEG>
sa	DET:POS	son
Il	PRO:PER	il
fiers	ADJ	fier
renommée	NOM	renommée
,	PUN	,
.	SENT	.
vieux	ADJ	vieux
justement	ADV	justement
parents	NOM	parent|parents
de	PRP	de
<SEG>
marierait	VER:cond	marier
,	PUN	,
encombrer	VER:infi	encombrer
pas	ADV	pas
point	ADV	point
voulant	VER:ppre	vouloir
ne	ADV	ne
son	DET:POS	son
se	PRO:PER	se
ne	ADV	ne
<SEG>
et	KON	et
femme	NOM	femme
gênante	ADJ	gênant
mais	KON	mais
d’une	VER:pres	d’une
il	PRO:PER	il
,	PUN	,
existence	NOM	existence
aurait	VER:cond	avoir
unique	ADJ	unique
<SEG>
Il	PRO:PER	il
les	DET:ART	le
plus	ADV	plus
parmi	PRP	parmi
maîtresses	NOM	maître|maîtresse
jolies	ADJ	joli
clientes	NOM	client
ses	DET:POS	son
des	PRP:det	du
.	SENT	.
<SEG>
,	PUN	,
succès	NOM	succès
si	ADV	si
du	PRP:det	du
se	PRO:PER	se
sentait	VER:impf	sentir
sauta	VER:simp	sauter
hors	PRP	hors
sûr	ADJ	sûr
qu’il	ADJ	qu’il
<SEG>
de	PRP	de
lit	NOM	lit
du	PRP:det	du
tout	ADV	tout
comme	KON	comme
le	PRO:PER	le
pour	PRP	pour
saisir	VER:infi	saisir
,	PUN	,
suite	NOM	suite
<SEG>
ville	NOM	ville
l’appartement	NOM	l’appartement
et	KON	et
s’habilla	VER:simp	s’habilla
par	PRP	par
afin	KON	afin
chercher	VER:infi	chercher
d’aller	VER:infi	d’aller
la	DET:ART	le
il	PRO:PER	il
<SEG>
rôdant	VER:ppre	rôder
à	PRP	à
travers	NOM	travers
en	PRO:PER	en
lui	PRO:PER	lui
,	PUN	,
Alors	ADV	alors
convenait	VER:impf	convenir
qui	PRO:REL	qui
.	SENT	.
<SEG>
il	PRO:PER	il
,	PUN	,
les	DET:ART	le
rues	NOM	rue
combien	ADV	combien
causes	NOM	cause
les	DET:ART	le
songea	VER:simp	songer
légères	ADJ	léger
sont	VER:pres	être
<SEG>
,	PUN	,
de	PRP	de
trois	NUM	trois
déterminantes	ADJ	déterminant
.	SENT	.
semaines	NOM	semaine
nos	DET:POS	notre
Depuis	PRP	depuis
actions	NOM	action
il	PRO:PER	il
<SEG>
il	PRO:PER	il
aurait	VER:cond	avoir
née	VER:pper	naître
cette	PRO:DEM	ce
résolution	NOM	résolution
aurait	VER:cond	avoir
,	PUN	,
prendre	VER:infi	prendre
pu	VER:pper	pouvoir
dû	VER:pper	devoir
<SEG>
,	PUN	,
sans	PRP	sans
aucun	PRO:IND	aucun
lui	PRO:PER	lui
la	DET:ART	le
à	PRP	à
doute	NOM	doute
brusquement	ADV	brusquement
en	PRP	en
,	PUN	,
<SEG>
de	PRP	de
de	PRP	de
s’arrêtait	VER:impf	s’arrêtait
.	SENT	.
Il	PRO:PER	il
frère	NOM	frère
devant	PRP	devant
l’héritage	NOM	l’héritage
suite	NOM	suite
son	DET:POS	son
<SEG>
écriteau	NOM	écriteau
soit	KON	soit
un	DET:ART	un
bel	ADJ	beau
un	DET:ART	un
pendait	VER:impf	pendre
annonçant	VER:ppre	annoncer
les	DET:ART	le
portes	NOM	porte
où	PRO:REL	où
<SEG>
soit	KON	soit
un	DET:ART	un
à	PRP	à
,	PUN	,
louer	VER:infi	louer
riche	ADJ	riche
appartement	NOM	appartement
appartement	NOM	appartement
,	PUN	,
les	DET:ART	le
<SEG>
.	SENT	.
laissant	VER:ppre	laisser
adjectif	NOM	adjectif
indications	NOM	indication
de	PRP	de
sans	PRP	sans
plein	ADJ	plein
le	PRO:PER	le
toujours	ADV	toujours
dédain	NOM	dédain
<SEG>
Alors	ADV	alors
il	PRO:PER	il
des	PRP:det	du
,	PUN	,
visitait	VER:impf	visiter
façons	NOM	façon
hautaines	ADJ	hautain
la	DET:ART	le
mesurait	VER:impf	mesurer
avec	PRP	avec
<SEG>
plafonds	NOM	plafond
hauteur	NOM	hauteur
sur	PRP	sur
calepin	NOM	calepin
plan	NOM	plan
,	PUN	,
le	DET:ART	le
son	DET:POS	son
des	PRP:det	du
dessinait	VER:impf	dessiner
<SEG>
,	PUN	,
disposition	NOM	disposition
pour	PRP	pour
communications	NOM	communication
les	DET:ART	le
des	PRP:det	du
issues	NOM	issue
annonçait	VER:impf	annoncer
,	PUN	,
la	DET:ART	le
<SEG>
qu’il	NOM	qu’il
fallait	VER:impf	falloir
que	KON	que
médecin	NOM	médecin
beaucoup	ADV	beaucoup
.	SENT	.
était	VER:impf	être
recevait	VER:impf	recevoir
Il	PRO:PER	il
et	KON	et
<SEG>
escalier	NOM	escalier
et	KON	et
bien	ADV	bien
ne	ADV	ne
large	ADJ	large
pouvait	VER:impf	pouvoir
tenu	VER:pper	tenir
fût	VER:subi	être
il	PRO:PER	il
;	PUN	;
<SEG>
Après	PRP	après
au-dessus	ADV	au-dessus
avoir	VER:infi	avoir
étage	NOM	étage
noté	VER:pper	noter
premier	NUM	premier
du	PRP:det	du
monter	VER:infi	monter
d’ailleurs	NOM	d’ailleurs
.	SENT	.
<SEG>
ou	KON	ou
renseignements	NOM	renseignement
,	PUN	,
cents	NOM	cent
deux	NUM	deux
et	KON	et
sept	NUM	sept
adresses	NOM	adresse
griffonné	VER:pper	griffonner
huit	NUM	huit
<SEG>
déjeuner	VER:infi	déjeuner
il	PRO:PER	il
pour	PRP	pour
retard	NOM	retard
un	DET:ART	un
d’heure	NOM	d’heure
rentra	VER:simp	rentrer
de	PRP	de
quart	ADJ	quart
avec	PRP	avec
<SEG>
vestibule	NOM	vestibule
un	DET:ART	un
il	PRO:PER	il
,	PUN	,
bruit	NOM	bruit
entendit	VER:simp	entendre
d’assiettes	ADJ	d’assiettes
Dès	PRP	dès
.	SENT	.
le	DET:ART	le
<SEG>
.	SENT	.
mangeait	VER:impf	manger
Pourquoi	ADV	pourquoi
lui	PRO:PER	lui
donc	ADV	donc
?	SENT	?
sans	PRP	sans
.	SENT	.
Jamais	ADV	jamais
On	PRO:PER	on
<SEG>
on	PRO:PER	on
dans	PRP	dans
Il	PRO:PER	il
la	DET:ART	le
exact	ADJ	exact
maison	NOM	maison
n’était	VER:impf	n’était
aussi	ADV	aussi
.	SENT	.
fut	VER:simp	être
<SEG>
,	PUN	,
susceptible	ADJ	susceptible
peu	ADV	peu
un	DET:ART	un
,	PUN	,
froissé	VER:pper	froisser
était	VER:impf	être
mécontent	ADJ	mécontent
car	KON	car
il	PRO:PER	il
<SEG>
entra	VER:simp	entrer
Roland	NAM	Roland
Dès	PRP	dès
.	SENT	.
qu’il	NOM	qu’il
:	PUN	:
,	PUN	,
«	PUN:cit	«
lui	PRO:PER	lui
dit	VER:pres	dire
<SEG>
Pierre	NAM	Pierre
Tu	PRO:PER	tu
,	PUN	,
,	PUN	,
sacrebleu	INT	sacrebleu
Allons	NAM	Allons
dépêche	VER:pres	dépêcher
!	SENT	!
-toi	PRO:PER	toi
,	PUN	,
<SEG>
nous	PRO:PER	nous
à	PRP	à
que	KON	que
