Theodor	NE	Theodor
Es	PPER	es
sieht	VVFIN	sehen
einen	ART	eine
ja	ADV	ja
doch	ADV	doch
keiner	PIS	keine
an	PTKVZ	an
.	$.	.
Und	KON	und
wenn	KOUS	wenn
auch	ADV	auch
.	$.	.
Die	ART	die
Haube	NN	Haube
ist	VAFIN	sein
für	APPR	für
'	$(	'
ne	ART	eine
alte	ADJA	alt
Frau	NN	Frau
immer	ADV	immer
die	ART	die
Hauptsache	NN	Hauptsache
,	$,	,
und	KON	und
deine	PPOSAT	dein
Haube	NN	Haube
ist	VAFIN	sein
noch	ADV	noch
ganz	ADV	ganz
gut	ADJD	gut
,	$,	,
ein	ART	eine
bißchen	ADV	bisschen
tollen	ADJA	toll
und	KON	und
aufplätten	ADJA	aufplätten
,	$,	,
und	KON	und
du	PPER	du
siehst	VVFIN	sehen
aus	PTKVZ	aus
wie	KOKOM	wie
'	$(	'
ne	ART	eine
Gräfin	NN	Gräfin
.	$.	.
«	QUO	«
»	QUO	»
Ach	ITJ	ach
,	$,	,
Kind	NN	Kind
,	$,	,
rede	VVFIN	reden
doch	ADV	doch
nicht	PTKNEG	nicht
solch	PIAT	solche
Zeug	NN	Zeug
.	$.	.
«	QUO	«
»	QUO	»
Na	ITJ	na
,	$,	,
ich	PPER	ich
sage	VVFIN	sagen
dir	PRF	du
,	$,	,
Mutter	NN	Mutter
,	$,	,
das	PRELS	die
wollen	VMFIN	wollen
wir	PPER	wir
schon	ADV	schon
kriegen	VVINF	kriegen
.	$.	.
Mit	APPR	mit
das	ART	die
bißchen	PIAT	bisschen
Anziehn	NN	Anziehn
und	KON	und
Zurechtmachen	NN	Zurechtmachen
,	$,	,
das	PRELS	die
is	NE	is
es	PPER	es
nicht	PTKNEG	nicht
,	$,	,
ich	PPER	ich
habe	VAFIN	haben
Putzmachen	NN	Putzmachen
gelernt	VVPP	lernen
und	KON	und
Blumenmachen	NN	Blumenmachen
auch	ADV	auch
und	KON	und
Klöppeln	NN	Klöppeln
auch	ADV	auch
,	$,	,
und	KON	und
das	PDS	die
müßte	VMFIN	müssen
doch	ADV	doch
nicht	PTKNEG	nicht
mit	APPR	mit
rechten	ADJA	recht|rechts
Dingen	NN	Ding
zugehn	VVFIN	zugehn
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
uns	PRF	wir
nicht	PTKNEG	nicht
rausstaffieren	VVINF	rausstaffieren
sollte	VMFIN	sollen
.	$.	.
Wundern	NN	Wunder|Wundern
soll	VMFIN	sollen
er	PPER	er
sich	PRF	sich
,	$,	,
wie	KOUS	wie
du	PPER	du
aussiehst	VVFIN	aussehen
,	$,	,
und	KON	und
wenn	KOUS	wenn
er	PPER	er
uns	PRF	wir
nach	APPR	nach
dem	ART	die
Theater	NN	Theater
in	APPR	in
ein	ART	eine
Lokal	NN	Lokal
führt	VVFIN	führen
...	$.	...
«	QUO	«
»	QUO	»
Ach	ITJ	ach
Thilde	NE	Thilde
,	$,	,
wie	KOUS	wie
kannst	VMFIN	können
du	PPER	du
nur	ADV	nur
so	ADV	so
was	PWS	was
denken	VVINF	denken
.	$.	.
«	QUO	«
»	QUO	»
Na	ITJ	na
,	$,	,
wenn	KOUS	wenn
nich	ADJA	nich
,	$,	,
denn	ADV	denn
nich	ADJD	nich
.	$.	.
Ich	PPER	ich
hänge	VVFIN	hängen
nicht	PTKNEG	nicht
dran	PTKVZ	dran
,	$,	,
es	PPER	es
macht	VVFIN	machen
nur	ADV	nur
so	ADV	so
einen	ART	eine
Eindruck	NN	Eindruck
und	KON	und
sieht	VVFIN	sehen
ein	ART	eine
bißchen	ADV	bisschen
nach	APPR	nach
was	PIS	was
aus	PTKVZ	aus
und	KON	und
daß	KOUS	dass
man	PIS	man
doch	ADV	doch
auch	ADV	auch
mit	PTKVZ	mit
zugehört	VVPP	zuhören
.	$.	.
«	QUO	«
»	QUO	»
Ja	NN	Ja
,	$,	,
ja	ADV	ja
;	$.	;
das	ART	die
is	NE	is
schon	ADV	schon
recht	ADJD	recht
.	$.	.
«	QUO	«
»	QUO	»
Und	ADJD	Und
weißt	VVFIN	wissen
du	PPER	du
,	$,	,
Mutter	NN	Mutter
,	$,	,
was	PRELS	was
ich	PPER	ich
dir	PRF	du
schon	ADV	schon
vor	APPR	vor
ein	ART	eine
paar	PIAT	paar
Tagen	NN	Tag
sagen	VVINF	sagen
wollte	VMFIN	wollen
,	$,	,
wir	PPER	wir
wollen	VMFIN	wollen
doch	ADV	doch
die	ART	die
alte	ADJA	alt
Runtschen	NN	Runtschen
wieder	ADV	wieder
ins	APPRART	in+die
Haus	NN	Haus
nehmen	VVINF	nehmen
,	$,	,
das	PDS	die
heißt	VVFIN	heißen
immer	ADV	immer
bloß	ADJD	bloß
eine	ART	eine
Stunde	NN	Stunde
,	$,	,
daß	KOUS	dass
sie	PPER	sie
drüben	ADV	drüben
rein	ADV	rein
machen	VVINF	machen
kann	VMFIN	können
und	KON	und
alles	PIS	alle
einholen	VVFIN	einholen
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
ja	ADV	ja
nich	ADJD	nich
dagegen	PAV	dagegen
,	$,	,
und	KON	und
mir	PPER	ich
kommt	VVFIN	kommen
es	PPER	es
nicht	PTKNEG	nicht
drauf	PAV	drauf
an	PTKVZ	an
.	$.	.
Aber	KON	aber
neulich	ADV	neulich
hatte	VAFIN	haben
er	PPER	er
was	PIS	was
vergessen	VVINF	vergessen
und	KON	und
kam	VVFIN	kommen
gerade	ADV	gerade
dazu	PAV	dazu
,	$,	,
wie	KOUS	wie
ich	PPER	ich
da	ADV	da
bei	APPR	bei
all	PIAT	alle
dem	ART	die
Planschen	NN	Planschen
und	KON	und
Gießen	NE	Gießen
war	VAFIN	sein
und	KON	und
der	ART	die
Blecheimer	NN	Blecheimer
mitten	ADV	mitten
in	APPR	in
der	ART	die
Stube	NN	Stube
–	$(	-
da	ADV	da
war	VAFIN	sein
es	PPER	es
mir	PRF	ich
doch	ADV	doch
genierlich	ADJD	genierlich
.	$.	.
Und	KON	und
ich	PPER	ich
denke	VVFIN	denken
wirklich	ADJD	wirklich
,	$,	,
wir	PPER	wir
nehmen	VVFIN	nehmen
die	ART	die
Runtschen	NN	Runtschen
.	$.	.
Sie	PPER	Sie
kann	VMFIN	können
dann	ADV	dann
auch	ADV	auch
einholen	VVINF	einholen
,	$,	,
was	PRELS	was
wir	PPER	wir
brauchen	VVFIN	brauchen
.	$.	.
«	QUO	«
Die	ADJA	Die
Mutter	NN	Mutter
hatte	VAFIN	haben
kleine	ADJA	klein
Bedenken	NN	Bedenken
und	KON	und
sagte	VVFIN	sagen
:	$.	:
»	QUO	»
Thilde	NE	Thilde
,	$,	,
das	PRELS	die
läuft	VVFIN	laufen
so	ADV	so
ins	APPRART	in+die
Geld	NN	Geld
.	$.	.
Und	KON	und
man	PIS	man
weiß	VVFIN	wissen
doch	ADV	doch
nicht	PTKNEG	nicht
,	$,	,
wenn	KOUS	wenn
er	PPER	er
dann	ADV	dann
kündigt	VVFIN	kündigen
...	$.	...
«	QUO	«
»	QUO	»
Dann	ADV	dann
kündigen	VVFIN	kündigen
wir	PPER	wir
auch	ADV	auch
wieder	ADV	wieder
.	$.	.
Die	ART	die
Runtschen	NN	Runtschen
is	NE	is
ja	ADV	ja
'	$(	'
ne	ART	eine
vernünftige	ADJA	vernünftig
Frau	NN	Frau
.	$.	.
Und	KON	und
dann	ADV	dann
,	$,	,
was	PWS	was
heißt	VVFIN	heißen
kündigen	VVFIN	kündigen
!	$.	!
Glaube	VVFIN	glauben
mir	PPER	ich
,	$,	,
der	PDS	die
kündigt	VVFIN	kündigen
nicht	PTKNEG	nicht
.	$.	.
«	QUO	«
Der	ADJA	Der
andere	ADJA	andere
Tag	NN	Tag
war	VAFIN	sein
ein	ART	eine
großer	ADJA	groß
Tag	NN	Tag
.	$.	.
Der	ART	die
Inhalt	NN	Inhalt
einer	ART	eine
großen	ADJA	groß
Pappschachtel	NN	Pappschachtel
,	$,	,
darin	PAV	darin
sich	PRF	sich
Bänder	NN	Band
und	KON	und
alte	ADJA	alt
Blumen	NN	Blume
befanden	VVFIN	befinden
,	$,	,
war	VAFIN	sein
auf	APPR	auf
die	ART	die
Chaiselongue	NN	Chaiselongue
ausgeschüttet	VVPP	ausschütten
,	$,	,
damit	KOUS	damit
man	PIS	man
einen	ART	eine
besseren	ADJA	gut
Überblick	NN	Überblick
hatte	VAFIN	haben
.	$.	.
Der	ART	die
Alten	NN	Alte
war	VAFIN	sein
es	PPER	es
nicht	PTKNEG	nicht
recht	ADJD	recht
.	$.	.
»	QUO	»
Thilde	NE	Thilde
,	$,	,
das	PRELS	die
fusselt	VVFIN	fusselt
alles	PIS	alle
so	ADV	so
.	$.	.
Und	KON	und
es	PPER	es
ist	VAFIN	sein
doch	ADV	doch
unser	PPOSAT	unser
Prachtstück	NN	Prachtstück
.	$.	.
Kind	NN	Kind
,	$,	,
Kind	NN	Kind
,	$,	,
wo	PWAV	wo
soll	VMFIN	sollen
es	PPER	es
denn	ADV	denn
alles	PIS	alle
herkommen	VVINF	herkommen
.	$.	.
«	QUO	«
Aber	KON	aber
Thilde	NE	Thilde
ließ	VVFIN	lassen
sich	PRF	sich
nicht	PTKNEG	nicht
einschüchtern	VVINF	einschüchtern
,	$,	,
und	KON	und
als	KOUS	als
sie	PPER	sie
gefunden	VVPP	finden
hatte	VAFIN	haben
,	$,	,
was	PWS	was
sie	PPER	sie
für	APPR	für
sich	PRF	sich
und	KON	und
die	ART	die
Alte	NN	Alte
brauchte	VVFIN	brauchen
,	$,	,
war	VAFIN	sein
sie	PPER	sie
fleißig	ADJD	fleißig
bei	APPR	bei
der	ART	die
Arbeit	NN	Arbeit
.	$.	.
Dann	ADV	dann
wusch	VVFIN	waschen
sie	PPER	sie
zwei	CARD	zwei
Paar	NN	Paar
hellbraune	ADJA	hellbraun
Handschuh	NN	Handschuh
.	$.	.
Es	PPER	es
roch	VVFIN	riechen
bis	APPR	bis
in	APPR	in
Hugos	NE	Hugo
Zimmer	NE	Zimmer
hinüber	ADV	hinüber
nach	APPR	nach
Brönner	NN	Brönner
.	$.	.
Dann	ADV	dann
wurde	VAFIN	werden
geplättet	VVPP	plätten
.	$.	.
Thilde	NE	Thilde
war	VAFIN	sein
in	APPR	in
einer	ART	eine
apart	ADJD	apart
guten	ADJA	gut
Laune	NN	Laune
.	$.	.
»	QUO	»
Sieh	NN	Sieh
nur	ADV	nur
,	$,	,
wie	KOUS	wie
er	PPER	er
glüht	VVFIN	glühen
.	$.	.
«	QUO	«
Und	VVFIN	Und
dann	ADV	dann
schlug	VVFIN	schlagen
sie	PPER	sie
den	ART	die
Schieber	NN	Schieber
mit	APPR	mit
einem	ART	eine
Feuerhaken	NN	Feuerhaken
zu	PTKVZ	zu
.	$.	.
»	QUO	»
Hast	NN	Hast
du	PPER	du
auch	ADV	auch
die	ART	die
Billetter	NN	Billetter
,	$,	,
Thilde	NE	Thilde
«	QUO	«
,	$,	,
das	PDS	die
waren	VAFIN	sein
die	ART	die
letzten	ADJA	letzt
Worte	NN	Wort
,	$,	,
die	PRELS	die
vor	APPR	vor
Verlassung	NN	Verlassung
der	ART	die
Wohnung	NN	Wohnung
gesprochen	VVPP	sprechen
wurden	VAFIN	werden
.	$.	.
Ihr	PPOSAT	ihr
Mieter	NN	Mieter
Hugo	NE	Hugo
Großmann	NE	Großmann
hatte	VAFIN	haben
sich	PRF	sich
den	ART	die
ganzen	ADJA	ganz
Tag	NN	Tag
nicht	PTKNEG	nicht
sehn	VVINF	sehen
lassen	VVINF	lassen
,	$,	,
wodurch	PWAV	wodurch
er	PPER	er
der	ART	die
Begleitungsfrage	NN	Begleitungsfrage
klug	ADJD	klug
entgangen	VVPP	entgehen
war	VAFIN	sein
.	$.	.
Kosinsky	NE	Kosinsky
war	VAFIN	sein
dreimal	ADV	dreimal
gerufen	VVPP	rufen
worden	VAPP	werden
,	$,	,
und	KON	und
die	ART	die
Alte	NN	Alte
,	$,	,
die	PRELS	die
nicht	PTKNEG	nicht
klatschen	VVINF	klatschen
wollte	VMFIN	wollen
,	$,	,
hatte	VAFIN	haben
sich	PRF	sich
begnügt	VVPP	begnügen
,	$,	,
dem	ART	die
Darsteller	NN	Darsteller
der	ART	die
Rolle	NN	Rolle
zuzunicken	VVIZU	zuzunicken
,	$,	,
als	KOUS	als
er	PPER	er
sich	PRF	sich
grade	PTKVZ	grade
nach	APPR	nach
der	ART	die
andren	PIAT	andere
Seite	NN	Seite
hin	APZR	hin
bedankte	VVFIN	bedanken
.	$.	.
Dann	ADV	dann
sagte	VVFIN	sagen
sie	PPER	sie
zu	APPR	zu
Thilde	NE	Thilde
,	$,	,
während	KOUS	während
der	ART	die
Lärm	NN	Lärm
noch	ADV	noch
fortdauerte	VVFIN	fortdauerte
:	$.	:
»	QUO	»
Er	NN	Er
macht	VVFIN	machen
es	PPER	es
recht	ADJD	recht
gut	ADJD	gut
,	$,	,
er	PPER	er
hat	VAFIN	haben
soviel	PIAT	soviele
Anstand	NN	Anstand
.	$.	.
Es	PPER	es
muß	VMFIN	müssen
doch	ADV	doch
sehr	ADV	sehr
schwer	ADJD	schwer
sein	VAINF	sein
.	$.	.
«	QUO	«
»	QUO	»
I	NN	I
Gott	NN	Gott
bewahre	VVFIN	bewahren
«	QUO	«
,	$,	,
sagte	VVFIN	sagen
Thilde	NE	Thilde
,	$,	,
die	PRELS	die
sich	PRF	sich
ablehnend	ADJD	ablehnend
gegen	APPR	gegen
alles	PIS	alle
verhielt	VVFIN	verhalten
,	$,	,
weil	KOUS	weil
sie	PPER	sie
bemerkte	VVFIN	bemerken
,	$,	,
daß	KOUS	dass
Hugo	NE	Hugo
vermied	VVFIN	vermeiden
,	$,	,
nach	APPR	nach
dem	ART	die
zweiten	ADJA	zweit
Range	NN	Rang
hinaufzusehn	VVFIN	hinaufzusehn
.	$.	.
Einmal	ADV	einmal
geschah	VVFIN	geschehen
es	PPER	es
,	$,	,
und	KON	und
nun	ADV	nun
grüßte	VVFIN	grüßen
er	PPER	er
auch	ADV	auch
,	$,	,
aber	KON	aber
sehr	ADV	sehr
steif	ADJD	steif
und	KON	und
förmlich	ADJD	förmlich
.	$.	.
Sie	PPER	Sie
legte	VVFIN	legen
sich	PRF	sich
's	PPER	es
aber	ADV	aber
schließlich	ADV	schließlich
doch	ADV	doch
zum	APPRART	zu+die
Guten	NN	Gute
zurecht	PTKVZ	zurecht
,	$,	,
und	KON	und
als	KOKOM	als
der	ART	die
große	ADJA	groß
Traum	NN	Traum
kam	VVFIN	kommen
und	KON	und
eben	ADV	eben
das	ART	die
weiße	ADJA	weiß
Haar	NN	Haar
in	APPR	in
die	ART	die
Waagschale	NN	Waagschale
des	ART	die
Gerichts	NN	Gericht
fiel	VVFIN	fallen
,	$,	,
sagte	VVFIN	sagen
sie	PPER	sie
sich	PRF	sich
:	$.	:
Es	PPER	es
ist	VAFIN	sein
ein	ART	eine
gutes	ADJA	gut
Zeichen	NN	Zeichen
,	$,	,
daß	KOUS	dass
er	PPER	er
nich	ADJD	nich
raufsieht	VVFIN	raufsieht
,	$,	,
weil	KOUS	weil
er	PPER	er
kein	PIAT	keine
Leichtfuß	NN	Leichtfuß
ist	VAFIN	sein
und	KON	und
es	PPER	es
ernst	ADJD	ernst
nimmt	VVFIN	nehmen
.	$.	.
Er	PPER	er
sagt	VVFIN	sagen
sich	PRF	sich
,	$,	,
all	PIAT	alle
so	ADV	so
was	PWS	was
hat	VAFIN	haben
eine	ART	eine
Tragweite	NN	Tragweite
...	$.	...
ja	PTKANT	ja
,	$,	,
von	APPR	von
Tragweite	NN	Tragweite
hat	VAFIN	haben
er	PPER	er
schon	ADV	schon
ein	ART	eine
paarmal	ADV	paarmal
zu	APPR	zu
mir	PPER	ich
gesprochen	VVPP	sprechen
...	$.	...
Und	VVFIN	Und
so	ADV	so
ganz	ADV	ganz
abgeschlossen	VVPP	abschließen
hat	VAFIN	haben
er	PPER	er
noch	ADV	noch
nicht	PTKNEG	nicht
...	$.	...
er	PPER	er
nimmt	VVFIN	nehmen
es	PPER	es
nicht	PTKNEG	nicht
als	KOKOM	als
Spaß	NN	Spaß
...	$.	...
Sie	PPER	Sie
kam	VVFIN	kommen
in	APPR	in
ihren	PPOSAT	ihr
Betrachtungen	NN	Betrachtung
nicht	PTKNEG	nicht
weiter	PTKVZ	weiter
,	$,	,
weil	KOUS	weil
die	ART	die
Alte	NN	Alte
sagte	VVFIN	sagen
:	$.	:
»	QUO	»
Sieh	NN	Sieh
doch	ADV	doch
mal	ADV	mal
nach	PTKVZ	nach
,	$,	,
Thilde	NE	Thilde
,	$,	,
wer	PWS	wer
der	ART	die
alte	ADJA	alt
Diener	NN	Diener
ist	VAFIN	sein
;	$.	;
er	PPER	er
zittert	VVFIN	zittern
ja	ADV	ja
so	ADV	so
furchtbar	ADJD	furchtbar
.	$.	.
«	QUO	«
»	QUO	»
Ach	ITJ	ach
,	$,	,
laß	ADJD	laß
doch	KON	doch
«	QUO	«
,	$,	,
sagte	VVFIN	sagen
Thilde	NE	Thilde
und	KON	und
reichte	VVFIN	reichen
der	ART	die
Alten	NN	Alte
die	ART	die
Tüte	NN	Tüte
mit	APPR	mit
Drops	NN	Drops
zurück	PTKVZ	zurück
,	$,	,
die	PRELS	die
sie	PPER	sie
mitgenommen	VVPP	mitnehmen
hatte	VAFIN	haben
.	$.	.
Seitens	APPR	seitens
der	ART	die
Möhrings	NN	Möhrings
waren	VAFIN	sein
Mantel	NN	Mantel
und	KON	und
Hut	NN	Hut
draußen	ADV	draußen
abgegeben	VVPP	abgeben
worden	VAPP	werden
,	$,	,
Thilde	NE	Thilde
hatte	VAFIN	haben
drauf	PAV	drauf
bestanden	VVPP	bestehen
.	$.	.
»	QUO	»
Mutter	NN	Mutter
«	QUO	«
,	$,	,
hatte	VAFIN	haben
sie	PPER	sie
gesagt	VVPP	sagen
,	$,	,
»	QUO	»
du	PPER	du
weißt	VVFIN	wissen
doch	ADV	doch
,	$,	,
daß	KOUS	dass
ich	PPER	ich
's	PPER	es
zusammenhalte	VVFIN	zusammenhalte
.	$.	.
Aber	KON	aber
mitunter	ADV	mitunter
muß	VMFIN	müssen
man	PIS	man
,	$,	,
und	KON	und
mitunter	ADV	mitunter
ist	VAFIN	sein
Anständigkeit	NN	Anständigkeit
auch	ADV	auch
das	ART	die
klügste	ADJA	klug
.	$.	.
«	QUO	«
»	QUO	»
Na	ITJ	na
,	$,	,
wenn	KOUS	wenn
du	PPER	du
meinst	VVFIN	meinen
,	$,	,
Thilde	NE	Thilde
.	$.	.
Wir	PPER	wir
wollen	VMFIN	wollen
es	PPER	es
aber	ADV	aber
auf	APPR	auf
eine	ART	eine
Nummer	NN	Nummer
geben	VVINF	geben
.	$.	.
«	QUO	«
Jetzt	NN	Jetzt
hatten	VAFIN	haben
sie	PPER	sie
sich	PRF	sich
eingemummelt	VVPP	einmummeln
und	KON	und
stiegen	VVFIN	steigen
die	ART	die
Treppe	NN	Treppe
hinunter	PTKVZ	hinunter
.	$.	.
Unten	ADV	unten
in	APPR	in
der	ART	die
Vorhalle	NN	Vorhalle
verweilte	VVFIN	verweilen
sich	PRF	sich
Thilde	NE	Thilde
,	$,	,
weil	KOUS	weil
sie	PPER	sie
's	PPER	es
für	APPR	für
möglich	ADJD	möglich
hielt	VVFIN	halten
,	$,	,
daß	KOUS	dass
ihr	PPOSAT	ihr
Mieter	NN	Mieter
an	APPR	an
einer	PIS	eine
der	ART	die
Barren	NN	Barren
stehn	VVFIN	stehn
und	KON	und
auf	APPR	auf
sie	PPER	sie
warten	VVINF	warten
würde	VAFIN	werden
.	$.	.
Aber	KON	aber
er	PPER	er
war	VAFIN	sein
nicht	PTKNEG	nicht
da	PTKVZ	da
.	$.	.
Das	PDS	die
gab	VVFIN	geben
eine	ART	eine
neue	ADJA	neu
Verstimmung	NN	Verstimmung
,	$,	,
und	KON	und
einen	ART	eine
Augenblick	NN	Augenblick
überkam	VVFIN	überkommen
die	ART	die
sonst	ADV	sonst
unerschütterliche	ADJA	unerschütterlich
Thilde	NE	Thilde
die	ART	die
Frage	NN	Frage
:	$.	:
»	QUO	»
Ob	VVFIN	Ob
ich	PPER	ich
mich	PRF	ich
doch	ADV	doch
vielleicht	ADV	vielleicht
irre	PTKVZ	irre
?	$.	?
«	QUO	«
Sie	PPER	Sie
war	VAFIN	sein
aber	ADV	aber
,	$,	,
weil	KOUS	weil
sie	PPER	sie
den	ART	die
Charakter	NN	Charakter
ihres	PPOSAT	ihr
Mieters	NN	Mieter
ganz	ADV	ganz
genau	ADJD	genau
zu	PTKZU	zu
kennen	VVINF	kennen
glaubte	VVFIN	glauben
,	$,	,
von	APPR	von
einem	ART	eine
unvertilgbaren	ADJA	unvertilgbaren
Optimismus	NN	Optimismus
oder	KON	oder
Hoffnungsseligkeit	NN	Hoffnungsseligkeit
und	KON	und
sagte	VVFIN	sagen
sich	PRF	sich
:	$.	:
er	PPER	er
muß	VMFIN	müssen
natürlich	ADV	natürlich
seinen	PPOSAT	sein
Freund	NN	Freund
beglückwünschen	VVINF	beglückwünschen
,	$,	,
und	KON	und
er	PPER	er
kann	VMFIN	können
nicht	PTKNEG	nicht
an	APPR	an
zwei	CARD	zwei
Stellen	NN	Stelle|Stellen
zugleich	ADV	zugleich
sein	VAINF	sein
.	$.	.
Erst	ADV	erst
nach	APPR	nach
zehn	CARD	zehn
waren	VAFIN	sein
sie	PPER	sie
zu	APPR	zu
Hause	NN	Haus
,	$,	,
was	PRELS	was
nichts	PIS	nichts
schadete	VVFIN	schaden
,	$,	,
da	KOUS	da
sie	PPER	sie
den	ART	die
Hausschlüssel	NN	Hausschlüssel
mithatten	VVFIN	mithatten
.	$.	.
»	QUO	»
Siehst	VVFIN	sehen
du	PPER	du
,	$,	,
Thilde	NE	Thilde
,	$,	,
wie	KOKOM	wie
gut	ADJD	gut
«	QUO	«
,	$,	,
sagte	VVFIN	sagen
die	ART	die
Alte	NN	Alte
,	$,	,
als	KOUS	als
sie	PPER	sie
den	ART	die
Hausschlüssel	NN	Hausschlüssel
aus	APPR	aus
ihrer	PPOSAT	ihr
Tasche	NN	Tasche
hervorholte	VVFIN	hervorholen
.	$.	.
»	QUO	»
Ach	ITJ	ach
,	$,	,
Mutter	NN	Mutter
,	$,	,
als	KOKOM	als
ob	KOUS	ob
ich	PPER	ich
nicht	PTKNEG	nicht
gewollt	ADJD	gewollt
hätte	VAFIN	haben
.	$.	.
Natürlich	ADV	natürlich
.	$.	.
Ich	PPER	ich
dachte	VVFIN	denken
ja	ADV	ja
sogar	ADV	sogar
,	$,	,
wir	PPER	wir
könnten	VMFIN	können
erst	ADV	erst
um	APPR	um
elfe	NN	Elfe
kommen	VVINF	kommen
.	$.	.
«	QUO	«
Auf	VVFIN	Auf
der	ART	die
Treppe	NN	Treppe
trafen	VVFIN	treffen
sie	PPER	sie
den	ART	die
Portier	NN	Portier
,	$,	,
der	PRELS	die
eben	ADV	eben
das	ART	die
Gas	NN	Gas
ausmachte	VVFIN	ausmachen
.	$.	.
»	QUO	»
Soll	NN	Soll
ja	ADV	ja
sehr	ADV	sehr
schön	ADJD	schön
gewesen	VAPP	sein
sein	VAINF	sein
«	VVFIN	«
,	$,	,
sagte	VVFIN	sagen
dieser	PDAT	dies
.	$.	.
»	QUO	»
Gott	NN	Gott
,	$,	,
Krieghoff	NE	Krieghoff
,	$,	,
wissen	VVFIN	wissen
Sie	PPER	Sie
denn	ADV	denn
schon	ADV	schon
?	$.	?
«	QUO	«
»	QUO	»
Ja	NN	Ja
,	$,	,
meine	VVFIN	meinen
Ida	NE	Ida
war	VAFIN	sein
auch	ADV	auch
da	PTKVZ	da
;	$.	;
Ida	NE	Ida
ist	VAFIN	sein
immer	ADV	immer
da	PTKVZ	da
.	$.	.
Sie	PPER	Sie
kennt	VVFIN	kennen
welche	PIS	welche
von	APPR	von
's	ART	die
Theater	NN	Theater
.	$.	.
«	QUO	«
»	QUO	»
Na	ITJ	na
,	$,	,
das	PDS	die
ist	VAFIN	sein
recht	ADJD	recht
«	QUO	«
,	$,	,
sagte	VVFIN	sagen
Thilde	NE	Thilde
.	$.	.
»	QUO	»
Theater	NN	Theater
bildet	VVFIN	bilden
.	$.	.
«	QUO	«
Und	ADJD	Und
damit	PAV	damit
stiegen	VVFIN	steigen
Mutter	NN	Mutter
und	KON	und
Tochter	NN	Tochter
höher	ADJD	hoch
die	ART	die
Treppe	NN	Treppe
hinauf	PTKVZ	hinauf
,	$,	,
während	KOUS	während
der	ART	die
Portier	NN	Portier
,	$,	,
in	APPR	in
einem	ART	eine
Anfall	NN	Anfall
von	APPR	von
Wohlwollen	NN	Wohlwollen
,	$,	,
ihnen	PPER	sie
noch	ADV	noch
eine	ART	eine
halbe	ADJA	halb
Treppe	NN	Treppe
hinaufleuchtete	VVFIN	hinaufleuchtete
.	$.	.
Oben	ADV	oben
sagte	VVFIN	sagen
Thilde	NE	Thilde
:	$.	:
»	QUO	»
Nu	NN	Nu
,	$,	,
Mutter	NN	Mutter
,	$,	,
wollen	VMFIN	wollen
wir	PPER	wir
uns	PRF	wir
einen	ART	eine
Tee	NN	Tee
aufgießen	VVINF	aufgießen
und	KON	und
warten	VVFIN	warten
,	$,	,
bis	KOUS	bis
er	PPER	er
kommt	VVFIN	kommen
.	$.	.
Er	PPER	er
wird	VAFIN	werden
uns	PPER	wir
wohl	ADV	wohl
auch	ADV	auch
noch	ADV	noch
sehn	VVINF	sehen
wollen	VMFIN	wollen
und	KON	und
hören	VVFIN	hören
,	$,	,
ob	KOUS	ob
wir	PPER	wir
uns	PPER	wir
amüsiert	VVPP	amüsieren
haben	VAFIN	haben
.	$.	.
«	QUO	«
»	QUO	»
Ach	ITJ	ach
,	$,	,
Thilde	NE	Thilde
,	$,	,
es	PPER	es
war	VAFIN	sein
ja	ADV	ja
doch	ADV	doch
so	ADV	so
graulich	ADJD	graulich
.	$.	.
Der	ART	die
alte	ADJA	alt
Mann	NN	Mann
.	$.	.
Und	KON	und
wie	KOUS	wie
er	PPER	er
aussah	VVFIN	aussehen
,	$,	,
wie	KOUS	wie
er	PPER	er
da	ADV	da
rauskam	VVFIN	rauskommen
und	KON	und
der	ART	die
andre	PIAT	andere
gleich	ADJD	gleich
rin	VVFIN	rin
.	$.	.
Na	ITJ	na
,	$,	,
da	ADV	da
fiel	VVFIN	fallen
mir	PPER	ich
'	$(	'
n	ADJA	n
Stein	NN	Stein
vom	APPRART	von+die
Herzen	NN	Herz
.	$.	.
Wenn	KOUS	wenn
ich	PPER	ich
mir	PPER	ich
denke	VVFIN	denken
,	$,	,
daß	KOUS	dass
so	ADV	so
einer	PIS	eine
noch	ADV	noch
frei	ADJD	frei
rumliefe	VVFIN	rumliefe
...	$.	...
«	QUO	«
»	QUO	»
Das	ADJD	Das
kann	VMFIN	können
er	PPER	er
ja	ADV	ja
gar	ADV	gar
nich	ADJD	nich
,	$,	,
Mutter	NN	Mutter
;	$.	;
es	PPER	es
ist	VAFIN	sein
ja	ADV	ja
schon	ADV	schon
so	ADV	so
lange	ADV	lange
her	PTKVZ	her
.	$.	.
Und	KON	und
dann	ADV	dann
is	NE	is
es	PPER	es
ja	ADV	ja
doch	ADV	doch
auch	ADV	auch
bloß	ADJD	bloß
so	ADV	so
was	PIAT	was
Ausgedachtes	NN	Ausgedachtes
.	$.	.
Du	PPER	du
denkst	VVFIN	denken
immer	ADV	immer
,	$,	,
es	PPER	es
ist	VAFIN	sein
wirklich	ADJD	wirklich
so	ADV	so
.	$.	.
«	QUO	«
»	QUO	»
Ja	NN	Ja
,	$,	,
Kind	NN	Kind
,	$,	,
warum	PWAV	warum
soll	VMFIN	sollen
