XXXIX	NUM	XXXIX
dessines	VER:pres	dessiner
mieux	ADV	mieux
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
nécessaire	ADJ	nécessaire
,	PUN	,
tu	PRO:PER	tu
peux	VER:pres	pouvoir
nous	PRO:PER	nous
rendre	VER:infi	rendre
service	NOM	service
en	PRP	en
acceptant	VER:ppre	accepter
ce	PRO:DEM	ce
travail	NOM	travail
.	SENT	.
Si	KON	si
dans	PRP	dans
le	DET:ART	le
commencement	NOM	commencement
tu	PRO:PER	tu
as	VER:pres	avoir
besoin	NOM	besoin
de	PRP	de
conseils	NOM	conseil
,	PUN	,
nous	PRO:PER	nous
te	PRO:PER	te
ferons	VER:futu	faire
recaler	VER:infi	recaler
tes	DET:POS	ton
premiers	NUM	premier
dessins	NOM	dessin
,	PUN	,
et	KON	et
tu	PRO:PER	tu
arriveras	VER:futu	arriver
bien	ADV	bien
vite	ADV	vite
à	PRP	à
une	DET:ART	un
habileté	NOM	habileté
de	PRP	de
main	NOM	main
qui	PRO:REL	qui
te	PRO:PER	te
permettra	VER:futu	permettre
de	PRP	de
ne	ADV	ne
pas	ADV	pas
trop	ADV	trop
travailler	VER:infi	travailler
.	SENT	.
Évidemment	ADV	évidemment
cela	PRO:DEM	cela
était	VER:impf	être
de	PRP	de
beaucoup	ADV	beaucoup
préférable	ADJ	préférable
au	PRP:det	au
bureau	NOM	bureau
.	SENT	.
Je	PRO:PER	je
remerciai	VER:simp	remercier
Taupenot	NAM	Taupenot
comme	KON	comme
je	PRO:PER	je
le	PRO:PER	le
devais	VER:impf	devoir
,	PUN	,
et	KON	et
je	PRO:PER	je
me	PRO:PER	me
mis	VER:pper	mettre
en	PRP	en
relation	NOM	relation
avec	PRP	avec
le	DET:ART	le
directeur	NOM	directeur
de	PRP	de
ce	PRO:DEM	ce
dictionnaire	NOM	dictionnaire
pour	KON	pour
qu'	PRO:REL	que
il	PRO:PER	il
me	PRO:PER	me
guidât	VER:subi	guider
.	SENT	.
Je	PRO:PER	je
trouvai	VER:simp	trouver
en	PRP	en
lui	PRO:PER	lui
un	DET:ART	un
homme	NOM	homme
bienveillant	ADJ	bienveillant
,	PUN	,
qui	PRO:REL	qui
ne	ADV	ne
se	PRO:PER	se
moqua	VER:simp	moquer
ni	KON	ni
de	PRP	de
mon	DET:POS	mon
ignorance	NOM	ignorance
ni	KON	ni
de	PRP	de
mon	DET:POS	mon
inexpérience	NOM	inexpérience
,	PUN	,
et	KON	et
qui	PRO:REL	qui
par	PRP	par
ses	DET:POS	son
conseils	NOM	conseil
me	PRO:PER	me
facilita	VER:simp	faciliter
singulièrement	ADV	singulièrement
mes	DET:POS	mon
premiers	NOM	premier
pas	ADV	pas
.	SENT	.
XLIII	NUM	XLIII
S'	NOM	S'
endormir	VER:infi	endormir
capitaine	NOM	capitaine
de	PRP	de
cavalerie	NOM	cavalerie
et	KON	et
se	PRO:PER	se
réveiller	VER:infi	réveiller
artiste	ADJ	artiste
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
croire	VER:infi	croire
qu'	KON	que
on	PRO:PER	on
continue	VER:pres	continuer
un	DET:ART	un
rêve	NOM	rêve
commencé	VER:pper	commencer
.	SENT	.
Cependant	ADV	cependant
ce	PRO:DEM	ce
rêve	NOM	rêve
est	VER:pres	être
pour	PRP	pour
moi	PRO:PER	moi
une	DET:ART	un
réalité	NOM	réalité
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
je	PRO:PER	je
suis	VER:pres	suivre|être
bien	ADV	bien
peu	ADV	peu
artiste	ADJ	artiste
,	PUN	,
mais	KON	mais
enfin	ADV	enfin
si	KON	si
je	PRO:PER	je
ne	ADV	ne
le	PRO:PER	le
suis	VER:pres	suivre|être
pas	ADV	pas
par	PRP	par
le	DET:ART	le
talent	NOM	talent
,	PUN	,
je	PRO:PER	je
le	PRO:PER	le
suis	VER:pres	suivre|être
jusqu'	PRP	jusque
à	PRP	à
un	DET:ART	un
certain	PRO:IND	certain
point	NOM	point
par	PRP	par
le	DET:ART	le
travail	NOM	travail
,	PUN	,
par	PRP	par
les	DET:ART	le
habitudes	NOM	habitude
et	KON	et
par	PRP	par
les	DET:ART	le
relations	NOM	relation
.	SENT	.
Mon	DET:POS	mon
cinquième	ADJ	cinquième
étage	NOM	étage
est	VER:pres	être
divisé	VER:pper	diviser
en	PRP	en
ateliers	NOM	atelier
et	KON	et
mon	DET:POS	mon
logement	NOM	logement
est	VER:pres	être
le	DET:ART	le
seul	NOM	seul
qui	PRO:REL	qui
ne	ADV	ne
soit	VER:subp	être
pas	ADV	pas
occupé	VER:pper	occuper
par	PRP	par
des	PRP:det	du
peintres	NOM	peintre
.	SENT	.
Les	DET:ART	le
hasards	NOM	hasard
de	PRP	de
la	DET:ART	le
vie	NOM	vie
porte	VER:pres	porter
à	PRP	à
porte	NOM	porte
ont	VER:pres	avoir
établi	VER:pper	établir
des	PRP:det	du
relations	NOM	relation
entre	PRP	entre
mes	DET:POS	mon
voisins	NOM	voisin
et	KON	et
moi	PRO:PER	moi
,	PUN	,
et	KON	et
peu	ADV	peu
à	PRP	à
peu	ADV	peu
il	PRO:PER	il
en	PRO:PER	en
est	VER:pres	être
résulté	VER:pper	résulter
pour	PRP	pour
nous	PRO:PER	nous
une	DET:ART	un
sorte	NOM	sorte
de	PRP	de
camaraderie	NOM	camaraderie
et	KON	et
d'	PRP	de
amitié	NOM	amitié
.	SENT	.
Ce	PRO:DEM	ce
ne	ADV	ne
sont	VER:pres	être
point	ADV	point
des	PRP:det	du
peintres	NOM	peintre
ayant	VER:ppre	avoir
un	DET:ART	un
nom	NOM	nom
et	KON	et
une	DET:ART	un
réputation	NOM	réputation
,	PUN	,
mais	KON	mais
des	PRP:det	du
jeunes	ADJ	jeune
gens	NOM	gens
qui	PRO:REL	qui
m'	PRO:PER	me
ont	VER:pres	avoir
reçu	VER:pper	recevoir
parmi	PRP	parmi
eux	PRO:PER	eux
avec	PRP	avec
la	DET:ART	le
confiance	NOM	confiance
et	KON	et
la	DET:ART	le
facilité	NOM	facilité
de	PRP	de
la	DET:ART	le
jeunesse	NOM	jeunesse
.	SENT	.
Tout	PRO:IND	tout
d'	DET:ART	de
abord	NOM	abord
ils	PRO:PER	il
ont	VER:pres	avoir
bien	ADV	bien
été	VER:pper	être
un	DET:ART	un
peu	ADV	peu
effrayés	VER:pper	effrayer|effrayer
par	PRP	par
ma	DET:POS	mon
décoration	NOM	décoration
et	KON	et
ma	DET:POS	mon
tournure	NOM	tournure
militaire	ADJ	militaire
,	PUN	,
mais	KON	mais
la	DET:ART	le
glace	NOM	glace
s'	PRO:PER	se
est	VER:pres	être
insensiblement	ADV	insensiblement
fondue	VER:pper	fondre
quand	KON	quand
ils	PRO:PER	il
ont	VER:pres	avoir
reconnu	VER:pper	reconnaître
petit	ADJ	petit
à	PRP	à
petit	ADJ	petit
que	KON	que
je	PRO:PER	je
n'	ADV	ne
étais	VER:impf	être
pas	ADV	pas
si	ADV	si
culotte	NOM	culotte
de	PRP	de
peau	NOM	peau
que	PRO:REL	que
j'	PRO:PER	je
en	PRO:PER	en
avais	VER:impf	avoir
l'	DET:ART	le
air	NOM	air
.	SENT	.
Nous	PRO:PER	nous
nous	PRO:PER	nous
voyons	VER:pres	voir
le	DET:ART	le
matin	NOM	matin
et	KON	et
je	PRO:PER	je
vais	VER:pres	aller
manger	VER:infi	manger
chez	PRP	chez
eux	PRO:PER	eux
le	DET:ART	le
déjeuner	NOM	déjeuner
que	KON	que
mon	DET:POS	mon
concierge	NOM	concierge
me	PRO:PER	me
monte	VER:pres	monter
.	SENT	.
Par	PRP	par
là	ADV	là
il	PRO:PER	il
ne	ADV	ne
faut	VER:pres	falloir
pas	ADV	pas
entendre	VER:infi	entendre
que	KON	que
je	PRO:PER	je
vais	VER:pres	aller
m'	PRO:PER	me
attabler	VER:infi	attabler
dans	PRP	dans
une	DET:ART	un
salle	NOM	salle
à	PRP	à
manger	VER:infi	manger
où	ADV	où
mon	DET:POS	mon
couvert	NOM	couvert
serait	VER:cond	être
mis	VER:pper	mettre
régulièrement	ADV	régulièrement
.	SENT	.
Nous	PRO:PER	nous
sommes	VER:pres	sommer|être
plus	ADV	plus
simples	ADJ	simple
et	KON	et
plus	ADV	plus
réservés	VER:pper	réserver
dans	PRP	dans
nos	DET:POS	notre
habitudes	NOM	habitude
,	PUN	,
car	KON	car
les	DET:ART	le
uns	NOM	un
et	KON	et
les	DET:ART	le
autres	ADJ	autre
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
à	PRP	à
peu	ADV	peu
près	ADV	près
égaux	ADJ	égal
devant	PRP	devant
la	DET:ART	le
fortune	NOM	fortune
.	SENT	.
S'	PRO:PER	se
ils	PRO:PER	il
ont	VER:pres	avoir
déjà	ADV	déjà
du	PRP:det	du
talent	NOM	talent
(	PUN	(
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
leur	DET:POS	leur
cas	NOM	cas
)	PUN	)
,	PUN	,
ils	PRO:PER	il
n'	ADV	ne
ont	VER:pres	avoir
pas	ADV	pas
encore	ADV	encore
de	PRP	de
notoriété	NOM	notoriété
et	KON	et
leurs	DET:POS	leur
tableaux	NOM	tableau
se	PRO:PER	se
vendent	VER:pres	vendre
peu	ADV	peu
ou	KON	ou
tout	ADV	tout
ou	KON	ou
moins	ADV	moins
se	PRO:PER	se
vendent	VER:pres	vendre
mal	ADV	mal
.	SENT	.
Et	KON	et
pour	PRP	pour
moi	PRO:PER	moi
qui	PRO:REL	qui
ne	ADV	ne
fait	VER:pres	faire
pas	ADV	pas
de	PRP	de
l'	DET:ART	le
art	NOM	art
,	PUN	,
mais	KON	mais
qui	PRO:REL	qui
fais	VER:pres	faire
seulement	ADV	seulement
du	PRP:det	du
métier	NOM	métier
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
loin	ADV	loin
de	PRP	de
gagner	VER:infi	gagner
ce	PRO:DEM	ce
que	KON	que
Taupenot	NAM	Taupenot
m'	PRO:PER	me
avait	VER:impf	avoir
fait	VER:pper	faire
espérer	VER:infi	espérer
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pas	ADV	pas
encore	ADV	encore
cette	PRO:DEM	ce
habitude	NOM	habitude
du	PRP:det	du
travail	NOM	travail
qui	PRO:REL	qui
donne	VER:pres	donner
la	DET:ART	le
facilité	NOM	facilité
;	PUN	;
je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
me	PRO:PER	me
mettre	VER:infi	mettre
à	PRP	à
ma	DET:POS	mon
table	NOM	table
et	KON	et
enlever	VER:infi	enlever
un	DET:ART	un
dessin	NOM	dessin
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
lève	VER:pres	lever
dix	NUM	dix
fois	NOM	foi|fois
par	PRP	par
heure	NOM	heure
,	PUN	,
je	PRO:PER	je
regarde	VER:pres	regarder
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
,	PUN	,
je	PRO:PER	je
cherche	VER:pres	chercher
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
vais	VER:pres	aller
faire	VER:infi	faire
,	PUN	,
j'	PRO:PER	je
ouvre	VER:pres	ouvrer|ouvrir
un	DET:ART	un
livre	NOM	livre
et	KON	et
,	PUN	,
au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
m'	PRO:PER	me
en	PRP	en
tenir	VER:infi	tenir
au	PRP:det	au
renseignement	NOM	renseignement
qui	PRO:REL	qui
m'	PRO:PER	me
est	VER:pres	être
nécessaire	ADJ	nécessaire
,	PUN	,
je	PRO:PER	je
lis	VER:pres	lire
tout	ADV	tout
le	DET:ART	le
passage	NOM	passage
qui	PRO:REL	qui
m'	PRO:PER	me
intéresse	VER:pres	intéresser
,	PUN	,
celui	PRO:DEM	celui
-là	ADV	là
en	PRO:PER	en
amène	VER:pres	amener
un	DET:ART	un
autre	ADJ	autre
,	PUN	,
je	PRO:PER	je
rêve	VER:pres	rêver
,	PUN	,
je	PRO:PER	je
réfléchis	VER:pres	réfléchir
et	KON	et
n'	ADV	ne
avance	VER:pres	avancer
pas	ADV	pas
.	SENT	.
D'	PRP	de
un	DET:ART	un
autre	ADJ	autre
côté	NOM	côté
j'	PRO:PER	je
ai	VER:pres	avoir
des	PRP:det	du
scrupules	NOM	scrupule
et	KON	et
des	PRP:det	du
exigences	NOM	exigence
qui	PRO:REL	qui
m'	PRO:PER	me
entraînent	VER:pres	entraîner
dans	PRP	dans
d'	PRP	de
autres	ADJ	autre
lenteurs	NOM	lenteur
.	SENT	.
De	PRP	de
sorte	NOM	sorte
que	PRO:REL	que
je	PRO:PER	je
mets	VER:pres	mettre
quelquefois	ADV	quelquefois
huit	NUM	huit
jours	NOM	jour
à	PRP	à
faire	VER:infi	faire
un	DET:ART	un
dessin	NOM	dessin
qu'	KON	que
un	DET:ART	un
autre	ADJ	autre
trouverait	VER:cond	trouver
et	KON	et
terminerait	VER:cond	terminer
en	PRP	en
quelques	PRO:IND	quelque
heures	NOM	heure
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
par	PRP	par
là	ADV	là
surtout	ADV	surtout
que	KON	que
je	PRO:PER	je
suis	VER:pres	suivre|être
un	DET:ART	un
amateur	NOM	amateur
travaillant	VER:ppre	travailler
avec	PRP	avec
fantaisie	NOM	fantaisie
pour	PRP	pour
son	DET:POS	son
plaisir	NOM	plaisir
,	PUN	,
et	KON	et
non	ADV	non
un	DET:ART	un
ouvrier	NOM	ouvrier
ou	KON	ou
un	DET:ART	un
véritable	ADJ	véritable
artiste	NOM	artiste
.	SENT	.
Le	DET:ART	le
résultat	NOM	résultat
de	PRP	de
ce	PRO:DEM	ce
genre	NOM	genre
de	PRP	de
travail	NOM	travail
est	VER:pres	être
de	PRP	de
rogner	VER:infi	rogner
considérablement	ADV	considérablement
mes	DET:POS	mon
bénéfices	NOM	bénéfice
et	KON	et
de	PRP	de
les	PRO:PER	la|le
réduire	VER:infi	réduire
au	PRP:det	au
strict	ADJ	strict
nécessaire	ADJ	nécessaire
.	SENT	.
Nos	DET:POS	notre
déjeuners	NOM	déjeuner
ne	ADV	ne
nécessitent	VER:pres	nécessiter
donc	ADV	donc
pas	ADV	pas
une	DET:ART	un
table	NOM	table
confortablement	ADV	confortablement
servie	VER:pper	servir
;	PUN	;
ils	PRO:PER	il
se	PRO:PER	se
composent	VER:pres	composer
d'	PRP	de
un	DET:ART	un
petit	ADJ	petit
pain	NOM	pain
avec	PRP	avec
une	DET:ART	un
tranche	NOM	tranche
de	PRP	de
jambon	NOM	jambon
ou	KON	ou
d'	PRP	de
un	DET:ART	un
morceau	NOM	morceau
de	PRP	de
fromage	NOM	fromage
que	PRO:REL	que
nous	PRO:PER	nous
allons	VER:pres	aller
manger	VER:infi	manger
les	DET:ART	le
uns	NOM	un
chez	PRP	chez
les	DET:ART	le
autres	ADJ	autre
.	SENT	.
Celui	PRO:DEM	celui
qui	PRO:REL	qui
reçoit	VER:pres	recevoir
nous	PRO:PER	nous
offre	VER:pres	offrir
le	DET:ART	le
liquide	NOM	liquide
,	PUN	,
et	KON	et
il	PRO:PER	il
en	PRO:PER	en
est	VER:pres	être
quitte	ADJ	quitte
à	PRP	à
bon	ADJ	bon
marché	NOM	marché
;	PUN	;
le	DET:ART	le
porteur	NOM	porteur
d'	PRP	de
eau	NOM	eau
fait	VER:pres	faire
tous	PRO:IND	tout
les	DET:ART	le
matins	NOM	matin
sa	DET:POS	son
provision	NOM	provision
pour	PRP	pour
deux	NUM	deux
sous	NOM	sou
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
heure	NOM	heure
de	PRP	de
la	DET:ART	le
causerie	NOM	causerie
:	PUN	:
on	PRO:PER	on
regarde	VER:pres	regarder
le	DET:ART	le
tableau	NOM	tableau
qui	PRO:REL	qui
est	VER:pres	être
en	PRP	en
train	NOM	train
,	PUN	,
on	PRO:PER	on
se	PRO:PER	se
conseille	VER:pres	conseiller
et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
discute	VER:pres	discuter
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
heure	NOM	heure
aussi	ADV	aussi
où	PRO:REL	où
je	PRO:PER	je
demande	VER:pres	demander
avis	NOM	avis
à	PRP	à
mes	DET:POS	mon
camarades	NOM	camarade
qui	PRO:REL	qui
,	PUN	,
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
sont	VER:pres	être
des	PRP:det	du
maîtres	NOM	maître
,	PUN	,
et	KON	et
,	PUN	,
dans	PRP	dans
un	DET:ART	un
mot	NOM	mot
,	PUN	,
dans	PRP	dans
un	DET:ART	un
coup	NOM	coup
de	PRP	de
crayon	NOM	crayon
,	PUN	,
j'	PRO:PER	je
en	PRO:PER	en
apprends	VER:pres	apprendre
plus	ADV	plus
que	KON	que
dans	PRP	dans
de	PRP	de
longues	ADJ	longue
heures	NOM	heure
de	PRP	de
travail	NOM	travail
et	KON	et
de	PRP	de
réflexion	NOM	réflexion
.	SENT	.
Puis	ADV	puis
après	PRP	après
une	DET:ART	un
demi-heure	NOM	demi-heure
de	PRP	de
repos	NOM	repos
et	KON	et
d'	PRP	de
intimité	NOM	intimité
,	PUN	,
chacun	PRO:IND	chacun
rentre	VER:pres	rentrer
chez	PRP	chez
soi	PRO:PER	soi
,	PUN	,
tandis	KON	tandis
que	PRO:REL	que
je	PRO:PER	je
descends	VER:pres	descendre
dans	PRP	dans
Paris	NAM	Paris
pour	KON	pour
aller	VER:infi	aller
faire	VER:infi	faire
les	DET:ART	le
recherches	NOM	recherche
nécessaires	ADJ	nécessaire
à	PRP	à
mon	DET:POS	mon
travail	NOM	travail
,	PUN	,
à	PRP	à
la	DET:ART	le
Bibliothèque	NAM	Bibliothèque
ou	KON	ou
au	PRP:det	au
Cabinet	NAM	Cabinet
des	PRP:det	du
estampes	NOM	estampe
.	SENT	.
Le	DET:ART	le
soir	NOM	soir
,	PUN	,
nous	PRO:PER	nous
nous	PRO:PER	nous
retrouvons	VER:pres	retrouver
dans	PRP	dans
un	DET:ART	un
restaurant	NOM	restaurant
de	PRP	de
la	DET:ART	le
rue	NOM	rue
Fontaine	NAM	Fontaine
(	PUN	(
est	VER:pres	être
-ce	PRO:DEM	ce
bien	ADJ	bien
restaurant	NOM	restaurant
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
dire	VER:infi	dire
)	PUN	)
,	PUN	,
enfin	ADV	enfin
dans	PRP	dans
un	DET:ART	un
endroit	NOM	endroit
où	PRO:REL	où
,	PUN	,
moyennant	VER:ppre	moyenner
la	DET:ART	le
somme	NOM	somme
de	PRP	de
vingt	NUM	vingt
à	PRP	à
vingt-trois	NUM	vingt-trois
sous	PRP	sous
,	PUN	,
on	PRO:PER	on
donne	VER:pres	donner
un	DET:ART	un
dîner	NOM	dîner
composé	VER:pper	composer
d'	PRP	de
un	DET:ART	un
potage	NOM	potage
et	KON	et
de	PRP	de
deux	NUM	deux
plats	NOM	plat
de	PRP	de
viande	NOM	viande
.	SENT	.
Il	PRO:PER	il
en	PRO:PER	en
est	VER:pres	être
de	PRP	de
nos	DET:POS	notre
dîners	NOM	dîner
comme	KON	comme
des	PRP:det	du
soupers	NOM	souper
de	PRP	de
théâtre	NOM	théâtre
,	PUN	,
un	DET:ART	un
dialogue	NOM	dialogue
vif	ADJ	vif
et	KON	et
animé	VER:pper	animer
est	VER:pres	être
la	DET:ART	le
pièce	NOM	pièce
de	PRP	de
résistance	NOM	résistance
;	PUN	;
on	PRO:PER	on
pense	VER:pres	penser
à	PRP	à
ce	PRO:DEM	ce
qui	PRO:REL	qui
se	PRO:PER	se
dit	VER:pres	dire
et	KON	et
non	ADV	non
à	PRP	à
ce	PRO:DEM	ce
qu'	PRO:REL	que
on	PRO:PER	on
mange	VER:pres	manger
.	SENT	.
Notre	DET:POS	notre
dîner	NOM	dîner
terminé	VER:pper	terminer
,	PUN	,
nous	PRO:PER	nous
rentrons	VER:pres	rentrer
chez	PRP	chez
nous	PRO:PER	nous
,	PUN	,
et	KON	et
le	DET:ART	le
plus	ADV	plus
souvent	ADV	souvent
c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
ma	DET:POS	mon
chambre	NOM	chambre
qu'	KON	que
on	PRO:PER	on
se	PRO:PER	se
réunit	VER:pres	réunir
,	PUN	,
car	KON	car
j'	PRO:PER	je
ai	VER:pres	avoir
un	DET:ART	un
luxe	NOM	luxe
de	PRP	de
chaises	NOM	chaise
et	KON	et
de	PRP	de
meubles	NOM	meuble
pour	PRP	pour
s'	PRO:PER	se
étendre	VER:infi	étendre
que	KON	que
mes	DET:POS	mon
voisins	NOM	voisin
ne	ADV	ne
possèdent	VER:pres	posséder
pas	ADV	pas
.	SENT	.
On	PRO:PER	on
allume	VER:pres	allumer
les	DET:ART	le
pipes	NOM	pipe
et	KON	et
la	DET:ART	le
causerie	NOM	causerie
reprend	VER:pres	reprendre
sur	PRP	sur
les	DET:ART	le
sujets	NOM	sujet
qui	PRO:REL	qui
nous	PRO:PER	nous
occupent	VER:pres	occuper
,	PUN	,
le	DET:ART	le
travail	NOM	travail
et	KON	et
la	DET:ART	le
peinture	NOM	peinture
;	PUN	;
ou	KON	ou
bien	ADV	bien
l'	DET:ART	le
un	NOM	un
de	PRP	de
nous	PRO:PER	nous
prend	VER:pres	prendre
un	DET:ART	un
livre	NOM	livre
et	KON	et
lit	NOM	lit
haut	ADJ	haut
,	PUN	,
tandis	KON	tandis
que	KON	que
les	DET:ART	le
autres	ADJ	autre
cherchent	VER:pres	chercher
une	DET:ART	un
esquisse	NOM	esquisse
ou	KON	ou
bien	ADV	bien
suivent	VER:pres	suivre
paresseusement	ADV	paresseusement
les	DET:ART	le
spirales	NOM	spiral|spirale
de	PRP	de
leur	DET:POS	leur
fumée	NOM	fumée
.	SENT	.
À	PRP	à
onze	NUM	onze
heures	NOM	heure
on	PRO:PER	on
se	PRO:PER	se
sépare	VER:pres	séparer
,	PUN	,
pour	PRP	pour
recommencer	VER:infi	recommencer
le	DET:ART	le
lendemain	NOM	lendemain
.	SENT	.
Point	NOM	point
de	PRP	de
théâtres	NOM	théâtre
,	PUN	,
point	NOM	point
de	PRP	de
cafés	NOM	café
,	PUN	,
point	NOM	point
de	PRP	de
visites	NOM	visite
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
;	PUN	;
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
préservés	VER:pper	préserver
de	PRP	de
ces	PRO:DEM	ce
distractions	NOM	distraction
coûteuses	ADJ	coûteux
par	PRP	par
des	PRP:det	du
raisons	NOM	raison
toutes-puissantes	ADJ	toutes-puissantes
dont	PRO:REL	dont
on	PRO:PER	on
ne	ADV	ne
parle	VER:pres	parler
pas	ADV	pas
,	PUN	,
mais	KON	mais
auxquelles	PRO:REL	auquel
on	PRO:PER	on
obéit	VER:pres	obéir
discrètement	ADV	discrètement
.	SENT	.
Personne	NOM	personne
ne	ADV	ne
se	PRO:PER	se
plaint	VER:pres	plaindre
du	PRP:det	du
présent	NOM	présent
,	PUN	,
car	KON	car
on	PRO:PER	on
a	VER:pres	avoir
foi	NOM	foi
dans	PRP	dans
l'	DET:ART	le
avenir	NOM	avenir
:	PUN	:
plus	ADV	plus
tard	ADV	tard
,	PUN	,
quand	KON	quand
on	PRO:PER	on
sera	VER:futu	être
quelqu'un	PRO:IND	quelqu'un
.	SENT	.
Quand	KON	quand
je	PRO:PER	je
dis	VER:pres	dire
on	PRO:PER	on
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
me	PRO:PER	me
comprends	VER:pres	comprendre
pas	ADV	pas
,	PUN	,
bien	ADV	bien
entendu	VER:pper	entendre
,	PUN	,
dans	PRP	dans
ce	PRO:DEM	ce
on	PRO:PER	on
,	PUN	,
car	KON	car
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pas	ADV	pas
d'	PRP	de
avenir	NOM	avenir
,	PUN	,
et	KON	et
,	PUN	,
comme	ADV	comme
mes	DET:POS	mon
camarades	NOM	camarade
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pas	ADV	pas
d'	PRP	de
étoile	NOM	étoile
pour	PRP	pour
me	PRO:PER	me
guider	VER:infi	guider
;	PUN	;
je	PRO:PER	je
ne	ADV	ne
serai	VER:futu	être
jamais	ADV	jamais
quelqu'un	PRO:IND	quelqu'un
.	SENT	.
Et	KON	et
Clotilde	NAM	Clotilde
?	SENT	?
Clotilde	NAM	Clotilde
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
l'	DET:ART	le
avenir	NOM	avenir
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
mais	KON	mais
j'	PRO:PER	je
avoue	VER:pres	avouer
qu'	KON	que
elle	PRO:PER	elle
est	VER:pres	être
toujours	ADV	toujours
le	DET:ART	le
présent	NOM	présent
.	SENT	.
Si	KON	si
je	PRO:PER	je
suis	VER:pres	suivre|être
venu	VER:pper	venir
habiter	VER:infi	habiter
la	DET:ART	le
rue	NOM	rue
Blanche	NAM	Blanche
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
parce	KON	parce
que	PRO:REL	que
Clotilde	NAM	Clotilde
demeure	VER:pres	demeurer
rue	NOM	rue
Moncey	NAM	Moncey
;	PUN	;
si	KON	si
j'	PRO:PER	je
ai	VER:pres	avoir
quitté	VER:pper	quitter
Marseille	NAM	Marseille
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
pour	PRP	pour
suivre	VER:infi	suivre
Clotilde	NAM	Clotilde
à	PRP	à
Paris	NAM	Paris
.	SENT	.
Voilà	ADV	voilà
l'	DET:ART	le
aveu	NOM	aveu
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
retardé	VER:pper	retarder
jusqu'	PRP	jusque
à	PRP	à
présent	ADJ	présent
,	PUN	,
agissant	VER:ppre	agir
un	DET:ART	un
peu	ADV	peu
comme	ADV	comme
les	DET:ART	le
femmes	NOM	femme
qui	PRO:REL	qui
bavardent	VER:pres	bavarder
longuement	ADV	longuement
pendant	PRP	pendant
quatre	NUM	quatre
pages	NOM	page
sans	PRP	sans
rien	NOM	rien
dire	VER:infi	dire
,	PUN	,
et	KON	et
mettent	VER:pres	mettre
leur	DET:POS	leur
pensée	NOM	pensée
dans	PRP	dans
le	DET:ART	le
dernier	ADJ	dernier
mot	NOM	mot
de	PRP	de
leur	DET:POS	leur
lettre	NOM	lettre
.	SENT	.
Mon	DET:POS	mon
dernier	ADJ	dernier
mot	NOM	mot
,	PUN	,
vrai	ADJ	vrai
et	KON	et
franc	ADJ	franc
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
que	KON	que
je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
toujours	ADV	toujours
.	SENT	.
Cela	PRO:DEM	cela
est	VER:pres	être
lâche	ADJ	lâche
,	PUN	,
peut-être	ADV	peut-être
,	PUN	,
et	KON	et
même	ADV	même
je	PRO:PER	je
suis	VER:pres	suivre|être
assez	ADV	assez
disposé	VER:pper	disposer
à	PRP	à
le	PRO:PER	le
reconnaître	VER:infi	reconnaître
;	PUN	;
mais	KON	mais
après	ADV	après
,	PUN	,
que	PRO:REL	que
puis	ADV	puis
-je	PRO:PER	je
à	PRP	à
cela	PRO:DEM	cela
?	SENT	?
Si	KON	si
la	DET:ART	le
lâcheté	NOM	lâcheté
du	PRP:det	du
